,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
29,-2.094514,-2.0418472,"('unfair', 'fair')",-0.16868833,-0.18506685,-0.8239563,-0.78571856,-0.37621632,-0.3545184,-0.7738526,-0.8398907,-0.8474455,-0.8414083,-0.0060372
26,1.9332616,1.9002517,"('hardhearted', 'benevolent')",-0.4876114,-0.35831314,1.2788725,1.2684472,0.88519454,0.8560974,1.8356687,1.8267329,1.0890772,1.0986432,-0.009566
12,1.7811954,1.5654804,"('unsupportive', 'supportive')",0.19852757,0.20078932,-0.5360113,-0.66346776,-0.28913996,-0.34638816,-0.9909208,-0.895446,0.0327302,-0.0278064,0.0605366
71,1.6833631,1.5665845,"('diffident', 'self-confident')",0.90456164,0.8102797,0.22173585,0.19175413,2.662768,2.6118937,0.8748328,0.84249085,1.2694522,1.2046005,0.0648517
9,1.6496075,1.5495529,"('unaffectionate', 'caring')",0.20916599,0.32564706,-0.44694677,-0.54558575,0.686136,0.6718641,1.2278678,1.1780977,0.6651661,0.6359152,0.0292509
52,-1.4661357,-1.1816723,"('irrational', 'rational')",-0.36060202,-0.23067439,1.065883,1.1807582,1.5032259,1.6254203,0.163732,0.15349038,0.1812206,0.3094645,-0.1282439
22,-1.4357959,-1.4360523,"('untrustworthy', 'trustworthy')",-1.6500552,-1.6782459,-1.2577493,-1.2813969,-1.8637531,-1.8299341,-1.321616,-1.2160746,-1.505794,-1.4883408,-0.0174532
49,-1.2946885,-1.3994341,"('unable', 'able')",-1.1702714,-1.2450113,-1.1417633,-1.2421168,-0.4992653,-0.5764351,-0.48847446,-0.6122345,-0.9188926,-1.0150464,0.0961538
31,-1.2872864,-1.1298182,"('evil', 'good')",-1.2354482,-1.1417879,0.9818201,1.0965518,2.8131585,2.8433213,-0.59512,-0.71014166,0.1354248,0.1916251,-0.0562003
44,-1.2338345,-1.0623791,"('prejudiced', 'unprejudiced')",-0.45340213,-0.6221306,-0.32040724,-0.20340681,-0.7603763,-0.6991658,-1.4680418,-1.4125272,-0.8472124,-0.7999219,-0.0472905
72,1.189749,1.1990218,"('unambitious', 'ambitious')",-0.30950797,-0.25917596,-0.87412155,-0.8234988,-0.82692665,-0.741641,-0.8588529,-0.7073448,-0.335932,-0.2665277,-0.0694043
40,1.1587915,0.91796577,"('stingy', 'generous')",-0.6841708,-0.75315356,-0.51885116,-0.5665855,-0.4291573,-0.45974845,-1.0569195,-1.1518092,-0.3060614,-0.4026662,0.0966048
85,1.1083169,1.1175374,"('insignificant', 'prestigious')",0.08112795,0.11499254,1.7222121,1.7071337,2.857963,2.8963027,1.4908382,1.2263395,1.4520916,1.4124611,0.0396305
84,1.0987959,0.9603844,"('inferior', 'superior')",0.7024184,0.6417445,0.43160346,0.34166688,0.13124293,0.10663503,1.1103168,1.0011126,0.6948755,0.6103087,0.0845668
75,-1.007358,-0.6528592,"('meek', 'impulsive')",0.22595128,0.35870957,0.24039456,0.4027109,1.7041644,1.8201326,-0.08721088,-0.006305812,0.2151883,0.3844776,-0.1692893
50,-0.95907074,-0.8201029,"('clumsy', 'skillful')",1.8268535,1.7709204,2.5534065,2.470814,0.81973845,0.84966075,0.9747392,0.969392,1.0431334,1.0481368,-0.0050034
68,-0.9368906,-0.9879858,"('dependent', 'independent')",-0.41471976,-0.5530538,-1.0323688,-1.1327354,-0.81284064,-0.83591187,-0.6597556,-0.8260651,-0.7713151,-0.8671504,0.0958353
8,0.8528819,0.94401497,"('unaffectionate', 'affectionate')",-0.8953407,-0.7072054,-0.07543523,-0.065320894,1.583041,1.6173645,0.8450514,0.8156706,0.4620397,0.5209047,-0.058865
37,-0.84424895,-0.73161465,"('fake', 'genuine')",0.4100971,0.39645296,-0.20219879,-0.26752034,-0.28959006,-0.30948973,0.4371372,0.47546765,-0.0977607,-0.0873408,-0.0104199
3,-0.8254318,-1.1010242,"('repellent', 'pleasant')",-0.20632268,-0.4064619,-0.63234216,-0.7974301,-1.7580392,-1.8280212,-0.27232254,-0.40296322,-0.7388917,-0.9071801,0.1682884
30,-0.7973718,-0.7717711,"('intolerant', 'tolerant')",-1.453327,-1.4021192,-1.8866386,-1.9776627,-2.4942505,-2.511287,0.8025359,0.9235755,-1.1658104,-1.1478529,-0.0179575
34,-0.77471554,-0.78852355,"('mean', 'honorable')",-1.9359678,-2.0347447,-0.9608561,-0.9892094,0.27477482,0.27730072,5.129022,4.8948116,0.3464515,0.2719269,0.0745246
57,-0.74024546,-0.87871623,"('unimaginative', 'imaginative')",-1.4761835,-1.3977858,-1.93552,-2.053524,-3.5683448,-3.6097436,-2.4139814,-2.3122418,-2.0268551,-2.0504023,0.0235472
45,-0.72782606,-0.9807326,"('incompetent', 'competent')",-0.8352822,-0.95247805,-1.9142556,-2.1469486,-2.0745358,-2.1788433,-0.462713,-0.46086854,-1.2029226,-1.3439742,0.1410516
15,-0.7246732,-0.43058163,"('boring', 'funny')",0.0047341003,0.14008385,0.5999851,0.70957315,0.24688333,0.42080346,0.28500706,0.35387194,0.0823873,0.2387501,-0.1563628
47,-0.72448933,-0.6026853,"('stupid', 'smart')",-1.1967367,-1.1723619,-0.6180726,-0.5948938,-1.8684338,-1.7753681,4.3188796,4.1563263,-0.0177706,0.0022035,-0.0199741
87,0.7235401,0.6889989,"('unsuccessful', 'successful')",1.2722362,1.2556175,2.0982575,1.9994198,0.06974538,0.059755675,1.3573792,1.3311342,1.1042318,1.0669852,0.0372466
66,0.7069133,0.90702266,"('inactive', 'active')",0.5713057,0.6415787,1.8450159,1.8510321,0.807619,0.8005511,1.5119728,1.4205786,1.0885653,1.1241526,-0.0355873
86,0.7038318,0.36435407,"('uninfluential', 'influential')",-0.54244435,-0.5339358,-1.323756,-1.5661112,-1.6958604,-1.8060338,-0.30117252,-0.36560193,-0.6318803,-0.7814658,0.1495855
62,0.6946915,0.60173494,"('incompetent', 'brilliant')",-0.16854924,-0.19355105,-2.3620124,-2.3834386,-2.2659407,-2.2533777,0.016551148,0.2722042,-0.817052,-0.7912857,-0.0257663
61,-0.6854967,-0.7780518,"('illogical', 'logical')",0.24265742,0.23452553,-0.27054286,-0.32231146,-0.4709923,-0.44068092,-0.042866215,-0.035372555,-0.2454481,-0.2683783,0.0229302
16,-0.67651147,-0.8102188,"('unpopular', 'popular')",0.4138317,0.30010274,0.91793305,0.79283667,0.031200811,-0.030234858,0.6824952,0.45757008,0.2737899,0.1420112,0.1317787
46,0.6521541,0.09887475,"('uncompetitive', 'competitive')",-0.0074971616,-0.20327246,-0.73539424,-0.98982626,-3.3289638,-3.4418218,-0.5348462,-0.4666508,-0.7909095,-1.0005394,0.2096299
35,0.6365486,0.9859843,"('corrupt', 'incorrupt')",0.7877957,0.8684424,1.8176304,2.0119767,3.9179394,4.0131984,0.38325015,0.36873838,1.5086329,1.6496681,-0.1410352
