,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.60164,-1.9630636,"('distant', 'open')",0.50204575,0.38952136,-0.5497971,-0.7867711,0.236974
5,-1.4100728,-1.8062656,"('distant', 'outgoing')",0.027090032,-0.07497151,-0.6914914,-0.9406186,0.2491272
53,-1.3477474,-1.6366594,"('uncreative', 'creative')",0.9567918,0.7963724,-0.1954778,-0.4201435,0.2246657
31,-1.289595,-1.5881611,"('evil', 'good')",-0.7290793,-0.7983201,-1.0093372,-1.1932406,0.1839034
19,-1.2794576,-1.5643982,"('inhospitable', 'hospitable')",0.17892249,0.01097269,-0.5502675,-0.7767127,0.2264452
16,-1.2765136,-1.5336025,"('unpopular', 'popular')",-0.33128214,-0.25011578,-0.8038979,-0.8918591,0.0879612
79,-1.2610584,-1.3108073,"('wavering', 'unwavering')",0.1562752,0.17841545,-0.5523916,-0.566196,0.0138044
29,-1.2542992,-1.1928761,"('unfair', 'fair')",-0.1861962,-0.21815933,-0.7202477,-0.7055177,-0.01473
81,1.2258016,1.5259801,"('submissive', 'aggressive')",-0.9659804,-0.8427874,0.1299106,0.3415964,-0.2116858
36,-1.2067672,-1.668091,"('hostile', 'amicable')",0.3735291,0.1335299,-0.4166191,-0.7672806,0.3506615
60,1.1871582,1.4988874,"('inefficient', 'efficient')",-0.36285934,-0.12570763,0.4121494,0.6865899,-0.2744405
9,-1.12717,-1.3844645,"('unaffectionate', 'caring')",1.2910458,1.3311472,0.0819379,-0.0266587,0.1085966
8,-1.1147957,-1.433903,"('unaffectionate', 'affectionate')",1.2405136,1.1571032,0.0628589,-0.1383999,0.2012588
66,-1.0957065,-0.97450703,"('inactive', 'active')",0.52977103,0.57219493,-0.2829677,-0.201156,-0.0818117
76,1.0395056,1.5588527,"('anxious', 'daring')",-0.052858375,0.2563538,0.4933236,0.9076033,-0.4142797
80,1.0349776,1.4259539,"('dominated', 'dominating')",-1.3579577,-1.2109791,-0.1614901,0.1074874,-0.2689775
