,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-1.0002855,-1.4824306,"('unfriendly', 'friendly')",1.9262519,1.8173652,0.4629832,0.1674673,0.2955159
30,0.9930179,1.022488,"('intolerant', 'tolerant')",1.1271969,1.0659893,1.0601075,1.0442386,0.0158689
86,-0.94349957,-1.215109,"('uninfluential', 'influential')",0.19006048,-0.030470453,-0.3767195,-0.6227897,0.2460702
38,-0.9001161,-0.8333389,"('untruthful', 'truthful')",-0.5038361,-0.42693365,-0.7019761,-0.6301363,-0.0718398
14,0.8911912,1.1031832,"('antisocial', 'social')",-0.47194532,-0.3538975,0.2096229,0.3746428,-0.1650199
54,-0.8074026,-0.9230277,"('incapable', 'capable')",1.2010787,1.2396626,0.196838,0.1583175,0.0385205
39,0.7739731,0.774337,"('exploitative', 'cooperative')",0.40902492,0.4054016,0.591499,0.5898693,0.0016297
71,-0.7731638,-0.9118638,"('diffident', 'self-confident')",0.53338873,0.68003196,-0.1198875,-0.1159159,-0.0039716
73,0.7503776,0.82017154,"('helpless', 'self-reliant')",-2.6116707,-2.6059816,-0.9306465,-0.892905,-0.0377415
65,0.7450098,1.0338188,"('insecure', 'secure')",-0.4041532,-0.21878049,0.1704283,0.4075192,-0.2370909
69,0.7382133,0.40603036,"('lazy', 'industrious')",-0.3970876,-0.5865624,0.1705628,-0.090266,0.2608288
4,-0.6454328,-0.703541,"('disliked', 'liked')",-6.4764333,-6.605896,-3.5609331,-3.6547184,0.0937853
26,0.63811904,0.3816683,"('hardhearted', 'benevolent')",2.1050782,2.0310066,1.3715986,1.2063375,0.1652611
42,0.62134373,1.0693471,"('unreliable', 'reliable')",-2.9642317,-2.810612,-1.1714439,-0.8706324,-0.3008115
50,0.616991,0.57870436,"('clumsy', 'skillful')",0.012546606,-0.103095405,0.3147688,0.2378045,0.0769643
68,-0.6066399,-0.63948596,"('dependent', 'independent')",-0.5721965,-0.68491626,-0.5894182,-0.6622011,0.0727829
44,0.59118307,0.8827158,"('prejudiced', 'unprejudiced')",-1.3867724,-1.1506461,-0.3977947,-0.1339651,-0.2638296
85,-0.57519406,-0.95476085,"('insignificant', 'prestigious')",0.5662595,0.53038824,-0.0044673,-0.2121863,0.207719
40,0.55414015,0.36707935,"('stingy', 'generous')",-1.0310028,-1.3476766,-0.2384313,-0.4902986,0.2518673
22,0.5539187,0.82830113,"('untrustworthy', 'trustworthy')",-0.58394235,-0.5947651,-0.0150118,0.116768,-0.1317798
35,-0.5068817,-0.7755714,"('corrupt', 'incorrupt')",0.048070922,-0.22218084,-0.2294054,-0.4988761,0.2694707
64,0.50660175,0.6997357,"('shy', 'confident')",-6.39234,-6.5669236,-2.9428692,-2.933594,-0.0092752
75,-0.49993652,-0.52680194,"('meek', 'impulsive')",-0.3600433,-0.38758224,-0.4299899,-0.4571921,0.0272022
41,0.48928773,0.30734256,"('unforgiving', 'forgiving')",0.05382093,-0.15579168,0.2715543,0.0757754,0.1957789
2,0.48292637,0.44188014,"('unlikable', 'likable')",0.44142425,0.3288585,0.4621753,0.3853693,0.076806
52,-0.46648556,-0.9064491,"('irrational', 'rational')",0.22404097,0.1469809,-0.1212223,-0.3797341,0.2585118
62,0.45482057,0.76599616,"('incompetent', 'brilliant')",-0.026436921,0.14676262,0.2141918,0.4563794,-0.2421876
10,-0.4283263,-0.2335429,"('unsympathetic', 'sympathetic')",-0.27643815,-0.24655825,-0.3523822,-0.2400506,-0.1123316
3,-0.42398238,-0.52897096,"('repellent', 'pleasant')",0.19463727,0.15340118,-0.1146726,-0.1877849,0.0731123
34,-0.42292383,-0.5070367,"('mean', 'honorable')",5.550782,5.7350802,2.5639291,2.6140218,-0.0500927
21,0.42199665,0.39973485,"('immoral', 'moral')",-0.9043516,-0.9662051,-0.2411775,-0.2832351,0.0420576
28,-0.41844392,-0.59769905,"('disloyal', 'loyal')",0.8058493,0.76292527,0.1937027,0.0826131,0.1110896
55,0.4113447,0.5458236,"('incompetent', 'clever')",0.11634846,0.055878077,0.2638466,0.3008508,-0.0370042
59,-0.39166117,-0.44049883,"('foolish', 'wise')",0.3117075,0.26696014,-0.0399768,-0.0867693,0.0467925
37,0.39008453,0.6492666,"('fake', 'genuine')",0.6558557,0.67559403,0.5229701,0.6624303,-0.1394602
57,-0.38085362,-0.17702432,"('unimaginative', 'imaginative')",-1.9756141,-1.9343858,-1.1782339,-1.0557051,-0.1225288
74,0.37323713,0.44607756,"('undedicated', 'dedicated')",0.3439317,0.2539464,0.3585844,0.350012,0.0085724
49,-0.36210993,-0.29058087,"('unable', 'able')",-0.32072046,-0.23192382,-0.3414152,-0.2612523,-0.0801629
17,-0.3620458,-0.34124756,"('nasty', 'nice')",-0.30213314,-0.40010935,-0.3320895,-0.3706785,0.038589
20,0.33520687,0.3749561,"('rough', 'thoughtful')",0.99065286,0.8966067,0.6629299,0.6357814,0.0271485
67,0.32164276,0.36991203,"('doubtful', 'determined')",-0.6261511,-0.68014616,-0.1522542,-0.1551171,0.0028629
82,-0.31967443,-0.4562825,"('poor', 'rich')",5.779115,5.9520693,2.7297204,2.7478933,-0.0181729
12,-0.31873742,-0.23086737,"('unsupportive', 'supportive')",-1.5613118,-1.6621546,-0.9400246,-0.946511,0.0064864
32,0.27550942,0.24979536,"('unkind', 'kind')",0.840666,0.8066326,0.5580877,0.528214,0.0298737
78,-0.24647579,-0.26998505,"('nonresilient', 'resilient')",-0.12540111,-0.039425567,-0.1859384,-0.1547053,-0.0312331
88,0.24644482,0.13914487,"('low', 'eminent')",0.23347522,0.22071762,0.23996,0.1799313,0.0600287
33,0.24636716,-0.0690918,"('wrong', 'right')",-0.11385636,-0.35520375,0.0662554,-0.2121478,0.2784032
24,-0.22343677,-0.1159862,"('dishonest', 'honest')",0.78852516,0.81688994,0.2825442,0.3504519,-0.0679077
0,-0.21477291,-0.23616494,"('unsociable', 'sociable')",-0.55605733,-0.5945771,-0.3854151,-0.415371,0.0299559
87,0.21211977,0.3424445,"('unsuccessful', 'successful')",0.6581307,0.9073742,0.4351252,0.6249093,-0.1897841
70,0.20978247,0.6719752,"('lethargic', 'energetic')",0.7226627,0.97261494,0.4662226,0.8222951,-0.3560725
15,-0.18670824,-0.08673811,"('boring', 'funny')",0.7223087,0.7671076,0.2678002,0.3401847,-0.0723845
43,-0.18572566,0.25337496,"('irresponsible', 'responsible')",0.6021147,0.80917215,0.2081945,0.5312735,-0.323079
48,0.18165737,0.17376646,"('unintelligent', 'intelligent')",0.5535824,0.4421827,0.3676199,0.3079746,0.0596453
7,0.16936317,0.29117107,"('insensitive', 'sensitive')",0.9490017,1.1048849,0.5591825,0.698028,-0.1388455
83,-0.15756296,-0.14381741,"('powerless', 'powerful')",-1.0011009,-1.0344843,-0.5793319,-0.5891508,0.0098189
63,-0.14954089,0.077954866,"('unperceptive', 'insightful')",0.67519474,0.84611166,0.2628269,0.4620333,-0.1992064
84,0.12154958,0.11776287,"('inferior', 'superior')",0.873104,0.7947663,0.4973268,0.4562646,0.0410622
56,-0.095536016,0.35585302,"('impractical', 'practical')",-0.39704785,-0.23254927,-0.2462919,0.0616519,-0.3079438
61,-0.08576049,-0.19188999,"('illogical', 'logical')",0.40802532,0.37632525,0.1611324,0.0922176,0.0689148
58,-0.081844255,0.0012041176,"('undiscriminating', 'discriminating')",0.21766587,0.38640255,0.0679108,0.1938033,-0.1258925
72,-0.0812912,0.032998517,"('unambitious', 'ambitious')",-0.49445903,-0.43390116,-0.2878751,-0.2004513,-0.0874238
47,-0.067353286,0.16638629,"('stupid', 'smart')",4.94886,5.1408706,2.4407535,2.6536283,-0.2128748
11,-0.05991048,0.14816967,"('unhelpful', 'helpful')",1.3761667,1.5918843,0.6581281,0.8700269,-0.2118988
51,-0.051229604,-0.19423005,"('uneducated', 'educated')",0.4625659,0.24165103,0.2056682,0.0237105,0.1819577
23,0.040810533,0.12448335,"('insincere', 'sincere')",5.392506,5.6380553,2.7166584,2.8812695,-0.1646111
77,0.04032196,0.023222202,"('unmotivated', 'motivated')",-1.516768,-1.4322233,-0.738223,-0.7045006,-0.0337224
27,0.0387922,0.0350632,"('hardhearted', 'softhearted')",1.666058,1.6593732,0.8524251,0.8472182,0.0052069
18,0.036996186,-0.39344925,"('disagreeable', 'welcoming')",-0.13233757,-0.5223229,-0.0476707,-0.4578861,0.4102154
45,0.03352733,0.2853732,"('incompetent', 'competent')",-0.23009826,-0.03364916,-0.0982855,0.125862,-0.2241475
13,0.021042787,0.22629595,"('impolite', 'polite')",-0.6705008,-0.66079736,-0.324729,-0.2172507,-0.1074783
25,-0.014737122,-0.33689767,"('egoistic', 'altruistic')",1.7345539,1.5916374,0.8599084,0.6273699,0.2325385
46,0.005829704,0.2073546,"('uncompetitive', 'competitive')",-0.91572076,-0.91473526,-0.4549455,-0.3536903,-0.1012552
