,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
63,0.83484125,0.5584903,"('unperceptive', 'insightful')",0.56463844,0.24012455,0.6422801,0.4841503,0.6805866,0.4275884,0.2529982
81,0.8337639,0.7375216,"('submissive', 'aggressive')",0.49596995,0.4964309,-1.1760128,-1.330074,0.0512404,-0.0320405,0.0832809
54,-0.8272914,-0.7485493,"('incapable', 'capable')",0.21950129,0.32864612,1.2274022,1.4688575,0.2065374,0.3496515,-0.1431141
66,-0.82447094,-0.7723242,"('inactive', 'active')",-0.65176183,-0.66623926,1.1260984,1.232882,-0.1167115,-0.0685605,-0.048151
88,-0.8233317,-0.84342355,"('low', 'eminent')",0.24980995,0.32571456,-0.167436,-0.059514508,-0.2469859,-0.1924078,-0.0545781
7,0.8052157,0.7066547,"('insensitive', 'sensitive')",0.7011977,0.48627356,0.5528827,0.4792326,0.686432,0.557387,0.129045
71,0.79803914,0.6874783,"('diffident', 'self-confident')",0.98720735,0.9210486,0.8995566,0.877137,0.8949343,0.8285546,0.0663797
76,0.7924486,0.66798383,"('anxious', 'daring')",0.41382247,0.4466881,0.014412727,-0.12929605,0.4068946,0.3284586,0.078436
12,0.77861667,0.5647696,"('unsupportive', 'supportive')",0.66136485,0.3838177,-1.6264136,-1.6464581,-0.062144,-0.2326236,0.1704796
9,-0.7627299,-0.6034695,"('unaffectionate', 'caring')",0.055695996,0.07656878,1.3753759,1.4334102,0.2227807,0.3021698,-0.0793891
43,0.7257357,0.46062827,"('irresponsible', 'responsible')",-0.12159051,-0.3924366,0.3255353,0.25752032,0.3098935,0.1085707,0.2013228
52,-0.720538,-0.37271926,"('irrational', 'rational')",-0.3341471,-0.10275355,0.25976554,0.63250774,-0.2649732,0.052345,-0.3173182
28,-0.6845792,-0.6166733,"('disloyal', 'loyal')",-0.06862636,0.032244552,0.92951465,1.0606065,0.0587697,0.1587259,-0.0999562
82,-0.6585369,-0.6607274,"('poor', 'rich')",0.13306719,0.2697284,6.0726833,6.184275,1.8490712,1.9310921,-0.0820209
21,0.618872,0.4599485,"('immoral', 'moral')",0.39102516,0.26457736,-1.1990544,-1.231114,-0.0630524,-0.1688627,0.1058103
16,-0.61334735,-0.48764843,"('unpopular', 'popular')",-0.3823728,-0.27631077,0.6823068,0.9025201,-0.1044711,0.046187,-0.1506581
22,0.61310387,0.3961305,"('untrustworthy', 'trustworthy')",-0.2674427,-0.40702492,-0.99938405,-1.067316,-0.2179076,-0.3594035,0.1414959
0,-0.606615,-0.7186933,"('unsociable', 'sociable')",-0.5456671,-0.6484634,-0.556258,-0.59402686,-0.5695134,-0.6537278,0.0842144
65,0.5957619,0.6944066,"('insecure', 'secure')",-0.25903547,-0.21338782,-0.5825922,-0.75705683,-0.0819553,-0.0920127,0.0100574
30,0.5939543,0.52983,"('intolerant', 'tolerant')",1.3500515,1.4232302,0.68172044,0.7039407,0.8752421,0.8856669,-0.0104248
46,0.5884846,0.23222263,"('uncompetitive', 'competitive')",0.38369787,0.22515795,-1.0096002,-1.0820854,-0.0124726,-0.2082349,0.1957623
72,0.5848901,0.5658859,"('unambitious', 'ambitious')",-0.8290798,-0.85115373,-1.0854316,-1.231337,-0.4432071,-0.5055349,0.0623278
73,0.56033105,0.5762998,"('helpless', 'self-reliant')",0.55053574,0.61638707,-2.8979213,-2.7247324,-0.5956848,-0.5106819,-0.0850029
38,-0.55532175,-0.7333814,"('untruthful', 'truthful')",-0.9055544,-1.1155773,-0.28209436,-0.38212392,-0.5809902,-0.7436942,0.162704
34,-0.46589515,-0.55558044,"('mean', 'honorable')",0.025351062,-0.10948665,5.994542,5.8712416,1.8513327,1.7353915,0.1159412
11,0.4304112,0.29178554,"('unhelpful', 'helpful')",0.84441304,0.754733,1.5831932,1.4317979,0.9526725,0.8261054,0.1265671
57,-0.40715027,-0.5136675,"('unimaginative', 'imaginative')",0.7315203,0.78301275,-2.2925076,-2.096934,-0.6560459,-0.6091963,-0.0468496
84,0.37081307,0.31004858,"('inferior', 'superior')",0.56471133,0.40737748,0.7375144,0.74487686,0.5576796,0.4874343,0.0702453
86,-0.36303365,-0.5761709,"('uninfluential', 'influential')",-0.223112,-0.36564097,-0.26612765,-0.40512338,-0.2840911,-0.4489784,0.1648873
75,-0.3566877,-0.2833199,"('meek', 'impulsive')",-0.060758457,0.013601888,-0.28382763,-0.18680665,-0.2337579,-0.1521749,-0.081583
3,0.35385975,0.4249285,"('repellent', 'pleasant')",0.09429739,0.19830354,0.07698132,0.1831413,0.1750461,0.2687911,-0.093745
17,-0.315241,-0.290802,"('nasty', 'nice')",-1.1745424,-1.0751904,-0.62429935,-0.5735429,-0.7046943,-0.6465118,-0.0581825
29,0.3090976,0.22671013,"('unfair', 'fair')",-0.9333193,-1.1579471,-0.49801254,-0.5740777,-0.3740781,-0.5017715,0.1276934
2,0.30374858,0.42329478,"('unlikable', 'likable')",0.08754232,0.12953159,0.4955177,0.6263698,0.2956029,0.3930654,-0.0974625
45,0.29454523,0.1475532,"('incompetent', 'competent')",-0.7089401,-0.7865058,-0.5206998,-0.50493973,-0.3116982,-0.3812974,0.0695992
20,0.2894282,0.30382067,"('rough', 'thoughtful')",0.9050431,0.92669404,0.948452,1.0059061,0.7143078,0.7454736,-0.0311658
74,0.2746888,0.2416751,"('undedicated', 'dedicated')",0.44353998,0.36755958,0.18837129,0.29709607,0.3022,0.3021103,8.97e-05
37,0.26190737,0.010832217,"('fake', 'genuine')",-0.0456447,-0.28543174,0.34086534,0.20711578,0.1857093,-0.0224946,0.2082039
87,0.22992182,0.34342685,"('unsuccessful', 'successful')",0.5542222,0.64471054,0.61933595,0.776264,0.4678267,0.5881338,-0.1203071
61,0.22942275,0.15916169,"('illogical', 'logical')",0.39140785,0.280048,0.16228159,0.099757165,0.2610374,0.1796556,0.0813818
51,0.20030625,0.11905469,"('uneducated', 'educated')",-0.6193206,-0.6731619,-0.071576424,-0.072983876,-0.1635303,-0.2090304,0.0455001
68,0.17634065,0.10614163,"('dependent', 'independent')",-0.37620193,-0.55672437,-0.66353697,-0.6688043,-0.2877994,-0.373129,0.0853296
10,0.14919788,-0.084340945,"('unsympathetic', 'sympathetic')",-0.81099796,-0.92921615,-0.6685531,-0.8470726,-0.4434511,-0.6202099,0.1767588
32,0.14805293,-0.0052977074,"('unkind', 'kind')",-0.036169067,-0.13204257,0.60306543,0.64733267,0.2383164,0.1699975,0.0683189
24,-0.13155729,-0.3385061,"('dishonest', 'honest')",-1.7342796,-1.8790908,0.27309313,0.20265467,-0.5309146,-0.6716475,0.1407329
27,-0.12697428,-0.25279695,"('hardhearted', 'softhearted')",0.473233,0.3583474,1.4275222,1.250506,0.5912603,0.4520188,0.1392415
18,-0.12510663,0.059995472,"('disagreeable', 'welcoming')",0.10995638,0.1716241,-0.31932542,-0.13784742,-0.1114919,0.0312574,-0.1427493
59,0.12116371,0.3439074,"('foolish', 'wise')",0.28674054,0.44786835,0.43297264,0.82314515,0.2802923,0.538307,-0.2580147
33,0.11998837,0.18640721,"('wrong', 'right')",0.25423554,0.15711665,-0.21618363,-0.062213995,0.0526801,0.09377,-0.0410899
50,0.10362893,0.18406764,"('clumsy', 'skillful')",0.33028182,0.3953195,0.17211828,0.3295698,0.2020097,0.3029856,-0.1009759
44,0.10291691,0.057316586,"('prejudiced', 'unprejudiced')",-0.21274292,-0.26678094,-0.8525558,-0.9124165,-0.3207939,-0.3739603,0.0531664
23,-0.08820855,-0.0826699,"('insincere', 'sincere')",-0.29678676,-0.37637314,5.0802803,4.9718666,1.5650949,1.5042745,0.0608204
69,-0.052765578,0.09365735,"('lazy', 'industrious')",1.039371,1.0130731,-0.011692059,0.25264698,0.3249711,0.4531258,-0.1281547
13,0.050236285,-0.111786745,"('impolite', 'polite')",-0.35178035,-0.43418705,-0.48424965,-0.7433055,-0.2619312,-0.4297597,0.1678285
47,-0.04924829,-0.017459927,"('stupid', 'smart')",0.8716315,1.00648,5.4598556,5.4179893,2.0940797,2.1356697,-0.04159
48,-0.036882043,-0.1727381,"('unintelligent', 'intelligent')",0.77306753,0.6773632,0.47342175,0.34379914,0.4032024,0.2828081,0.1203943
15,-0.036634352,0.023776153,"('boring', 'funny')",0.060203314,0.12570463,0.34587643,0.44341728,0.1231485,0.1976327,-0.0744842
41,-0.033082865,0.080023535,"('unforgiving', 'forgiving')",-0.71585536,-0.8305516,0.18102422,0.23581941,-0.1893047,-0.1715696,-0.0177351
83,-0.03280887,-0.23860821,"('powerless', 'powerful')",-0.18624538,-0.3483287,-1.1252437,-1.2275891,-0.4480993,-0.604842,0.1567427
49,0.017520249,0.1298778,"('unable', 'able')",0.65083784,0.7251843,0.21340583,0.24892098,0.2939213,0.3679944,-0.0740731
58,0.016497415,-0.08405232,"('undiscriminating', 'discriminating')",0.20713034,0.111883715,-0.089340076,-0.1678754,0.0447626,-0.0466813,0.0914439
77,0.015893258,-0.034518026,"('unmotivated', 'motivated')",0.89761215,0.74298316,-1.223274,-1.2602558,-0.1032562,-0.1839302,0.080674
40,-0.0045037577,0.04297158,"('stingy', 'generous')",0.040260598,0.08072376,-1.5042517,-1.3554993,-0.4894983,-0.4106013,-0.078897
