,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,-1.5007393,-1.3696843,"('impolite', 'polite')",-0.78882635,-0.8097929,-1.1447828,-1.0897386,-0.0550442
57,-1.2187613,-1.2792225,"('unimaginative', 'imaginative')",-3.0103915,-3.1575243,-2.1145763,-2.2183733,0.103797
19,-1.2005521,-1.3067063,"('inhospitable', 'hospitable')",-0.800213,-0.67168427,-1.0003825,-0.9891953,-0.0111872
38,-1.1857015,-0.9708625,"('untruthful', 'truthful')",-0.559604,-0.22440748,-0.8726528,-0.597635,-0.2750178
18,-1.1545067,-1.420104,"('disagreeable', 'welcoming')",-0.72494483,-0.9490396,-0.9397258,-1.1845717,0.2448459
84,1.1046345,0.9444261,"('inferior', 'superior')",1.164471,1.2154902,1.1345527,1.0799582,0.0545945
27,-0.98213166,-0.8939635,"('hardhearted', 'softhearted')",0.95910996,0.79961187,-0.0115108,-0.0471758,0.035665
11,-0.96726847,-0.8498752,"('unhelpful', 'helpful')",1.3187791,1.5737553,0.1757553,0.36194,-0.1861847
67,0.95133585,0.95579976,"('doubtful', 'determined')",-0.3959304,-0.36920476,0.2777027,0.2932975,-0.0155948
10,-0.93482584,-0.80496335,"('unsympathetic', 'sympathetic')",-0.3837822,-0.6352036,-0.659304,-0.7200835,0.0607795
22,-0.9282941,-0.9722692,"('untrustworthy', 'trustworthy')",-1.0843165,-1.2827715,-1.0063053,-1.1275203,0.121215
68,-0.9014135,-1.0212419,"('dependent', 'independent')",-0.66264975,-0.70186806,-0.7820317,-0.861555,0.0795233
36,-0.8944532,-1.0302553,"('hostile', 'amicable')",-0.2632293,-0.35498843,-0.5788413,-0.6926219,0.1137806
1,-0.88253313,-1.05023,"('unfriendly', 'friendly')",0.808907,0.839101,-0.0368131,-0.1055645,0.0687514
51,-0.87535554,-0.8351519,"('uneducated', 'educated')",0.5099366,0.48384935,-0.1827095,-0.1756513,-0.0070582
17,-0.84140563,-0.7486965,"('nasty', 'nice')",-0.9444486,-0.85768396,-0.8929271,-0.8031902,-0.0897369
0,-0.836441,-0.94421184,"('unsociable', 'sociable')",-0.045954823,-0.35358474,-0.4411979,-0.6488983,0.2077004
35,-0.78014934,-0.7709274,"('corrupt', 'incorrupt')",-0.5663215,-0.5599654,-0.6732354,-0.6654464,-0.007789
43,-0.77896583,-0.7744285,"('irresponsible', 'responsible')",0.2832568,0.19684525,-0.2478545,-0.2887916,0.0409371
45,-0.7747527,-0.5493191,"('incompetent', 'competent')",0.09762773,-0.00148967,-0.3385625,-0.2754044,-0.0631581
23,-0.7692059,-0.56116974,"('insincere', 'sincere')",4.894703,5.15813,2.0627484,2.2984803,-0.2357319
44,-0.755159,-0.72738355,"('prejudiced', 'unprejudiced')",-1.0033889,-1.019648,-0.879274,-0.8735157,-0.0057583
39,0.7203027,0.50480306,"('exploitative', 'cooperative')",-0.04273931,-0.268309,0.3387817,0.118247,0.2205347
87,0.7191974,0.7307298,"('unsuccessful', 'successful')",1.4354337,1.3056316,1.0773156,1.0181807,0.0591349
79,-0.71823037,-0.6964537,"('wavering', 'unwavering')",-0.5035164,-0.34772566,-0.6108733,-0.5220897,-0.0887836
54,-0.7172752,-0.7017031,"('incapable', 'capable')",0.593329,0.65650004,-0.0619731,-0.0226015,-0.0393716
69,0.7154973,0.61848,"('lazy', 'industrious')",-0.5906059,-0.6399904,0.0624457,-0.0107552,0.0732009
70,-0.71367234,-0.5654446,"('lethargic', 'energetic')",0.58337885,0.42170885,-0.0651467,-0.0718679,0.0067212
71,0.7108814,0.5321726,"('diffident', 'self-confident')",0.36753446,0.36689323,0.5392079,0.4495329,0.089675
2,0.6890977,0.48529202,"('unlikable', 'likable')",0.7774796,0.57298124,0.7332886,0.5291367,0.2041519
6,-0.6800063,-0.688109,"('distant', 'open')",-0.6303053,-0.51486003,-0.6551558,-0.6014845,-0.0536713
41,-0.6419026,-0.53131217,"('unforgiving', 'forgiving')",-0.007123586,-0.20992748,-0.3245131,-0.3706198,0.0461067
8,-0.62846875,-0.7047585,"('unaffectionate', 'affectionate')",0.39938685,0.47429353,-0.1145409,-0.1152325,0.0006916
61,0.625513,0.41795504,"('illogical', 'logical')",0.7858959,0.5535763,0.7057045,0.4857657,0.2199388
80,0.6214801,0.7191539,"('dominated', 'dominating')",-0.27833927,-0.5054075,0.1715704,0.1068732,0.0646972
55,-0.59899473,-0.75407684,"('incompetent', 'clever')",0.51222324,0.06564918,-0.0433857,-0.3442138,0.3008281
86,-0.5842951,-0.7781474,"('uninfluential', 'influential')",-0.14453001,-0.5145646,-0.3644125,-0.646356,0.2819435
34,-0.5659097,-0.5884324,"('mean', 'honorable')",5.052682,5.1684837,2.243386,2.2900257,-0.0466397
49,-0.5626216,-0.51576644,"('unable', 'able')",-0.5549513,-0.5409773,-0.5587865,-0.5283719,-0.0304146
31,-0.52871823,-0.64917547,"('evil', 'good')",-0.9670514,-0.9484898,-0.7478848,-0.7988327,0.0509479
5,-0.52093214,-0.55477095,"('distant', 'outgoing')",-0.75647104,-0.52435863,-0.6387016,-0.5395648,-0.0991368
9,-0.5047553,-0.46060324,"('unaffectionate', 'caring')",0.7713171,0.88294584,0.1332809,0.2111713,-0.0778904
28,-0.47619903,-0.55049175,"('disloyal', 'loyal')",0.78786606,0.72578734,0.1558335,0.0876478,0.0681857
4,-0.4696463,-0.41025138,"('disliked', 'liked')",-6.4378014,-6.277441,-3.4537239,-3.3438463,-0.1098776
59,0.46868166,0.34998217,"('foolish', 'wise')",-0.04343749,0.0986123,0.2126221,0.2242972,-0.0116751
52,0.42793554,0.3218534,"('irrational', 'rational')",-0.21113122,-0.121667534,0.1084022,0.1000929,0.0083093
60,-0.41376543,-0.2543322,"('inefficient', 'efficient')",-0.20124726,-0.17948827,-0.3075064,-0.2169102,-0.0905962
72,-0.40110728,-0.32424846,"('unambitious', 'ambitious')",-0.6977953,-0.5646802,-0.5494513,-0.4444643,-0.104987
58,-0.39880592,-0.33768487,"('undiscriminating', 'discriminating')",0.4255672,0.3572716,0.0133806,0.0097934,0.0035872
37,-0.3715229,-0.28281188,"('fake', 'genuine')",0.26213217,0.22329606,-0.0546954,-0.0297579,-0.0249375
40,0.36524343,0.3865767,"('stingy', 'generous')",-1.4436641,-1.7048513,-0.5392103,-0.6591372,0.1199269
47,-0.35203928,-0.38347077,"('stupid', 'smart')",4.754361,4.6594152,2.2011609,2.1379724,0.0631885
33,0.35150734,0.33145303,"('wrong', 'right')",-0.85209787,-0.7591323,-0.2502953,-0.2138397,-0.0364556
42,0.34044552,0.25859064,"('unreliable', 'reliable')",-2.5449698,-2.5970662,-1.1022621,-1.1692377,0.0669756
74,0.32349575,0.31559598,"('undedicated', 'dedicated')",-0.2084666,-0.3492039,0.0575146,-0.016804,0.0743186
7,-0.32231826,-0.32699183,"('insensitive', 'sensitive')",0.4041517,0.19767778,0.0409167,-0.064657,0.1055737
