,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
1,-2.2363179,-2.0544076,"('unfriendly', 'friendly')",-0.69617724,-0.47503537,0.33398843,0.409863,1.133785,1.2248743,-0.3661804,-0.2236764,-0.142504
53,-2.143283,-1.8417453,"('uncreative', 'creative')",-0.03064274,0.043713033,0.40049154,0.61550385,0.7246215,0.94055754,-0.2622032,-0.0604927,-0.2017105
8,-1.9695781,-2.1193237,"('unaffectionate', 'affectionate')",0.38327724,0.67314726,0.7123829,0.7099372,1.1357749,1.258204,0.0654642,0.1304912,-0.065027
9,-1.9221091,-1.8322146,"('unaffectionate', 'caring')",0.45152706,0.7849914,0.59871763,0.61628133,1.3289903,1.397219,0.1142815,0.2415693,-0.1272878
28,-1.8969636,-1.7455938,"('disloyal', 'loyal')",-0.32532793,-0.25795525,-0.1880891,-0.21917476,0.098756135,0.10544155,-0.5779061,-0.5293206,-0.0485855
23,-1.6208873,-1.2534723,"('insincere', 'sincere')",0.23837137,0.399634,-0.27346194,-0.27278197,4.4800205,4.638118,0.7060107,0.8778744,-0.1718637
77,-1.5791018,-1.2723078,"('unmotivated', 'motivated')",-0.30172944,-0.15008497,-0.23897624,-0.10913654,-0.5813952,-0.63165927,-0.6753007,-0.5407971,-0.1345036
44,1.548639,1.535623,"('prejudiced', 'unprejudiced')",-2.0040925,-2.0934281,-1.8461171,-1.694698,-1.7949473,-1.6705662,-1.0241294,-0.9807674,-0.043362
57,-1.3960644,-1.2819448,"('unimaginative', 'imaginative')",0.27765942,0.1735563,-0.011211544,0.03115116,-2.4267488,-2.623053,-0.8890913,-0.9250726,0.0359813
48,-1.3943887,-1.6019624,"('unintelligent', 'intelligent')",0.42753008,0.19446832,-0.016941544,-0.2999198,-1.0443741,-1.2909269,-0.5070436,-0.7495852,0.2425416
32,-1.3713757,-1.3221817,"('unkind', 'kind')",-0.3403478,-0.35018057,0.40192905,0.26844695,0.46755672,0.6473412,-0.2105594,-0.1891436,-0.0214158
73,1.3401133,1.4194812,"('helpless', 'self-reliant')",1.1360248,1.1815653,-0.51044637,-0.47546658,-3.0153801,-3.0132465,-0.2624221,-0.2219166,-0.0405055
25,-1.2198174,-1.2651857,"('egoistic', 'altruistic')",-0.36325407,-0.2552558,0.39567804,0.5371305,0.9747755,1.0834762,-0.0531545,0.0250413,-0.0781958
10,-1.0974113,-0.68987167,"('unsympathetic', 'sympathetic')",0.3029903,0.2845531,0.2630276,0.1395536,0.5439749,0.4320173,0.0031454,0.0415631,-0.0384177
0,-1.0903136,-1.3278685,"('unsociable', 'sociable')",0.95742214,0.6972086,1.120206,0.91030234,0.33471787,0.08196645,0.3305081,0.0904022,0.2401059
18,-1.0752243,-0.98741573,"('disagreeable', 'welcoming')",-0.6019481,-0.29370067,0.71444196,0.7726812,-0.93020725,-0.8863233,-0.4732344,-0.3486896,-0.1245448
60,-1.0446678,-0.70903367,"('inefficient', 'efficient')",1.0922737,1.12076,0.08195171,0.029754877,-0.42652014,-0.47566548,-0.0742406,-0.0085461,-0.0656945
7,-1.009535,-0.80157626,"('insensitive', 'sensitive')",1.4628088,1.6294866,-0.01984857,-0.024920717,0.071832016,0.003555365,0.1263143,0.2016362,-0.0753219
67,1.0051683,0.852509,"('doubtful', 'determined')",0.03633795,0.03118964,0.48941967,0.6395838,-0.10446654,-0.27048823,0.3566149,0.3131986,0.0434163
16,-1.0030859,-0.90097123,"('unpopular', 'popular')",-2.2705662,-2.2270846,-0.14595088,-0.19183457,-0.039137837,0.019218296,-0.8646852,-0.8251681,-0.0395171
61,-0.96718174,-0.901945,"('illogical', 'logical')",0.10699366,0.08440223,0.7075368,0.73124343,-0.22729385,-0.23260374,-0.0949863,-0.0797258,-0.0152605
72,-0.9436858,-0.978122,"('unambitious', 'ambitious')",0.6121989,0.6833829,-0.690162,-0.59916556,-1.2333351,-1.2577295,-0.563746,-0.5379086,-0.0258374
41,-0.92939925,-0.70138,"('unforgiving', 'forgiving')",-0.21714959,0.19043097,0.046257265,0.044225287,0.043731775,-0.02497752,-0.26414,-0.1229253,-0.1412147
86,-0.8763763,-0.9070189,"('uninfluential', 'influential')",1.9441154,1.758399,1.0347413,0.7651224,-0.10626131,-0.46730736,0.4990548,0.2872988,0.211756
82,-0.84873927,-0.46556303,"('poor', 'rich')",-0.20562431,-0.091734186,-0.34938037,-0.21203637,3.9437122,4.467391,0.6349921,0.9245144,-0.2895223
69,0.8425955,0.76375306,"('lazy', 'industrious')",-0.08824344,0.026048735,0.31227368,0.49148676,-0.318071,-0.32510626,0.1871387,0.2390456,-0.0519069
80,0.8342077,0.5919557,"('dominated', 'dominating')",1.449591,0.94410056,0.46659595,0.18558875,-0.46511593,-0.75809944,0.5713196,0.2408864,0.3304332
