,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.781947,-0.59148985,"('untrustworthy', 'trustworthy')",-1.5810528,-1.4713337,-1.1815,-1.0314118,-0.1500882
1,0.75254256,0.70428765,"('unfriendly', 'friendly')",1.6034318,1.4786459,1.1779872,1.0914668,0.0865204
74,0.74065614,0.7513164,"('undedicated', 'dedicated')",-0.24562621,-0.20269701,0.247515,0.2743097,-0.0267947
70,-0.7366234,-0.6096497,"('lethargic', 'energetic')",0.07398367,0.2968035,-0.3313199,-0.1564231,-0.1748968
82,-0.72469205,-0.53177166,"('poor', 'rich')",6.584251,6.8279185,2.9297795,3.1480734,-0.2182939
54,0.7220313,0.66811913,"('incapable', 'capable')",0.7728575,0.77755255,0.7474444,0.7228358,0.0246086
57,-0.7011847,-0.76220477,"('unimaginative', 'imaginative')",-3.4785032,-3.4829984,-2.089844,-2.1226015,0.0327575
19,0.66548735,0.77308756,"('inhospitable', 'hospitable')",-0.24679135,-0.28464147,0.209348,0.244223,-0.034875
73,0.65548074,0.727559,"('helpless', 'self-reliant')",-3.7538402,-3.6299353,-1.5491798,-1.4511881,-0.0979917
55,-0.64604706,-0.5293649,"('incompetent', 'clever')",-0.1299017,0.059745498,-0.3879744,-0.2348097,-0.1531647
32,-0.6284784,-0.3840194,"('unkind', 'kind')",0.6544044,0.9394192,0.012963,0.2776999,-0.2647369
45,-0.62801814,-0.28359872,"('incompetent', 'competent')",-0.4603355,-0.24489373,-0.5441768,-0.2642462,-0.2799306
44,-0.6278404,-0.5841591,"('prejudiced', 'unprejudiced')",-1.3918129,-1.2836007,-1.0098267,-0.9338799,-0.0759468
39,0.6270126,0.61903864,"('exploitative', 'cooperative')",-0.04148609,0.041485116,0.2927633,0.3302619,-0.0374986
69,0.6240816,0.65530396,"('lazy', 'industrious')",-0.935806,-1.0502899,-0.1558622,-0.197493,0.0416308
88,-0.6123598,-0.7205585,"('low', 'eminent')",-0.2580923,-0.3012,-0.4352261,-0.5108793,0.0756532
86,-0.60847086,-0.6573482,"('uninfluential', 'influential')",-0.3341256,-0.3981381,-0.4712982,-0.5277432,0.056445
4,0.5985408,0.77520776,"('disliked', 'liked')",-7.591697,-7.5648494,-3.4965782,-3.3948207,-0.1017575
83,-0.55576074,-0.47603682,"('powerless', 'powerful')",-1.4233192,-1.2642264,-0.98954,-0.8701316,-0.1194084
9,0.5540326,0.46431202,"('unaffectionate', 'caring')",1.1792535,1.1570655,0.8666431,0.8106887,0.0559544
0,0.51676387,0.4838314,"('unsociable', 'sociable')",-0.32134724,-0.40151346,0.0977083,0.041159,0.0565493
40,-0.5161081,-0.50721747,"('stingy', 'generous')",-2.1575768,-2.2621653,-1.3368424,-1.3846914,0.047849
20,0.501379,0.39808694,"('rough', 'thoughtful')",0.97558266,0.9318673,0.7384808,0.6649771,0.0735037
29,-0.4989282,-0.42469358,"('unfair', 'fair')",-0.2325941,-0.32778865,-0.3657612,-0.3762411,0.0104799
2,0.49745536,0.5522111,"('unlikable', 'likable')",0.13836743,0.3738665,0.3179114,0.4630388,-0.1451274
46,-0.47238192,-0.35130355,"('uncompetitive', 'competitive')",-1.4676148,-1.294765,-0.9699984,-0.8230343,-0.1469641
62,-0.40704212,-0.13566251,"('incompetent', 'brilliant')",-0.14070033,0.2732088,-0.2738712,0.0687731,-0.3426443
47,-0.38964143,-0.36853772,"('stupid', 'smart')",5.238851,5.3754206,2.4246049,2.5034413,-0.0788364
81,-0.37897494,-0.31785047,"('submissive', 'aggressive')",-0.87464184,-0.59453493,-0.6268084,-0.4561927,-0.1706157
31,-0.37536216,-0.4868701,"('evil', 'good')",-0.74369174,-1.0026549,-0.5595269,-0.7447625,0.1852356
35,0.37218675,0.26140007,"('corrupt', 'incorrupt')",-0.16177396,-0.36244953,0.1052064,-0.0505247,0.1557311
76,-0.3356624,-0.29959923,"('anxious', 'daring')",-0.47901082,-0.30813318,-0.4073366,-0.3038662,-0.1034704
84,0.3284335,0.31958768,"('inferior', 'superior')",1.0411665,1.0220906,0.6848,0.6708391,0.0139609
24,-0.32533976,-0.30242914,"('dishonest', 'honest')",0.54740244,0.6699157,0.1110313,0.1837433,-0.072712
66,0.32259467,-0.03590827,"('inactive', 'active')",0.6008035,0.2764119,0.4616991,0.1202518,0.3414473
26,0.30370283,0.2070048,"('hardhearted', 'benevolent')",1.6823107,1.5263238,0.9930068,0.8666643,0.1263425
41,0.3030715,0.47917205,"('unforgiving', 'forgiving')",-0.3339737,-0.45537895,-0.0154511,0.0118966,-0.0273477
13,0.2984491,0.45302254,"('impolite', 'polite')",-1.111065,-0.89275277,-0.406308,-0.2198651,-0.1864429
53,-0.28912163,-0.34199914,"('uncreative', 'creative')",0.27135658,0.3443268,-0.0088825,0.0011638,-0.0100463
38,0.2722191,0.36649582,"('untruthful', 'truthful')",-0.33380023,-0.16253246,-0.0307906,0.1019817,-0.1327723
75,-0.25136554,-0.09311156,"('meek', 'impulsive')",-0.8047688,-0.71309483,-0.5280672,-0.4031032,-0.124964
27,-0.23916638,-0.43449,"('hardhearted', 'softhearted')",1.4398264,1.1867782,0.60033,0.3761441,0.2241859
43,-0.22105129,-0.0030606166,"('irresponsible', 'responsible')",0.27121946,0.38394836,0.0250841,0.1904439,-0.1653598
77,-0.21805474,-0.23286757,"('unmotivated', 'motivated')",-1.457733,-1.4548446,-0.8378939,-0.8438561,0.0059622
60,-0.21683754,-0.03265854,"('inefficient', 'efficient')",-0.14899817,0.18103345,-0.1829179,0.0741875,-0.2571054
59,-0.21414033,-0.25751954,"('foolish', 'wise')",0.027100183,-0.068788625,-0.0935201,-0.1631541,0.069634
78,0.21040124,0.070206076,"('nonresilient', 'resilient')",0.03607945,-0.11673216,0.1232403,-0.023263,0.1465033
42,-0.19170184,0.073791355,"('unreliable', 'reliable')",-3.7751412,-3.4427266,-1.9834216,-1.6844677,-0.2989539
36,0.19034182,-0.0731654,"('hostile', 'amicable')",-0.21735041,-0.55457336,-0.0135043,-0.3138694,0.3003651
37,0.18203217,0.20625961,"('fake', 'genuine')",0.16788934,0.2878636,0.1749608,0.2470616,-0.0721008
49,-0.18034673,-0.10545693,"('unable', 'able')",-0.4967929,-0.34630656,-0.3385698,-0.2258818,-0.112688
52,-0.1789685,-0.42797226,"('irrational', 'rational')",0.039717946,-0.25779495,-0.0696253,-0.3428836,0.2732583
67,-0.17221852,-0.020759717,"('doubtful', 'determined')",-0.5368115,-0.40412962,-0.354515,-0.2124447,-0.1420703
48,0.16799566,0.044845406,"('unintelligent', 'intelligent')",0.59930366,0.6661461,0.3836496,0.3554958,0.0281538
8,0.16761227,0.05782305,"('unaffectionate', 'affectionate')",0.57098216,0.46508935,0.3692972,0.2614562,0.107841
63,-0.15039793,0.10078477,"('unperceptive', 'insightful')",0.12735298,0.30902356,-0.0115225,0.2049042,-0.2164267
23,-0.1147458,-0.10299358,"('insincere', 'sincere')",6.3302493,6.50805,3.1077518,3.2025282,-0.0947764
21,0.11298494,0.35691398,"('immoral', 'moral')",-1.1079471,-0.9475502,-0.4974811,-0.2953181,-0.202163
17,-0.11079024,-0.07464966,"('nasty', 'nice')",-0.50466365,-0.68782294,-0.3077269,-0.3812363,0.0735094
34,0.09934588,0.20093167,"('mean', 'honorable')",5.7330446,5.84157,2.9161952,3.0212507,-0.1050555
28,0.09400945,0.11481403,"('disloyal', 'loyal')",1.3773602,1.3351437,0.7356848,0.7249789,0.0107059
87,-0.07399807,-0.14190419,"('unsuccessful', 'successful')",0.5276343,0.5481917,0.2268181,0.2031438,0.0236743
16,-0.04084826,0.01567275,"('unpopular', 'popular')",0.225527,0.09895358,0.0923394,0.0573132,0.0350262
12,-0.040010836,0.07954141,"('unsupportive', 'supportive')",-2.417036,-2.32193,-1.2285235,-1.1211942,-0.1073293
61,-0.011387266,-0.05584801,"('illogical', 'logical')",0.5520313,0.49708408,0.270322,0.220618,0.049704
80,-0.009607151,-0.11181373,"('dominated', 'dominating')",-0.7073458,-0.7223775,-0.3584765,-0.4170956,0.0586191
