,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,male-female
65,-2.8942246,-2.7038736,"('insecure', 'secure')",-2.2817764,-1.997221,-0.5949468,0.21856879,-1.9236493,-1.4941753,-0.429474
81,-2.4832466,-2.2168493,"('submissive', 'aggressive')",-1.8885566,-1.5235761,-1.3969907,-0.6052759,-1.9229314,-1.4485672,-0.4743642
10,-2.190626,-2.236409,"('unsympathetic', 'sympathetic')",-1.3025129,-1.0191036,-0.8012565,-0.1997287,-1.4314651,-1.1517471,-0.279718
85,2.1629014,2.0773296,"('insignificant', 'prestigious')",2.0116801,1.6974171,0.32436672,-0.61921215,1.4996494,1.0518449,0.4478045
0,-1.9642191,-1.9573877,"('unsociable', 'sociable')",-0.63711035,-0.52514964,-0.5538165,-0.25525674,-1.0517153,-0.912598,-0.1391173
45,-1.8189461,-1.6944213,"('incompetent', 'competent')",-1.4290744,-1.2468535,-0.6899059,-0.43675455,-1.3126422,-1.1260097,-0.1866325
14,-1.7857565,-1.8321121,"('antisocial', 'social')",-0.6185283,-0.47218546,-0.63773036,-0.41858694,-1.014005,-0.9076281,-0.1063769
60,-1.77597,-1.5974128,"('inefficient', 'efficient')",-0.91356856,-0.46812958,-0.34291533,0.38595796,-1.0108179,-0.5598615,-0.4509564
69,1.7547866,1.8143518,"('lazy', 'industrious')",1.5574455,1.4314543,-0.5825913,-1.194518,0.9098802,0.6837627,0.2261175
46,-1.6518291,-1.5242971,"('uncompetitive', 'competitive')",-1.2206256,-0.7528412,-1.0967836,-0.7800973,-1.3230794,-1.0190785,-0.3040009
11,-1.6272501,-1.4182113,"('unhelpful', 'helpful')",-0.9556613,-0.65570164,1.7835374,2.0019186,-0.266458,-0.0239982,-0.2424598
48,-1.6268079,-1.5928733,"('unintelligent', 'intelligent')",-0.6401686,-0.57665026,0.551592,0.73636997,-0.5717949,-0.4777179,-0.094077
86,-1.615265,-1.6542047,"('uninfluential', 'influential')",-0.9618676,-1.0247712,-0.4093821,-0.23007527,-0.9955049,-0.9696838,-0.0258211
3,-1.5643965,-1.5517423,"('repellent', 'pleasant')",-1.7521968,-1.4893777,0.5327893,0.90829116,-0.9279346,-0.710943,-0.2169916
