,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
76,1.1473037,0.95171946,"('anxious', 'daring')",-0.9186274,-0.9640811,1.4411093,1.2582246,0.08193761,-0.05400052,0.4379308,0.2979656,0.1399652
46,1.1193576,0.9464135,"('uncompetitive', 'competitive')",0.028245918,0.0019477308,1.4439049,1.2513974,-0.83672196,-0.9752916,0.4386966,0.3061167,0.1325799
32,1.1125033,0.7661228,"('unkind', 'kind')",-0.22199786,-0.40447608,1.0702845,0.83421564,1.1479551,1.0734667,0.7771863,0.5673323,0.209854
80,1.0912955,1.0047053,"('dominated', 'dominating')",-0.027528048,-0.08624496,1.2106583,1.1162925,-1.3395461,-1.3325869,0.2337199,0.1755415,0.0581784
17,-1.0564495,-0.9909756,"('nasty', 'nice')",0.18289001,0.23671402,0.1515508,0.20814405,-0.5847214,-0.5293623,-0.3266825,-0.26887,-0.0578125
1,-1.0269011,-0.74359226,"('unfriendly', 'friendly')",0.26755568,0.4312498,0.038071506,0.18320557,1.5303162,1.9149904,0.2022606,0.4464634,-0.2442028
35,-1.0171396,-0.913062,"('corrupt', 'incorrupt')",-0.083916225,-0.16645367,-1.4985024,-1.480717,0.045759436,0.0953922,-0.6384497,-0.6162101,-0.0222396
37,0.9899113,0.855526,"('fake', 'genuine')",0.35534716,0.33485404,0.7395178,0.6826505,0.4050904,0.55065554,0.6224667,0.6059215,0.0165452
49,-0.988364,-0.9598768,"('unable', 'able')",-0.5542482,-0.5839627,-0.02098196,-0.03268881,-0.028609898,0.07087476,-0.398051,-0.3764134,-0.0216376
73,0.97197694,1.0972509,"('helpless', 'self-reliant')",1.1130229,1.2416983,-0.53515404,-0.39416453,-3.1311285,-3.0109441,-0.3953207,-0.2665399,-0.1287808
7,0.92502636,0.98893034,"('insensitive', 'sensitive')",0.25371438,0.28012446,0.85884094,0.8265584,0.78690344,0.85587716,0.7061213,0.7378726,-0.0317513
19,-0.91786885,-0.8111591,"('inhospitable', 'hospitable')",-0.21416532,-0.16953489,-0.47367093,-0.3811314,-0.041824922,0.11577613,-0.4118825,-0.3115123,-0.1003702
67,0.9064076,0.82402307,"('doubtful', 'determined')",1.0914327,0.95460624,0.62861425,0.65017396,-0.6301299,-0.8552266,0.4990812,0.3933942,0.105687
74,0.834039,0.69287574,"('undedicated', 'dedicated')",0.11232257,0.05520865,0.5241298,0.40199333,0.18233031,0.15440065,0.4132054,0.3261196,0.0870858
63,0.8148142,0.77137405,"('unperceptive', 'insightful')",0.28515708,0.32045972,2.0382128,2.0516725,0.78175354,0.7073833,0.9799844,0.9627224,0.017262
26,0.81300676,1.0962356,"('hardhearted', 'benevolent')",0.7992323,0.9562149,1.4585946,1.5735649,1.7853962,2.020891,1.2140574,1.4117267,-0.1976693
52,-0.80342364,-0.85369444,"('irrational', 'rational')",0.5626651,0.5077527,0.018682405,0.031046793,0.017226327,0.036196362,-0.0512125,-0.0696746,0.0184621
9,-0.7845505,-0.62854975,"('unaffectionate', 'caring')",-0.5124157,-0.47790653,0.2588984,0.30398494,1.1734904,1.3752403,0.0338556,0.1431922,-0.1093366
83,0.6867402,0.6890485,"('powerless', 'powerful')",0.43437624,0.49554855,-0.20111556,-0.23368992,-1.1990013,-1.2499679,-0.0697501,-0.0747652,0.0050151
33,0.6825148,0.7478097,"('wrong', 'right')",1.1659781,1.1998552,0.34405154,0.36010692,-0.4522205,-0.49329522,0.435081,0.4536192,-0.0185382
38,0.67348045,0.5980697,"('untruthful', 'truthful')",0.21670228,0.18440267,0.03945005,0.028298598,-0.22368266,-0.284031,0.1764875,0.131685,0.0448025
47,0.6556611,0.5355451,"('stupid', 'smart')",0.42398998,0.37841573,1.2317963,1.1730814,5.655399,5.6698537,1.9917116,1.939224,0.0524876
55,0.63713706,0.41185835,"('incompetent', 'clever')",-0.880898,-0.94092774,0.6784972,0.4926648,-0.1456626,-0.19162396,0.0722684,-0.0570071,0.1292755
0,0.6289908,0.34571087,"('unsociable', 'sociable')",-0.45170775,-0.6412286,0.7360859,0.48222634,-0.4195361,-0.5264517,0.1234582,-0.0849358,0.208394
87,0.6285442,0.5897372,"('unsuccessful', 'successful')",-0.1348532,-0.20393698,1.50651,1.4307988,0.6184395,0.72049487,0.6546601,0.6342734,0.0203867
64,0.5817523,0.54689956,"('shy', 'confident')",0.93867123,0.861078,0.5337871,0.48978943,-6.551167,-6.62201,-1.1242391,-1.1810608,0.0568217
57,-0.5775494,-0.4324623,"('unimaginative', 'imaginative')",-0.27531663,-0.22554499,-0.44993526,-0.47126335,-2.8141243,-2.675973,-1.0292314,-0.9513109,-0.0779205
29,-0.5723216,-0.32747453,"('unfair', 'fair')",0.038133442,0.0844632,-0.83953583,-0.80181545,-0.6518591,-0.41963735,-0.5063958,-0.366116,-0.1402798
51,-0.5495829,-0.81137055,"('uneducated', 'educated')",-1.0441363,-1.0728866,0.4243432,0.20829192,-0.19677612,-0.39427203,-0.341538,-0.5175593,0.1760213
2,0.5431225,0.39863724,"('unlikable', 'likable')",1.1822007,1.1253612,1.2954453,1.200762,0.4507284,0.4814048,0.8678743,0.8015413,0.066333
66,-0.49684584,-0.4835961,"('inactive', 'active')",-0.5810919,-0.6455663,0.39038444,0.4283562,1.3861228,1.4035786,0.1746424,0.1756931,-0.0010507
69,-0.49297604,-0.3420012,"('lazy', 'industrious')",1.1477662,1.0564194,0.56987286,0.57983875,-0.17726971,-0.20861074,0.2618483,0.2714115,-0.0095632
71,0.48201388,0.70370024,"('diffident', 'self-confident')",1.0560086,1.116371,0.96486324,1.0233334,0.6296858,0.8457776,0.7831429,0.9222956,-0.1391527
20,0.4711846,0.5727099,"('rough', 'thoughtful')",0.35350728,0.43959957,0.4757842,0.45180404,0.89504683,0.95595276,0.5488807,0.6050166,-0.0561359
10,0.46834168,0.19743669,"('unsympathetic', 'sympathetic')",-1.0719022,-1.1318015,0.53692836,0.38724172,-0.114204235,-0.31291127,-0.0452091,-0.2150086,0.1697995
11,0.43630743,0.35049403,"('unhelpful', 'helpful')",-0.04563528,-0.04948109,1.3912838,1.4380066,1.4026594,1.42438,0.7961538,0.7908499,0.0053039
88,0.42067316,0.0459821,"('low', 'eminent')",0.003431005,-0.21924368,0.31064865,0.056382284,0.18506919,-0.06635407,0.2299555,-0.0458083,0.2757638
40,0.38877437,0.37830696,"('stingy', 'generous')",0.31171048,0.47672242,0.6875405,0.6624067,-1.5068367,-1.4056633,-0.0297028,0.0279432,-0.057646
28,0.37077096,0.22513935,"('disloyal', 'loyal')",0.44244158,0.36034796,0.75950533,0.57671845,1.3566281,1.2379777,0.7323365,0.6000459,0.1322906
79,-0.35057768,-0.39869514,"('wavering', 'unwavering')",-0.7111598,-0.80047435,-1.2287364,-1.284725,0.081257224,0.030572224,-0.5523041,-0.6133305,0.0610264
82,-0.34885532,-0.658647,"('poor', 'rich')",-1.0981315,-1.2031858,0.2841272,0.1731567,6.338577,6.303329,1.2939293,1.1536632,0.1402661
53,-0.30742627,-0.38045382,"('uncreative', 'creative')",-0.6085232,-0.4622087,0.011435136,0.06699206,0.95681024,1.2225825,0.013074,0.111728,-0.098654
34,-0.28283557,-0.18839952,"('mean', 'honorable')",-0.14892356,-0.18772267,0.21004586,0.24218208,5.917488,5.942822,1.4239438,1.4522204,-0.0282766
18,-0.26904055,-0.40113884,"('disagreeable', 'welcoming')",-0.32847688,-0.2740931,0.2516364,0.26354685,-0.19528225,-0.19849214,-0.1352908,-0.1525443,0.0172535
15,-0.25245953,-0.028547749,"('boring', 'funny')",0.44562584,0.49125728,-0.57983136,-0.40286812,0.19196776,0.35961777,-0.0486743,0.1048648,-0.1535391
77,0.24544044,0.1241912,"('unmotivated', 'motivated')",0.1677156,0.17300361,0.5018369,0.39106864,-1.3351634,-1.4527515,-0.1050426,-0.191122,0.0860794
59,-0.23187824,-0.21706007,"('foolish', 'wise')",0.9184812,0.8980299,0.011823149,0.10618559,0.35689414,0.44513315,0.2638301,0.3080721,-0.044242
58,0.20130418,0.36933136,"('undiscriminating', 'discriminating')",0.45275417,0.5097677,0.6464982,0.61442155,-0.12701008,0.017219257,0.2933866,0.377685,-0.0842984
41,0.20072778,0.19736774,"('unforgiving', 'forgiving')",-0.35887134,-0.2610955,0.96882105,0.88814986,0.22448038,0.11473735,0.2587894,0.2347899,0.0239995
3,0.19626871,0.19555084,"('repellent', 'pleasant')",-0.26467976,-0.21980992,0.74913585,0.73805755,0.44207582,0.3957175,0.2807001,0.277379,0.0033211
44,-0.1959109,0.026659496,"('prejudiced', 'unprejudiced')",-0.61272883,-0.5107379,0.12042972,0.3025461,-1.2275615,-1.10827,-0.4789429,-0.3224506,-0.1564923
86,0.18287484,-0.0016913116,"('uninfluential', 'influential')",-0.12972705,-0.16238144,0.14288953,-0.007812174,-0.016099688,-0.018757403,0.0449844,-0.0476606,0.092645
45,0.18211037,0.3744734,"('incompetent', 'competent')",-0.43922722,-0.33187786,1.5734236,1.5953966,-0.19025224,-0.15665299,0.2815136,0.3703348,-0.0888212
68,0.1316081,0.1705952,"('dependent', 'independent')",-0.6153065,-0.67775327,0.34233433,0.24904418,-0.56067723,-0.73482066,-0.1755103,-0.2482336,0.0727233
50,0.06880228,-0.27785233,"('clumsy', 'skillful')",0.04451905,-0.18710354,0.6001279,0.51229775,0.2614092,0.14881201,0.2437146,0.0490385,0.1946761
54,0.038793545,-0.066997215,"('incapable', 'capable')",-0.29836562,-0.3031673,0.28155926,0.20051004,1.2358052,1.2634012,0.3144481,0.2734367,0.0410114
25,-0.021624371,-0.13832267,"('egoistic', 'altruistic')",1.0758866,1.0195315,1.120946,0.9818246,1.5715228,1.6110834,0.9366828,0.8685292,0.0681536
