,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
56,3.1381693,3.0716088,"('impractical', 'practical')",0.9155069,0.90304387,1.0868231,0.9970318,-0.44569057,-0.5425847,1.1737021,1.1072749,0.0664272
16,-2.737139,-2.9245105,"('unpopular', 'popular')",-0.6871956,-0.83439547,-0.385401,-0.46227914,0.6965542,0.56062937,-0.7782953,-0.915139,0.1368437
31,-2.5724113,-2.2266116,"('evil', 'good')",-0.40120214,-0.31779066,-1.62022,-1.4416202,-0.717877,-0.52203363,-1.3279276,-1.127014,-0.2009136
65,2.4056475,2.0400553,"('insecure', 'secure')",0.16211823,0.023531638,0.85591096,0.72712654,-0.26757744,-0.31353876,0.7890248,0.6192937,0.1697311
36,-2.398503,-2.2258976,"('hostile', 'amicable')",-0.6295891,-0.56757057,-1.4052407,-1.3627703,0.6017529,0.5895795,-0.957895,-0.8916647,-0.0662303
6,-2.3076167,-2.0176065,"('distant', 'open')",-0.055412993,0.08276282,-1.1803702,-1.03311,0.602553,0.7550351,-0.7352117,-0.5532296,-0.1819821
5,-2.158647,-1.8641589,"('distant', 'outgoing')",-0.061493825,-0.03483896,-0.7793021,-0.6465608,-0.27607742,-0.045244757,-0.8188801,-0.6477008,-0.1711793
39,2.145702,2.2906387,"('exploitative', 'cooperative')",1.4586571,1.47824,1.3846552,1.4299695,0.30172703,0.34491497,1.3226854,1.3859408,-0.0632554
84,1.9588586,1.9643438,"('inferior', 'superior')",0.9900495,0.9368879,0.3331126,0.294287,0.6122422,0.52266973,0.9735657,0.9295471,0.0440186
4,-1.9348077,-1.8298342,"('disliked', 'liked')",-0.43765372,-0.43638274,-0.41041207,-0.3681018,-6.4162045,-6.460998,-2.2997694,-2.2738292,-0.0259402
8,-1.9308839,-1.8048309,"('unaffectionate', 'affectionate')",-0.6319723,-0.6369678,-0.7931524,-0.7102718,0.7111523,1.0318184,-0.6612141,-0.530063,-0.1311511
23,1.9097297,1.729296,"('insincere', 'sincere')",-0.010944944,-0.05566077,1.3893781,1.308087,5.5164967,5.535318,2.2011647,2.1292601,0.0719046
61,1.7456827,1.5879306,"('illogical', 'logical')",1.1329215,1.0972322,1.0911326,0.94817525,0.36993825,0.29301056,1.0849187,0.9815871,0.1033316
21,1.6844379,1.4266297,"('immoral', 'moral')",0.53261566,0.5038815,1.4405578,1.3031409,-0.7770809,-0.90592074,0.7201326,0.5819328,0.1381998
14,1.6314018,1.5623355,"('antisocial', 'social')",0.5789303,0.4640457,1.3457673,1.2046893,-0.6507528,-0.68717676,0.7263367,0.6359735,0.0903632
85,-1.6127621,-1.4883704,"('insignificant', 'prestigious')",0.6096102,0.6855542,-0.3215202,-0.2850203,0.6020824,0.7878897,-0.1806474,-0.0749867,-0.1056607
42,1.5847019,1.4987395,"('unreliable', 'reliable')",0.5583266,0.54999757,1.1139258,1.1405668,-2.5594208,-2.5693517,0.1743833,0.1549881,0.0193952
24,1.5784233,1.5357573,"('dishonest', 'honest')",-0.35663489,-0.27345768,0.42334378,0.47554862,0.81046975,0.8566587,0.6139005,0.6486267,-0.0347262
12,1.5720416,1.4175737,"('unsupportive', 'supportive')",0.45281965,0.40302855,1.4375993,1.3883828,-1.903332,-1.8666145,0.3897821,0.3355926,0.0541895
60,1.5598145,1.4435709,"('inefficient', 'efficient')",0.43804228,0.43123084,2.0394208,1.8844699,-0.29478532,-0.38440385,0.9356231,0.8437169,0.0919062
27,-1.468554,-1.387914,"('hardhearted', 'softhearted')",-0.3094876,-0.26421553,0.79190385,0.81616455,1.6970553,1.7586426,0.1777294,0.2306694,-0.05294
75,-1.4461522,-1.1694794,"('meek', 'impulsive')",-0.2039804,-0.171808,-1.3748235,-1.2820054,-0.60773313,-0.4733765,-0.9081724,-0.7741674,-0.134005
62,1.3584477,1.3372933,"('incompetent', 'brilliant')",0.14061502,0.17183462,1.0715587,1.0950097,-0.39884716,-0.32667923,0.5429436,0.5693645,-0.0264209
22,1.3562875,1.4130049,"('untrustworthy', 'trustworthy')",0.45793307,0.53511745,0.6578651,0.72293323,-0.90573215,-0.7809888,0.3915884,0.4725167,-0.0809283
43,1.3336753,1.3930644,"('irresponsible', 'responsible')",-0.40160185,-0.34535384,0.600181,0.6159055,0.27937555,0.3280228,0.4529075,0.4979097,-0.0450022
81,1.2828907,0.982698,"('submissive', 'aggressive')",0.24281964,0.09172001,1.1853219,0.9431523,-0.777161,-1.1226214,0.4834678,0.2237373,0.2597305
70,1.2526644,1.1559392,"('lethargic', 'energetic')",-0.016247801,-0.022405848,1.5363182,1.4804909,0.62544733,0.6427807,0.8495455,0.8142012,0.0353443
48,1.2375087,1.1923175,"('unintelligent', 'intelligent')",-0.22959119,-0.13813257,-0.058153488,-0.16952178,0.107454434,0.17236292,0.2643046,0.2642565,4.81e-05
72,1.2365328,1.2024307,"('unambitious', 'ambitious')",-0.14185306,-0.15443993,-0.7703021,-0.7743254,-0.87540674,-0.7769072,-0.1377573,-0.1258104,-0.0119469
30,1.2220925,1.191509,"('intolerant', 'tolerant')",0.93163985,0.95761573,1.0238693,0.83305293,0.8483051,0.63138735,1.0064766,0.9033912,0.1030854
78,-1.1979712,-1.3633196,"('nonresilient', 'resilient')",-0.45526055,-0.60965836,0.7072812,0.5514791,-0.1684942,-0.19355845,-0.2786112,-0.4037643,0.1251531
13,1.1903958,1.1594822,"('impolite', 'polite')",-0.209302,-0.09717003,0.7969136,0.8809285,-0.43244576,-0.48545942,0.3363904,0.3644453,-0.0280549
