,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
53,0.5110367,0.4557583,"('uncreative', 'creative')",0.5341544,0.43501535,-0.45253247,-0.5039181,-0.40587017,-0.3661168,1.6189578,1.5291307,0.3611492,0.3099739,0.0511753
2,0.4648413,0.5915878,"('unlikable', 'likable')",2.7052186,2.7877107,1.158713,1.253893,1.148548,1.2554381,0.8107127,0.8531422,1.2576068,1.3483544,-0.0907476
28,0.4630505,0.4105357,"('disloyal', 'loyal')",0.3229057,0.2942592,-0.8766168,-0.92585367,-0.87015474,-0.94633454,1.219211,1.1604583,0.0516791,-0.001387,0.0530661
88,0.43674922,0.39136013,"('low', 'eminent')",-0.17737523,-0.1638847,-0.46679872,-0.41278926,-0.42466214,-0.38520515,0.60364443,0.58550084,-0.0056885,0.0029964,-0.0086849
84,0.36877257,0.24083279,"('inferior', 'superior')",0.5768113,0.5492769,-0.4268901,-0.5450726,-0.028933693,-0.12616,0.43336773,0.4474751,0.1846256,0.1132704,0.0713552
68,0.35535273,0.29917613,"('dependent', 'independent')",-1.8713933,-1.8466214,-0.36758298,-0.34379768,-0.22844106,-0.20343989,-0.22565356,-0.27791658,-0.4675436,-0.4745199,0.0069763
35,-0.3531281,-0.34771824,"('corrupt', 'incorrupt')",-1.5187494,-1.627233,-1.0322021,-1.1365966,-1.2707707,-1.198293,-0.93878895,-1.0085057,-1.0227278,-1.0636694,0.0409416
34,0.3484094,0.33623776,"('mean', 'honorable')",1.4742173,1.4760133,0.87942094,0.83708936,0.6283018,0.62229085,5.4311566,5.528809,1.7523012,1.760088,-0.0077868
19,-0.34323728,-0.3173288,"('inhospitable', 'hospitable')",-0.22834864,-0.29287156,-0.47766948,-0.4737714,-1.0268148,-0.9264003,-0.15049912,-0.16150418,-0.4453139,-0.4343753,-0.0109386
46,0.3362313,0.3960919,"('uncompetitive', 'competitive')",1.8877921,1.9121189,0.7595048,0.836267,0.6933013,0.67764974,0.7678688,0.7931398,0.8889397,0.9230535,-0.0341138
1,0.27502063,0.31924292,"('unfriendly', 'friendly')",0.17649385,0.026260488,-1.9629024,-2.0678258,-1.3301473,-1.3112167,1.2928822,1.2436,-0.3097306,-0.3579878,0.0482572
3,0.27351794,0.31702447,"('repellent', 'pleasant')",-0.18635657,-0.14218077,0.48521322,0.4765254,0.51403964,0.41258574,0.43812007,0.40659708,0.3049068,0.2941104,0.0107964
33,0.25433403,0.21825688,"('wrong', 'right')",1.2030239,1.1462598,0.39858454,0.293239,0.09426184,0.041342847,-0.92330235,-0.9900604,0.2053804,0.1418076,0.0635728
77,0.24953821,0.17182659,"('unmotivated', 'motivated')",1.1398313,1.205066,0.33296293,0.42632338,0.20963354,0.1951537,-0.6473991,-0.6137595,0.2569134,0.276922,-0.0200086
36,-0.24194872,-0.30485487,"('hostile', 'amicable')",-0.046205245,-0.36874294,-1.2808156,-1.5634193,-1.468685,-1.532305,-0.42188078,-0.61857253,-0.6919071,-0.8775789,0.1856718
15,-0.23661548,-0.23113495,"('boring', 'funny')",0.13736424,0.14328356,-0.031725705,0.036780752,0.12841932,0.28610837,-0.0051078424,0.037264343,-0.0015331,0.0544604,-0.0559935
37,-0.22678384,-0.20359337,"('fake', 'genuine')",0.19121033,0.23188724,0.22514394,0.26435998,0.3409486,0.3471519,0.6078218,0.6191986,0.2276682,0.2518009,-0.0241327
0,0.20277509,0.050083745,"('unsociable', 'sociable')",0.6912422,0.67225164,-0.13390307,-0.16107729,0.3392413,0.22733778,0.0700129,0.057721943,0.2338737,0.1692636,0.0646101
67,0.15344712,0.04901676,"('doubtful', 'determined')",1.1292834,1.2143978,1.1167697,1.1430601,1.1524132,1.1808739,-0.5850198,-0.50175416,0.5933788,0.6171188,-0.02374
38,-0.1532628,0.057685412,"('untruthful', 'truthful')",1.7607374,1.797251,-0.39354873,-0.27733955,-0.323313,-0.21421164,0.29235184,0.2820642,0.2365929,0.3290899,-0.092497
69,-0.14189936,-0.252872,"('lazy', 'industrious')",0.2519467,0.15798773,0.20389055,0.17907818,0.2574417,0.2913948,-0.86180854,-0.9022384,-0.0580858,-0.1053299,0.0472441
62,0.14179663,0.34621456,"('incompetent', 'brilliant')",1.2519718,1.4876688,1.0821202,1.3460224,0.5183353,0.68187416,0.74748486,0.82721555,0.7483418,0.9377991,-0.1894573
82,-0.1251067,0.048419032,"('poor', 'rich')",-0.28965116,-0.18488666,-0.25916672,-0.10209514,0.2842735,0.40005052,5.91483,6.077634,1.1050358,1.2478243,-0.1427885
25,0.11776921,0.094331786,"('egoistic', 'altruistic')",-0.8683015,-0.8864631,-1.6655065,-1.68525,-1.0497507,-1.0795902,0.9897218,0.8812686,-0.4952135,-0.5351406,0.0399271
49,-0.1050666,-0.15160091,"('unable', 'able')",-1.0819135,-1.0456214,-0.6285085,-0.5478195,-0.60502803,-0.5155188,-0.56919825,-0.473223,-0.5979429,-0.5467567,-0.0511862
48,-0.09755066,-0.14156161,"('unintelligent', 'intelligent')",-0.5579731,-0.5238833,-1.3284751,-1.2561074,-1.2632874,-1.2776624,0.42642117,0.49301916,-0.564173,-0.5412392,-0.0229338
50,0.08731011,0.10981204,"('clumsy', 'skillful')",0.7483353,0.71155137,0.40862268,0.39445245,0.603499,0.62730795,0.5277904,0.5869891,0.4751115,0.4860226,-0.0109111
85,0.086169064,0.049666915,"('insignificant', 'prestigious')",0.53114104,0.25304198,-0.70604736,-1.0047106,-0.8431197,-0.9221321,0.19402762,0.07625202,-0.1475659,-0.3095764,0.1620105
52,-0.06700767,-0.11264633,"('irrational', 'rational')",-0.031820223,-0.20779824,-0.25984564,-0.407876,-1.1717352,-1.1607568,-0.685975,-0.76192605,-0.4432767,-0.5302007,0.086924
17,0.063930325,0.049325652,"('nasty', 'nice')",-0.03677672,-0.014204256,-0.6101441,-0.5951147,-0.24296296,-0.2532032,-0.9250426,-0.92380255,-0.3501992,-0.3473998,-0.0027994
29,0.025285996,0.08788387,"('unfair', 'fair')",-0.08366543,-0.080691695,-0.12936574,-0.11301948,-0.06263146,-0.025098242,-0.6934953,-0.67861897,-0.1887744,-0.1619089,-0.0268655
78,0.0046022367,-0.05387389,"('nonresilient', 'resilient')",0.6034503,0.59245116,-1.0835147,-1.025821,-0.6846652,-0.62661636,0.69423604,0.8381997,-0.0931783,-0.0551321,-0.0380462
