,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
1,-3.3179228,-3.688579,"('unfriendly', 'friendly')",-1.4300534,-1.5977662,-1.4344203,-1.9293658,1.574009,1.1754661,-1.152097,-1.5100613,0.3579643
86,-2.804321,-3.115,"('uninfluential', 'influential')",0.49782315,0.015439976,-1.0052499,-1.445579,-0.26113075,-0.39210266,-0.8932196,-1.2343105,0.3410909
8,-2.538117,-2.8448217,"('unaffectionate', 'affectionate')",-0.9714704,-1.0108533,-0.83240366,-1.1322685,0.8332628,0.4978279,-0.877182,-1.1225289,0.2453469
9,-2.433163,-2.657696,"('unaffectionate', 'caring')",-0.6599723,-0.67115986,-0.9416824,-1.2245531,1.5236759,1.2310771,-0.6277854,-0.830583,0.2027976
0,-2.217883,-2.2908008,"('unsociable', 'sociable')",0.67886555,0.55787516,0.1552437,0.056017198,-0.07903719,0.1170706,-0.3657027,-0.3899595,0.0242568
44,2.0423944,2.3185508,"('prejudiced', 'unprejudiced')",0.06446812,0.18391177,0.2808242,0.49490312,-1.1958665,-1.0944432,0.2979551,0.4757306,-0.1777755
69,1.7260702,1.59554,"('lazy', 'industrious')",-0.5648111,-0.32461393,-0.52007467,-0.6480999,-0.81961024,-1.32468,-0.0446065,-0.1754634,0.1308569
10,-1.7037271,-1.5881906,"('unsympathetic', 'sympathetic')",0.3452644,0.03523575,-0.25405738,-0.4176441,0.08715895,0.2943295,-0.3813403,-0.4190674,0.0377271
45,-1.6959413,-1.617265,"('incompetent', 'competent')",0.06000956,-0.0894316,-0.03249415,-0.02699506,0.20303515,0.3434014,-0.3663477,-0.3475726,-0.0187751
24,-1.6401738,-1.6398771,"('dishonest', 'honest')",-1.0859474,-1.1673121,-0.70401514,-0.86062133,0.7898275,1.0031633,-0.6600772,-0.6661618,0.0060846
19,-1.6023614,-1.3536305,"('inhospitable', 'hospitable')",-2.5313063,-2.2338212,-1.6762996,-1.2026577,-0.81707823,-0.7775276,-1.6567614,-1.3919094,-0.264852
53,-1.5338025,-1.7071265,"('uncreative', 'creative')",0.45441914,0.31268275,-0.6773954,-0.8087589,1.2930764,1.0134779,-0.1159256,-0.2974312,0.1815056
28,-1.5005962,-1.7154685,"('disloyal', 'loyal')",0.70973957,0.44569492,-0.527634,-0.77989554,1.5476582,1.5970366,0.0572919,-0.1131582,0.1704501
73,1.4222914,1.4779172,"('helpless', 'self-reliant')",0.16288124,0.2591194,-0.17785251,-0.18523094,-3.2693133,-3.6541839,-0.4654983,-0.5255946,0.0600963
67,1.3439593,1.4531527,"('doubtful', 'determined')",0.7476277,0.9163118,1.0290928,1.196046,-0.7376378,-0.3582107,0.5957605,0.8018249,-0.2060644
27,-1.3279953,-1.5907735,"('hardhearted', 'softhearted')",-0.8867904,-1.0674284,-0.035585795,-0.4139607,1.3810829,0.88298,-0.2173221,-0.5472956,0.3299735
31,-1.26652,-1.5067248,"('evil', 'good')",-2.2931354,-2.2691507,-1.7535806,-1.8281132,-1.1623363,-1.5979507,-1.6188931,-1.8004849,0.1815918
23,-1.2158147,-1.08596,"('insincere', 'sincere')",0.7437844,0.7264746,0.38892415,0.50060683,5.610256,6.209856,1.3817875,1.5877444,-0.2059569
35,1.1755337,1.1666093,"('corrupt', 'incorrupt')",-1.9207577,-1.757443,-0.839348,-0.688575,-0.8269304,-1.0421482,-0.6028756,-0.5803893,-0.0224863
13,-1.0874859,-0.95091176,"('impolite', 'polite')",1.260828,1.2730861,1.147956,1.159771,-0.7492477,-0.47959465,0.1430126,0.2505876,-0.107575
6,-1.0857645,-1.3161844,"('distant', 'open')",-2.976016,-3.0152256,-2.4226947,-2.6432304,-0.58092916,-1.0503336,-1.7663511,-2.0062435,0.2398924
84,1.064028,0.8904867,"('inferior', 'superior')",-0.06828562,-0.20926014,0.38189188,0.08183452,0.82468915,0.47646943,0.5505809,0.3098826,0.2406983
50,1.0540304,1.1131324,"('clumsy', 'skillful')",0.2923469,0.35616422,0.7505166,0.60638714,0.43771905,0.15988886,0.6336533,0.5588931,0.0747602
61,-1.0248501,-1.034255,"('illogical', 'logical')",0.70932007,0.72885567,0.027953234,-0.0780428,0.48684675,0.3226473,0.0498175,-0.0151987,0.0650162
25,-0.99286336,-1.0917034,"('egoistic', 'altruistic')",-0.907874,-0.80915725,-0.33651856,-0.4209773,1.0457948,1.0313389,-0.2978652,-0.3226247,0.0247595
42,0.98818636,1.1852232,"('unreliable', 'reliable')",-0.9953473,-1.074872,0.5825688,0.6724222,-2.6457527,-2.653803,-0.5175862,-0.4677574,-0.0498288
75,0.95793116,1.104711,"('meek', 'impulsive')",-0.48196316,-0.122706234,-1.271002,-0.8249926,-0.9052877,-0.87125885,-0.4250804,-0.1785617,-0.2465187
64,0.905584,0.7834636,"('shy', 'confident')",0.32909286,0.09601736,0.062089108,-0.20420627,-6.3566375,-6.6647754,-1.2649679,-1.4973751,0.2324072
82,-0.89491206,-0.4702118,"('poor', 'rich')",-0.018873114,0.37737587,-0.050678194,0.6866433,6.7361145,7.402412,1.4429128,1.9990548,-0.556142
54,-0.8714791,-0.7025562,"('incapable', 'capable')",-0.42123315,-0.1563678,-0.50982505,-0.31029108,0.5050901,0.692861,-0.3243618,-0.1190885,-0.2052733
63,-0.85963535,-0.84179467,"('unperceptive', 'insightful')",0.7396533,0.411443,0.3093429,0.121805444,0.59287333,0.55778795,0.1955585,0.0623104,0.1332481
46,-0.85614496,-0.822157,"('uncompetitive', 'competitive')",1.5109425,1.1153572,0.40944248,0.22570859,-0.5010464,-0.46974447,0.1407984,0.0122911,0.1285073
32,-0.83578354,-0.62191385,"('unkind', 'kind')",0.42070994,0.50450546,0.39287394,0.5216481,1.0776187,1.3423469,0.2638548,0.4366466,-0.1727918
41,-0.83563876,-1.0169071,"('unforgiving', 'forgiving')",-0.42303014,-0.6686785,0.3420107,0.19377944,-0.02695873,0.070528805,-0.2359042,-0.3553193,0.1194151
58,-0.82119197,-1.0347062,"('undiscriminating', 'discriminating')",0.12970251,-0.28069657,-0.75465375,-1.0503011,0.12148342,-0.2436434,-0.3311649,-0.6523368,0.3211719
43,-0.8013718,-0.75713694,"('irresponsible', 'responsible')",0.6676798,0.37372255,0.046191283,-0.08660071,0.79687524,0.9763395,0.1773436,0.1265811,0.0507625
38,-0.79731417,-0.6312758,"('untruthful', 'truthful')",-0.2452318,-0.12559608,-0.83045304,-0.7124908,-0.3514534,-0.09008687,-0.5561131,-0.3898624,-0.1662507
5,-0.7710446,-0.8815043,"('distant', 'outgoing')",-2.68398,-2.6104178,-2.0764184,-2.0813153,-0.82329595,-1.1972914,-1.5886848,-1.6926322,0.1039474
66,-0.7707219,-0.7942832,"('inactive', 'active')",-1.987197,-1.8777391,-1.3999048,-1.4076427,0.2309022,-0.2537217,-0.9817303,-1.0833467,0.1016164
85,-0.7519733,-0.9131263,"('insignificant', 'prestigious')",-1.9681582,-1.7492222,-1.0409746,-0.8526312,-0.16999388,-0.4775974,-0.982775,-0.9981443,0.0153693
79,-0.74056655,-0.6014885,"('wavering', 'unwavering')",-2.3986232,-2.0647542,-1.7382951,-1.3209448,-0.92545223,-0.8582942,-1.4507343,-1.2113703,-0.239364
48,-0.71560967,-0.9922734,"('unintelligent', 'intelligent')",2.4097803,2.1337733,0.44013274,-0.022688597,0.8371383,0.71977466,0.7428604,0.4596465,0.2832139
26,-0.69844127,-0.88927853,"('hardhearted', 'benevolent')",-0.1396568,-0.33251098,0.09221987,-0.11817932,1.7355835,1.4353616,0.2474263,0.0238482,0.2235781
20,0.67316395,0.78006715,"('rough', 'thoughtful')",1.5646648,1.5292696,0.34745863,0.2216863,0.9301672,0.7327356,0.8788636,0.8159397,0.0629239
51,-0.67261004,-0.4335445,"('uneducated', 'educated')",0.9892901,0.9708993,0.54879,0.6689094,0.18341696,0.2829812,0.2622218,0.3723114,-0.1100896
78,-0.66666,-0.812932,"('nonresilient', 'resilient')",0.81111634,0.48985943,-0.3850319,-0.70377034,-0.101727426,-0.43137845,-0.0855758,-0.3645554,0.2789796
52,-0.653453,-0.8689979,"('irrational', 'rational')",-1.7865485,-1.5910727,-1.1972265,-1.2417747,-0.17394078,-0.47875944,-0.9527922,-1.0451511,0.0923589
74,-0.64721966,-0.52423877,"('undedicated', 'dedicated')",0.41418013,0.3264724,0.15974754,0.21240649,0.03163049,0.004889082,-0.0104154,0.0048823,-0.0152977
