,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
36,-0.6135729,-0.800866,"('hostile', 'amicable')",-2.063541,-1.9374906,-1.9708611,-1.954826,-0.20523605,-0.5188612,-1.2133027,-1.3030109,0.0897082
57,-0.6054612,-0.8342065,"('unimaginative', 'imaginative')",1.2609036,0.95402956,-0.9171576,-1.0032588,-2.4526222,-2.6734,-0.6785843,-0.8892089,0.2106246
15,0.5949098,0.71641254,"('boring', 'funny')",-0.6164513,-0.27660757,-0.00541955,0.56801987,-0.4939131,-0.101089194,-0.1302186,0.2266839,-0.3569025
12,-0.5669915,-0.78247374,"('unsupportive', 'supportive')",0.8950753,0.67524713,-0.17735508,-0.5096574,-1.7214265,-2.009481,-0.3926744,-0.6565912,0.2639168
55,-0.56280047,-0.61413145,"('incompetent', 'clever')",2.6096318,2.3627694,1.0424542,0.8055543,0.742515,0.8294781,0.9579502,0.8459175,0.1120327
76,0.53165793,0.8780302,"('anxious', 'daring')",0.9813872,1.0222896,1.1393322,1.4915308,0.08049847,0.5744947,0.6832189,0.9915863,-0.3083674
3,-0.47673956,-0.47304457,"('repellent', 'pleasant')",0.32038772,0.13916859,0.4583371,0.3088821,1.223208,1.2666651,0.3812983,0.3104178,0.0708805
72,-0.472645,-0.52942526,"('unambitious', 'ambitious')",0.64160395,0.62254906,-0.55675983,-0.6529859,-0.43553188,-0.46589628,-0.2058332,-0.2564396,0.0506064
39,0.44406098,0.5555974,"('exploitative', 'cooperative')",1.0684385,1.0763186,1.3480073,1.361765,0.29699397,0.42726144,0.7893752,0.8552356,-0.0658604
7,-0.42614573,-0.4728246,"('insensitive', 'sensitive')",0.9994278,0.8058647,0.88348764,0.629175,0.91324556,0.74445933,0.5925038,0.4266686,0.1658352
11,-0.41196677,-0.055134203,"('unhelpful', 'helpful')",1.9174943,2.1538694,0.27840626,0.6357356,1.9131846,2.3541608,0.9242796,1.2721579,-0.3478783
47,-0.4093784,-0.30894315,"('stupid', 'smart')",1.1664306,1.2606375,0.93936133,0.9014226,5.509826,5.7583613,1.8015599,1.9028696,-0.1013097
81,0.3922065,0.7451409,"('submissive', 'aggressive')",2.0987415,2.1699805,0.93726826,1.3036464,-0.8826533,-0.19815192,0.6363907,1.005154,-0.3687633
2,0.38951313,0.5746211,"('unlikable', 'likable')",0.4197409,0.59874445,1.1164058,1.4244864,0.8076885,0.94905305,0.6833371,0.8867263,-0.2033892
16,-0.3820988,-0.41015604,"('unpopular', 'popular')",-1.2476962,-1.1635431,-0.5792398,-0.40972134,0.3555998,0.3302739,-0.4633587,-0.4132867,-0.050072
60,-0.37222236,-0.070933685,"('inefficient', 'efficient')",3.0812762,3.0013785,1.536656,1.5232415,0.20226257,0.6593472,1.1119931,1.2782584,-0.1662653
87,-0.37201115,-0.16330731,"('unsuccessful', 'successful')",0.031034281,0.29862902,-0.0119285025,0.19654998,0.43509147,0.35899594,0.0205465,0.1727169,-0.1521704
17,-0.35975066,-0.058307137,"('nasty', 'nice')",-0.7687442,-0.3739745,-0.17271185,0.20938046,-1.0382853,-0.6676851,-0.584873,-0.2226466,-0.3622264
30,-0.31174725,-0.038230464,"('intolerant', 'tolerant')",1.7860842,1.926575,1.1781663,1.5492864,0.78496015,1.400525,0.8593658,1.2095389,-0.3501731
59,0.31140703,0.12999982,"('foolish', 'wise')",-0.7932545,-0.6660025,-0.034393184,-0.22520576,0.012617389,-0.32205826,-0.1259058,-0.2708167,0.1449109
80,0.30158207,0.48312867,"('dominated', 'dominating')",1.0842541,0.8765484,1.0088726,0.87910986,-1.084389,-0.960318,0.32758,0.3196172,0.0079628
71,-0.29807225,-0.3201172,"('diffident', 'self-confident')",0.30221382,0.37412047,-0.25364798,-0.42248747,0.39265618,0.17140594,0.0357874,-0.0492696,0.085057
56,-0.2978312,0.27347934,"('impractical', 'practical')",1.4381584,1.8084874,0.6944084,1.2671392,-0.98676234,-0.12700218,0.2119933,0.805526,-0.5935327
62,-0.28295994,-0.017991588,"('incompetent', 'brilliant')",1.9988464,2.074188,0.8451972,1.0594248,0.2757221,0.7463951,0.7092015,0.9655041,-0.2563026
37,-0.24774212,-0.32231537,"('fake', 'genuine')",-0.2477146,-0.52095944,0.3347536,0.08017581,0.60825104,0.33227083,0.111887,-0.107707,0.219594
77,-0.24592035,-0.2918082,"('unmotivated', 'motivated')",1.4480724,1.3530986,0.24198377,0.15290578,-1.5064908,-1.370631,-0.0155887,-0.0391087,0.02352
4,-0.1929981,-0.25125664,"('disliked', 'liked')",-1.7732323,-1.7396683,-1.0580707,-0.91766524,-6.791701,-6.901485,-2.4540005,-2.4525187,-0.0014818
14,-0.18684226,0.00412002,"('antisocial', 'social')",2.1018226,2.0871606,1.4007181,1.5460709,-0.1496559,0.36154875,0.7915107,0.999725,-0.2082143
70,-0.1765423,-0.020966953,"('lethargic', 'energetic')",0.3945576,0.2418608,0.861061,0.9986123,0.8833084,1.1295315,0.4905962,0.5872594,-0.0966632
49,0.14684097,0.21491055,"('unable', 'able')",0.76490146,0.79361415,0.104018636,0.16085184,-0.5341937,-0.31283388,0.1203919,0.2141356,-0.0937437
18,-0.13288742,-0.29208645,"('disagreeable', 'welcoming')",-0.21674278,-0.28031415,-0.22355103,-0.29641882,-0.1825985,-0.26017445,-0.1889449,-0.2822484,0.0933035
68,0.12215219,0.14176829,"('dependent', 'independent')",-0.54759353,-0.6233588,-0.21550198,-0.29761183,-0.89970523,-1.0447695,-0.3851621,-0.455993,0.0708309
83,-0.116033375,-0.023774546,"('powerless', 'powerful')",0.8705814,0.75778097,-0.9394489,-0.9050297,-1.299949,-1.1586566,-0.3712125,-0.33242,-0.0387925
88,-0.11237996,0.22122261,"('low', 'eminent')",0.060779586,0.57422096,-0.54002935,0.15681551,-0.2260792,0.25747418,-0.2044272,0.3024333,-0.5068605
33,-0.09361421,-0.31158158,"('wrong', 'right')",-0.30627677,-0.18509765,-0.269363,-0.6290393,-0.9769742,-1.4116868,-0.411557,-0.6343514,0.2227944
34,-0.08514629,0.03440626,"('mean', 'honorable')",0.049296096,0.2801539,-0.29707396,-0.14784275,5.44458,5.8181405,1.2779139,1.4962145,-0.2183006
40,-0.07952041,-0.56977195,"('stingy', 'generous')",-0.3504834,-0.88359547,-0.097901866,-0.7007078,-1.2953525,-2.0033383,-0.4558145,-1.0393534,0.5835389
21,-0.06663439,0.08584879,"('immoral', 'moral')",1.512577,1.4134856,1.333151,1.3812467,-0.7555136,-0.26395077,0.505895,0.6541576,-0.1482626
29,-0.057704397,-0.1494787,"('unfair', 'fair')",-0.9878711,-1.1560807,-0.9976222,-1.252248,-0.37327757,-0.8719964,-0.6041188,-0.857451,0.2533322
22,-0.03800013,-0.05666631,"('untrustworthy', 'trustworthy')",0.2453248,-0.05137776,0.50718844,0.335642,-0.7526879,-0.8259856,-0.0095437,-0.1495969,0.1400532
65,-0.021008871,0.14713109,"('insecure', 'secure')",0.9848496,0.8751948,1.1465704,1.1511294,-0.114193246,0.28716415,0.4990545,0.6151549,-0.1161004
