,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
85,3.9832964,3.6733463,"('insignificant', 'prestigious')",3.7223403,3.2805703,3.140621,2.8512902,2.8242245,2.7931578,2.0465136,1.7025265,3.1433992,2.860178,0.2832212
26,2.8048074,2.3638813,"('hardhearted', 'benevolent')",2.0149884,1.8641213,2.9267325,2.61567,1.7746263,1.4832125,1.8872694,1.5975157,2.2816847,1.9848803,0.2968044
66,2.732473,2.5223627,"('inactive', 'active')",2.827144,2.2265337,2.5846217,2.2861855,3.3456454,3.1649837,2.1697915,1.7189708,2.7319349,2.3838074,0.3481275
2,2.4513042,2.5442994,"('unlikable', 'likable')",1.8809874,1.9330534,1.9423947,2.082139,1.7819251,1.9394522,0.84590155,0.9569685,1.7805025,1.8911823,-0.1106798
5,2.4284787,2.1183958,"('distant', 'outgoing')",1.6165859,1.4440389,0.775755,0.85081524,1.3555486,1.4194707,0.27734423,0.1845501,1.2907424,1.2034542,0.0872882
33,2.4006958,2.2622538,"('wrong', 'right')",1.6332161,1.3874357,0.7110059,0.62083447,0.8571432,0.81439555,0.030844998,-0.16795017,1.1265813,0.9833939,0.1431874
1,2.2917867,1.8731718,"('unfriendly', 'friendly')",0.76189786,0.5988251,0.6501926,0.50919145,-0.0065961704,-0.08933319,2.7442317,2.6330721,1.2883025,1.1049854,0.1833171
45,-2.2674937,-2.1054947,"('incompetent', 'competent')",-1.7564939,-1.4388115,-0.40952623,-0.45775202,-3.131093,-3.1769094,-0.8941022,-0.9546758,-1.6917419,-1.6267288,-0.0650131
10,-2.2616718,-2.066391,"('unsympathetic', 'sympathetic')",-2.29373,-2.0787,-0.5248605,-0.5443178,-2.4700718,-2.4358232,-0.40489164,-0.39244008,-1.5910451,-1.5035343,-0.0875108
83,2.2576945,2.2046876,"('powerless', 'powerful')",1.3721297,1.4065785,0.89500463,0.94068265,0.86563826,0.8126385,-0.5824377,-0.59427285,0.9616059,0.9540628,0.0075431
36,2.209629,1.4769405,"('hostile', 'amicable')",2.102503,1.4595968,0.36006317,-0.22189605,2.1377826,1.8467507,1.0330216,0.57080233,1.5685998,1.0264388,0.542161
58,2.1286917,2.0101638,"('undiscriminating', 'discriminating')",0.98155206,0.8892741,1.0018221,0.92566067,1.1995062,1.0159669,0.44957805,0.2997634,1.1522301,1.0281657,0.1240644
9,2.0081794,1.9333019,"('unaffectionate', 'caring')",1.2479324,1.3163812,0.3914553,0.35195088,0.22779626,0.2102596,2.208736,2.2258596,1.21682,1.2075506,0.0092694
81,-1.9618809,-1.7070708,"('submissive', 'aggressive')",-1.8073968,-1.7196078,0.20328727,0.35405362,-1.6913428,-1.5787723,-1.8107617,-1.6191938,-1.4136189,-1.2541183,-0.1595006
6,1.8468301,1.5865464,"('distant', 'open')",1.506571,1.446159,0.9418018,0.8929161,1.1047646,1.069418,1.182939,0.9276156,1.3165813,1.184531,0.1320503
79,1.8281047,1.4238266,"('wavering', 'unwavering')",2.4163318,1.8229655,1.3461943,1.0291148,1.1049843,0.8331661,1.1484882,0.80846846,1.5688206,1.1835083,0.3853123
69,1.7996784,1.5849943,"('lazy', 'industrious')",2.6984274,2.4083989,0.4111253,0.13105766,2.9878585,2.806141,-0.33616197,-0.6331944,1.5121856,1.2594794,0.2527062
52,1.7625364,1.398634,"('irrational', 'rational')",0.69976455,0.47808236,-0.32011545,-0.52269804,-0.04212991,-0.23723066,0.65330434,0.2328316,0.550672,0.2699239,0.2807481
55,-1.7603378,-1.3955212,"('incompetent', 'clever')",-2.5781567,-2.0405707,-0.11485955,0.029276501,-2.620998,-2.544949,-0.6386886,-0.46813893,-1.5426081,-1.2839806,-0.2586275
53,1.6777517,1.5813978,"('uncreative', 'creative')",0.057962365,0.2511397,1.0529952,1.1401736,0.20611562,0.32183897,1.5373479,1.4122317,0.9064345,0.9413563,-0.0349218
60,-1.6560519,-1.0608969,"('inefficient', 'efficient')",-2.8983607,-2.1954908,-1.0761648,-0.569413,-2.8732154,-2.590201,-1.082086,-0.57618594,-1.9171757,-1.3984375,-0.5187382
22,-1.6307584,-1.5110401,"('untrustworthy', 'trustworthy')",-1.2794113,-1.1762692,-0.5379122,-0.3225217,-2.2803495,-2.1528223,-1.7114506,-1.5135548,-1.4879764,-1.3352415,-0.1527349
73,1.6115234,1.5889673,"('helpless', 'self-reliant')",1.4954605,1.6082019,-0.32398614,-0.1208463,1.4884166,1.5224415,-3.4427907,-3.3380957,0.1657247,0.2521338,-0.0864091
61,1.6018126,1.6036,"('illogical', 'logical')",0.50312674,0.6216451,0.6368213,0.6474847,-0.6764017,-0.55824345,0.31403026,0.25176314,0.4758779,0.5132499,-0.037372
25,1.5920091,1.6185416,"('egoistic', 'altruistic')",1.2078017,1.2103981,0.96677727,0.8355398,1.7014369,1.6540354,1.8077999,1.6820829,1.455165,1.4001196,0.0550454
0,-1.5475605,-1.4490899,"('unsociable', 'sociable')",-1.9831942,-1.9597168,-0.2462663,-0.3904869,-1.7363861,-1.7823858,-0.90030736,-0.8677319,-1.2827428,-1.2898823,0.0071395
54,1.4421487,1.3489861,"('incapable', 'capable')",1.0509905,0.7935136,1.4557906,1.5214239,0.5957491,0.7811337,1.6587706,1.7183027,1.2406898,1.232672,0.0080178
78,1.4328923,1.4314297,"('nonresilient', 'resilient')",0.83123714,0.6913577,1.4382715,1.1649415,1.3420398,1.2907178,0.9373021,0.9331661,1.1963486,1.1023226,0.094026
70,-1.4291106,-1.0388892,"('lethargic', 'energetic')",-0.6555771,-0.40182206,0.5756274,0.972749,-1.8835621,-1.6323225,0.30752373,0.5641769,-0.6170197,-0.3072216,-0.3097981
71,1.3811791,1.1377,"('diffident', 'self-confident')",1.6947918,1.6823299,0.3282138,0.26435125,0.11807153,0.18521552,1.1571602,1.0405931,0.9358833,0.8620379,0.0738454
12,1.336549,1.4785104,"('unsupportive', 'supportive')",1.3801208,1.5116376,1.3047768,1.4672941,-0.49008244,-0.3976987,-0.9266961,-0.9717463,0.5209336,0.6175994,-0.0966658
