,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
3,-1.2855728,-1.159833,"('repellent', 'pleasant')",-1.4174736,-1.3373191,-0.6224377,-0.8434963,0.530351,0.6145167,0.21823329,0.26356634,-0.51538,-0.4925131,-0.0228669
44,-1.2546104,-1.0657239,"('prejudiced', 'unprejudiced')",-0.6385972,-0.61635256,-1.2804782,-0.9156746,-0.6179299,-0.22443396,-2.1383932,-1.9953732,-1.1860018,-0.9635117,-0.2224901
40,1.249059,1.1855313,"('stingy', 'generous')",1.0782043,1.1690816,0.38794944,0.27452245,0.3750702,0.28716594,-0.93408585,-1.1193376,0.4312394,0.3593927,0.0718467
13,-1.2427477,-1.2354122,"('impolite', 'polite')",-2.0728416,-2.0238051,-0.79336935,-0.5301201,-1.4552913,-1.3034599,-1.011252,-0.72398007,-1.3151004,-1.1633554,-0.151745
84,1.2291992,1.406673,"('inferior', 'superior')",0.84281707,1.047434,1.2215447,1.3474996,0.4997716,0.7075287,0.80526,0.7742331,0.9197186,1.0566736,-0.136955
76,-1.1657645,-0.7215807,"('anxious', 'daring')",-1.3378545,-0.9426671,0.9429356,1.4987023,-1.1726598,-0.71808815,-0.72256714,-0.37870994,-0.691182,-0.2524687,-0.4387133
87,1.161361,1.208,"('unsuccessful', 'successful')",0.8643778,0.6217839,2.2073045,2.0721762,1.1768931,1.2050757,1.3576427,1.3350073,1.3535158,1.2884086,0.0651072
65,-1.1252517,-0.8981716,"('insecure', 'secure')",-1.8463905,-1.5640775,-0.10948984,-0.0083303,-2.0713396,-2.0670087,-1.212437,-0.8713416,-1.2729817,-1.081786,-0.1911957
14,-1.109065,-0.951163,"('antisocial', 'social')",-1.5351492,-1.3521851,0.61849415,0.69177806,-0.95844,-0.88830644,-1.3871146,-1.2548993,-0.874255,-0.7509552,-0.1232998
20,1.1048769,1.4068238,"('rough', 'thoughtful')",-0.2647518,0.06614494,0.83584964,0.8841781,-0.19096488,-0.061310146,0.37550026,0.40262842,0.372102,0.539693,-0.167591
29,1.0729666,1.1224253,"('unfair', 'fair')",0.43182904,0.6431948,0.121938735,0.09718885,-0.2847601,-0.39460945,-0.27398506,-0.37436923,0.2135978,0.218766,-0.0051682
75,1.0317634,0.9988563,"('meek', 'impulsive')",1.5408907,1.1713881,0.5422441,0.5861569,2.0030856,2.066411,-0.13765502,-0.1403681,0.9960657,0.9364888,0.0595769
48,-1.0266864,-0.87239194,"('unintelligent', 'intelligent')",-2.1072204,-1.7992176,-0.25174826,-0.26945215,-2.8427165,-2.7969306,0.19544163,0.26553223,-1.206586,-1.0944921,-0.1120939
37,-0.9276116,-0.81570035,"('fake', 'genuine')",-0.52842695,-0.34207207,-0.5100449,-0.331614,-1.028838,-0.95415187,0.4544516,0.48257476,-0.5080939,-0.3921927,-0.1159012
31,0.9066537,0.42634463,"('evil', 'good')",1.1003392,0.74111974,0.33006066,-0.23880284,1.7778258,1.4790524,-0.07164606,-0.55627817,0.8086467,0.3702871,0.4383596
82,-0.9037441,-0.6040051,"('poor', 'rich')",-2.3041918,-2.0590775,-0.38214016,-0.07470026,-1.5752084,-1.284041,6.0317717,6.4366655,0.1732975,0.4829683,-0.3096708
39,0.90319574,0.90015984,"('exploitative', 'cooperative')",0.6428028,0.71434903,-0.11026635,0.2543383,0.40199342,0.57398784,-0.17847168,-0.046403944,0.3318508,0.4792862,-0.1474354
21,-0.8666867,-0.73992187,"('immoral', 'moral')",-1.2537023,-1.0316186,-0.009750567,0.05494935,-2.615488,-2.5058706,-1.5923951,-1.4433516,-1.2676044,-1.1331627,-0.1344417
28,-0.8655068,-0.9066123,"('disloyal', 'loyal')",-1.5117661,-1.3405099,-0.53739315,-0.67035854,-1.7876511,-1.9281529,1.0903195,1.0132439,-0.7223995,-0.766478,0.0440785
8,0.84852237,0.6325518,"('unaffectionate', 'affectionate')",1.3376124,1.2791945,0.43476364,0.3610029,0.2975336,0.24037308,1.6072838,1.5636451,0.9051432,0.8153535,0.0897897
49,-0.8319016,-0.67779124,"('unable', 'able')",-0.63118804,-0.55825984,0.16429271,0.1847434,-1.1893495,-1.0485804,-0.2766736,-0.21867234,-0.552964,-0.4637121,-0.0892519
11,-0.81345063,-0.60665005,"('unhelpful', 'helpful')",-1.7178226,-1.5774937,-1.0398916,-0.73505026,-1.6093186,-1.3980398,2.034583,2.225739,-0.62918,-0.418299,-0.210881
34,0.78871095,0.8288338,"('mean', 'honorable')",0.8780973,0.7862599,0.41261524,0.40866986,0.3912039,0.6462525,6.3618903,6.596561,1.7665035,1.8533154,-0.0868119
30,-0.7783369,-0.68691874,"('intolerant', 'tolerant')",-2.0615284,-1.8072904,-0.45384642,-0.18731228,-2.078316,-1.886278,0.22520661,0.43754923,-1.0293642,-0.8260501,-0.2033141
42,0.76724577,1.0046417,"('unreliable', 'reliable')",1.3832365,1.6611617,1.2442392,1.5401677,-0.030278917,0.018697254,-2.7940261,-2.7073905,0.1140833,0.3034556,-0.1893723
56,-0.7587888,-0.31995273,"('impractical', 'practical')",-1.5181537,-1.0858265,-0.9955288,-0.61746836,-1.9176327,-1.7903085,-0.87641436,-0.6418616,-1.2133037,-0.8910835,-0.3222202
59,0.7550862,0.6062154,"('foolish', 'wise')",0.9046636,0.72676766,1.1977309,1.0447141,0.1916155,0.012303952,0.97795105,0.8210401,0.8054094,0.6422082,0.1632012
68,-0.7096283,-0.65077245,"('dependent', 'independent')",0.3460497,0.34876132,-0.7999246,-0.64878905,-1.2880871,-1.2626015,-0.20228255,-0.13830209,-0.5307746,-0.4703408,-0.0604338
27,-0.6358277,-0.6595774,"('hardhearted', 'softhearted')",-0.32046977,-0.3123314,-0.23368867,-0.35034502,-0.13973448,-0.21182638,1.9238468,1.7339864,0.1188252,0.0399812,0.078844
62,-0.6114969,-0.07931095,"('incompetent', 'brilliant')",-1.198769,-0.6341707,-0.5638969,-0.086513355,-2.039205,-1.678949,-0.28201166,0.19936256,-0.9390759,-0.4559163,-0.4831596
74,0.60560924,0.6975071,"('undedicated', 'dedicated')",0.66808254,0.9185906,0.8525839,0.993397,-0.33162275,-0.31869236,0.786447,0.7887337,0.5162199,0.6159072,-0.0996873
24,-0.54085857,-0.45521346,"('dishonest', 'honest')",-0.85438067,-0.46168643,-0.91875863,-0.61474633,-2.5339155,-2.3230546,0.9402511,1.0826461,-0.7815324,-0.5544109,-0.2271215
77,0.5222457,0.78936964,"('unmotivated', 'motivated')",-0.9523185,-0.88614804,0.02298946,0.04140888,-0.0990784,0.06048225,-1.4475718,-1.4156363,-0.3907467,-0.2821047,-0.108642
72,0.48734167,0.7390872,"('unambitious', 'ambitious')",-0.42769468,-0.13639747,-0.900858,-0.6164904,-0.6103914,-0.47987175,-0.8685522,-0.6484498,-0.4640309,-0.2284245,-0.2356064
16,0.48454976,0.6133127,"('unpopular', 'popular')",0.029251717,-0.016949914,0.7743331,0.6668731,0.528453,0.60758364,1.1260512,1.0886633,0.5885278,0.5918966,-0.0033688
80,-0.47766325,-0.378133,"('dominated', 'dominating')",-0.38694242,-0.4000846,0.17871234,0.14393198,-0.2085346,-0.29908204,-1.2989012,-1.3516474,-0.4386658,-0.457003,0.0183372
88,0.47430465,0.4847963,"('low', 'eminent')",-0.8497749,-0.7648051,-0.022084683,0.041151516,-1.7123128,-1.6505728,0.61149347,0.62850845,-0.2996749,-0.2521843,-0.0474906
23,-0.44082755,-0.21925814,"('insincere', 'sincere')",-1.4843929,-1.2016469,-0.7368541,-0.37361875,-2.5502512,-2.2955894,6.085207,6.4048553,0.1745762,0.4629484,-0.2883722
35,0.4172414,0.28923994,"('corrupt', 'incorrupt')",0.89474404,0.6178596,-0.044113982,-0.22203141,1.762119,1.6923456,0.51870084,0.21587673,0.7097383,0.5186581,0.1910802
4,0.39688522,0.34618315,"('disliked', 'liked')",1.295325,1.2562112,0.42920658,0.25077435,0.25394413,0.024155015,-6.0080748,-6.1974745,-0.7265428,-0.8640302,0.1374874
46,-0.35435554,-0.1923285,"('uncompetitive', 'competitive')",-0.39753664,-0.3465578,0.3815121,0.523996,-1.137825,-1.0111415,-1.026021,-0.8663527,-0.5068452,-0.3784769,-0.1283683
43,-0.34577832,-0.083512254,"('irresponsible', 'responsible')",-0.71341574,-0.37788132,-0.9076615,-0.40658358,-1.8658947,-1.5935966,0.23093383,0.39391765,-0.7203633,-0.4135312,-0.3068321
7,-0.34211582,-0.2548552,"('insensitive', 'sensitive')",-1.2591263,-1.0096831,-0.07618521,0.048455015,-1.5565165,-1.416235,0.97450864,0.99396884,-0.451887,-0.3276699,-0.1242171
50,0.3055926,0.4723254,"('clumsy', 'skillful')",1.0710527,1.095961,1.9899579,1.8674777,0.8742478,0.8177928,1.0077896,1.0283612,1.0497282,1.0563836,-0.0066554
32,-0.29346532,-0.21555221,"('unkind', 'kind')",-0.50477004,-0.31424367,-0.025757521,0.045129746,-1.3866712,-1.3452317,1.2214091,1.3301878,-0.197851,-0.099942,-0.097909
63,0.28980318,0.5644454,"('unperceptive', 'insightful')",0.69250405,0.769719,1.565505,1.8708582,-0.9136659,-0.7978727,1.5249497,1.7300773,0.6318192,0.8274454,-0.1956262
86,-0.27416787,-0.24450068,"('uninfluential', 'influential')",-0.23897852,-0.21000102,0.5756485,0.31808612,-1.0811218,-1.3437386,0.6063544,0.43846118,-0.0824531,-0.2083386,0.1258855
47,-0.27398866,-0.2569034,"('stupid', 'smart')",-1.0401559,-0.9232811,0.13314569,0.2213359,-1.2733048,-1.2372972,4.7299485,4.9179916,0.455129,0.5443692,-0.0892402
41,0.2504578,0.239855,"('unforgiving', 'forgiving')",0.19304425,0.32568783,0.040140882,0.041821722,-0.60680115,-0.65920204,-0.15955693,-0.31491846,-0.056543,-0.0733512,0.0168082
57,-0.24759978,-0.4518075,"('unimaginative', 'imaginative')",-1.2760136,-1.4045786,-0.2543645,-0.37858218,-1.3501956,-1.4314185,-2.8564227,-3.0107663,-1.1969193,-1.3354305,0.1385112
17,-0.2472672,-0.28772527,"('nasty', 'nice')",-0.9887826,-1.1833893,-0.17995007,-0.28838518,-0.40523377,-0.48665202,-0.98094577,-1.021418,-0.5604359,-0.653514,0.0930781
19,0.22412594,0.10149416,"('inhospitable', 'hospitable')",1.0889449,0.92665863,-0.1405127,-0.2094968,0.20776638,0.12728092,0.4521496,0.40197122,0.3664948,0.2695816,0.0969132
64,-0.21603806,-0.14744413,"('shy', 'confident')",-0.39659974,-0.4204383,-0.15063706,-0.06711884,0.04643123,0.059706014,-7.1626987,-7.144022,-1.5759085,-1.5438635,-0.032045
67,-0.19404306,0.045779333,"('doubtful', 'determined')",-0.29951778,-0.20548324,-0.26515615,-0.12541175,-0.2199361,-0.24612193,-0.79644376,-0.8303438,-0.3550194,-0.2723163,-0.0827031
15,-0.16057278,-0.41315112,"('boring', 'funny')",0.47054473,0.3705424,0.4042591,0.38219824,-0.4245867,-0.5883055,0.35524684,0.17098399,0.1289782,-0.0155464,0.1445246
51,0.08255084,0.23630555,"('uneducated', 'educated')",-0.14191574,-0.13993195,1.4607736,1.4482118,-0.5676834,-0.73256326,1.3891237,1.4018729,0.4445698,0.442779,0.0017908
38,0.06421578,0.27423787,"('untruthful', 'truthful')",-0.07599349,0.04090015,-0.6569,-0.27452132,-0.33975026,-0.17627123,0.6229942,0.8702458,-0.0770868,0.1469182,-0.224005
18,-0.024379198,-0.024010696,"('disagreeable', 'welcoming')",0.6281123,0.83528566,0.65731245,0.83702403,-0.7377652,-0.8027283,-0.107853174,-0.07136206,0.0830854,0.1548417,-0.0717563
