,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
51,-1.3734709,-1.4735966,"('uneducated', 'educated')",0.44232696,0.32880384,0.26941368,0.097055405,-0.2205768,-0.3492458,0.128669
47,-1.2549694,-1.2076509,"('stupid', 'smart')",-1.1992227,-1.1895581,4.394909,4.38975,0.6469056,0.6641803,-0.0172747
63,-1.2056113,-1.4501053,"('unperceptive', 'insightful')",-0.18843362,-0.27504486,0.7812305,0.68863416,-0.2042715,-0.3455053,0.1412338
76,-1.1963799,-1.338695,"('anxious', 'daring')",-0.41496912,-0.36134493,-0.31514108,-0.2310122,-0.6421634,-0.6436841,0.0015207
53,1.1576184,1.0968239,"('uncreative', 'creative')",-0.85441387,-0.84913397,0.8613294,0.72953844,0.388178,0.3257428,0.0624352
40,1.1559623,0.9616298,"('stingy', 'generous')",0.39070216,0.42301866,-0.9803076,-1.3365426,0.1887856,0.0160353,0.1727503
21,-1.1229222,-1.3900512,"('immoral', 'moral')",-0.51686823,-0.540232,-1.4085985,-1.5781281,-1.0161297,-1.1694705,0.1533408
86,-1.1143141,-1.4836135,"('uninfluential', 'influential')",-0.349341,-0.5408965,-0.26435673,-0.46797884,-0.5760039,-0.8308296,0.2548257
12,1.1022184,0.823257,"('unsupportive', 'supportive')",0.13454723,0.1712906,-1.4410986,-1.5417525,-0.068111,-0.1824016,0.1142906
36,1.0922782,0.9671013,"('hostile', 'amicable')",0.5080308,0.39242813,0.61041635,0.33313155,0.7369084,0.5642203,0.1726881
58,1.079422,0.8137084,"('undiscriminating', 'discriminating')",0.8617613,0.62721366,0.5996934,0.31688258,0.846959,0.5859349,0.2610241
42,-1.0418903,-1.2317218,"('unreliable', 'reliable')",-0.30276147,-0.4781255,-3.0504413,-3.3179166,-1.465031,-1.6759213,0.2108903
69,0.9937667,1.3259058,"('lazy', 'industrious')",1.3854887,1.4787506,0.059002608,0.15829456,0.8127527,0.9876504,-0.1748977
11,-0.9637675,-1.183913,"('unhelpful', 'helpful')",-0.4274505,-0.41672918,1.2536963,1.3926959,-0.0458406,-0.0693154,0.0234748
2,0.93928903,1.0262215,"('unlikable', 'likable')",0.19773623,0.45985585,0.49659348,0.688886,0.5445396,0.7249877,-0.1804481
8,0.9243745,0.8788774,"('unaffectionate', 'affectionate')",-0.53823304,-0.348317,1.1042875,0.99499774,0.4968096,0.5085194,-0.0117098
62,-0.91794115,-0.9923492,"('incompetent', 'brilliant')",-0.7977131,-0.66148823,-0.19357295,0.064316005,-0.6364091,-0.5298405,-0.1065686
60,-0.89597815,-1.1271944,"('inefficient', 'efficient')",-0.50707304,-0.46297848,-0.98557246,-0.78242165,-0.7962079,-0.7908649,-0.005343
84,0.8726395,0.8984337,"('inferior', 'superior')",0.8023465,0.8169828,0.893344,0.9485887,0.85611,0.8880018,-0.0318918
25,0.8658449,0.88601404,"('egoistic', 'altruistic')",0.2695983,0.29145017,1.7628604,1.7167789,0.9661012,0.9647477,0.0013535
17,0.8479337,0.7046851,"('nasty', 'nice')",-0.6630327,-0.59082407,-0.62324184,-0.6735189,-0.1461136,-0.1865526,0.040439
70,-0.78913367,-1.109414,"('lethargic', 'energetic')",0.04410687,-0.065463476,0.27232155,0.1322244,-0.1575684,-0.347551,0.1899826
46,-0.78013104,-1.2185625,"('uncompetitive', 'competitive')",-0.04832937,-0.13848282,-0.68915373,-0.6139449,-0.5058714,-0.6569967,0.1511253
49,-0.7692899,-0.7153022,"('unable', 'able')",-0.7836722,-0.7494215,-0.58912987,-0.514243,-0.7140307,-0.6596556,-0.0543751
56,-0.7503891,-0.91521513,"('impractical', 'practical')",-0.3745665,-0.45832872,-1.0876647,-1.1221685,-0.7375401,-0.8319041,0.094364
18,-0.6975112,-0.75268435,"('disagreeable', 'welcoming')",0.0063991174,0.043962993,-0.47580603,-0.6343692,-0.3889727,-0.4476968,0.0587241
52,0.5215798,0.43564862,"('irrational', 'rational')",-0.23255968,-0.25090533,0.56797135,0.41512737,0.2856638,0.1999569,0.0857069
37,0.51239526,0.37938565,"('fake', 'genuine')",-0.48261395,-0.50196266,0.37775275,0.19689156,0.1358447,0.0247715,0.1110732
5,0.44099188,0.63609415,"('distant', 'outgoing')",-0.055779614,0.103629656,0.10327017,0.21859407,0.1628275,0.3194393,-0.1566118
6,0.4326071,0.6236288,"('distant', 'open')",-0.26192483,-0.087065235,0.7045077,0.7219803,0.29173,0.4195146,-0.1277846
24,-0.4061874,-0.69605625,"('dishonest', 'honest')",-0.60609245,-0.35883453,0.2100784,0.1681146,-0.2674005,-0.295592,0.0281915
31,0.3969156,0.2797547,"('evil', 'good')",0.15517512,0.1835913,-0.43541443,-0.7170979,0.0388921,-0.084584,0.1234761
16,-0.3677769,-0.27370343,"('unpopular', 'popular')",-0.6393477,-0.7712098,0.6870153,0.42620158,-0.1067031,-0.2062372,0.0995341
27,0.36722392,0.14309035,"('hardhearted', 'softhearted')",-0.03747718,-0.115597904,1.5019312,1.3294487,0.6105593,0.4523137,0.1582456
28,0.36676043,-0.07580033,"('disloyal', 'loyal')",-0.11425862,-0.14899759,0.52537197,0.3109552,0.2592913,0.0287191,0.2305722
20,-0.365238,-0.45084715,"('rough', 'thoughtful')",-0.19942088,-0.3033155,0.9414435,0.83613086,0.1255949,0.0273227,0.0982722
15,0.3542409,0.3456282,"('boring', 'funny')",0.29140404,0.35457978,0.58958596,0.52677304,0.4117436,0.4089936,0.00275
43,-0.35055715,-0.5136085,"('irresponsible', 'responsible')",-0.84337306,-0.7765397,-0.10809171,-0.04194799,-0.4340073,-0.4440321,0.0100248
66,-0.32763168,-0.22426516,"('inactive', 'active')",1.1305051,1.1488231,1.3343524,1.3163409,0.7124085,0.7469663,-0.0345578
7,0.3216116,0.1115634,"('insensitive', 'sensitive')",-0.49142826,-0.52596354,0.6631949,0.3380283,0.1644594,-0.0254573,0.1899167
4,0.32017058,0.32567304,"('disliked', 'liked')",-0.0023660697,-0.011980749,-5.708204,-5.6976914,-1.7967998,-1.7946664,-0.0021334
50,-0.3192449,-0.35190767,"('clumsy', 'skillful')",1.1911807,1.1019704,1.0151633,0.95389575,0.629033,0.5679862,0.0610468
3,-0.30122283,-0.5188242,"('repellent', 'pleasant')",-0.36304015,-0.43776637,0.11413875,-0.012925002,-0.1833748,-0.3231719,0.1397971
78,0.2973525,-0.038439337,"('nonresilient', 'resilient')",0.34953207,0.17437978,0.60743284,0.5312424,0.4181058,0.2223943,0.1957115
79,0.278959,0.22478002,"('wavering', 'unwavering')",0.72535294,0.6593564,0.6135311,0.41065496,0.539281,0.4315972,0.1076838
34,-0.2535602,-0.36031732,"('mean', 'honorable')",-0.077876724,-0.023709483,5.149044,5.062845,1.605869,1.5596061,0.0462629
67,-0.24407475,-0.029931337,"('doubtful', 'determined')",0.29526523,0.308513,-0.9744968,-0.80581415,-0.3077688,-0.1757442,-0.1320246
87,-0.23399943,-0.3301997,"('unsuccessful', 'successful')",1.1326675,1.0094187,1.5169567,1.5139049,0.8052083,0.7310413,0.074167
32,-0.23225182,-0.26982775,"('unkind', 'kind')",-1.1308041,-1.0443281,0.57733524,0.49652877,-0.2619069,-0.2725424,0.0106355
19,0.20179866,0.28993627,"('inhospitable', 'hospitable')",0.2855443,0.32147527,0.24573125,0.27040142,0.2443581,0.2939377,-0.0495796
61,-0.20076779,-0.5053467,"('illogical', 'logical')",-0.40789858,-0.48937556,-0.082618356,-0.10701678,-0.2304282,-0.3672463,0.1368181
57,-0.199003,-0.6109375,"('unimaginative', 'imaginative')",-0.6533092,-0.834425,-2.1512353,-2.267657,-1.0011826,-1.2376731,0.2364905
35,-0.1989487,0.024264224,"('corrupt', 'incorrupt')",0.48826775,0.49022186,0.1991558,0.20743592,0.1628249,0.2406407,-0.0778158
64,-0.18490133,-0.15916535,"('shy', 'confident')",0.08944832,0.14460602,-6.23808,-5.9496884,-2.1111776,-1.9880826,-0.123095
30,0.18334936,-0.08665067,"('intolerant', 'tolerant')",-0.4183864,-0.41841412,0.53189176,0.5292377,0.0989516,0.0080576,0.090894
39,0.1614941,0.08789989,"('exploitative', 'cooperative')",0.4812125,0.60553163,-0.19642518,-0.16421475,0.1487605,0.1764056,-0.0276451
0,-0.1483335,-0.5473914,"('unsociable', 'sociable')",-0.83071876,-0.95029885,-0.9050148,-0.9556206,-0.6280224,-0.8177702,0.1897478
23,-0.116023496,-0.390989,"('insincere', 'sincere')",-0.9787374,-0.939361,4.991171,4.8141913,1.2988033,1.1612805,0.1375228
83,0.103117354,-0.008010641,"('powerless', 'powerful')",-0.3227032,-0.29191613,-1.033703,-0.97089165,-0.417763,-0.4236062,0.0058432
38,0.09989061,0.0078345165,"('untruthful', 'truthful')",-0.13467735,0.057119668,-0.21536897,0.09077724,-0.0833852,0.0519105,-0.1352957
88,-0.08780996,-0.044589687,"('low', 'eminent')",0.14097187,0.20404202,0.5306801,0.55315465,0.194614,0.2375357,-0.0429217
10,0.0842173,-0.3538339,"('unsympathetic', 'sympathetic')",-0.8649566,-0.964958,-0.49433604,-0.61793834,-0.4250251,-0.6455767,0.2205516
77,-0.077639855,-0.35869238,"('unmotivated', 'motivated')",-0.8784033,-0.86854094,-1.4175181,-1.3696897,-0.7911871,-0.865641,0.0744539
72,-0.07711521,-0.2139053,"('unambitious', 'ambitious')",-0.4684209,-0.48414424,-0.7796342,-0.8376428,-0.4417234,-0.5118974,0.070174
59,0.060905747,0.18020773,"('foolish', 'wise')",-0.3319746,-0.30686322,0.65959907,0.6254252,0.1295101,0.1662566,-0.0367465
13,0.05564809,-0.047411606,"('impolite', 'polite')",-0.56026995,-0.48144805,-0.93139666,-0.7053418,-0.4786728,-0.4114005,-0.0672723
41,0.049458943,-0.35805008,"('unforgiving', 'forgiving')",-0.36858755,-0.34450236,-0.13498947,-0.3874912,-0.1513727,-0.3633479,0.2119752
75,-0.02684433,0.13747409,"('meek', 'impulsive')",0.69879043,0.7740212,-0.1221626,0.028144844,0.1832612,0.3132134,-0.1299522
54,0.018998042,0.19131367,"('incapable', 'capable')",0.2036417,0.20023912,1.3282747,1.4400442,0.5169715,0.6105323,-0.0935608
48,0.006099589,-0.27493033,"('unintelligent', 'intelligent')",-0.33360565,-0.3772737,0.093952075,0.052785344,-0.0778513,-0.1998062,0.1219549
