,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
77,-0.74920535,-0.9076094,"('unmotivated', 'motivated')",-0.13964128,-0.0478823,-1.4440584,-1.2348831,-0.777635,-0.730125,-0.04751
59,0.7314231,0.5432337,"('foolish', 'wise')",0.27635044,0.10860856,-0.71784014,-0.4554079,0.0966445,0.0654781,0.0311664
27,-0.7282009,-0.89485747,"('hardhearted', 'softhearted')",-1.2653257,-1.2507943,0.68442994,0.59214604,-0.4363655,-0.5178353,0.0814698
22,-0.7270535,-0.5922465,"('untrustworthy', 'trustworthy')",-0.9105969,-0.902503,-0.6894218,-0.64875376,-0.7756907,-0.7145011,-0.0611896
75,0.7119676,0.7093885,"('meek', 'impulsive')",0.9057133,0.6148453,-0.2664178,-0.42430767,0.450421,0.2999754,0.1504456
35,0.6194375,0.607626,"('corrupt', 'incorrupt')",1.0266274,0.8432857,-1.1143209,-1.1942775,0.177248,0.0855447,0.0917033
6,0.58244413,-0.031843014,"('distant', 'open')",0.04185526,-0.5885706,-1.0038201,-1.2009664,-0.1265069,-0.6071266,0.4806197
34,-0.5703606,-0.43021128,"('mean', 'honorable')",-0.4525259,-0.3961987,4.780803,5.555422,1.2526389,1.5763373,-0.3236984
36,0.5480315,-0.3552372,"('hostile', 'amicable')",0.2702764,-0.54829395,-0.69118214,-1.0766798,0.0423752,-0.6600703,0.7024455
66,-0.5310331,-0.4890883,"('inactive', 'active')",-0.32700074,-0.2668998,0.35625276,0.18439576,-0.1672604,-0.1905308,0.0232704
41,-0.5191124,-0.9546558,"('unforgiving', 'forgiving')",-0.25498226,-0.48633394,-0.16579327,-0.29453358,-0.313296,-0.5785078,0.2652118
80,-0.5162736,-0.042226598,"('dominated', 'dominating')",-0.68937033,0.067788176,-0.43976635,-0.12595277,-0.5484701,-0.0334637,-0.5150064
56,-0.49111512,-0.044894673,"('impractical', 'practical')",-0.26307085,0.248149,-0.937472,-0.29915962,-0.563886,-0.0319684,-0.5319176
83,0.4646915,0.6086138,"('powerless', 'powerful')",0.25615728,0.3967192,-0.7420808,-0.6085288,-0.0070773,0.1322681,-0.1393454
48,0.45697594,0.41748133,"('unintelligent', 'intelligent')",0.1435883,0.27828336,0.5187742,0.49206653,0.3731128,0.3959437,-0.0228309
54,0.4561633,0.48235095,"('incapable', 'capable')",0.67188543,0.74407506,0.95073354,0.8691766,0.6929274,0.6985342,-0.0056068
38,-0.45035675,-0.4981761,"('untruthful', 'truthful')",-0.04789989,-0.11755708,-0.17052676,-0.01609927,-0.2229278,-0.2106108,-0.012317
17,-0.44711322,-0.5373714,"('nasty', 'nice')",0.08011569,-0.14880812,-0.2663937,-0.17842965,-0.2111304,-0.2882031,0.0770727
32,-0.44400355,-0.028436989,"('unkind', 'kind')",-0.73319095,-0.32188517,0.67164755,0.87718886,-0.1685156,0.1756222,-0.3441378
23,-0.42353114,-0.19135545,"('insincere', 'sincere')",-0.60187846,-0.3138899,5.361056,6.218346,1.4452154,1.904367,-0.4591516
68,-0.40817913,-0.4107042,"('dependent', 'independent')",-0.9035668,-0.9197451,-0.9943685,-0.90996337,-0.7687048,-0.7468042,-0.0219006
2,0.3997133,0.7765817,"('unlikable', 'likable')",0.17176291,0.6749978,0.5245265,0.6724338,0.3653342,0.7080045,-0.3426703
7,-0.35411215,-0.3724234,"('insensitive', 'sensitive')",-1.2461102,-1.142097,0.3544654,0.44451663,-0.4152523,-0.3566679,-0.0585844
12,0.3313816,0.015140129,"('unsupportive', 'supportive')",-0.015021738,-0.22214258,-1.7295598,-2.0392804,-0.4710666,-0.7487609,0.2776943
19,0.31975076,-0.16649465,"('inhospitable', 'hospitable')",0.30387026,-0.13197064,-0.15699515,-0.523198,0.1555419,-0.2738878,0.4294297
73,0.3124652,0.4260415,"('helpless', 'self-reliant')",-0.21347612,-0.35320228,-3.127934,-3.4810562,-1.0096483,-1.1360723,0.126424
47,-0.30441517,0.27428424,"('stupid', 'smart')",-0.4335211,-0.034589823,4.204125,5.231089,1.1553962,1.8235946,-0.6681984
57,-0.3021593,-0.9899295,"('unimaginative', 'imaginative')",-1.1010871,-1.6088741,-2.7230182,-3.2444627,-1.3754215,-1.9477555,0.572334
39,0.2913282,0.4639875,"('exploitative', 'cooperative')",-0.20698386,-0.024733903,0.35605374,0.45305073,0.1467994,0.2974348,-0.1506354
20,-0.27820805,-0.23150092,"('rough', 'thoughtful')",0.18487106,0.30487886,0.8919231,0.8248848,0.2661954,0.2994209,-0.0332255
88,-0.25181675,-0.222282,"('low', 'eminent')",-0.097917825,-0.19925001,-0.55249685,-0.5787901,-0.3007438,-0.3334407,0.0326969
11,-0.24030204,-0.035920404,"('unhelpful', 'helpful')",-0.25540894,-0.10962112,2.0143878,2.358,0.5062256,0.7374862,-0.2312606
28,-0.23716465,-0.8362397,"('disloyal', 'loyal')",-0.54841727,-0.8167039,0.7737287,0.8526479,-0.0039511,-0.2667652,0.2628141
74,0.22753589,0.17950428,"('undedicated', 'dedicated')",0.15874365,0.23545578,-0.27662802,-0.2670233,0.0365505,0.0493123,-0.0127618
49,0.21363182,0.5471513,"('unable', 'able')",0.12555325,0.2753018,-0.4134449,-0.22196177,-0.0247533,0.2001638,-0.2249171
29,0.21161345,-0.044103235,"('unfair', 'fair')",-0.07698046,-0.43996733,-0.19652537,-0.3029972,-0.0206308,-0.2623559,0.2417251
58,0.18295154,-0.38889134,"('undiscriminating', 'discriminating')",0.21462405,-0.2551094,0.33342397,-0.042595305,0.2436665,-0.2288654,0.4725319
16,0.18149874,0.06790731,"('unpopular', 'popular')",0.39823952,0.35990056,0.1742244,0.37265742,0.2513209,0.2668218,-0.0155009
40,-0.17424175,-0.59436387,"('stingy', 'generous')",-0.6744169,-0.8602242,-1.8711487,-2.3398166,-0.9066025,-1.2648015,0.358199
86,-0.16594815,-1.0585254,"('uninfluential', 'influential')",-0.025395228,-0.45340383,-0.092470355,-0.49049,-0.0946046,-0.6674731,0.5728685
78,0.16213046,-0.21464609,"('nonresilient', 'resilient')",0.6203073,0.4502369,0.337198,0.31380516,0.3732119,0.183132,0.1900799
72,0.1338087,0.41371012,"('unambitious', 'ambitious')",-0.26149234,-0.010414271,-0.44951898,-0.3664535,-0.1924009,0.0122808,-0.2046817
62,-0.12941177,0.13132831,"('incompetent', 'brilliant')",-0.8846723,-0.5636498,0.09261149,0.6117082,-0.3071575,0.0597956,-0.3669531
61,0.11331664,-0.23892562,"('illogical', 'logical')",-0.2764853,-0.6441128,0.69468254,0.52524006,0.1771713,-0.1192661,0.2964374
51,-0.107558824,-0.37479356,"('uneducated', 'educated')",0.63352776,0.7348271,1.2089626,1.0916566,0.5783105,0.4838967,0.0944138
79,0.07019362,-0.23795998,"('wavering', 'unwavering')",1.043645,0.63970244,-0.4281346,-0.5179336,0.228568,-0.0387304,0.2672984
67,0.034854405,0.4369109,"('doubtful', 'determined')",0.57460225,0.6742505,-0.5760485,-0.2081017,0.0111361,0.3010199,-0.2898838
18,0.031891614,-0.012890168,"('disagreeable', 'welcoming')",-0.28762537,-0.2582777,-0.9241062,-0.9179045,-0.39328,-0.3963575,0.0030775
4,-0.03139313,-0.8451564,"('disliked', 'liked')",0.30538604,-0.47985467,-6.2705708,-7.27694,-1.9988592,-2.8673169,0.8684577
