,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
18,-1.0493386,-0.91256416,"('disagreeable', 'welcoming')",1.071036,1.3036842,-0.16282904,-0.01230555,-0.6920835,-0.5611005,-0.2083038,-0.0455715,-0.1627323
70,-1.0307795,-1.0326413,"('lethargic', 'energetic')",-1.7346193,-1.6385655,-2.30219,-2.30892,-0.25639296,-0.46013388,-1.3309954,-1.3600652,0.0290698
16,0.9962296,0.8078939,"('unpopular', 'popular')",1.2100852,1.1886617,0.06277528,-0.046941854,0.3958264,0.42547813,0.6662291,0.5937729,0.0724562
47,-0.98957366,-1.0021514,"('stupid', 'smart')",-0.30769962,-0.33412215,-1.6631322,-1.6120886,4.876843,4.5565934,0.4791094,0.4020578,0.0770516
40,-0.9847665,-0.98686934,"('stingy', 'generous')",-0.7863897,-0.688294,-0.41915774,-0.374106,-1.949903,-2.0349276,-1.0350542,-1.0210493,-0.0140049
88,-0.967591,-0.8642787,"('low', 'eminent')",-0.32835534,-0.32560784,-1.3100588,-1.325204,-0.5415893,-0.47255743,-0.7868986,-0.746912,-0.0399866
65,-0.9564547,-0.9925507,"('insecure', 'secure')",-1.0780754,-1.0711125,-2.3721921,-2.3805728,-0.60645896,-0.72271985,-1.2532953,-1.2917389,0.0384436
71,0.9539094,1.0060794,"('diffident', 'self-confident')",0.098728664,0.279367,2.6216772,2.7955232,0.419217,0.6375028,1.023383,1.1796181,-0.1562351
63,-0.94683707,-0.87801766,"('unperceptive', 'insightful')",-0.6823074,-0.61604214,-1.4494349,-1.3911353,0.5200426,0.4839,-0.6396342,-0.6003238,-0.0393104
27,-0.9397773,-1.0502211,"('hardhearted', 'softhearted')",-1.5255693,-1.5202,-0.25399756,-0.19956805,0.7868864,0.7337919,-0.4831144,-0.5090494,0.025935
87,0.93397653,0.93893445,"('unsuccessful', 'successful')",2.0760343,2.0218148,0.23680273,0.22117889,1.2680659,1.5620914,1.1287198,1.1860049,-0.0572851
17,-0.9324437,-0.8817939,"('nasty', 'nice')",-0.28419685,-0.043565016,0.3155923,0.40658242,-0.8543632,-0.636201,-0.4388528,-0.2887444,-0.1501084
79,0.9239249,0.84323066,"('wavering', 'unwavering')",1.2092065,1.278573,1.4939427,1.5682813,-0.3354004,-0.3086099,0.8229185,0.8453687,-0.0224502
21,-0.89396566,-0.5782929,"('immoral', 'moral')",-1.2382157,-0.9232288,-3.236865,-3.1423604,-1.0606651,-1.0852013,-1.6074278,-1.4322709,-0.1751569
62,-0.8934248,-0.723359,"('incompetent', 'brilliant')",-2.0991118,-1.7464403,-1.8810388,-1.7437501,0.21398222,0.26924938,-1.1648983,-0.986075,-0.1788233
59,0.89140546,0.8945532,"('foolish', 'wise')",1.373695,1.3975413,0.7371483,0.84273934,0.40180752,0.5460101,0.8510141,0.920211,-0.0691969
14,-0.86905384,-0.64835984,"('antisocial', 'social')",-1.0419947,-0.95508224,-1.7137182,-1.7057465,-0.42655504,-0.314965,-1.0128305,-0.9060384,-0.1067921
23,-0.85662556,-0.8232537,"('insincere', 'sincere')",-2.0767617,-2.0059676,-0.84935856,-0.7286439,5.164364,4.6287007,0.3454045,0.2677089,0.0776956
5,0.79348093,0.6471619,"('distant', 'outgoing')",1.3316743,1.1626353,2.9883707,3.083465,-0.17676279,-0.13825402,1.2341908,1.1887521,0.0454387
56,-0.77895826,-0.644475,"('impractical', 'practical')",-2.0380328,-1.9079454,-1.5595511,-1.3882238,-0.75993794,-0.83859456,-1.28412,-1.1948097,-0.0893103
53,-0.7630012,-0.8621198,"('uncreative', 'creative')",-0.47615436,-0.5478411,-0.5088676,-0.46359634,-0.054488093,-0.23790482,-0.4506278,-0.5278655,0.0772377
26,-0.7574909,-0.91598195,"('hardhearted', 'benevolent')",0.70509756,0.40408814,0.8454467,0.76440006,1.6250955,1.5714042,0.6045372,0.4559776,0.1485596
2,0.7559308,0.7487616,"('unlikable', 'likable')",1.6080171,1.7004989,0.95937085,1.005288,0.7646374,1.0073229,1.021989,1.1154678,-0.0934788
31,-0.7217635,-0.8212116,"('evil', 'good')",1.1884197,1.1534898,2.5579464,2.6093934,-0.645139,-0.45673996,0.5948659,0.6212329,-0.026367
64,-0.705615,-0.50625175,"('shy', 'confident')",-0.009610236,0.3070278,-0.70925355,-0.5938285,-6.0827317,-5.6499295,-1.8768027,-1.6107454,-0.2660573
24,-0.7004389,-0.55949503,"('dishonest', 'honest')",-1.2733911,-1.253989,-0.44601756,-0.4928113,0.16207454,0.019321095,-0.5644432,-0.5717435,0.0073003
9,0.6822711,0.5545261,"('unaffectionate', 'caring')",-0.73377395,-0.761506,0.49742717,0.55051315,1.0196173,0.96765894,0.3663854,0.327798,0.0385874
36,0.66817844,0.41416872,"('hostile', 'amicable')",1.5625136,1.3864974,2.6542673,2.54528,-0.015376121,0.04373522,1.2173958,1.0974203,0.1199755
60,-0.6680583,-0.39210853,"('inefficient', 'efficient')",-1.7158339,-1.6027732,-2.7562156,-2.736124,-0.30260557,-0.42661843,-1.3606783,-1.2894061,-0.0712722
46,-0.65516275,-0.8063435,"('uncompetitive', 'competitive')",-1.014389,-1.0467005,-2.8500147,-3.026402,-1.2445469,-1.5704247,-1.4410284,-1.6124676,0.1714392
39,0.652093,0.82893455,"('exploitative', 'cooperative')",-0.6980499,-0.4261255,1.4973055,1.6211743,0.17362913,0.4358282,0.4062444,0.6149529,-0.2087085
4,-0.62976235,-0.6247836,"('disliked', 'liked')",1.1568674,1.2306007,1.1525531,1.1316483,-6.3634725,-5.9175167,-1.1709535,-1.0450128,-0.1259407
52,0.61239284,0.36524254,"('irrational', 'rational')",1.43072,1.4897726,1.6462828,1.6645449,0.28018525,0.2874824,0.9923952,0.9517606,0.0406346
51,-0.60874045,-0.4764967,"('uneducated', 'educated')",-0.7400756,-0.7905635,-2.585601,-2.541402,-0.007995017,-0.08218778,-0.9856031,-0.9726626,-0.0129405
7,-0.5866354,-0.42330545,"('insensitive', 'sensitive')",-1.9088457,-1.7987282,-1.1582465,-1.0256767,-0.1466133,-0.2079109,-0.9500852,-0.8639053,-0.0861799
67,0.5823415,0.6515753,"('doubtful', 'determined')",-0.07585397,0.058823414,1.1188431,1.1476407,-0.3304582,-0.1634149,0.3237181,0.4236561,-0.099938
84,0.58098656,0.50657743,"('inferior', 'superior')",0.2846734,0.26064265,-0.036548354,0.055043075,0.9232652,0.9180163,0.4380942,0.4350699,0.0030243
42,0.5592142,0.600949,"('unreliable', 'reliable')",0.95495844,1.043605,-0.7689787,-0.72600776,-2.9862185,-2.9289272,-0.5602561,-0.5025952,-0.0576609
76,0.5140463,0.5489497,"('anxious', 'daring')",0.7443014,0.7691409,-1.1491572,-1.20449,-0.4248266,-0.75499433,-0.078909,-0.1603484,0.0814394
58,-0.5108296,-0.65588737,"('undiscriminating', 'discriminating')",-0.22007093,-0.46353003,-0.59491974,-0.7185323,0.005572222,-0.16551003,-0.330062,-0.5008649,0.1708029
66,0.49272072,0.48806402,"('inactive', 'active')",1.7036564,1.7178804,0.4491,0.4480003,0.48145607,0.55955786,0.7817333,0.8033756,-0.0216423
28,-0.47486436,-0.54141545,"('disloyal', 'loyal')",-1.4526018,-1.4862167,-1.2232444,-1.3122348,0.43673456,0.106797956,-0.678494,-0.8082673,0.1297733
29,0.45916677,0.5364614,"('unfair', 'fair')",-0.47834355,-0.4235811,-0.2189951,-0.19580844,-0.65000975,-0.74826366,-0.2220454,-0.2077979,-0.0142475
78,0.4465925,0.24218398,"('nonresilient', 'resilient')",-0.92612416,-0.8766901,-0.08829184,-0.21348453,0.32776517,0.20167938,-0.0600146,-0.1615778,0.1015632
3,-0.4402919,-0.35062823,"('repellent', 'pleasant')",-1.1924676,-1.150293,-1.4973657,-1.4672343,0.21289891,0.10541548,-0.7293065,-0.715685,-0.0136215
1,-0.42405728,-0.69798654,"('unfriendly', 'friendly')",-0.6527726,-0.96118575,1.1288171,1.0427865,1.4533061,1.1717848,0.3763233,0.1388497,0.2374736
32,-0.41481185,-0.33668894,"('unkind', 'kind')",-1.176378,-1.1186165,-1.4086441,-1.3536873,0.15500307,0.04177723,-0.7112077,-0.6918039,-0.0194038
37,0.38810205,0.34080443,"('fake', 'genuine')",-0.27913165,-0.20920998,-0.35559136,-0.34187025,-0.17637563,-0.31311917,-0.1057491,-0.1308487,0.0250996
15,0.37619832,0.31531414,"('boring', 'funny')",1.1723233,1.0114393,0.2945402,0.2363748,-0.22628415,-0.15558144,0.4041944,0.3518867,0.0523077
75,0.36425024,0.33831954,"('meek', 'impulsive')",0.6579781,0.71783674,1.1749094,1.2869303,-0.446738,-0.2753675,0.4376,0.5169298,-0.0793298
43,-0.35345265,-0.33959073,"('irresponsible', 'responsible')",-1.5833486,-1.4688026,-1.2629474,-1.231462,0.20209396,0.025191382,-0.7494137,-0.753666,0.0042523
80,0.3172509,0.47887433,"('dominated', 'dominating')",-0.8782078,-0.73783,-1.6021869,-1.6378917,-1.0350193,-0.98244655,-0.7995408,-0.7198235,-0.0797173
83,0.26291436,0.29400563,"('powerless', 'powerful')",-0.085685186,0.08622718,-0.10112068,-0.071848,-1.0483499,-0.9649992,-0.2430604,-0.1641536,-0.0789068
25,0.22309366,0.15343988,"('egoistic', 'altruistic')",0.48157686,0.4070753,1.6592219,1.5634176,1.5480369,1.4698794,0.9779824,0.8984531,0.0795293
19,0.20399931,0.22962856,"('inhospitable', 'hospitable')",0.03822151,0.13748221,1.2578065,1.4881825,-0.39902446,-0.0649907,0.2752507,0.4475756,-0.1723249
72,-0.17686154,-0.29020292,"('unambitious', 'ambitious')",-0.33251932,-0.44122875,-0.61679274,-0.6785792,-0.44286183,-0.6456919,-0.3922589,-0.5139257,0.1216668
38,0.14457697,0.18998817,"('untruthful', 'truthful')",-1.1408228,-1.0958077,-0.13714483,-0.054892786,-0.110305734,-0.0239123,-0.3109241,-0.2461562,-0.0647679
12,-0.11360147,-0.039724045,"('unsupportive', 'supportive')",-0.9843834,-0.71177197,-0.2062455,0.030000018,-2.0644104,-1.9204576,-0.8421602,-0.6604884,-0.1816718
68,-0.08330261,0.09301751,"('dependent', 'independent')",-0.8900346,-0.69726515,-0.83218586,-0.71815366,-1.0539474,-1.110434,-0.7148677,-0.6082088,-0.1066589
74,-0.0728574,-0.1536076,"('undedicated', 'dedicated')",-0.42553818,-0.4602762,-0.1821666,-0.16519347,-0.26952374,-0.41443616,-0.2375215,-0.2983783,0.0608568
44,-0.045189425,0.0949632,"('prejudiced', 'unprejudiced')",0.57572013,0.6530273,-0.60690176,-0.5952515,-1.1021459,-0.9998875,-0.2946292,-0.2117871,-0.0828421
54,-0.04430619,0.05179061,"('incapable', 'capable')",-0.13073233,0.18079203,1.3848428,1.6291673,0.7709447,0.8713519,0.4951873,0.6832755,-0.1880882
8,-0.030755922,-0.33857074,"('unaffectionate', 'affectionate')",0.06218002,-0.07072295,1.3159751,1.2960527,0.7098676,0.59417737,0.5143167,0.3702341,0.1440826
61,-0.015882768,-0.11712136,"('illogical', 'logical')",-0.3815859,-0.40792483,-0.11998957,-0.2302354,0.2681552,0.1581555,-0.0623258,-0.1492815,0.0869557
