,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
45,-0.2037545,0.09354574,"('incompetent', 'competent')",-0.60666066,-0.56216383,0.5844025,0.61568135,-0.0753375,0.0490211,-0.1243586
60,-0.19431941,0.28722638,"('inefficient', 'efficient')",-2.6678107,-2.34247,-0.84084815,-0.50135267,-1.2343261,-0.8521988,-0.3821273
19,-0.18406859,-0.37327608,"('inhospitable', 'hospitable')",-0.3677662,-0.44349867,-0.166371,-0.111682005,-0.2394019,-0.3094856,0.0700837
10,-0.17810392,0.086030915,"('unsympathetic', 'sympathetic')",-2.725715,-2.7774782,-0.9594244,-0.8716769,-1.2877477,-1.1877081,-0.1000396
17,-0.17698893,-0.18150103,"('nasty', 'nice')",-0.085244484,-0.21801662,-0.8000486,-1.0049533,-0.354094,-0.468157,0.114063
31,0.17209247,-0.11002189,"('evil', 'good')",1.3184097,1.0192757,0.23106879,0.10761456,0.573857,0.3389561,0.2349009
0,-0.17050618,-0.10044862,"('unsociable', 'sociable')",-0.8256847,-0.944926,-0.5928166,-0.64503324,-0.5296692,-0.5634693,0.0338001
40,0.17047781,0.15528777,"('stingy', 'generous')",0.7232808,0.56543285,-1.5349747,-1.7254764,-0.2137387,-0.3349186,0.1211799
82,0.16250308,0.31125742,"('poor', 'rich')",-0.9947391,-0.78003603,4.754082,5.4098616,1.3072821,1.6470277,-0.3397456
3,-0.130926,0.024496073,"('repellent', 'pleasant')",-0.07377825,-0.32705706,-0.23528832,-0.23181917,-0.1466642,-0.1781267,0.0314625
29,-0.11020138,0.10083253,"('unfair', 'fair')",0.14584486,0.2724746,-0.4734587,-0.37164244,-0.1459384,0.0005549,-0.1464933
59,0.09841755,-0.06014476,"('foolish', 'wise')",0.27487975,0.3150214,0.43693873,0.44823977,0.2700787,0.2343721,0.0357066
47,-0.081007704,0.18484741,"('stupid', 'smart')",-1.2425135,-0.8894063,4.733004,5.064969,1.1364943,1.4534701,-0.3169758
4,-0.080459416,-0.24823643,"('disliked', 'liked')",1.1775908,1.3084414,-4.5211864,-4.8257666,-1.1413516,-1.2551872,0.1138356
66,-0.06916569,-0.16512293,"('inactive', 'active')",1.5563842,1.581873,1.6950283,1.5750749,1.0607489,0.997275,0.0634739
78,-0.06768015,-0.14289398,"('nonresilient', 'resilient')",0.1916806,0.07829405,0.8016413,0.8227486,0.3085472,0.2527162,0.055831
83,-0.056081235,-0.09001987,"('powerless', 'powerful')",-0.07479337,0.018281128,-0.424431,-0.3876596,-0.1851019,-0.1531328,-0.0319691
15,0.044932604,-0.07769128,"('boring', 'funny')",-0.6606156,-0.728815,-0.05437495,-0.014570365,-0.2233527,-0.2736922,0.0503395
41,0.034459226,0.07134465,"('unforgiving', 'forgiving')",-0.16041718,-0.26120645,0.37336496,0.18028972,0.082469,-0.0031907,0.0856597
38,-0.011315146,-0.035661954,"('untruthful', 'truthful')",-0.91837,-0.8884603,0.5202752,0.52122396,-0.13647,-0.1342994,-0.0021706
