,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
26,3.2393744,2.625374,"('hardhearted', 'benevolent')",2.0440295,1.6513659,2.8705544,2.4783256,2.7179861,2.2516886,0.4662975
71,2.5399323,2.2168007,"('diffident', 'self-confident')",0.5879539,0.4747263,1.0050434,0.9588441,1.3776433,1.2167904,0.1608529
44,-1.9026598,-1.695689,"('prejudiced', 'unprejudiced')",-0.831259,-0.6703782,-1.5065563,-1.5437455,-1.4134916,-1.3032709,-0.1102207
61,1.651905,1.5227553,"('illogical', 'logical')",0.5814652,0.2992634,1.1801064,0.95927554,1.1378255,0.927098,0.2107275
77,-1.5164946,-1.4459698,"('unmotivated', 'motivated')",-1.3862376,-1.3222598,-1.2280787,-1.0831386,-1.3769371,-1.2837893,-0.0931478
39,1.4750354,1.4193645,"('exploitative', 'cooperative')",0.604893,0.47639382,0.22243935,0.034268785,0.7674559,0.6433423,0.1241136
58,1.4117513,1.3311744,"('undiscriminating', 'discriminating')",1.1033202,0.9685519,0.9901797,0.7931632,1.1684171,1.0309631,0.137454
1,1.2949167,0.77237964,"('unfriendly', 'friendly')",-0.09409954,-0.5477761,2.3456814,2.1828396,1.1821663,0.802481,0.3796853
87,1.1784178,1.2280873,"('unsuccessful', 'successful')",2.1915946,2.345853,1.9360093,1.8979709,1.7686739,1.8239705,-0.0552966
14,1.1372175,1.2696573,"('antisocial', 'social')",0.14298064,0.3529787,0.1811442,0.13149044,0.4871141,0.5847088,-0.0975947
21,-1.1268053,-0.9792501,"('immoral', 'moral')",-1.9229103,-1.8936051,-1.7559793,-1.8117291,-1.6018982,-1.561528,-0.0403702
74,1.1254478,1.0678424,"('undedicated', 'dedicated')",0.42964116,0.23771127,0.5774774,0.4554742,0.7108554,0.5870093,0.1238461
37,-1.0704218,-0.9870818,"('fake', 'genuine')",-1.7350832,-1.594993,0.255677,0.2842843,-0.8499427,-0.7659302,-0.0840125
16,-1.0537167,-1.0744622,"('unpopular', 'popular')",0.3179356,0.43604833,0.377426,0.43024206,-0.1194517,-0.0693906,-0.0500611
76,-1.0290647,-0.5624424,"('anxious', 'daring')",-1.3216814,-1.0325372,-0.6764425,-0.45091844,-1.0090629,-0.681966,-0.3270969
75,-1.0227481,-0.98409784,"('meek', 'impulsive')",0.44721365,0.7462268,-0.8496203,-0.61070144,-0.4750516,-0.2828575,-0.1921941
5,1.019748,0.713432,"('distant', 'outgoing')",0.6080087,0.6450266,0.6644645,0.7273706,0.7640737,0.6952764,0.0687973
9,0.90817785,0.5911218,"('unaffectionate', 'caring')",-0.10578452,-0.36467412,1.4092107,1.4117714,0.7372014,0.546073,0.1911284
43,0.89975566,1.0317723,"('irresponsible', 'responsible')",-1.3375134,-1.17681,0.76432765,0.8576488,0.1088566,0.237537,-0.1286804
13,-0.890534,-0.6647316,"('impolite', 'polite')",-1.5206974,-1.3843755,-0.43444252,-0.29490936,-0.9485579,-0.7813389,-0.167219
12,0.8848499,0.96944577,"('unsupportive', 'supportive')",-0.1949749,-0.097562686,-1.215818,-1.1800544,-0.1753143,-0.1027238,-0.0725905
62,-0.8477058,-0.3432527,"('incompetent', 'brilliant')",-0.8051328,-0.43918905,-0.16920595,0.2164416,-0.6073482,-0.1886667,-0.4186815
56,0.81081957,1.1831867,"('impractical', 'practical')",-1.518219,-1.3186862,-0.058344945,0.251162,-0.2552481,0.0385541,-0.2938022
86,0.7357743,0.54238874,"('uninfluential', 'influential')",-0.74111116,-1.0272943,0.1890602,0.17167671,0.0612411,-0.1044096,0.1656507
33,0.7285645,0.42068273,"('wrong', 'right')",0.8762846,0.5963194,0.45072222,0.27576658,0.6851904,0.4309229,0.2542675
50,-0.7103693,-0.9614171,"('clumsy', 'skillful')",-0.27331778,-0.29071438,-0.22791785,-0.29757166,-0.4038683,-0.5165677,0.1126994
49,-0.68687737,-0.51593626,"('unable', 'able')",-1.6196754,-1.1598109,-0.7122105,-0.3999287,-1.0062544,-0.691892,-0.3143624
55,-0.6847288,-0.39091223,"('incompetent', 'clever')",-1.4002229,-1.4292167,-0.55418247,-0.48375982,-0.8797114,-0.7679629,-0.1117485
22,-0.67719007,-0.49719465,"('untrustworthy', 'trustworthy')",-0.27979115,-0.17188324,-0.94988203,-0.96429,-0.6356211,-0.544456,-0.0911651
46,-0.62962425,-0.29378211,"('uncompetitive', 'competitive')",-0.859281,-0.9072695,-0.7605162,-0.8227772,-0.7498071,-0.6746096,-0.0751975
23,-0.61552685,-0.42496386,"('insincere', 'sincere')",-2.5163903,-2.5990324,4.2964935,4.5098596,0.3881921,0.4952877,-0.1070956
48,0.6073447,0.55579144,"('unintelligent', 'intelligent')",-1.328221,-1.3948278,-0.19606641,-0.17859083,-0.3056476,-0.3392091,0.0335615
63,0.58197534,0.6774522,"('unperceptive', 'insightful')",-0.045572713,-0.012723221,1.0674031,1.206932,0.5346019,0.623887,-0.0892851
8,0.5730676,0.3131282,"('unaffectionate', 'affectionate')",-0.008285804,-0.12657154,0.952937,0.9956673,0.5059063,0.3940746,0.1118317
54,-0.54868734,-0.6206947,"('incapable', 'capable')",-0.84498984,-0.5770465,0.6882614,0.9365071,-0.2351386,-0.0870781,-0.1480605
65,-0.5202298,-0.29684156,"('insecure', 'secure')",-1.3418875,-1.4797432,-0.4634446,-0.37230453,-0.7751873,-0.7162964,-0.0588909
80,-0.51262045,-0.28068385,"('dominated', 'dominating')",-0.2148442,-0.04921622,0.030509204,0.010226317,-0.2323185,-0.1065579,-0.1257606
27,0.5088838,0.2921341,"('hardhearted', 'softhearted')",-0.4065819,-0.567171,0.67241323,0.48712546,0.2582384,0.0706962,0.1875422
88,0.49645147,0.25190032,"('low', 'eminent')",-1.2829138,-1.4122256,0.26060477,0.21578579,-0.1752859,-0.3148465,0.1395606
67,0.4920203,0.65010446,"('doubtful', 'determined')",0.05077319,0.2644065,-0.6331522,-0.33152655,-0.0301196,0.1943281,-0.2244477
51,-0.48725033,-0.4786151,"('uneducated', 'educated')",-0.27354378,-0.109678715,0.049483135,0.16508439,-0.2371037,-0.1410698,-0.0960339
28,-0.48600894,-0.5101507,"('disloyal', 'loyal')",-0.7183111,-1.0221406,0.7918267,0.7125049,-0.1374977,-0.2732621,0.1357644
79,-0.45784128,-0.5185458,"('wavering', 'unwavering')",-0.07954081,-0.30115977,0.2534839,0.2723651,-0.0946327,-0.1824468,0.0878141
2,-0.45090315,-0.41960168,"('unlikable', 'likable')",0.7869992,0.8880789,0.18703395,0.18501703,0.1743767,0.2178314,-0.0434547
25,-0.44939676,-0.85938114,"('egoistic', 'altruistic')",0.67881083,0.31846654,1.413101,1.2210566,0.547505,0.226714,0.320791
52,-0.43138218,-0.697517,"('irrational', 'rational')",-0.049833305,-0.26030722,0.21007746,0.032880086,-0.0903793,-0.3083147,0.2179354
64,-0.42440194,-0.37880966,"('shy', 'confident')",0.598737,0.73155373,-5.4177012,-5.494868,-1.7477887,-1.7140412,-0.0337475
18,-0.4235469,-0.6006232,"('disagreeable', 'welcoming')",-0.46957627,-0.5144325,-1.0405948,-1.1241888,-0.6445727,-0.7464148,0.1018421
20,0.4158154,0.45211366,"('rough', 'thoughtful')",-0.26817405,-0.20664282,0.9737965,0.8992408,0.3738126,0.3815705,-0.0077579
35,0.40606076,0.12633401,"('corrupt', 'incorrupt')",1.1841488,0.9343998,0.13150826,-0.12924944,0.5739059,0.3104948,0.2634111
32,-0.3942452,-0.35848147,"('unkind', 'kind')",-1.6349573,-1.6299596,0.21642463,0.2862313,-0.6042593,-0.5674032,-0.0368561
72,0.38724208,0.51266354,"('unambitious', 'ambitious')",-1.0160239,-0.6787144,0.1523232,0.4924352,-0.1588195,0.1087948,-0.2676143
81,-0.38530326,-0.048816048,"('submissive', 'aggressive')",-1.3261359,-1.1930426,-1.3892351,-1.2140256,-1.0335581,-0.8186282,-0.2149299
7,0.38461474,0.4907778,"('insensitive', 'sensitive')",-1.4379561,-1.4521687,0.38778362,0.47030693,-0.2218526,-0.1636947,-0.0581579
36,0.36478347,-0.0682953,"('hostile', 'amicable')",1.1534282,0.6690155,1.7923819,1.3159635,1.1035312,0.6388946,0.4646366
6,0.3483163,0.13903382,"('distant', 'open')",-0.016214326,-0.11774892,0.71651226,0.7616491,0.3495381,0.260978,0.0885601
70,-0.33561143,-0.10181959,"('lethargic', 'energetic')",-0.916611,-0.8352663,-0.10188606,0.048149645,-0.4513695,-0.2963121,-0.1550574
73,0.32551223,0.2309881,"('helpless', 'self-reliant')",1.5457296,1.4889091,-2.6097264,-2.702065,-0.2461615,-0.3273892,0.0812277
24,0.31773242,0.47016108,"('dishonest', 'honest')",-1.3094901,-1.2220956,0.576236,0.588124,-0.1385072,-0.0546035,-0.0839037
69,0.30690765,-0.011901215,"('lazy', 'industrious')",1.997963,2.0417082,0.5316344,0.26483807,0.9455016,0.7648817,0.1806199
84,0.30111122,0.28508323,"('inferior', 'superior')",0.7773385,0.893976,0.830131,0.96778697,0.6361936,0.7156154,-0.0794218
57,-0.2996159,-0.43584257,"('unimaginative', 'imaginative')",-0.64774936,-0.9415035,-1.6301118,-1.9149225,-0.859159,-1.0974228,0.2382638
30,-0.2992029,-0.15691748,"('intolerant', 'tolerant')",-0.968304,-0.8777806,-0.0040224083,0.031845666,-0.4238431,-0.3342841,-0.089559
68,0.28097168,0.21156648,"('dependent', 'independent')",-1.5237396,-1.3716751,-0.8234911,-0.8463238,-0.688753,-0.6688108,-0.0199422
11,-0.23236999,-0.00050551957,"('unhelpful', 'helpful')",-1.232384,-1.2348889,0.88119745,0.8539424,-0.1945188,-0.1271507,-0.0673681
34,-0.22345296,-0.17823368,"('mean', 'honorable')",-0.9125616,-0.57804775,4.155423,4.413981,1.0064696,1.2192332,-0.2127636
85,-0.22087687,-0.7743247,"('insignificant', 'prestigious')",1.3179688,1.0125276,0.9126597,0.6238829,0.6699172,0.2873619,0.3825553
42,0.21711463,0.18987995,"('unreliable', 'reliable')",0.40491647,0.39856076,-2.1617632,-2.2492554,-0.513244,-0.5536049,0.0403609
53,0.21282914,-0.044193655,"('uncreative', 'creative')",-0.50865847,-0.82812303,1.1460339,1.0873103,0.2834015,0.0716645,0.211737
