,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
63,0.36787075,0.30544272,"('unperceptive', 'insightful')",1.2124242,1.1643817,0.7901474,0.7349122,0.0552352
17,-0.3595283,-0.33863586,"('nasty', 'nice')",-0.8862194,-0.6925943,-0.6228738,-0.5156151,-0.1072587
46,0.3559435,0.19348592,"('uncompetitive', 'competitive')",-0.5624087,-0.6765664,-0.1032326,-0.2415403,0.1383077
78,-0.33241478,-0.33013308,"('nonresilient', 'resilient')",0.35999507,0.18337399,0.0137901,-0.0733795,0.0871696
37,0.32711545,0.45775363,"('fake', 'genuine')",0.6782274,0.79466534,0.5026714,0.6262095,-0.1235381
2,0.32476312,0.35245976,"('unlikable', 'likable')",0.18663397,0.32195374,0.2556986,0.3372068,-0.0815082
48,0.30155677,0.21051215,"('unintelligent', 'intelligent')",0.5993526,0.5927166,0.4504547,0.4016144,0.0488403
25,-0.30007267,-0.23029543,"('egoistic', 'altruistic')",1.4141665,1.5069256,0.5570469,0.6383151,-0.0812682
3,-0.27973175,-0.4545848,"('repellent', 'pleasant')",0.027117198,0.15371525,-0.1263073,-0.1504348,0.0241275
43,0.27860415,0.26747844,"('irresponsible', 'responsible')",0.41043285,0.53452235,0.3445185,0.4010004,-0.0564819
45,0.26736647,0.47779968,"('incompetent', 'competent')",0.30538368,0.37624303,0.2863751,0.4270214,-0.1406463
74,0.24688837,0.4141792,"('undedicated', 'dedicated')",0.26664132,0.38868856,0.2567648,0.4014339,-0.1446691
77,-0.24603403,-0.5571561,"('unmotivated', 'motivated')",-1.1204818,-1.2424717,-0.6832579,-0.8998139,0.216556
72,-0.24313869,-0.20352729,"('unambitious', 'ambitious')",-0.6496859,-0.52988064,-0.4464123,-0.366704,-0.0797083
71,-0.23369065,-0.36371824,"('diffident', 'self-confident')",0.42542315,0.307723,0.0958662,-0.0279976,0.1238638
23,0.21601066,0.030143239,"('insincere', 'sincere')",5.613648,5.450138,2.9148293,2.7401407,0.1746886
27,-0.20454694,-0.0638175,"('hardhearted', 'softhearted')",1.3058593,1.4788932,0.5506562,0.7075378,-0.1568816
58,-0.19479074,-0.07577831,"('undiscriminating', 'discriminating')",0.28787282,0.25035983,0.046541,0.0872908,-0.0407498
33,-0.18972556,0.09387104,"('wrong', 'right')",-0.55976117,-0.33871657,-0.3747434,-0.1224228,-0.2523206
51,-0.18771443,-0.19239186,"('uneducated', 'educated')",0.28144,0.39726833,0.0468628,0.1024382,-0.0555754
59,-0.16569507,-0.15120324,"('foolish', 'wise')",0.199332,0.22829615,0.0168185,0.0385465,-0.021728
10,-0.16019495,-0.10804865,"('unsympathetic', 'sympathetic')",-0.47508356,-0.28501272,-0.3176393,-0.1965307,-0.1211086
83,-0.1588841,-0.22411138,"('powerless', 'powerful')",-0.96542114,-1.05095,-0.5621526,-0.6375307,0.0753781
24,0.15335578,0.32538444,"('dishonest', 'honest')",0.61670303,0.8024446,0.3850294,0.5639145,-0.1788851
50,-0.14933579,-0.24394053,"('clumsy', 'skillful')",0.2803564,0.15693171,0.0655103,-0.0435044,0.1090147
38,-0.12838952,-0.05505938,"('untruthful', 'truthful')",-0.15362334,-0.29781425,-0.1410064,-0.1764368,0.0354304
26,-0.11107065,0.26469994,"('hardhearted', 'benevolent')",1.6890793,1.8305858,0.7890043,1.0476429,-0.2586386
40,-0.101781785,-0.011777177,"('stingy', 'generous')",-1.0361128,-1.0930877,-0.5689473,-0.5524324,-0.0165149
84,-0.10108924,-0.24590735,"('inferior', 'superior')",0.9332116,0.79115623,0.4160612,0.2726244,0.1434368
20,0.05624594,-0.004138157,"('rough', 'thoughtful')",1.0099539,0.9866615,0.5330999,0.4912617,0.0418382
49,0.03819814,-0.09731751,"('unable', 'able')",-0.18279251,-0.22488177,-0.0722972,-0.1610996,0.0888024
34,-0.032401197,-0.124094665,"('mean', 'honorable')",5.881924,5.7234745,2.9247615,2.79969,0.1250715
0,0.010296197,0.12351412,"('unsociable', 'sociable')",-0.48665702,-0.43916604,-0.2381804,-0.157826,-0.0803544
12,0.009111131,0.11398283,"('unsupportive', 'supportive')",-1.7024726,-1.5875521,-0.8466807,-0.7367846,-0.1098961
61,0.004125179,-0.016047921,"('illogical', 'logical')",0.092589885,0.17595938,0.0483575,0.0799557,-0.0315982
15,9.614043e-05,0.17229368,"('boring', 'funny')",0.4483518,0.64145565,0.224224,0.4068747,-0.1826507
