,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.210765,-1.9002236,"('hostile', 'amicable')",0.15182845,0.21251747,-1.0294682,-0.8438531,-0.1856151
60,2.0663152,1.8076037,"('inefficient', 'efficient')",0.097186,0.004848078,1.0817506,0.9062259,0.1755247
53,-1.8923452,-1.9666088,"('uncreative', 'creative')",0.8307365,0.8785577,-0.5308043,-0.5440255,0.0132212
31,-1.8595791,-1.4918761,"('evil', 'good')",-0.8094066,-0.6300433,-1.3344928,-1.0609597,-0.2735331
6,-1.8220334,-1.5323884,"('distant', 'open')",0.2272233,0.40754035,-0.7974051,-0.5624241,-0.234981
79,-1.7416276,-1.5088061,"('wavering', 'unwavering')",0.05954826,0.053205766,-0.8410397,-0.7278002,-0.1132395
19,-1.7173901,-1.4216746,"('inhospitable', 'hospitable')",-0.2656316,0.022647439,-0.9915108,-0.6995136,-0.2919972
66,-1.523396,-1.3952079,"('inactive', 'active')",0.41109648,0.6030041,-0.5561498,-0.3961019,-0.1600479
5,-1.5099133,-1.3442367,"('distant', 'outgoing')",-0.26200774,-0.18199366,-0.8859605,-0.7631152,-0.1228453
85,-1.4973079,-1.4576368,"('insignificant', 'prestigious')",0.5375643,0.52901804,-0.4798718,-0.4643094,-0.0155624
8,-1.4110519,-1.147012,"('unaffectionate', 'affectionate')",1.051296,1.2860184,-0.1798779,0.0695032,-0.2493811
30,1.3614417,1.3580683,"('intolerant', 'tolerant')",1.0442175,0.97320825,1.2028296,1.1656383,0.0371913
1,-1.3347619,-1.0993307,"('unfriendly', 'friendly')",1.793948,1.9696202,0.2295931,0.4351448,-0.2055517
52,-1.2216719,-1.1698198,"('irrational', 'rational')",0.1574222,0.06140623,-0.5321249,-0.5542068,0.0220819
81,1.2203597,0.9220783,"('submissive', 'aggressive')",-0.82844764,-0.81598556,0.195956,0.0530464,0.1429096
14,1.1584368,1.2361006,"('antisocial', 'social')",-0.43348655,-0.4497911,0.3624751,0.3931547,-0.0306796
80,1.1239756,0.91969985,"('dominated', 'dominating')",-1.2373291,-1.2822026,-0.0566767,-0.1812514,0.1245747
9,-1.1162882,-1.0558261,"('unaffectionate', 'caring')",1.3388679,1.4447435,0.1112899,0.1944587,-0.0831688
56,1.0659716,0.94628435,"('impractical', 'practical')",-0.1166601,-0.24983546,0.4746557,0.3482245,0.1264312
62,1.0459968,0.8569129,"('incompetent', 'brilliant')",0.35005444,0.24696146,0.6980256,0.5519372,0.1460884
86,-0.99006563,-0.74903417,"('uninfluential', 'influential')",-0.21076593,0.109379426,-0.6004158,-0.3198274,-0.2805884
16,-0.98096335,-0.9983426,"('unpopular', 'popular')",0.112929426,0.029233728,-0.434017,-0.4845544,0.0505374
65,0.94828343,0.6710136,"('insecure', 'secure')",-0.24542372,-0.3833062,0.3514298,0.1438537,0.2075761
21,0.914622,0.84347844,"('immoral', 'moral')",-0.8780218,-0.93678194,0.0183001,-0.0466518,0.0649519
22,0.79053533,0.8786463,"('untrustworthy', 'trustworthy')",-0.7965394,-0.62365687,-0.003002,0.1274947,-0.1304967
32,0.7859077,0.8795685,"('unkind', 'kind')",0.69232583,0.9360815,0.7391168,0.907825,-0.1687082
35,-0.76468587,-0.54949605,"('corrupt', 'incorrupt')",-0.16673921,-0.122264534,-0.4657125,-0.3358803,-0.1298322
54,-0.7397506,-0.76023436,"('incapable', 'capable')",1.1090012,1.2982007,0.1846253,0.2689832,-0.0843579
28,-0.7319451,-0.8789438,"('disloyal', 'loyal')",1.0624123,0.83953595,0.1652336,-0.0197039,0.1849375
55,0.7007026,0.5942327,"('incompetent', 'clever')",0.24466337,0.2478107,0.472683,0.4210217,0.0516613
13,0.6940965,0.7569949,"('impolite', 'polite')",-0.47179577,-0.35147,0.1111504,0.2027625,-0.0916121
39,0.68273264,0.5082552,"('exploitative', 'cooperative')",0.24827634,0.2295163,0.4655045,0.3688858,0.0966187
75,-0.66767055,-0.5963184,"('meek', 'impulsive')",-0.31780368,-0.23698077,-0.4927371,-0.4166496,-0.0760875
4,-0.6330179,-0.6539987,"('disliked', 'liked')",-6.032564,-6.353248,-3.3327911,-3.5036235,0.1708324
57,-0.63199514,-0.60001916,"('unimaginative', 'imaginative')",-1.9943087,-2.0149379,-1.313152,-1.3074785,-0.0056735
64,0.6298239,0.4110928,"('shy', 'confident')",-6.555924,-6.627678,-2.9630499,-3.1082926,0.1452427
18,-0.5893878,-0.35987413,"('disagreeable', 'welcoming')",-0.58023894,-0.39519006,-0.5848134,-0.3775321,-0.2072813
76,0.5802738,0.3673954,"('anxious', 'daring')",0.1829976,0.14778543,0.3816357,0.2575904,0.1240453
44,0.5431084,0.29369387,"('prejudiced', 'unprejudiced')",-1.2471561,-1.4304763,-0.3520239,-0.5683912,0.2163673
87,0.5227901,0.39154917,"('unsuccessful', 'successful')",1.0342758,0.9696879,0.7785329,0.6806185,0.0979144
68,-0.51295245,-0.5896526,"('dependent', 'independent')",-0.58549964,-0.65804917,-0.549226,-0.6238509,0.0746249
82,-0.5100232,-0.41811743,"('poor', 'rich')",6.134173,6.211622,2.8120749,2.8967524,-0.0846775
67,0.5011735,0.6165675,"('doubtful', 'determined')",-0.8987021,-0.69150454,-0.1987643,-0.0374685,-0.1612958
47,0.49575284,0.61179566,"('stupid', 'smart')",5.1065683,5.2640924,2.8011606,2.9379439,-0.1367833
73,0.4889111,0.24207652,"('helpless', 'self-reliant')",-2.4130921,-2.733618,-0.9620905,-1.2457707,0.2836802
41,0.44931358,0.7945429,"('unforgiving', 'forgiving')",0.11945624,0.303623,0.2843849,0.5490829,-0.264698
70,0.4410807,0.13411726,"('lethargic', 'energetic')",0.9260712,0.85252213,0.683576,0.4933197,0.1902563
69,-0.43705013,-0.24193718,"('lazy', 'industrious')",-0.5522064,-0.50561315,-0.4946283,-0.3737752,-0.1208531
7,0.41138244,0.18664835,"('insensitive', 'sensitive')",0.94269204,1.0095327,0.6770372,0.5980905,0.0789467
11,0.41022065,0.14061168,"('unhelpful', 'helpful')",1.7077652,1.5422786,1.058993,0.8414451,0.2175479
42,0.40031075,0.22203611,"('unreliable', 'reliable')",-2.9876053,-3.0157387,-1.2936473,-1.3968513,0.103204
88,-0.3921986,-0.3466462,"('low', 'eminent')",-0.07508029,-0.0022493675,-0.2336394,-0.1744478,-0.0591916
29,-0.38351405,-0.3082293,"('unfair', 'fair')",-0.36010596,-0.13926883,-0.37181,-0.2237491,-0.1480609
