,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
60,1.2024275,1.7344533,"('inefficient', 'efficient')",1.2495152,1.5050524,-0.35535064,0.37760836,0.698864,1.2057047,-0.5068407
62,1.0977597,1.7549527,"('incompetent', 'brilliant')",1.2319069,1.6748632,-0.07933168,0.5496721,0.7501117,1.326496,-0.5763843
69,-1.0340662,-1.4232001,"('lazy', 'industrious')",1.0520033,0.8581404,-0.6221395,-1.3244798,-0.2014008,-0.6298465,0.4284457
4,-1.0073835,-1.0226444,"('disliked', 'liked')",-0.3716881,-0.3450659,-7.8559484,-8.325518,-3.0783399,-3.2310759,0.152736
46,1.0060549,1.485978,"('uncompetitive', 'competitive')",0.1274912,0.2410588,-1.2640886,-0.8607794,-0.0435142,0.2887525,-0.3322667
75,-0.99198365,-0.7206803,"('meek', 'impulsive')",-0.35636893,-0.13014203,-0.990685,-0.9239553,-0.7796791,-0.5915926,-0.1880865
1,-0.9512807,-1.4109501,"('unfriendly', 'friendly')",-0.24677588,-0.77214754,1.787151,1.0834042,0.1963648,-0.3665645,0.5629293
49,-0.92710197,-0.56522816,"('unable', 'able')",-0.18331848,-0.15099114,-0.38171515,-0.13867581,-0.4973785,-0.284965,-0.2124135
23,0.9067224,1.2035652,"('insincere', 'sincere')",0.8749189,0.9334464,6.402415,6.7875924,2.7280188,2.9748681,-0.2468493
17,-0.831591,-0.80385375,"('nasty', 'nice')",-0.10579239,-0.12032121,-0.6674262,-0.67059815,-0.5349365,-0.531591,-0.0033455
81,0.82167894,1.2713225,"('submissive', 'aggressive')",0.3324495,0.74642074,-1.0833179,-0.4620731,0.0236035,0.5185567,-0.4949532
0,-0.7953204,-0.776674,"('unsociable', 'sociable')",-0.5396057,-0.59937567,-0.33005732,-0.23695832,-0.5549945,-0.5376693,-0.0173252
8,-0.79165685,-1.1612073,"('unaffectionate', 'affectionate')",-0.33006397,-0.54420847,1.1981245,0.6653962,0.0254679,-0.3466732,0.3721411
26,-0.7824647,-1.0340996,"('hardhearted', 'benevolent')",0.955736,0.6525814,1.5464195,0.8763596,0.5732303,0.1649471,0.4082832
53,-0.75855255,-0.8594478,"('uncreative', 'creative')",-0.8115722,-1.0591581,0.3973069,0.25384045,-0.3909393,-0.5549218,0.1639825
12,0.7105015,0.7998651,"('unsupportive', 'supportive')",1.0661256,1.011591,-2.1158834,-2.1206548,-0.1130854,-0.1030662,-0.0100192
25,-0.7027513,-0.9889049,"('egoistic', 'altruistic')",0.3848076,0.10558896,1.6488843,1.229111,0.4436469,0.115265,0.3283819
3,0.69568247,0.74985504,"('repellent', 'pleasant')",0.2100287,0.21653436,0.98150647,1.2182033,0.6290725,0.7281976,-0.0991251
38,-0.6955107,-0.42186895,"('untruthful', 'truthful')",0.17911635,0.23328173,-0.3920138,-0.45952752,-0.3028027,-0.2160382,-0.0867645
57,-0.68688476,-0.73017573,"('unimaginative', 'imaginative')",-0.66308886,-0.7381479,-3.2611876,-3.1397884,-1.5370537,-1.5360374,-0.0010163
52,-0.67799324,-0.9575764,"('irrational', 'rational')",0.023581615,-0.137699,0.4452208,-0.15847103,-0.0697303,-0.4179155,0.3481852
55,0.67101246,1.036965,"('incompetent', 'clever')",0.2939788,0.44969285,0.018912569,0.31757018,0.3279679,0.6014094,-0.2734415
67,0.66334814,0.8038954,"('doubtful', 'determined')",0.0478528,0.14452805,-0.8431856,-0.83049124,-0.0439949,0.0393107,-0.0833056
78,-0.6616632,-0.58472615,"('nonresilient', 'resilient')",0.3300637,0.21773969,0.35994768,0.28046992,0.0094494,-0.0288388,0.0382882
86,-0.6545974,-0.5566511,"('uninfluential', 'influential')",-0.07782076,-0.20808424,-0.4992605,-0.33807826,-0.4105596,-0.3676045,-0.0429551
76,0.64055175,1.258296,"('anxious', 'daring')",-0.43864226,-0.036456145,-0.47908476,0.1121426,-0.0923918,0.4446608,-0.5370526
70,0.638374,1.0312498,"('lethargic', 'energetic')",0.36597767,0.5462885,0.11158726,0.6214042,0.3719796,0.7329808,-0.3610012
59,-0.6379317,-0.7054554,"('foolish', 'wise')",0.91647744,0.9055953,0.18097246,-0.18154709,0.1531727,0.0061976,0.1469751
27,0.6102873,0.5661155,"('hardhearted', 'softhearted')",-0.15954655,-0.51102144,1.7443835,1.1942711,0.731708,0.416455,0.315253
24,0.5633692,0.5786585,"('dishonest', 'honest')",0.030531414,-0.061238598,0.40253466,0.48787534,0.3321451,0.3350984,-0.0029533
32,0.55433255,0.67542315,"('unkind', 'kind')",-0.13215141,-0.16243064,0.6433381,0.65170085,0.3551731,0.3882311,-0.033058
66,-0.5317261,-0.7506401,"('inactive', 'active')",-0.44271454,-0.64078796,0.6044861,0.16480926,-0.1233182,-0.4088729,0.2855547
56,0.5159508,0.87588656,"('impractical', 'practical')",0.6026494,0.7263495,-1.3428571,-0.73984617,-0.0747523,0.2874633,-0.3622156
45,-0.51030016,-0.32595277,"('incompetent', 'competent')",0.2829583,0.27432466,-0.24963811,-0.21967152,-0.1589933,-0.0904332,-0.0685601
73,0.49451855,0.49281955,"('helpless', 'self-reliant')",0.6341265,0.74343866,-3.4218802,-3.5012548,-0.7644118,-0.7549988,-0.009413
28,0.47989067,0.14482808,"('disloyal', 'loyal')",0.46242043,0.084644526,1.2068049,1.0645255,0.716372,0.4313327,0.2850393
54,-0.47252813,-0.40468022,"('incapable', 'capable')",0.54139876,0.46897525,1.0442595,1.0664632,0.3710434,0.3769194,-0.005876
50,-0.4649243,-0.40853277,"('clumsy', 'skillful')",0.23482484,0.19799279,0.18512584,0.10390216,-0.0149912,-0.0355459,0.0205547
13,0.4629768,0.84518105,"('impolite', 'polite')",0.36883986,0.5031775,-0.7792479,-0.34731787,0.0175229,0.3336802,-0.3161573
11,0.4481288,0.8632208,"('unhelpful', 'helpful')",-0.19698228,0.072986044,1.4361681,1.7781037,0.5624382,0.9047702,-0.342332
40,0.4470656,0.38988042,"('stingy', 'generous')",0.25181264,0.19481269,-1.9671842,-2.526339,-0.4227687,-0.6472153,0.2244466
63,0.40815565,0.7779203,"('unperceptive', 'insightful')",0.7681034,0.9455251,0.3360772,0.48926982,0.5041121,0.7375717,-0.2334596
18,-0.38285682,-0.4301798,"('disagreeable', 'welcoming')",-0.14280352,-0.18225561,-0.27524826,-0.60660475,-0.2669695,-0.4063467,0.1393772
48,0.37767795,0.3925512,"('unintelligent', 'intelligent')",0.9772575,1.0062631,0.34605268,0.44118524,0.566996,0.6133332,-0.0463372
47,-0.3736015,-0.21080844,"('stupid', 'smart')",0.22291955,0.25025508,5.6086326,5.801905,1.8193169,1.9471173,-0.1278004
43,0.32963789,0.62610745,"('irresponsible', 'responsible')",0.045208797,0.014100313,0.023684265,0.38107607,0.1328437,0.340428,-0.2075843
87,0.32586643,0.45696777,"('unsuccessful', 'successful')",0.76322556,0.8080692,0.7406848,0.7784215,0.6099256,0.6811528,-0.0712272
33,0.31873474,0.16903797,"('wrong', 'right')",0.8361875,0.56698537,-0.3063889,-0.58721817,0.2828444,0.0496017,0.2332427
58,-0.29982793,-0.40542674,"('undiscriminating', 'discriminating')",-0.27489895,-0.38835976,0.20040393,-0.116855614,-0.1247743,-0.3035474,0.1787731
41,0.29339552,0.322138,"('unforgiving', 'forgiving')",-0.03156214,-0.054135777,0.08090414,-0.3339269,0.1142458,-0.0219749,0.1362207
10,0.2480746,0.47758853,"('unsympathetic', 'sympathetic')",-0.5151743,-0.4987644,-0.400825,0.12605464,-0.2226416,0.0349596,-0.2576012
72,0.24223731,0.40335858,"('unambitious', 'ambitious')",1.0711703,1.1252815,-0.35270977,0.056813575,0.3202326,0.5284845,-0.2082519
84,0.24150626,0.18106683,"('inferior', 'superior')",0.76818657,0.64212906,0.6349952,0.39710844,0.5482293,0.4067681,0.1414612
83,0.22500947,0.384491,"('powerless', 'powerful')",0.6671998,0.70676243,-1.1701782,-0.9922086,-0.0926563,0.0330149,-0.1256712
2,0.2011003,0.32972693,"('unlikable', 'likable')",0.6577442,0.8299731,0.40612766,0.37675986,0.4216574,0.5121533,-0.0904959
14,0.19665949,0.26434842,"('antisocial', 'social')",0.39673844,0.47505292,-0.27404293,-0.18016806,0.1064517,0.1864111,-0.0799594
68,0.19445246,0.4000616,"('dependent', 'independent')",-0.0025131777,-0.023795057,-1.0309908,-1.0874605,-0.2796838,-0.2370647,-0.0426191
88,0.1819216,0.07372923,"('low', 'eminent')",0.2625661,0.2011133,-0.39552146,-0.34268612,0.0163221,-0.0226145,0.0389366
9,0.17143506,-0.017818972,"('unaffectionate', 'caring')",0.26697204,0.047059055,1.7141587,1.3357792,0.7175219,0.4550064,0.2625155
65,0.1517214,0.4013484,"('insecure', 'secure')",0.31418863,0.5291699,-0.33634508,0.37075207,0.0431883,0.4337568,-0.3905685
74,0.14911492,0.31732988,"('undedicated', 'dedicated')",0.6598436,0.64625394,-0.4606066,-0.60363466,0.1161173,0.1199831,-0.0038658
34,-0.1482407,0.046230502,"('mean', 'honorable')",0.02597997,0.060767453,5.8786287,5.9636416,1.9187894,2.0235465,-0.1047571
22,0.13745543,0.28873664,"('untrustworthy', 'trustworthy')",-0.22827986,-0.15721913,-1.1064095,-0.8619015,-0.399078,-0.2434613,-0.1556167
64,-0.11740933,-0.02062895,"('shy', 'confident')",0.13634983,0.37677947,-7.039187,-6.795381,-2.3400822,-2.1464101,-0.1936721
30,0.112788595,0.47845227,"('intolerant', 'tolerant')",0.85152626,0.97805583,0.37121478,0.4798858,0.4451766,0.6454647,-0.2002881
44,0.08726477,0.1825393,"('prejudiced', 'unprejudiced')",-0.77890164,-0.57485145,-1.3520358,-1.2159021,-0.6812242,-0.5360714,-0.1451528
42,0.08423731,0.11870177,"('unreliable', 'reliable')",-0.45434907,-0.43970457,-3.529113,-3.1520674,-1.2997416,-1.15769,-0.1420516
20,0.06662053,-0.006770076,"('rough', 'thoughtful')",0.4858469,0.33077338,0.72153175,0.48073694,0.4246664,0.2682468,0.1564196
71,0.066091344,-0.27868813,"('diffident', 'self-confident')",1.6819193,1.295137,0.472596,0.33268887,0.7402022,0.4497126,0.2904896
61,-0.06416055,-0.019932743,"('illogical', 'logical')",0.74380106,0.60734886,0.5414514,0.5559439,0.4070307,0.38112,0.0259107
29,-0.06288636,-0.19521794,"('unfair', 'fair')",0.16492063,0.0018649921,-0.13955802,-0.4226299,-0.0125079,-0.2053276,0.1928197
51,0.05699643,0.4053082,"('uneducated', 'educated')",-0.13210693,0.07263304,0.075314485,0.22662856,6.8e-05,0.2348566,-0.2347886
77,-0.05481072,0.058409043,"('unmotivated', 'motivated')",0.9808671,1.0458014,-1.2621633,-0.9053056,-0.1120356,0.0663016,-0.1783372
15,0.052021272,0.050823096,"('boring', 'funny')",-0.11032411,-0.0958798,-0.15203297,-0.2044945,-0.0701119,-0.0831837,0.0130718
