,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
14,-0.58596766,-0.44353682,"('antisocial', 'social')",0.022862215,0.005064413,-0.2815527,-0.2192362,-0.0623165
27,-0.58415234,-0.65813404,"('hardhearted', 'softhearted')",0.11766228,0.3555331,-0.233245,-0.1513005,-0.0819445
22,0.56423515,0.5587253,"('untrustworthy', 'trustworthy')",-0.27061707,-0.38319317,0.146809,0.0877661,0.0590429
20,0.5621866,0.54023707,"('rough', 'thoughtful')",0.72163004,0.7694224,0.6419083,0.6548297,-0.0129214
70,-0.55988127,-0.56894314,"('lethargic', 'energetic')",1.0373697,0.7189706,0.2387442,0.0750137,0.1637305
56,0.53216773,0.63007176,"('impractical', 'practical')",-0.5343786,-0.6611144,-0.0011054,-0.0155213,0.0144159
50,-0.52646464,-0.7540773,"('clumsy', 'skillful')",-0.043045,-0.16651908,-0.2847548,-0.4602982,0.1755434
78,0.512154,0.49484947,"('nonresilient', 'resilient')",0.4743479,0.26114637,0.4932509,0.3779979,0.115253
16,-0.5064544,-0.5632623,"('unpopular', 'popular')",0.10366099,0.11370538,-0.2013967,-0.2247784,0.0233817
31,-0.49880964,-0.5687284,"('evil', 'good')",-1.6760806,-1.3998206,-1.0874451,-0.9842745,-0.1031706
45,-0.4973806,-0.5567711,"('incompetent', 'competent')",-0.16171622,-0.27863386,-0.3295484,-0.4177025,0.0881541
64,-0.49445128,-0.44613868,"('shy', 'confident')",-5.406793,-5.799304,-2.9506221,-3.1227214,0.1720993
47,0.4700523,0.51165104,"('stupid', 'smart')",4.419102,4.8542056,2.4445772,2.6829283,-0.2383511
32,0.46274155,0.4657695,"('unkind', 'kind')",0.7138405,0.7150028,0.588291,0.5903862,-0.0020952
48,0.45924896,0.42760873,"('unintelligent', 'intelligent')",0.22460462,0.2463049,0.3419268,0.3369568,0.00497
29,-0.45077386,-0.47440094,"('unfair', 'fair')",-0.42691204,-0.39936247,-0.438843,-0.4368817,-0.0019613
7,0.44715905,0.4581848,"('insensitive', 'sensitive')",0.9096828,0.70581996,0.6784209,0.5820024,0.0964185
67,-0.44475517,-0.39728743,"('doubtful', 'determined')",-0.6874853,-0.6133731,-0.5661202,-0.5053303,-0.0607899
72,0.44396633,0.47157985,"('unambitious', 'ambitious')",-0.7429753,-0.6672656,-0.1495045,-0.0978429,-0.0516616
34,0.41939372,0.5052198,"('mean', 'honorable')",5.0398855,5.375153,2.7296395,2.9401865,-0.210547
10,-0.40793836,-0.30143583,"('unsympathetic', 'sympathetic')",-0.08839251,-0.16272646,-0.2481654,-0.2320811,-0.0160843
46,0.40406358,0.4737348,"('uncompetitive', 'competitive')",0.14113685,-0.27175134,0.2726002,0.1009917,0.1716085
59,0.37445682,0.20779155,"('foolish', 'wise')",-0.5729832,-0.40079272,-0.0992632,-0.0965006,-0.0027626
55,0.37255394,0.46336475,"('incompetent', 'clever')",0.74443746,0.6500602,0.5584957,0.5567124,0.0017833
77,0.36513412,0.40530974,"('unmotivated', 'motivated')",-0.70642185,-0.91509604,-0.1706439,-0.2548932,0.0842493
82,-0.3603825,-0.32773048,"('poor', 'rich')",5.9285407,6.194082,2.7840791,2.9331756,-0.1490965
51,-0.35892808,-0.24026252,"('uneducated', 'educated')",1.093813,0.9104117,0.3674424,0.3350746,0.0323678
49,0.35697857,0.443697,"('unable', 'able')",-0.6313685,-0.49230206,-0.137195,-0.0243025,-0.1128925
76,-0.33573797,-0.21717325,"('anxious', 'daring')",0.03777481,-0.024778184,-0.1489816,-0.1209757,-0.0280059
38,0.32715258,0.33931926,"('untruthful', 'truthful')",-0.22833437,-0.18668608,0.0494091,0.0763166,-0.0269075
19,-0.3183469,-0.3082863,"('inhospitable', 'hospitable')",-0.6406409,-0.58035886,-0.4794939,-0.4443226,-0.0351713
73,0.28861153,0.14619832,"('helpless', 'self-reliant')",-3.0984323,-3.2481441,-1.4049103,-1.5509729,0.1460626
30,0.27223173,0.39178452,"('intolerant', 'tolerant')",0.04816557,0.11089556,0.1601986,0.25134,-0.0911414
18,0.26857358,0.21287826,"('disagreeable', 'welcoming')",-0.83346105,-0.7310987,-0.2824437,-0.2591102,-0.0233335
79,-0.26086426,-0.39595175,"('wavering', 'unwavering')",-0.61323553,-0.59952915,-0.4370499,-0.4977404,0.0606905
13,-0.25489292,-0.18626808,"('impolite', 'polite')",-0.6896524,-0.7207847,-0.4722726,-0.4535264,-0.0187462
21,0.24440688,0.4904983,"('immoral', 'moral')",-0.45941913,-0.39584535,-0.1075061,0.0473265,-0.1548326
15,-0.24172904,-0.30802417,"('boring', 'funny')",-0.6848284,-0.539613,-0.4632787,-0.4238186,-0.0394601
17,-0.23727323,-0.22151135,"('nasty', 'nice')",-0.65241426,-0.5606318,-0.4448437,-0.3910716,-0.0537721
80,-0.21983759,-0.18649748,"('dominated', 'dominating')",-0.19796012,-0.40520784,-0.2088989,-0.2958527,0.0869538
3,-0.19875549,-0.11053986,"('repellent', 'pleasant')",1.2932585,1.2005635,0.5472515,0.5450118,0.0022397
52,0.18702066,0.027683932,"('irrational', 'rational')",-0.9002004,-0.64466417,-0.3565899,-0.3084901,-0.0480998
43,0.15416849,0.061455626,"('irresponsible', 'responsible')",0.4714417,0.3783039,0.3128051,0.2198798,0.0929253
41,0.09995678,0.118323416,"('unforgiving', 'forgiving')",-0.45376015,-0.4086917,-0.1769017,-0.1451841,-0.0317176
69,-0.044921476,-0.20039573,"('lazy', 'industrious')",-1.436141,-1.3408778,-0.7405313,-0.7706367,0.0301054
88,-0.03273165,-0.020199876,"('low', 'eminent')",-0.44705573,-0.48858246,-0.2398937,-0.2543912,0.0144975
40,0.028359327,-0.12777899,"('stingy', 'generous')",-1.9838932,-2.1223001,-0.9777669,-1.1250396,0.1472727
28,0.014171919,-0.25558102,"('disloyal', 'loyal')",1.2787936,1.0272621,0.6464828,0.3858405,0.2606423
65,0.012916289,0.042140573,"('insecure', 'secure')",0.06570927,0.07938504,0.0393128,0.0607628,-0.02145
58,0.008345522,-0.042535678,"('undiscriminating', 'discriminating')",0.3859905,0.24082763,0.197168,0.099146,0.098022
