,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,2.281051,2.2586014,"('exploitative', 'cooperative')",0.4596157,0.39903042,1.3703333,1.3288159,0.0415174
23,1.9918085,1.947006,"('insincere', 'sincere')",5.871101,6.001671,3.9314547,3.9743385,-0.0428838
61,1.9764675,1.9473076,"('illogical', 'logical')",0.8152905,0.81358343,1.395879,1.3804455,0.0154335
53,1.8633732,1.562943,"('uncreative', 'creative')",0.6072973,0.38254753,1.2353352,0.9727452,0.26259
54,1.6158504,1.5593297,"('incapable', 'capable')",0.68734986,0.8510969,1.1516001,1.2052133,-0.0536132
26,1.5958068,1.3033845,"('hardhearted', 'benevolent')",1.3017128,1.2855428,1.4487598,1.2944636,0.1542962
4,-1.5893441,-1.5770427,"('disliked', 'liked')",-6.5634775,-7.029408,-4.0764108,-4.3032255,0.2268147
9,1.4990793,1.2843925,"('unaffectionate', 'caring')",0.5384971,0.62473935,1.0187882,0.9545659,0.0642223
1,1.4809657,1.1864698,"('unfriendly', 'friendly')",0.7456551,0.88840544,1.1133105,1.0374377,0.0758728
62,1.3695536,1.5090473,"('incompetent', 'brilliant')",0.59508395,0.6034402,0.9823188,1.0562438,-0.073925
81,-1.3334737,-1.0389771,"('submissive', 'aggressive')",-0.65446746,-0.6383617,-0.9939706,-0.8386694,-0.1553012
44,-1.2810869,-1.1600233,"('prejudiced', 'unprejudiced')",-1.4388613,-1.4092739,-1.3599741,-1.2846487,-0.0753254
84,1.2434224,1.1608579,"('inferior', 'superior')",1.1886628,1.2206707,1.2160425,1.1907643,0.0252782
85,1.1607852,0.87753254,"('insignificant', 'prestigious')",-0.72083676,-0.543063,0.2199742,0.1672348,0.0527394
71,1.0835098,1.0421364,"('diffident', 'self-confident')",0.045176074,0.03742137,0.5643429,0.5397789,0.024564
35,-1.0813291,-1.2174149,"('corrupt', 'incorrupt')",-1.371258,-1.1447012,-1.2262936,-1.181058,-0.0452356
24,1.0706124,1.1665721,"('dishonest', 'honest')",0.73563814,0.8644118,0.9031253,1.015492,-0.1123667
12,1.0574129,1.0577683,"('unsupportive', 'supportive')",-1.6665399,-1.8172269,-0.3045635,-0.3797293,0.0751658
8,1.0538098,0.79094076,"('unaffectionate', 'affectionate')",-0.22051623,-0.03481731,0.4166468,0.3780617,0.0385851
25,1.029183,0.923296,"('egoistic', 'altruistic')",0.8548222,1.1789724,0.9420027,1.0511341,-0.1091314
74,0.9931885,0.93673384,"('undedicated', 'dedicated')",0.062071703,-0.019212116,0.5276301,0.4587609,0.0688692
0,-0.958272,-0.92576385,"('unsociable', 'sociable')",-0.19688848,-0.19697474,-0.5775802,-0.5613693,-0.0162109
60,0.9283223,1.0936205,"('inefficient', 'efficient')",0.4035552,0.3551525,0.6659387,0.7243865,-0.0584478
42,-0.9163229,-0.9459402,"('unreliable', 'reliable')",-2.8741708,-3.0243926,-1.8952469,-1.9851664,0.0899195
86,0.8901881,0.7042843,"('uninfluential', 'influential')",0.037226938,-0.11736852,0.4637075,0.2934579,0.1702496
6,0.8670055,0.7136894,"('distant', 'open')",-1.2864364,-0.9872308,-0.2097155,-0.1367707,-0.0729448
2,0.8142421,0.8153166,"('unlikable', 'likable')",0.4186813,0.48599455,0.6164617,0.6506556,-0.0341939
66,-0.76699084,-0.8781253,"('inactive', 'active')",0.39076895,0.32396293,-0.1881109,-0.2770812,0.0889703
37,-0.7664689,-0.7785845,"('fake', 'genuine')",-0.026496785,0.07712516,-0.3964828,-0.3507296,-0.0457532
75,-0.73159415,-0.7687289,"('meek', 'impulsive')",-0.5869204,-0.6538094,-0.6592573,-0.7112691,0.0520118
33,0.72727,0.6377026,"('wrong', 'right')",-0.8747663,-0.77188134,-0.0737481,-0.0670894,-0.0066587
63,0.7001561,0.6673784,"('unperceptive', 'insightful')",0.87529355,0.74847853,0.7877249,0.7079285,0.0797964
5,0.6950891,0.6399742,"('distant', 'outgoing')",-1.2723713,-0.96288216,-0.2886411,-0.161454,-0.1271871
57,-0.6660466,-0.7517415,"('unimaginative', 'imaginative')",-2.5267851,-2.9923642,-1.5964159,-1.8720529,0.275637
68,-0.65365696,-0.5444985,"('dependent', 'independent')",-1.0219116,-0.9356086,-0.8377843,-0.7400535,-0.0977308
87,0.6261226,0.59416515,"('unsuccessful', 'successful')",1.3422518,1.3027805,0.9841872,0.9484729,0.0357143
11,0.6093637,0.5431417,"('unhelpful', 'helpful')",2.2946072,2.1510859,1.4519854,1.3471138,0.1048716
83,0.6027344,0.6482524,"('powerless', 'powerful')",-0.5680732,-0.63528866,0.0173306,0.0064819,0.0108487
36,-0.5924544,-0.80921406,"('hostile', 'amicable')",-1.0584414,-0.9676905,-0.8254479,-0.8884523,0.0630044
