,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.5640476,-0.16564289,"('poor', 'rich')",-0.12947941,0.24502966,-0.5146089,-0.07601933,5.794703,5.955475,1.1466417,1.4897106,-0.3430689
23,0.5609026,0.8043804,"('insincere', 'sincere')",0.59509885,0.7304026,0.3883763,0.531413,5.384875,5.5183153,1.7323132,1.8961278,-0.1638146
22,-0.5604316,-0.5776784,"('untrustworthy', 'trustworthy')",0.37562022,0.17924602,1.2812833,1.2269543,-0.83768296,-0.93231815,0.0646972,-0.025949,0.0906462
30,0.54401535,0.6425118,"('intolerant', 'tolerant')",1.2141819,1.3579683,0.28089952,0.3838611,0.7592925,1.0873015,0.6995974,0.8679107,-0.1683133
3,0.5248238,0.45277295,"('repellent', 'pleasant')",0.22368819,0.3040414,0.9516869,1.0728402,0.49365807,0.45043868,0.5484642,0.5700233,-0.0215591
85,-0.5140706,-0.39654416,"('insignificant', 'prestigious')",0.3556741,0.096998915,-0.61765206,-0.7969897,0.2583722,0.090541765,-0.1294191,-0.2514983,0.1220792
9,0.49333084,0.51830363,"('unaffectionate', 'caring')",0.33469865,0.2794343,0.11282749,-0.17237847,1.160346,1.0507017,0.5253007,0.4190153,0.1062854
21,0.46141914,0.6087178,"('immoral', 'moral')",2.2144701,2.323254,0.45033932,0.7360844,-0.9148254,-0.77922255,0.5528508,0.7222085,-0.1693577
13,-0.45822033,-0.19333035,"('impolite', 'polite')",1.1128932,1.2815198,0.26350573,0.4729595,-0.24489416,-0.117116705,0.1683211,0.361008,-0.1926869
0,-0.4569231,-0.37701246,"('unsociable', 'sociable')",0.3969327,0.3999691,0.7350282,0.7218311,-0.50350547,-0.44461876,0.0428831,0.0750422,-0.0321591
33,0.45585468,0.2662838,"('wrong', 'right')",0.3137937,0.2547195,-0.5050972,-0.5630269,-0.69192857,-0.73166496,-0.1068444,-0.1934221,0.0865777
51,-0.444092,-0.16486397,"('uneducated', 'educated')",1.4037323,1.4687712,0.44586092,0.49824113,0.046274956,0.13972554,0.362944,0.4854685,-0.1225245
64,-0.4346519,-0.4985478,"('shy', 'confident')",0.93227196,0.9168807,1.2108814,1.154456,-6.3455,-6.2619934,-1.1592497,-1.1723011,0.0130514
42,-0.4316066,-0.35675406,"('unreliable', 'reliable')",1.601509,1.5392975,1.3788551,1.3978667,-2.4090843,-2.493818,0.0349183,0.021648,0.0132703
25,-0.42074347,-0.48156673,"('egoistic', 'altruistic')",-0.18237579,-0.3093533,-0.42527968,-0.3055082,1.5613701,1.5580908,0.1332428,0.1154157,0.0178271
28,-0.4193456,-0.14285415,"('disloyal', 'loyal')",-0.10502824,-0.18450563,0.019054636,-0.052357055,1.0251484,1.1243477,0.1299573,0.1861577,-0.0562004
78,-0.41341144,-0.49945566,"('nonresilient', 'resilient')",0.6362123,0.8201386,1.150466,0.94535697,0.35909253,0.40859172,0.4330899,0.4186579,0.014432
75,-0.40667945,-0.3863484,"('meek', 'impulsive')",-0.60049826,-0.7190932,-1.4169116,-1.3815162,-0.614084,-0.6192652,-0.7595434,-0.7765558,0.0170124
52,-0.39786798,-0.378433,"('irrational', 'rational')",-0.020922448,-0.05650167,-1.1676819,-1.2563473,-0.014238255,-0.21115665,-0.4001777,-0.4756097,0.075432
20,0.3876979,0.065750405,"('rough', 'thoughtful')",0.011364251,-0.07962618,0.745669,0.765637,1.1685075,1.2288194,0.5783097,0.4951451,0.0831646
76,0.37580228,0.432139,"('anxious', 'daring')",-0.46756098,-0.34385708,0.5369348,0.68712854,0.1425471,0.39807653,0.1469308,0.2933717,-0.1464409
8,0.3717192,0.41490063,"('unaffectionate', 'affectionate')",0.10516982,0.13679394,0.050035253,-0.09401845,0.67491806,0.56131035,0.3004606,0.2547466,0.045714
60,0.36273718,0.5152526,"('inefficient', 'efficient')",1.4681684,1.8693519,1.2235558,1.4487277,-0.4501091,0.021669988,0.6510881,0.9637505,-0.3126624
59,-0.34716088,-0.12799272,"('foolish', 'wise')",1.2364459,1.2315594,-0.6390899,-0.8399445,0.2935845,0.16339134,0.1359449,0.1067534,0.0291915
61,0.3372902,0.2964471,"('illogical', 'logical')",0.3450005,0.3746351,-0.12319119,-0.2934145,0.1805816,0.04833784,0.1849203,0.1065014,0.0784189
57,0.3242588,0.25049132,"('unimaginative', 'imaginative')",0.81694245,0.6512894,-0.13724002,-0.46740365,-2.321485,-2.2880905,-0.329381,-0.4634283,0.1340473
87,-0.31163847,-0.15786584,"('unsuccessful', 'successful')",0.2656157,0.25138867,1.314719,1.2101372,0.53851366,0.41148233,0.4518025,0.4287856,0.0230169
54,0.2860685,0.2877547,"('incapable', 'capable')",1.2760142,1.2850028,-0.3140096,-0.30670077,0.72361773,0.76950425,0.4929227,0.5088903,-0.0159676
32,-0.26866096,0.03287212,"('unkind', 'kind')",-0.2159786,-0.05473615,1.0512888,1.1939104,0.91641426,1.0695075,0.3707659,0.5603884,-0.1896225
40,-0.21932875,-0.11659869,"('stingy', 'generous')",0.046459075,-0.12634836,0.40088135,0.32468635,-1.6244864,-1.7971731,-0.3491187,-0.4288585,0.0797398
81,-0.2179951,-0.03580246,"('submissive', 'aggressive')",1.1518655,1.2915536,1.3705008,1.5028318,-1.0330886,-0.78754956,0.3178206,0.4927584,-0.1749378
24,0.21187365,0.35815457,"('dishonest', 'honest')",0.45142078,0.3961287,-0.44867054,-0.20788884,0.35789907,0.43117118,0.1431307,0.2443914,-0.1012607
34,0.2052364,0.16595004,"('mean', 'honorable')",0.8902302,0.9639184,-0.21996075,0.07876148,5.807495,5.9264226,1.6707503,1.7837632,-0.1130129
70,0.19127424,0.18426403,"('lethargic', 'energetic')",1.7149369,1.7176698,0.9826131,0.96411794,0.8486236,0.8400591,0.9343619,0.9265277,0.0078342
11,0.16488896,0.29573655,"('unhelpful', 'helpful')",0.48804578,0.5790463,0.24539347,0.35257253,1.6866199,1.8634111,0.646237,0.7726916,-0.1264546
63,-0.14382137,-0.13870965,"('unperceptive', 'insightful')",2.0127609,1.9803721,1.7468845,1.5424293,0.79072857,0.74291116,1.1016381,1.0317508,0.0698873
80,0.1367426,0.050912183,"('dominated', 'dominating')",0.5095867,0.43421596,1.6280545,1.2770734,-1.212721,-1.4118822,0.2654157,0.0875798,0.1778359
15,-0.1323123,-0.26728293,"('boring', 'funny')",-0.091183625,-0.19272715,-1.15945,-1.1864183,0.19171636,0.14673613,-0.2978074,-0.3749231,0.0771157
43,0.12008349,0.20471272,"('irresponsible', 'responsible')",1.7803843,1.9030252,0.99417615,0.9207772,0.5625911,0.62853914,0.8643087,0.9142635,-0.0499548
14,-0.0995803,0.0705065,"('antisocial', 'social')",1.1589046,1.3952845,1.4652928,1.6994209,-0.5999235,-0.50444776,0.4811734,0.6651911,-0.1840177
1,-0.077772245,0.13648681,"('unfriendly', 'friendly')",-0.3120536,-0.46292293,-0.14693697,-0.26682773,1.6252652,1.6036671,0.2721256,0.2526008,0.0195248
18,-0.074345216,0.19713451,"('disagreeable', 'welcoming')",-0.4997969,-0.46215218,-0.68820846,-0.24645807,-0.36458647,-0.3258228,-0.4067343,-0.2093246,-0.1974097
71,0.061025273,-0.027180746,"('diffident', 'self-confident')",0.8775878,0.8107471,0.27546805,0.16269119,0.5450196,0.3214056,0.4397752,0.3169158,0.1228594
77,0.056034617,-0.045831576,"('unmotivated', 'motivated')",1.4197041,1.4232155,0.37324628,0.36057395,-1.3737229,-1.2015678,0.1188155,0.1340975,-0.015282
88,-0.05115217,0.18645264,"('low', 'eminent')",0.44425234,0.43877086,-1.3774637,-1.0694997,-0.12364447,0.062612705,-0.277002,-0.0954159,-0.1815861
49,-0.033151012,-0.01644238,"('unable', 'able')",1.3139393,1.4338986,-0.6600141,-0.5898007,-0.37402263,-0.32582438,0.0616879,0.1254578,-0.0637699
67,-0.03147889,0.05628419,"('doubtful', 'determined')",0.7168033,0.9769857,0.9094769,1.1463512,-0.7135649,-0.5450685,0.2203091,0.4086382,-0.1883291
10,0.027159296,0.10582159,"('unsympathetic', 'sympathetic')",0.687983,0.7096349,0.2535648,0.14621523,-0.14952065,-0.09662452,0.2047966,0.2162618,-0.0114652
46,-0.02232138,-0.14126137,"('uncompetitive', 'competitive')",0.6469922,0.7176458,1.6555517,1.5854205,-0.55462706,-0.462484,0.4313988,0.4248302,0.0065686
68,-0.017538039,-0.1707198,"('dependent', 'independent')",0.24669921,0.14313462,-0.3276505,-0.30895737,-0.8232273,-0.9384668,-0.2304291,-0.3187523,0.0883232
37,0.00064633787,-0.076932736,"('fake', 'genuine')",0.28795916,0.33779627,0.070149995,0.09655711,0.41364822,0.36919743,0.1931009,0.1816545,0.0114464
