,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.5492206,0.032127894,"('untruthful', 'truthful')",-0.2868642,0.14563215,-0.4180424,0.08888,-0.5069224
21,0.52281195,0.6224675,"('immoral', 'moral')",-0.5923294,-0.46393365,-0.0347587,0.0792669,-0.1140256
42,0.5190216,0.78076005,"('unreliable', 'reliable')",-2.9599018,-3.031519,-1.2204401,-1.1253794,-0.0950607
23,-0.512381,-0.30623412,"('insincere', 'sincere')",5.4116373,6.266287,2.4496281,2.9800262,-0.5303981
77,-0.50847656,-0.7448145,"('unmotivated', 'motivated')",-1.2478151,-1.2738926,-0.8781458,-1.0093536,0.1312078
19,-0.50491226,-0.29537916,"('inhospitable', 'hospitable')",-0.038619887,0.07548972,-0.2717661,-0.1099447,-0.1618214
35,-0.4724432,-0.38006142,"('corrupt', 'incorrupt')",0.018930841,-0.08168179,-0.2267562,-0.2308716,0.0041154
85,-0.44375825,-0.52850735,"('insignificant', 'prestigious')",0.8355652,0.30545276,0.1959035,-0.1115273,0.3074308
74,-0.44115537,-0.20514148,"('undedicated', 'dedicated')",0.079460524,-0.06016407,-0.1808474,-0.1326528,-0.0481946
55,0.43540826,0.56715184,"('incompetent', 'clever')",0.19858868,0.060047686,0.3169985,0.3135998,0.0033987
62,0.42815623,0.89544004,"('incompetent', 'brilliant')",0.023402384,0.6820216,0.2257793,0.7887309,-0.5629516
87,0.42662966,0.09667164,"('unsuccessful', 'successful')",0.806536,0.41478732,0.6165829,0.2557295,0.3608534
73,0.37053537,0.51778746,"('helpless', 'self-reliant')",-2.8996367,-3.0862346,-1.2645507,-1.2842236,0.0196729
24,-0.3480943,-0.37154004,"('dishonest', 'honest')",0.6289614,1.021366,0.1404335,0.324913,-0.1844795
56,0.31970963,0.79410106,"('impractical', 'practical')",-0.33557793,0.2980668,-0.0079342,0.5460839,-0.5540181
33,0.31953675,0.24779485,"('wrong', 'right')",-0.38447046,-0.5542751,-0.0324669,-0.1532401,0.1207732
2,0.31572276,0.5997733,"('unlikable', 'likable')",0.3767894,0.6947811,0.3462561,0.6472772,-0.3010211
22,-0.2835488,-0.3497302,"('untrustworthy', 'trustworthy')",-1.0624069,-1.0158576,-0.6729779,-0.6827939,0.009816
71,0.2661977,0.1166488,"('diffident', 'self-confident')",0.6720749,0.518313,0.4691363,0.3174809,0.1516554
52,-0.25856924,-0.5820758,"('irrational', 'rational')",0.1514823,-0.20419267,-0.0535435,-0.3931342,0.3395907
13,0.2565228,0.25655058,"('impolite', 'polite')",-0.5685305,-0.33623025,-0.1560038,-0.0398398,-0.116164
4,-0.2550824,-0.14876929,"('disliked', 'liked')",-6.6273704,-7.080428,-3.4412265,-3.6145988,0.1733723
64,0.24991521,-0.2408612,"('shy', 'confident')",-6.8281817,-7.2999787,-3.2891333,-3.7704201,0.4812868
26,-0.24660155,-0.45825595,"('hardhearted', 'benevolent')",1.9204208,1.3760515,0.8369096,0.4588978,0.3780118
50,0.24456565,0.22916548,"('clumsy', 'skillful')",0.20196523,-0.050611816,0.2232654,0.0892768,0.1339886
7,-0.22891946,-0.60228705,"('insensitive', 'sensitive')",0.6381328,0.47645944,0.2046067,-0.0629138,0.2675205
47,0.20824043,0.4750954,"('stupid', 'smart')",5.3584137,6.185577,2.7833271,3.3303361,-0.547009
51,-0.20662606,-0.2823815,"('uneducated', 'educated')",0.46568033,0.22785589,0.1295271,-0.0272628,0.1567899
66,-0.20579071,-0.38728556,"('inactive', 'active')",0.92989874,0.5949849,0.362054,0.1038497,0.2582043
58,-0.20019585,-0.01690501,"('undiscriminating', 'discriminating')",0.20097488,-0.05163296,0.0003895,-0.034269,0.0346585
27,-0.179551,-0.43285188,"('hardhearted', 'softhearted')",1.8585577,1.4064351,0.8395033,0.4867916,0.3527117
18,-0.16898324,-0.33512068,"('disagreeable', 'welcoming')",-0.3481878,-0.41844422,-0.2585855,-0.3767824,0.1181969
41,0.16004571,0.088413164,"('unforgiving', 'forgiving')",0.089809746,-0.1882817,0.1249277,-0.0499343,0.174862
29,-0.15754618,-0.25994298,"('unfair', 'fair')",-0.42632067,-0.4055723,-0.2919334,-0.3327577,0.0408243
70,0.15644799,0.41265497,"('lethargic', 'energetic')",0.2746751,0.4493555,0.2155615,0.4310052,-0.2154437
20,-0.15539247,-0.083909884,"('rough', 'thoughtful')",1.318877,1.1878909,0.5817423,0.5519905,0.0297518
83,0.15335584,0.1857709,"('powerless', 'powerful')",-0.56411314,-0.7383784,-0.2053787,-0.2763038,0.0709251
88,-0.14127219,-0.29253662,"('low', 'eminent')",0.3067177,0.2911242,0.0827228,-0.0007062,0.083429
32,0.14107522,0.25311464,"('unkind', 'kind')",0.6307958,0.84344053,0.3859355,0.5482776,-0.1623421
0,-0.13807629,-0.43068364,"('unsociable', 'sociable')",-0.4860264,-0.62093973,-0.3120514,-0.5258117,0.2137603
3,-0.13050148,0.06268591,"('repellent', 'pleasant')",-0.027817998,0.32819495,-0.0791597,0.1954404,-0.2746001
25,0.12955528,0.21448821,"('egoistic', 'altruistic')",1.6354221,1.4770137,0.8824887,0.8457509,0.0367378
63,0.12173423,-0.09204041,"('unperceptive', 'insightful')",0.9533927,0.8247695,0.5375634,0.3663645,0.1711989
34,0.11220807,0.07069431,"('mean', 'honorable')",5.8755693,6.280525,2.9938886,3.1756098,-0.1817212
17,-0.11134058,-0.14177431,"('nasty', 'nice')",-0.46880952,-0.25390697,-0.2900751,-0.1978406,-0.0922345
61,-0.1032724,-0.1804219,"('illogical', 'logical')",0.41834927,0.24775523,0.1575384,0.0336667,0.1238717
49,0.0836955,-0.016575724,"('unable', 'able')",-0.14192083,0.12942556,-0.0291127,0.0564249,-0.0855376
12,0.08149978,0.027148895,"('unsupportive', 'supportive')",-1.6908424,-1.896371,-0.8046713,-0.9346111,0.1299398
59,0.08062431,-0.117365055,"('foolish', 'wise')",0.42492855,0.37599528,0.2527764,0.1293151,0.1234613
43,-0.06812726,0.06234973,"('irresponsible', 'responsible')",0.3692027,0.77872795,0.1505377,0.4205388,-0.2700011
68,-0.0471526,-0.36285943,"('dependent', 'independent')",-0.3533196,-0.36797,-0.2002361,-0.3654147,0.1651786
46,0.04634525,0.11863898,"('uncompetitive', 'competitive')",-0.81577235,-1.008391,-0.3847136,-0.444876,0.0601624
40,0.036663078,0.068312295,"('stingy', 'generous')",-1.3534843,-1.9580145,-0.6584106,-0.9448511,0.2864405
15,-0.013227342,-0.09738484,"('boring', 'funny')",0.36006123,0.47634986,0.1734169,0.1894825,-0.0160656
78,0.010309022,0.03879966,"('nonresilient', 'resilient')",0.43553552,0.20506708,0.2229223,0.1219334,0.1009889
65,-0.004042499,0.16559638,"('insecure', 'secure')",-0.7353038,-0.43250412,-0.3696732,-0.1334539,-0.2362193
