,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.1172001,-2.0907068,"('distant', 'open')",0.3039014,0.46256465,-0.9066494,-0.8140711,-0.0925783
86,-1.736878,-1.8109722,"('uninfluential', 'influential')",-0.1336104,-0.462563,-0.9352442,-1.1367676,0.2015234
5,-1.5353209,-1.5194483,"('distant', 'outgoing')",-0.19388768,-0.024720844,-0.8646043,-0.7720845,-0.0925198
31,-1.4490197,-1.6605723,"('evil', 'good')",-0.6651098,-0.92234164,-1.0570648,-1.2914569,0.2343921
80,1.3093709,1.1775562,"('dominated', 'dominating')",-1.2278024,-1.3223403,0.0407842,-0.072392,0.1131762
79,-1.2986966,-1.0124837,"('wavering', 'unwavering')",0.039759427,0.23910494,-0.6294686,-0.3866894,-0.2427792
39,1.2929565,0.46648675,"('exploitative', 'cooperative')",0.118139654,0.02160038,0.705548,0.2440436,0.4615044
82,-1.254101,-0.634914,"('poor', 'rich')",5.716571,6.6372867,2.231235,3.0011864,-0.7699514
72,-1.2485647,-0.8507124,"('unambitious', 'ambitious')",-0.89196414,-0.3257808,-1.0702645,-0.5882466,-0.4820179
57,-1.1976124,-1.0679525,"('unimaginative', 'imaginative')",-2.5050502,-2.976998,-1.8513312,-2.0224752,0.171144
1,-1.088558,-1.2204851,"('unfriendly', 'friendly')",1.8673755,1.693298,0.3894088,0.2364064,0.1530024
53,-1.0582632,-0.91091156,"('uncreative', 'creative')",0.841819,0.89419657,-0.1082221,-0.0083575,-0.0998646
36,-0.9845252,-0.5893605,"('hostile', 'amicable')",0.36020616,0.19604212,-0.3121595,-0.1966592,-0.1155003
16,-0.9744718,-0.94040674,"('unpopular', 'popular')",0.46381062,0.34345832,-0.2553306,-0.2984742,0.0431436
8,-0.96194404,-1.0295458,"('unaffectionate', 'affectionate')",0.8853502,0.85183144,-0.0382969,-0.0888572,0.0505603
9,-0.95780194,-1.1152587,"('unaffectionate', 'caring')",1.2378216,1.2995117,0.1400098,0.0921265,0.0478833
60,0.8980453,0.92396283,"('inefficient', 'efficient')",-0.13515876,0.18478379,0.3814433,0.5543733,-0.17293
30,0.89782906,0.8525139,"('intolerant', 'tolerant')",1.1868693,1.325762,1.0423491,1.089138,-0.0467889
84,0.8528369,0.7810717,"('inferior', 'superior')",1.0286306,0.82268506,0.9407338,0.8018784,0.1388554
28,-0.8187197,-0.56555426,"('disloyal', 'loyal')",0.6825585,0.8372789,-0.0680806,0.1358623,-0.2039429
69,0.80313027,0.26797426,"('lazy', 'industrious')",-0.18646893,-0.64871764,0.3083307,-0.1903717,0.4987024
75,-0.768136,-0.37635887,"('meek', 'impulsive')",-0.6137114,-0.32207552,-0.6909237,-0.3492172,-0.3417065
14,0.76291686,0.8701306,"('antisocial', 'social')",-0.5892674,-0.42635152,0.0868247,0.2218895,-0.1350648
54,-0.73937356,-0.64149624,"('incapable', 'capable')",0.9911953,1.386836,0.1259109,0.3726699,-0.246759
10,-0.68167746,-0.34122157,"('unsympathetic', 'sympathetic')",-0.25384098,-0.10190139,-0.4677592,-0.2215615,-0.2461977
44,0.66543984,0.34717605,"('prejudiced', 'unprejudiced')",-1.4042555,-1.3801538,-0.3694078,-0.5164889,0.1470811
76,0.65718555,1.1417454,"('anxious', 'daring')",0.13544664,0.58342785,0.3963161,0.8625866,-0.4662705
67,0.6364105,0.3371017,"('doubtful', 'determined')",-0.5893027,-0.43585628,0.0235539,-0.0493773,0.0729312
11,0.63329196,0.8323171,"('unhelpful', 'helpful')",1.5043678,1.7620058,1.0688299,1.2971615,-0.2283316
37,0.6330186,0.13863145,"('fake', 'genuine')",0.4722655,0.28952065,0.552642,0.214076,0.338566
48,0.6276406,0.3285239,"('unintelligent', 'intelligent')",0.98123336,0.625735,0.804437,0.4771295,0.3273075
45,-0.61777854,-0.39151973,"('incompetent', 'competent')",-0.22554772,-0.22684471,-0.4216631,-0.3091822,-0.1124809
81,0.581126,0.79813033,"('submissive', 'aggressive')",-0.69741493,-0.4115869,-0.0581445,0.1932717,-0.2514162
