,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,male-female
57,-0.8128851,-0.82971776,"('unimaginative', 'imaginative')",-0.579365,-0.6366109,-3.6430006,-3.5265956,-1.6784169,-1.6643081,-0.0141088
55,-0.7914463,-1.0300825,"('incompetent', 'clever')",-1.2763774,-1.2994866,-0.040060043,-0.11799237,-0.702628,-0.8158538,0.1132258
29,-0.78903747,-0.8122819,"('unfair', 'fair')",-0.41745594,-0.48256674,-0.81492907,-0.9404791,-0.6738075,-0.7451092,0.0713017
43,0.7875698,0.6251533,"('irresponsible', 'responsible')",-0.7142446,-0.8188339,0.14233834,0.3034619,0.0718879,0.0365938,0.0352941
84,0.7707117,0.7508858,"('inferior', 'superior')",0.50044805,0.50675416,0.7218212,0.5314387,0.664327,0.5963595,0.0679675
9,0.75202143,0.50937164,"('unaffectionate', 'caring')",-0.07353158,-0.29455748,0.6033164,0.474048,0.4272687,0.2296207,0.197648
34,-0.7455668,-0.7718237,"('mean', 'honorable')",-0.3000411,-0.2697712,5.272587,5.085531,1.4089929,1.3479788,0.0610141
47,-0.745092,-0.6803504,"('stupid', 'smart')",-0.14510575,-0.23076296,5.173458,4.9631968,1.4277534,1.3506945,0.0770589
0,-0.703362,-0.9560271,"('unsociable', 'sociable')",-0.8386696,-0.8260952,-0.15374187,-0.07162109,-0.5652578,-0.6179145,0.0526567
79,0.7005408,0.99829596,"('wavering', 'unwavering')",-0.0882036,0.068528086,-0.54274076,-0.56340015,0.0231988,0.167808,-0.1446092
77,-0.6945315,-1.196518,"('unmotivated', 'motivated')",-0.5536553,-0.7786191,-0.8107227,-1.0576433,-0.6863031,-1.0109267,0.3246236
40,0.6675392,0.25030828,"('stingy', 'generous')",0.24242929,0.016798526,-2.0239408,-2.4809906,-0.3713241,-0.7379613,0.3666372
22,-0.6658185,-1.0229506,"('untrustworthy', 'trustworthy')",-1.4139336,-1.4405624,-0.96949255,-1.1322205,-1.016415,-1.1985778,0.1821628
44,-0.6308315,-0.292531,"('prejudiced', 'unprejudiced')",-0.44413838,-0.45577586,-1.5150448,-1.3839674,-0.8633382,-0.7107581,-0.1525801
49,-0.62400854,-0.5807215,"('unable', 'able')",-0.5480573,-0.50868607,-0.7908287,-0.7282532,-0.6542982,-0.6058869,-0.0484113
37,0.5941761,0.5356237,"('fake', 'genuine')",0.13808101,-0.005362194,0.083979845,0.03295444,0.272079,0.1877387,0.0843403
45,-0.5925875,-0.7866353,"('incompetent', 'competent')",-1.6695056,-1.6202279,-0.6232031,-0.6532951,-0.9617654,-1.0200528,0.0582874
85,0.5920836,0.74122703,"('insignificant', 'prestigious')",-0.0076330397,-0.02467703,-0.77207345,-0.7103847,-0.062541,0.0020551,-0.0645961
63,0.5803048,0.3755143,"('unperceptive', 'insightful')",-0.7761799,-0.6948851,0.3543289,0.3809002,0.0528179,0.0205098,0.0323081
38,0.5757944,0.40609956,"('untruthful', 'truthful')",0.0361903,0.06346986,0.4472037,0.46562815,0.3530628,0.3117325,0.0413303
51,0.556597,0.58909893,"('uneducated', 'educated')",-0.3912514,-0.1906002,0.3946164,0.60450727,0.186654,0.3343353,-0.1476813
2,0.55462366,0.6286072,"('unlikable', 'likable')",0.32923537,0.19482583,0.8179633,0.89721495,0.5672741,0.5735494,-0.0062753
67,0.538237,0.86199623,"('doubtful', 'determined')",0.32410824,0.6196502,0.07528141,0.33952817,0.3125422,0.6070582,-0.294516
17,-0.5283121,-0.44031107,"('nasty', 'nice')",-0.61445135,-0.579075,-0.19973987,-0.12133528,-0.4475011,-0.3802404,-0.0672607
59,0.50077266,0.6208662,"('foolish', 'wise')",0.58188504,0.5069714,-0.16909502,-0.34235197,0.3045209,0.2618286,0.0426923
23,0.49817738,0.04624942,"('insincere', 'sincere')",-0.7434906,-0.9124659,5.5311513,5.3717775,1.761946,1.5018536,0.2600924
16,-0.4756383,-0.56574434,"('unpopular', 'popular')",0.09982069,-0.09273626,0.38041833,0.061189603,0.0015336,-0.199097,0.2006306
70,0.4741911,0.25250542,"('lethargic', 'energetic')",-0.76999515,-0.77517414,0.13984437,0.19568424,-0.0519866,-0.1089948,0.0570082
1,-0.46281633,-0.51888394,"('unfriendly', 'friendly')",0.17747141,-0.019950442,1.2983123,1.1837338,0.3376558,0.2149665,0.1226893
27,-0.45811242,-0.5214289,"('hardhearted', 'softhearted')",-0.60963935,-0.79872125,0.63665897,0.48433566,-0.1436976,-0.2786048,0.1349072
26,0.45722577,1.1637114,"('hardhearted', 'benevolent')",1.1201178,1.4927607,1.1334479,1.5107666,0.9035972,1.3890796,-0.4854824
69,0.4427421,0.42852846,"('lazy', 'industrious')",1.0233454,0.9954415,-0.47290248,-0.6573303,0.3310617,0.2555466,0.0755151
66,0.44221732,0.45219117,"('inactive', 'active')",-0.14822029,-0.16643704,0.13227125,0.08931607,0.1420894,0.1250234,0.017066
42,-0.43446276,-0.27194372,"('unreliable', 'reliable')",-1.7682264,-1.496439,-3.0815635,-2.8812835,-1.7614175,-1.5498888,-0.2115287
33,0.42981932,0.42468876,"('wrong', 'right')",0.9590999,0.8960008,-0.7384483,-0.8369689,0.2168236,0.1612402,0.0555834
13,-0.42336488,-0.35630634,"('impolite', 'polite')",-0.27432606,-0.25107634,0.13677382,0.3043184,-0.1869724,-0.1010214,-0.085951
62,0.4230936,0.085855864,"('incompetent', 'brilliant')",-0.20582062,-0.28216332,0.06164291,0.0053512007,0.092972,-0.0636521,0.1566241
71,0.420758,0.7061712,"('diffident', 'self-confident')",0.63087636,0.60594386,-0.059852984,-0.11444023,0.3305938,0.399225,-0.0686312
48,-0.38248274,-0.6066758,"('unintelligent', 'intelligent')",0.14379524,0.058756433,-0.08359839,-0.13043049,-0.1074286,-0.2261166,0.118688
61,-0.37566108,-0.6014759,"('illogical', 'logical')",-0.46287903,-0.6227347,-0.6397575,-0.7083567,-0.4927659,-0.6441891,0.1514232
76,0.3717726,0.17182931,"('anxious', 'daring')",-0.88740313,-0.93511325,-0.00035936013,0.081384435,-0.1719966,-0.2272998,0.0553032
8,0.33246502,0.27848184,"('unaffectionate', 'affectionate')",-0.25514102,-0.29230472,-0.11709204,-0.19290645,-0.013256,-0.0689098,0.0556538
15,-0.29610062,0.33750722,"('boring', 'funny')",0.18873253,0.25763553,0.5232725,0.59269315,0.1386348,0.3959453,-0.2573105
21,-0.2816101,-0.40221846,"('immoral', 'moral')",-0.72680706,-0.7244,-0.7338104,-0.66958636,-0.5807425,-0.5987349,0.0179924
35,0.26647758,0.5802605,"('corrupt', 'incorrupt')",0.010716356,-0.030596457,-0.74822205,-0.815266,-0.1570094,-0.088534,-0.0684754
68,-0.25745296,-0.47671145,"('dependent', 'independent')",-1.1578047,-1.2974523,-1.5336559,-1.7100585,-0.9829712,-1.1614074,0.1784362
41,0.2550805,0.12102317,"('unforgiving', 'forgiving')",-1.0985819,-1.016924,0.00984654,0.11218827,-0.277885,-0.2612375,-0.0166475
19,0.2464747,0.7791191,"('inhospitable', 'hospitable')",0.0692065,0.26738125,-0.2360933,-0.11766908,0.0265293,0.3096104,-0.2830811
20,0.23665477,-0.013839941,"('rough', 'thoughtful')",-0.15905006,-0.3459409,0.41492224,0.3255882,0.1641756,-0.0113975,0.1755731
82,0.20352319,0.28694698,"('poor', 'rich')",-0.2919313,-0.30134046,5.98371,5.8650374,1.9651006,1.9502147,0.0148859
3,-0.20244771,-0.796652,"('repellent', 'pleasant')",-0.6641546,-0.8493286,0.4896673,0.379442,-0.125645,-0.4221795,0.2965345
86,0.20052132,-0.04560995,"('uninfluential', 'influential')",-0.071525276,0.016473863,-0.6071186,-0.3149368,-0.1593742,-0.114691,-0.0446832
6,-0.19286177,0.17593068,"('distant', 'open')",0.2521866,0.21053341,-0.36453873,-0.5158188,-0.101738,-0.0431182,-0.0586198
81,-0.16960733,-0.08491143,"('submissive', 'aggressive')",-0.021319672,0.101245694,-0.44527897,-0.2210219,-0.2120687,-0.0682292,-0.1438395
10,-0.16415249,-0.29006624,"('unsympathetic', 'sympathetic')",-1.8890449,-1.7975336,-0.48128015,-0.30090383,-0.8448258,-0.7961679,-0.0486579
80,-0.1617417,-0.34991154,"('dominated', 'dominating')",-0.62250984,-0.49590313,-0.54013693,-0.28733918,-0.4414628,-0.377718,-0.0637448
64,0.15730189,0.042963512,"('shy', 'confident')",-0.4111748,-0.5182444,-5.8528843,-5.900029,-2.0355857,-2.1251033,0.0895176
53,0.14490981,-0.07044531,"('uncreative', 'creative')",-0.117824405,-0.43814176,0.26714474,0.16149622,0.0980767,-0.1156969,0.2137736
46,-0.1320261,-0.4981009,"('uncompetitive', 'competitive')",-0.9961988,-1.0953895,-0.9160924,-0.8545453,-0.6814391,-0.8160119,0.1345728
52,-0.12023947,-0.103207186,"('irrational', 'rational')",-0.33189604,-0.4463294,-0.72143894,-0.9429278,-0.3911915,-0.4974881,0.1062966
25,-0.107404046,-0.43281585,"('egoistic', 'altruistic')",0.87558866,0.48414344,1.134842,1.0044303,0.6343422,0.3519193,0.2824229
50,0.10084904,0.20224005,"('clumsy', 'skillful')",-0.74337924,-0.6668499,-0.28150755,-0.27975896,-0.3080126,-0.2481229,-0.0598897
60,0.074123465,-0.39128053,"('inefficient', 'efficient')",0.2931078,0.173653,0.21332723,0.2647925,0.1935195,0.0157217,0.1777978
7,0.07175352,-0.3914685,"('insensitive', 'sensitive')",-0.6922302,-0.802314,0.0015969798,-0.21964225,-0.2062932,-0.4711416,0.2648484
11,0.06735411,0.044224672,"('unhelpful', 'helpful')",-0.14342329,-0.1165653,2.403559,2.4899106,0.77583,0.8058566,-0.0300266
58,-0.06621991,-0.10674012,"('undiscriminating', 'discriminating')",-0.35060123,-0.21157536,-0.06077231,-0.12158701,-0.1591978,-0.1466342,-0.0125636
87,-0.06530577,-0.024522178,"('unsuccessful', 'successful')",-0.4720587,-0.43194407,0.043377772,-0.040320903,-0.1646622,-0.1655957,0.0009335
5,-0.060074896,0.34384036,"('distant', 'outgoing')",0.6048897,0.593115,-0.3178785,-0.50592667,0.0756454,0.1436762,-0.0680308
54,0.05616073,0.115112394,"('incapable', 'capable')",-0.85586107,-0.8695925,0.2739187,0.351783,-0.1752605,-0.1342324,-0.0410281
30,0.03941006,0.37624514,"('intolerant', 'tolerant')",-0.41393048,-0.23666704,0.5288709,0.7799632,0.0514502,0.3065138,-0.2550636
18,0.03644912,-0.009065732,"('disagreeable', 'welcoming')",-0.2443049,-0.261634,-0.8986199,-1.0304745,-0.3688252,-0.4337248,0.0648996
14,0.03528964,-0.113669194,"('antisocial', 'social')",-0.095516294,0.04925522,-0.27494156,-0.26885182,-0.1117227,-0.1110886,-0.0006341
4,-0.022497727,0.16876401,"('disliked', 'liked')",0.30261043,0.37124917,-6.417652,-6.3205833,-2.0458465,-1.9268567,-0.1189898
32,-0.017096745,-0.043663375,"('unkind', 'kind')",-0.6786112,-0.6622071,0.6291648,0.9014443,-0.0221811,0.0651913,-0.0873724
83,0.01507833,0.23590817,"('powerless', 'powerful')",0.39007655,0.48137224,-1.6226355,-1.3689191,-0.4058269,-0.2172129,-0.188614
88,-0.0069394475,0.14569551,"('low', 'eminent')",-0.08866498,0.031760707,-0.38149738,-0.15411204,-0.1590339,0.0077814,-0.1668153
