,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
21,-0.6180228,-0.72589093,"('immoral', 'moral')",-0.47341698,-0.46972772,-0.5457199,-0.5978093,0.0520894
86,-0.61624825,-0.6133822,"('uninfluential', 'influential')",0.10025348,0.12463233,-0.2579974,-0.2443749,-0.0136225
70,-0.60901934,-0.45688608,"('lethargic', 'energetic')",0.7542377,0.7756518,0.0726092,0.1593829,-0.0867737
2,0.5921791,0.6174647,"('unlikable', 'likable')",0.59738195,0.6177319,0.5947806,0.6175983,-0.0228177
18,-0.57680684,-0.55638844,"('disagreeable', 'welcoming')",-0.29314542,-0.32835746,-0.4349761,-0.4423729,0.0073968
78,-0.55591017,-0.56538546,"('nonresilient', 'resilient')",0.3568341,0.25724593,-0.099538,-0.1540698,0.0545318
39,0.5308103,0.57075375,"('exploitative', 'cooperative')",0.07082118,-0.06898081,0.3008157,0.2508865,0.0499292
7,-0.49405175,-0.5474685,"('insensitive', 'sensitive')",0.81961155,0.6785815,0.1627799,0.0655565,0.0972234
11,-0.4798527,-0.4454092,"('unhelpful', 'helpful')",1.4452516,1.5270829,0.4826995,0.5408369,-0.0581374
32,-0.4781415,-0.6281933,"('unkind', 'kind')",0.834189,0.690663,0.1780238,0.0312348,0.146789
72,-0.45543346,-0.5102479,"('unambitious', 'ambitious')",-0.78884023,-0.829986,-0.6221368,-0.6701169,0.0479801
16,-0.42024317,-0.33124927,"('unpopular', 'popular')",0.3947956,0.3926622,-0.0127238,0.0307065,-0.0434303
58,-0.4118101,-0.16316383,"('undiscriminating', 'discriminating')",0.21296805,0.29533008,-0.099421,0.0660831,-0.1655041
29,-0.4088854,-0.46090573,"('unfair', 'fair')",-0.47861895,-0.5070232,-0.4437522,-0.4839645,0.0402123
12,-0.40485686,-0.41664335,"('unsupportive', 'supportive')",-1.6292748,-1.7086453,-1.0170659,-1.0626444,0.0455785
59,0.391594,0.32751623,"('foolish', 'wise')",0.33733636,0.20853591,0.3644652,0.2680261,0.0964391
82,-0.37097603,-0.50517505,"('poor', 'rich')",5.9388795,5.9597397,2.7839518,2.7272823,0.0566695
33,0.369357,0.25439787,"('wrong', 'right')",-0.52068806,-0.70556986,-0.0756655,-0.225586,0.1499205
3,-0.35936788,-0.39583218,"('repellent', 'pleasant')",0.120998114,0.18494281,-0.1191849,-0.1054447,-0.0137402
4,-0.31760874,-0.36774758,"('disliked', 'liked')",-6.278415,-6.4056973,-3.298012,-3.3867226,0.0887106
49,-0.31425065,-0.2049738,"('unable', 'able')",-0.29359168,-0.2631483,-0.3039212,-0.2340611,-0.0698601
63,-0.30619934,-0.1969326,"('unperceptive', 'insightful')",1.0573522,1.1035709,0.3755764,0.4533192,-0.0777428
47,-0.29453564,-0.2219767,"('stupid', 'smart')",5.110649,5.21869,2.4080567,2.4983566,-0.0902999
34,-0.2912108,-0.33943653,"('mean', 'honorable')",5.7330313,5.7579894,2.7209103,2.7092764,0.0116339
5,-0.28532073,-0.18002024,"('distant', 'outgoing')",-0.35681915,-0.41028476,-0.32107,-0.2951525,-0.0259175
56,0.2742353,0.23083344,"('impractical', 'practical')",-0.057950694,-0.059061907,0.1081423,0.0858858,0.0222565
8,-0.2602492,-0.35182223,"('unaffectionate', 'affectionate')",0.80020726,0.63170093,0.269979,0.1399394,0.1300396
9,-0.25747675,-0.35473412,"('unaffectionate', 'caring')",1.0316073,0.90073335,0.3870653,0.2729996,0.1140657
27,-0.25496164,-0.36564654,"('hardhearted', 'softhearted')",1.5738474,1.5597931,0.6594429,0.5970733,0.0623696
6,-0.25179756,-0.35187072,"('distant', 'open')",0.2887029,0.122755185,0.0184527,-0.1145578,0.1330105
85,0.24295662,0.2575901,"('insignificant', 'prestigious')",0.55910575,0.45679122,0.4010312,0.3571907,0.0438405
35,0.23636118,0.18182394,"('corrupt', 'incorrupt')",-0.15751292,-0.28939778,0.0394241,-0.0537869,0.093211
88,-0.23608759,-0.14141293,"('low', 'eminent')",0.10938947,0.05775372,-0.0633491,-0.0418296,-0.0215195
83,-0.22870976,0.031615682,"('powerless', 'powerful')",-0.86450356,-0.7509952,-0.5466067,-0.3596898,-0.1869169
20,0.21484615,0.17712389,"('rough', 'thoughtful')",1.5311532,1.3395667,0.8729997,0.7583453,0.1146544
87,-0.21335056,0.01978181,"('unsuccessful', 'successful')",0.9060752,0.9175115,0.3463623,0.4686467,-0.1222844
38,-0.21201642,-0.124731585,"('untruthful', 'truthful')",-0.33325502,-0.3473143,-0.2726357,-0.2360229,-0.0366128
50,0.20492601,0.1442711,"('clumsy', 'skillful')",0.43954355,0.3415859,0.3222348,0.2429285,0.0793063
41,-0.19899297,-0.39518934,"('unforgiving', 'forgiving')",0.15103531,0.17723516,-0.0239788,-0.1089771,0.0849983
48,0.19836248,0.23348527,"('unintelligent', 'intelligent')",0.7534706,0.7335542,0.4759165,0.4835197,-0.0076032
44,-0.19789517,-0.0282757,"('prejudiced', 'unprejudiced')",-1.3427722,-1.3430121,-0.7703337,-0.6856439,-0.0846898
67,0.19507495,0.26945266,"('doubtful', 'determined')",-0.6553823,-0.5877567,-0.2301537,-0.159152,-0.0710017
71,-0.18114436,-0.063593045,"('diffident', 'self-confident')",0.5545335,0.53281474,0.1866946,0.2346109,-0.0479163
30,0.176891,0.2130768,"('intolerant', 'tolerant')",1.0814412,1.1765999,0.6291661,0.6948383,-0.0656722
74,-0.17545277,-0.10886662,"('undedicated', 'dedicated')",0.33480963,0.29549113,0.0796784,0.0933123,-0.0136339
42,-0.16745329,-0.17774923,"('unreliable', 'reliable')",-2.557413,-2.6630864,-1.3624332,-1.4204178,0.0579846
26,0.16111445,-0.06211264,"('hardhearted', 'benevolent')",1.9250798,1.754905,1.0430971,0.8463961,0.196701
24,-0.14725636,-0.23703541,"('dishonest', 'honest')",0.5988829,0.4727725,0.2258133,0.1178686,0.1079447
62,-0.14120919,-0.098257124,"('incompetent', 'brilliant')",0.12505636,0.1921042,-0.0080764,0.0469235,-0.0549999
15,-0.1272771,-0.10883148,"('boring', 'funny')",0.21247314,0.21341819,0.042598,0.0522934,-0.0096954
40,-0.12244743,-0.22487131,"('stingy', 'generous')",-1.3333596,-1.5073324,-0.7279035,-0.8661019,0.1381984
52,0.120239146,-0.044372004,"('irrational', 'rational')",0.14389686,-0.019393064,0.132068,-0.0318825,0.1639505
80,-0.0830191,0.2500404,"('dominated', 'dominating')",-1.1924491,-0.9809909,-0.6377341,-0.3654752,-0.2722589
61,-0.082080014,-0.1308104,"('illogical', 'logical')",0.3944494,0.34390032,0.1561847,0.106545,0.0496397
81,0.07051335,0.22964504,"('submissive', 'aggressive')",-0.7012632,-0.48734307,-0.3153749,-0.128849,-0.1865259
60,-0.063868985,0.026469138,"('inefficient', 'efficient')",0.07009011,0.2091703,0.0031106,0.1178197,-0.1147091
43,0.04612118,0.0932659,"('irresponsible', 'responsible')",0.6277864,0.6404333,0.3369538,0.3668496,-0.0298958
64,-0.027224766,0.07580939,"('shy', 'confident')",-6.2183,-6.3215003,-3.1227622,-3.1228454,8.32e-05
28,-0.013338277,-0.14220874,"('disloyal', 'loyal')",0.84967184,0.73452383,0.4181668,0.2961575,0.1220093
75,-0.009831365,0.017866647,"('meek', 'impulsive')",-0.4993624,-0.47928077,-0.2545969,-0.2307071,-0.0238898
25,0.009178683,-0.021621317,"('egoistic', 'altruistic')",1.5844657,1.4617641,0.7968222,0.7200714,0.0767508
