,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
0,-1.2889637,-1.2048199,"('unsociable', 'sociable')",-0.41556776,-0.31692788,-0.8522657,-0.7608739,-0.0913918
57,-1.2806395,-1.2351464,"('unimaginative', 'imaginative')",-2.2837522,-2.3750534,-1.7821958,-1.8051,0.0229042
10,-1.242733,-1.2098911,"('unsympathetic', 'sympathetic')",-0.20464857,-0.1463892,-0.7236908,-0.6781402,-0.0455506
17,-1.1889185,-1.1933082,"('nasty', 'nice')",-0.72454935,-0.6678944,-0.9567339,-0.9306014,-0.0261325
53,-1.151494,-1.1995606,"('uncreative', 'creative')",0.88422173,0.75561,-0.1336361,-0.2219753,0.0883392
51,-1.0144411,-0.93883604,"('uneducated', 'educated')",0.53736866,0.7156397,-0.2385362,-0.1115982,-0.126938
73,1.0028268,0.8648779,"('helpless', 'self-reliant')",-2.823503,-2.939732,-0.9103381,-1.0374271,0.127089
37,0.91016304,0.84482837,"('fake', 'genuine')",0.81651556,0.6451856,0.8633393,0.745007,0.1183323
79,-0.9086512,-0.97872424,"('wavering', 'unwavering')",-0.25643286,-0.31586248,-0.582542,-0.6472933,0.0647513
84,0.8749397,0.86998594,"('inferior', 'superior')",0.9937884,0.86096334,0.9343641,0.8654746,0.0688895
45,-0.84752,-1.0404946,"('incompetent', 'competent')",-0.013111715,-0.103947654,-0.4303159,-0.5722211,0.1419052
69,0.8388989,0.83205646,"('lazy', 'industrious')",-0.44399545,-0.57522523,0.1974517,0.1284156,0.0690361
65,-0.82507104,-0.80313313,"('insecure', 'secure')",-0.37864915,-0.38643217,-0.6018601,-0.5947827,-0.0070774
22,-0.7712219,-0.844992,"('untrustworthy', 'trustworthy')",-0.90807664,-1.0663006,-0.8396493,-0.9556463,0.115997
23,-0.76890683,-0.87559026,"('insincere', 'sincere')",5.2549143,5.292795,2.2430038,2.2086024,0.0344014
14,-0.7601961,-0.7851078,"('antisocial', 'social')",-0.50632477,-0.42684877,-0.6332604,-0.6059783,-0.0272821
13,-0.7453644,-0.8194642,"('impolite', 'polite')",-0.4807822,-0.52120876,-0.6130733,-0.6703365,0.0572632
76,-0.7409434,-0.4706954,"('anxious', 'daring')",0.13368174,0.1997244,-0.3036308,-0.1354855,-0.1681453
36,-0.7313738,-0.84249455,"('hostile', 'amicable')",0.12207709,-0.06676402,-0.3046483,-0.4546293,0.149981
55,-0.7033377,-0.6557131,"('incompetent', 'clever')",0.17425546,0.21186532,-0.2645411,-0.2219239,-0.0426172
46,-0.693128,-0.51041424,"('uncompetitive', 'competitive')",-0.5184217,-0.45564276,-0.6057749,-0.4830285,-0.1227464
54,-0.69135463,-0.5342902,"('incapable', 'capable')",0.9648197,1.052122,0.1367325,0.2589159,-0.1221834
19,-0.67956704,-0.8083644,"('inhospitable', 'hospitable')",-0.07166915,-0.14128521,-0.3756181,-0.4748248,0.0992067
68,-0.6783827,-0.6293625,"('dependent', 'independent')",-0.3571174,-0.3462737,-0.51775,-0.4878181,-0.0299319
1,-0.6728996,-0.90124726,"('unfriendly', 'friendly')",1.7539102,1.5032197,0.5405053,0.3009862,0.2395191
77,-0.6667428,-0.39858353,"('unmotivated', 'motivated')",-1.1197861,-1.0507973,-0.8932645,-0.7246904,-0.1685741
66,-0.6649816,-0.35696763,"('inactive', 'active')",0.9545718,0.9955706,0.1447951,0.3193015,-0.1745064
31,-0.63377,-0.82853925,"('evil', 'good')",-0.82687354,-0.98698694,-0.7303218,-0.9077631,0.1774413
