,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,male-female
71,2.077503,2.0276008,"('diffident', 'self-confident')",0.4372139,0.7966976,1.4656948,1.646362,0.33872998,0.36251134,1.0797853,1.2082928,-0.1285075
73,2.0174632,1.8629533,"('helpless', 'self-reliant')",1.4139459,1.1998386,1.356854,1.2868391,-2.7987366,-2.9608307,0.4973817,0.3472,0.1501817
1,1.6594937,1.6545616,"('unfriendly', 'friendly')",-0.21317732,0.23651293,1.0713934,1.2583542,1.6664218,1.7916762,1.0460329,1.2352762,-0.1892433
14,1.4894514,1.7220817,"('antisocial', 'social')",0.88969576,0.8125046,1.3826116,1.6812756,-0.04446648,0.122876555,0.9293231,1.0846846,-0.1553615
42,1.4582174,1.5411557,"('unreliable', 'reliable')",1.7400483,1.2508687,0.7122821,0.76393706,-2.6753054,-2.6833575,0.3088106,0.218151,0.0906596
56,1.4082192,1.5649089,"('impractical', 'practical')",0.24859416,-0.16439669,1.3641568,1.3529434,-0.47317046,-0.42576003,0.63695,0.5819239,0.0550261
43,1.3386629,1.5973277,"('irresponsible', 'responsible')",0.68568707,0.2602864,0.8318275,0.77930695,0.63987494,0.74996805,0.8740131,0.8467222,0.0272909
26,1.3367372,1.4402577,"('hardhearted', 'benevolent')",1.2930049,1.7561761,1.1200398,1.3335112,1.6868565,1.8361921,1.3591597,1.5915343,-0.2323746
2,1.2974741,1.1115375,"('unlikable', 'likable')",1.5668247,1.1602362,1.213987,1.0527296,0.87478614,0.8059168,1.2382679,1.0326051,0.2056628
33,1.2953455,1.0919627,"('wrong', 'right')",-0.1797703,-0.16984826,0.94601804,0.9072718,-0.87076044,-0.86714095,0.2977082,0.2405613,0.0571469
31,-1.2926618,-1.1810898,"('evil', 'good')",-0.45367318,0.059391886,-0.7118402,-0.4878138,-0.51621765,-0.463171,-0.7435982,-0.5181707,-0.2254275
9,1.2238538,1.2066282,"('unaffectionate', 'caring')",-0.8629002,-0.36907616,1.3161654,1.4247352,1.1574959,1.2987375,0.7086537,0.8902562,-0.1816025
49,-1.176629,-1.1310371,"('unable', 'able')",-0.25114357,-0.44755447,0.15251336,0.14607131,-0.37172744,-0.3459701,-0.4117467,-0.4446226,0.0328759
58,1.0781554,1.230964,"('undiscriminating', 'discriminating')",0.057148717,0.49364755,1.0585026,1.2514892,0.23677665,0.4961776,0.6076458,0.8680696,-0.2604238
12,1.0756135,1.4069655,"('unsupportive', 'supportive')",0.52862287,0.67119896,1.448334,1.7092571,-2.08597,-1.7972349,0.2416501,0.4975467,-0.2558966
5,1.0622482,0.90174615,"('distant', 'outgoing')",0.57706225,0.85418385,1.2918762,1.4541832,-0.116623625,0.005055368,0.7036408,0.8037921,-0.1001513
30,1.0585176,1.3484719,"('intolerant', 'tolerant')",0.40307754,0.050889425,0.9031331,0.97437805,0.39805055,0.34481075,0.6906947,0.6796375,0.0110572
85,0.99707437,0.5404624,"('insignificant', 'prestigious')",0.5517366,0.3255695,1.722851,1.7020026,-0.19415237,-0.2900157,0.7693774,0.5695047,0.1998727
68,-0.97433656,-1.0012491,"('dependent', 'independent')",-0.08016651,-0.33935273,-0.6182802,-0.63039285,-1.4975731,-1.497812,-0.7925891,-0.8672017,0.0746126
51,-0.96079534,-1.0122844,"('uneducated', 'educated')",0.88782626,0.4584932,-0.11633391,-0.12988617,-0.061723202,-0.06264961,-0.0627565,-0.1865817,0.1238252
