,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
88,-1.7410935,-1.8454769,"('low', 'eminent')",-1.0729176,-1.2169929,-0.9962652,-1.0840886,0.29262313,0.44011295,-0.8794133,-0.9266113,0.047198
77,-1.7083273,-1.6063492,"('unmotivated', 'motivated')",-0.45966622,-0.62990725,0.6474838,0.5928365,-0.9709133,-1.046135,-0.6228558,-0.6723888,0.049533
65,-1.6466677,-1.3353564,"('insecure', 'secure')",-1.326073,-1.2062975,-0.73145217,-0.82131964,-0.50314045,-0.38272288,-1.0518334,-0.9364241,-0.1154093
25,1.4873072,1.4960566,"('egoistic', 'altruistic')",-0.5946675,-0.48970953,1.0725464,1.1280646,1.4597242,1.3726803,0.8562276,0.876773,-0.0205454
9,1.4577025,1.5639644,"('unaffectionate', 'caring')",0.34557462,0.40084457,0.6852999,0.63112766,1.4433805,1.6934599,0.9829893,1.0723491,-0.0893598
52,1.4006537,1.2570018,"('irrational', 'rational')",0.5525574,0.540674,0.39615643,0.46041566,-0.3370343,-0.33447513,0.5030833,0.4809041,0.0221792
40,1.3646052,1.293678,"('stingy', 'generous')",0.84832466,0.750756,1.0674136,0.94220835,-1.3637156,-1.4465795,0.4791569,0.3850157,0.0941412
68,-1.3580241,-1.5146937,"('dependent', 'independent')",-0.80820024,-0.8381804,-1.8254932,-1.837684,-0.6009258,-0.7079769,-1.1481609,-1.2246338,0.0764729
53,1.3051231,1.2391515,"('uncreative', 'creative')",-0.34870073,-0.5418359,0.50831556,0.40857983,1.0889274,1.22108,0.6384163,0.5817438,0.0566725
50,-1.2941347,-1.2694969,"('clumsy', 'skillful')",-0.5092979,-0.45474285,0.8637079,0.89381516,0.66300714,0.8173202,-0.0691794,-0.0032761,-0.0659033
5,1.288027,1.1159831,"('distant', 'outgoing')",0.6800909,0.66655236,1.3034238,1.321761,-0.2428409,-0.13521208,0.7571751,0.7422711,0.014904
33,1.2401335,1.2555301,"('wrong', 'right')",0.7349132,0.8519184,1.7373701,1.896303,-0.42921653,-0.4720196,0.8208,0.882933,-0.062133
71,1.2265474,1.1915847,"('diffident', 'self-confident')",1.3507677,1.3065608,0.7593208,0.8163908,0.47779596,0.5466657,0.9536079,0.9653005,-0.0116926
46,-1.224049,-1.3045655,"('uncompetitive', 'competitive')",0.27962834,-0.002534233,-0.7517874,-0.9307007,-0.5431424,-0.615369,-0.5598376,-0.7132924,0.1534548
82,-1.2152969,-1.10976,"('poor', 'rich')",-1.22466,-1.170066,-1.3260055,-1.2984087,6.201827,6.3901296,0.6089662,0.7029737,-0.0940075
81,-1.2052988,-1.0723635,"('submissive', 'aggressive')",0.007448327,-0.045248203,-1.4362344,-1.5506912,-0.74134624,-0.54841924,-0.8438578,-0.8041806,-0.0396772
6,1.1878723,1.0818814,"('distant', 'open')",0.40237117,0.3561288,1.1999731,1.1765369,0.6002766,0.65611136,0.8476232,0.8176646,0.0299586
73,1.1851223,1.0874853,"('helpless', 'self-reliant')",1.381318,1.4839932,0.90127796,0.97899103,-3.4076824,-3.2458143,0.0150089,0.0761638,-0.0611549
12,1.1737491,1.2651387,"('unsupportive', 'supportive')",1.1989,1.101822,-0.6125366,-0.71900535,-1.6554961,-1.4458851,0.0261541,0.0505176,-0.0243635
27,1.1119148,1.002298,"('hardhearted', 'softhearted')",0.50119156,0.3219073,-0.08932061,-0.15706214,1.6813717,1.7025911,0.8012893,0.7174336,0.0838557
8,1.1054715,1.1808382,"('unaffectionate', 'affectionate')",-0.0134953745,0.05354715,-0.19702874,-0.21596754,0.8485458,1.1766703,0.4358733,0.548772,-0.1128987
16,-0.98713875,-1.0915658,"('unpopular', 'popular')",-0.7175585,-0.7648899,0.15267268,0.28515497,0.43376964,0.35172677,-0.2795637,-0.3048935,0.0253298
72,0.9405319,1.2173363,"('unambitious', 'ambitious')",0.6056867,0.9235844,-0.9472162,-0.8964265,-0.98676986,-0.60120153,-0.0969419,0.1608232,-0.2577651
49,-0.9334663,-0.8366749,"('unable', 'able')",-1.4719344,-1.3475118,-0.409423,-0.4356643,-0.45447472,-0.28154498,-0.8173246,-0.725349,-0.0919756
31,0.93301415,0.58184004,"('evil', 'good')",0.03755835,-0.120627046,0.96129185,0.91613567,-1.0161167,-1.1593778,0.2289369,0.0544927,0.1744442
48,-0.9214946,-0.84642893,"('unintelligent', 'intelligent')",-0.87118256,-0.9747604,-1.3696661,-1.4913272,0.49884793,0.58955956,-0.6658738,-0.6807393,0.0148655
55,-0.9008807,-0.7662395,"('incompetent', 'clever')",-0.58329844,-0.800011,-2.1940937,-2.318188,-0.033968594,-0.03775968,-0.9280604,-0.9805496,0.0524892
21,-0.89897895,-0.9153774,"('immoral', 'moral')",0.04021729,-0.21993692,-0.89850676,-1.0776355,-0.57032305,-0.6856349,-0.5818979,-0.7246462,0.1427483
32,-0.89736795,-0.71620905,"('unkind', 'kind')",0.16182813,0.20983806,0.1851174,0.10139699,1.1612579,1.4294494,0.1527089,0.2561188,-0.1034099
64,-0.89420277,-0.9201156,"('shy', 'confident')",-0.6369181,-0.71597385,-0.8746192,-0.8503096,-6.730948,-6.899544,-2.2841721,-2.3464856,0.0623135
14,-0.8920688,-0.68966943,"('antisocial', 'social')",0.11089767,0.08298125,-0.8059166,-0.9835078,-0.7737948,-0.9025644,-0.5902206,-0.6231901,0.0329695
84,-0.8612659,-0.8258936,"('inferior', 'superior')",-1.9273548,-1.950802,-0.35414407,-0.2755745,0.50422066,0.56722486,-0.659636,-0.6212612,-0.0383748
60,-0.8594821,-0.4797834,"('inefficient', 'efficient')",0.19835627,0.2741652,-0.9565807,-1.0331209,-0.045141183,0.1896109,-0.4157119,-0.262282,-0.1534299
43,-0.8258721,-0.5980961,"('irresponsible', 'responsible')",-0.010483719,0.060467254,-1.527214,-1.655523,0.6327529,0.85378474,-0.4327043,-0.3348417,-0.0978626
44,-0.8185442,-0.90565926,"('prejudiced', 'unprejudiced')",0.052793086,-0.029791847,-0.4439565,-0.2825125,-1.5710907,-1.5959034,-0.6951996,-0.7034668,0.0082672
85,0.8002767,0.68425673,"('insignificant', 'prestigious')",-0.9201194,-0.8963102,1.5664126,1.6811064,0.56141543,0.5985598,0.5019963,0.5169032,-0.0149069
10,-0.785499,-0.8213999,"('unsympathetic', 'sympathetic')",-0.46071798,-0.8008349,-2.2608168,-2.530261,0.32648724,0.3843395,-0.7951366,-0.9420391,0.1469025
26,0.7609978,0.66771483,"('hardhearted', 'benevolent')",-0.1836273,-0.29878402,1.0549045,0.827551,1.52207,1.3422599,0.7885863,0.6346854,0.1539009
45,-0.7489007,-0.7689293,"('incompetent', 'competent')",-0.13279502,-0.3924576,-1.5716794,-1.7960587,-0.044037163,-0.117759496,-0.6243531,-0.7688013,0.1444482
11,-0.74625903,-0.62092894,"('unhelpful', 'helpful')",0.79400647,0.8301631,-1.2477629,-1.2888551,2.0574496,2.341108,0.2143585,0.3153718,-0.1010133
56,-0.7161245,-0.44538832,"('impractical', 'practical')",0.1252266,0.14809373,-0.33187273,-0.47078675,-0.22583593,-0.1661154,-0.2871516,-0.2335492,-0.0536024
70,-0.713321,-0.5805832,"('lethargic', 'energetic')",0.09226824,0.006095659,-1.2849342,-1.4047483,0.9794188,1.0196835,-0.231642,-0.2398881,0.0082461
35,0.7104317,0.47394633,"('corrupt', 'incorrupt')",-0.17219642,-0.08491201,1.5900872,1.7416552,-0.046667144,-0.18125951,0.5204139,0.4873575,0.0330564
23,-0.70540285,-0.48142007,"('insincere', 'sincere')",-0.3372751,-0.2548746,-0.2616773,-0.44203448,5.7599325,6.130124,1.1138943,1.2379488,-0.1240545
83,-0.6989351,-0.7423205,"('powerless', 'powerful')",0.047883056,-0.024303094,0.7851467,0.78361803,-0.6487908,-0.636907,-0.128674,-0.1549781,0.0263041
78,-0.6763263,-0.69748336,"('nonresilient', 'resilient')",-0.20640622,-0.34443235,1.0359391,0.8918934,0.7156424,0.79253703,0.2172122,0.1606287,0.0565835
3,-0.6678768,-0.785052,"('repellent', 'pleasant')",0.08610347,-0.19275679,-0.6676285,-0.8101714,0.18838108,0.020473026,-0.2652552,-0.4418768,0.1766216
76,-0.65482277,-0.48821926,"('anxious', 'daring')",0.7424399,0.69784725,0.08757178,-0.09445489,0.30149,0.5213862,0.1191697,0.1591398,-0.0399701
69,0.616127,0.31208462,"('lazy', 'industrious')",0.7096058,0.63941705,2.8264503,2.9149735,-0.46573895,-0.66926533,0.921611,0.7993025,0.1223085
36,0.5822089,0.2556375,"('hostile', 'amicable')",-0.30639184,-0.35831618,2.2347972,2.2519405,0.22909302,0.11470621,0.6849269,0.565992,0.1189349
37,-0.57556224,-0.5644519,"('fake', 'genuine')",0.104784206,-0.09283779,-0.9889221,-1.1586624,0.6074452,0.7568609,-0.2130637,-0.2647728,0.0517091
29,0.5523088,0.44114968,"('unfair', 'fair')",0.19722848,0.08775553,-0.1186495,-0.1729629,-0.37981936,-0.5546576,0.0627671,-0.0496788,0.1124459
61,0.5501329,0.47626975,"('illogical', 'logical')",-0.7180622,-0.93067545,0.35444245,0.33849913,0.34400415,0.32802296,0.1326293,0.0530291,0.0796002
51,-0.548415,-0.43176666,"('uneducated', 'educated')",0.3874272,0.3651535,-1.4825202,-1.5356051,0.5179962,0.60767686,-0.2813779,-0.2486354,-0.0327425
1,0.547344,0.54180074,"('unfriendly', 'friendly')",-0.46528438,-0.4903043,0.631669,0.51155937,1.9572129,2.1440208,0.6677354,0.6767691,-0.0090337
0,-0.530228,-0.54710305,"('unsociable', 'sociable')",-0.5152277,-0.73324776,-0.57321095,-0.759552,-0.37681735,-0.46314386,-0.498871,-0.6257616,0.1268906
67,-0.49928764,-0.5636143,"('doubtful', 'determined')",1.0784065,1.1059635,0.14100373,0.24322245,-0.6640768,-0.62980604,0.0140114,0.0389414,-0.02493
30,-0.44113585,-0.27208382,"('intolerant', 'tolerant')",-0.088755675,-0.07215975,-0.9557623,-1.0022925,0.9536543,1.0246427,-0.1329999,-0.0804734,-0.0525265
87,-0.43179318,-0.412175,"('unsuccessful', 'successful')",0.14103039,0.02383562,1.0410283,1.0014076,0.6967884,0.59076786,0.3617635,0.300959,0.0608045
39,0.42861536,0.52276826,"('exploitative', 'cooperative')",0.98908454,1.0027021,0.5334996,0.40333465,0.045562033,0.021481585,0.4991904,0.4875717,0.0116187
15,0.40921566,0.41175693,"('boring', 'funny')",0.11835809,0.1420453,1.3418788,1.38939,0.189639,0.21090737,0.5147729,0.5385249,-0.023752
2,0.4052088,0.52450144,"('unlikable', 'likable')",0.6080668,0.6189083,1.4606413,1.4799157,0.7028211,0.69956774,0.7941845,0.8307233,-0.0365388
17,0.3772626,0.26949218,"('nasty', 'nice')",-0.0053818338,-0.022812903,0.99709016,0.99538183,-0.7933691,-0.9123521,0.1439004,0.0824273,0.0614731
20,-0.3501241,-0.31195024,"('rough', 'thoughtful')",-1.0355619,-1.0351216,0.17068544,0.024070147,1.3302941,1.3289881,0.0288234,0.0014966,0.0273268
38,0.34736404,0.47995985,"('untruthful', 'truthful')",0.8450601,0.843544,0.10648517,0.14362414,0.15875244,0.35136655,0.3644154,0.4546236,-0.0902082
66,0.34349978,0.06555425,"('inactive', 'active')",1.3297563,1.0520254,1.5382147,1.531773,1.3536415,1.1179667,1.141278,0.9418298,0.1994482
4,0.3404799,0.2607408,"('disliked', 'liked')",0.08605857,0.13731351,0.49443564,0.5699266,-6.5899324,-6.6251693,-1.4172395,-1.4142971,-0.0029424
80,0.3374671,0.45766035,"('dominated', 'dominating')",0.6553915,0.5695189,-0.44194794,-0.6180722,-0.7527702,-0.83672965,-0.0504649,-0.1069057,0.0564408
75,0.32226446,0.20368175,"('meek', 'impulsive')",0.44645816,0.57097685,0.42293754,0.5959254,-0.4076727,-0.32391408,0.1959969,0.2616675,-0.0656706
57,0.30367216,0.08184031,"('unimaginative', 'imaginative')",0.0024601147,-0.35025457,-0.50892067,-0.7504476,-2.4956431,-2.5818326,-0.6746079,-0.9001736,0.2255657
86,-0.27872378,-0.4160769,"('uninfluential', 'influential')",-0.08519677,-0.51221544,-1.4806577,-1.7915958,0.09449266,-0.16135722,-0.4375214,-0.7203113,0.2827899
7,-0.27386996,-0.14382628,"('insensitive', 'sensitive')",0.021945246,-0.09473519,-0.53325,-0.6215179,0.9627738,1.0250714,0.0443998,0.041248,0.0031518
