,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.9164342,-1.9033706,"('distant', 'open')",-1.962604,-1.8400757,0.43344754,0.37373945,-1.1485302,-1.1232356,-0.0252946
5,-1.6824665,-1.7249382,"('distant', 'outgoing')",-1.844232,-1.7367916,-0.18416739,-0.2696722,-1.2369553,-1.2438006,0.0068453
53,-1.6090754,-1.6389464,"('uncreative', 'creative')",0.36175397,0.33052614,1.1166053,1.0119237,-0.0435721,-0.0988322,0.0552601
86,-1.5676254,-1.6775701,"('uninfluential', 'influential')",0.109613985,0.010478489,-0.15159911,-0.14133638,-0.5365369,-0.6028093,0.0662724
10,-1.4950572,-1.618219,"('unsympathetic', 'sympathetic')",-0.12085065,-0.29947418,-0.5971443,-0.51308376,-0.7376841,-0.8102589,0.0725748
1,-1.485878,-1.387947,"('unfriendly', 'friendly')",-0.5897238,-0.38770565,1.7313724,1.5635979,-0.1147432,-0.0706849,-0.0440583
0,-1.4220996,-1.6427423,"('unsociable', 'sociable')",-0.20757231,-0.34738883,-0.6860994,-0.68666244,-0.7719238,-0.8922645,0.1203407
24,-1.4098334,-1.4798481,"('dishonest', 'honest')",-1.6241624,-1.5639935,0.3606318,0.33561257,-0.8911214,-0.902743,0.0116216
73,1.4085469,1.3702837,"('helpless', 'self-reliant')",0.9655213,0.87631625,-2.5251138,-2.5935566,-0.0503485,-0.1156522,0.0653037
19,-1.4041446,-1.4740338,"('inhospitable', 'hospitable')",-1.3913354,-1.3296328,0.021558579,0.011101801,-0.9246405,-0.930855,0.0062145
66,-1.2769543,-1.3474367,"('inactive', 'active')",-0.8711713,-1.0425161,1.1884646,1.0302228,-0.319887,-0.4532433,0.1333563
23,-1.1282939,-1.1532544,"('insincere', 'sincere')",-0.5739418,-0.48205423,4.9879518,4.8386407,1.0952387,1.0677773,0.0274614
63,-1.0713505,-1.0338798,"('unperceptive', 'insightful')",0.22819464,0.12567699,0.74979687,0.8396514,-0.0311196,-0.0228505,-0.0082691
79,-1.0602082,-1.0011319,"('wavering', 'unwavering')",-1.7608453,-1.825375,-0.101293266,-0.27398503,-0.9741156,-1.0334973,0.0593817
68,-1.0381541,-1.0744205,"('dependent', 'independent')",-0.60227644,-0.69010764,-0.8666035,-0.8396964,-0.835678,-0.8680748,0.0323968
82,-0.9986542,-1.0955744,"('poor', 'rich')",0.3297308,0.21975142,6.085228,5.7598057,1.8054349,1.6279942,0.1774407
38,-0.98061985,-1.0631853,"('untruthful', 'truthful')",-0.86233795,-0.90593106,-0.448206,-0.4767533,-0.7637212,-0.8152899,0.0515687
54,-0.94533634,-0.8578229,"('incapable', 'capable')",-0.14820693,-0.017189793,1.1121845,1.0021931,0.0062137,0.0423935,-0.0361798
45,-0.94461465,-1.0099648,"('incompetent', 'competent')",-0.14656281,-0.27726054,-0.27062148,-0.34117174,-0.453933,-0.542799,0.088866
57,-0.9353071,-1.0602342,"('unimaginative', 'imaginative')",0.71005726,0.5366993,-2.0390687,-2.0931072,-0.7547728,-0.872214,0.1174412
34,-0.87119037,-0.8815598,"('mean', 'honorable')",-0.46524617,-0.37948114,5.706844,5.5843935,1.4568024,1.4411176,0.0156848
58,-0.8293369,-0.8257056,"('undiscriminating', 'discriminating')",0.41793472,0.43805143,-0.056898877,-0.0045180283,-0.1561004,-0.1307241,-0.0253763
69,0.8196778,0.8469153,"('lazy', 'industrious')",0.41276142,0.4311399,-0.26912546,-0.33787864,0.3211046,0.3133922,0.0077124
43,-0.81703055,-1.0028,"('irresponsible', 'responsible')",-0.18834218,-0.25967678,0.23428243,0.2640816,-0.2570301,-0.3327984,0.0757683
39,0.8042479,0.7113539,"('exploitative', 'cooperative')",0.3714875,0.40045452,-0.016290069,0.047899295,0.3864818,0.3865692,-8.74e-05
9,-0.77038676,-0.90781754,"('unaffectionate', 'caring')",-0.3213906,-0.298241,1.2499349,1.2122655,0.0527192,0.002069,0.0506502
28,-0.7612541,-0.8797611,"('disloyal', 'loyal')",0.08772777,0.0022243643,1.1039226,0.94726276,0.1434654,0.023242,0.1202234
61,-0.75498134,-0.7779255,"('illogical', 'logical')",0.5790451,0.68298066,-0.0869495,-0.11668641,-0.0876286,-0.0705437,-0.0170849
46,-0.7549504,-0.98506236,"('uncompetitive', 'competitive')",0.35735017,0.15234044,-0.7664575,-0.74341595,-0.3880192,-0.5253793,0.1373601
32,-0.7379256,-0.80249417,"('unkind', 'kind')",0.30257154,0.33145157,0.8937814,0.93616986,0.1528091,0.1550424,-0.0022333
36,-0.7362649,-0.6960769,"('hostile', 'amicable')",-1.1914134,-1.0509914,0.3379638,0.25751525,-0.5299048,-0.4965177,-0.0333871
21,-0.7009771,-0.8507601,"('immoral', 'moral')",0.9423765,0.9439913,-1.178254,-1.142662,-0.3122849,-0.3498103,0.0375254
67,0.69151413,0.79975873,"('doubtful', 'determined')",0.10406153,0.1308656,-0.73255175,-0.782034,0.021008,0.0495301,-0.0285221
88,-0.68496376,-0.73734105,"('low', 'eminent')",0.2517608,0.16568352,0.19886051,0.19273467,-0.0781141,-0.1263076,0.0481935
77,-0.67472094,-0.7730462,"('unmotivated', 'motivated')",0.74318755,0.7786383,-1.4311076,-1.3824955,-0.4542137,-0.4589678,0.0047541
41,-0.6741187,-0.64321226,"('unforgiving', 'forgiving')",-1.1171032,-1.0614544,-0.03155867,0.0766477,-0.6075935,-0.542673,-0.0649205
50,0.6638513,0.70018435,"('clumsy', 'skillful')",0.57747537,0.44434068,0.54600793,0.48044848,0.5957782,0.5416578,0.0541204
18,-0.630423,-0.703671,"('disagreeable', 'welcoming')",-0.42302442,-0.452892,-0.41243726,-0.44354284,-0.4886282,-0.5333686,0.0447404
25,-0.6211865,-0.61243266,"('egoistic', 'altruistic')",-0.45558372,-0.3950984,1.6693602,1.5272406,0.19753,0.1732365,0.0242935
8,-0.6131895,-0.6411318,"('unaffectionate', 'affectionate')",-0.36246368,-0.3316671,0.92335874,0.9114893,-0.0174315,-0.0204365,0.003005
44,0.59412426,0.5897451,"('prejudiced', 'unprejudiced')",0.061002433,0.05854355,-1.0461439,-1.0742565,-0.1303391,-0.1419893,0.0116502
51,-0.5791746,-0.72088987,"('uneducated', 'educated')",0.55947834,0.37913102,0.27649286,0.2740035,0.0855989,-0.0225851,0.108184
20,0.56517303,0.427837,"('rough', 'thoughtful')",1.5922084,1.5666357,0.88734645,0.982581,1.0149093,0.9923512,0.0225581
72,-0.5501497,-0.43090284,"('unambitious', 'ambitious')",-0.084080115,-0.07451203,-1.0466652,-1.0566788,-0.5602983,-0.5206979,-0.0396004
70,-0.4936982,-0.6339166,"('lethargic', 'energetic')",0.046428163,-0.101583995,0.8222822,0.82125,0.1250041,0.0285831,0.096421
27,-0.4855661,-0.3776025,"('hardhearted', 'softhearted')",0.057758838,0.13461481,1.4341553,1.4900342,0.3354494,0.4156822,-0.0802328
22,-0.4838074,-0.55984575,"('untrustworthy', 'trustworthy')",-0.30212015,-0.32155806,-0.95232755,-0.9580421,-0.5794183,-0.6131486,0.0337303
81,-0.47562167,-0.39778695,"('submissive', 'aggressive')",1.3505359,1.2820374,-0.9414465,-0.8313768,-0.0221774,0.0176245,-0.0398019
84,0.45558718,0.5179679,"('inferior', 'superior')",0.27727923,0.4116334,0.6725,0.7734963,0.4684555,0.5676992,-0.0992437
31,-0.4514382,-0.37620834,"('evil', 'good')",-1.3536035,-1.2074846,-0.8798733,-0.952175,-0.8949717,-0.8452893,-0.0496824
13,-0.4365936,-0.6232071,"('impolite', 'polite')",0.27274838,0.23268034,-0.6418915,-0.69126225,-0.2685789,-0.3605963,0.0920174
4,-0.41031027,-0.41522902,"('disliked', 'liked')",-0.66552013,-0.829743,-5.6393027,-5.7474,-2.2383777,-2.3307905,0.0924128
37,0.4100968,0.30269474,"('fake', 'genuine')",-0.1409146,-0.2064855,0.54239416,0.51160216,0.2705255,0.2026038,0.0679217
64,-0.40861982,-0.26111677,"('shy', 'confident')",-0.19080703,-0.18484867,-6.2721562,-5.976207,-2.2905277,-2.140724,-0.1498037
3,-0.387242,-0.39347392,"('repellent', 'pleasant')",0.317844,0.3148584,0.24504209,0.30686525,0.058548,0.0760832,-0.0175352
16,-0.36594206,-0.35282627,"('unpopular', 'popular')",-0.5814896,-0.5759286,0.52228296,0.45322618,-0.1417162,-0.1585096,0.0167934
83,-0.3599765,-0.47751942,"('powerless', 'powerful')",0.3904161,0.37562892,-1.1431051,-1.0153008,-0.3708885,-0.3723971,0.0015086
85,-0.35936147,-0.2432901,"('insignificant', 'prestigious')",-0.28751653,-0.26755816,0.5953757,0.51953626,-0.0171674,0.002896,-0.0200634
55,-0.3527502,-0.44406527,"('incompetent', 'clever')",1.149929,1.0916399,-0.2106139,-0.07640342,0.1955217,0.1903904,0.0051313
47,-0.33197883,-0.47153553,"('stupid', 'smart')",0.6899569,0.6468495,5.202046,5.057407,1.8533413,1.7442403,0.109101
78,-0.2991888,-0.48021397,"('nonresilient', 'resilient')",1.282168,1.1408061,0.24233675,0.2924947,0.4084387,0.3176956,0.0907431
49,-0.29453403,-0.41108617,"('unable', 'able')",0.40837008,0.3899731,0.064044416,0.022677653,0.0592935,0.0005215,0.058772
30,-0.28450912,-0.3109976,"('intolerant', 'tolerant')",1.2506163,1.2672129,0.734963,0.7788778,0.5670234,0.5783644,-0.011341
12,-0.2745178,-0.23439147,"('unsupportive', 'supportive')",0.33276987,0.26440066,-1.6259857,-1.5261878,-0.5225779,-0.4987262,-0.0238517
87,0.25474897,0.06482244,"('unsuccessful', 'successful')",1.1368256,0.9180542,0.8029371,0.5615379,0.7315039,0.5148048,0.2166991
14,0.2469405,-0.033639297,"('antisocial', 'social')",1.8045954,1.5820861,-0.91774166,-1.0951614,0.3779314,0.1510951,0.2268363
48,0.24535221,0.22759545,"('unintelligent', 'intelligent')",1.7005076,1.7635481,0.4348316,0.580959,0.7935638,0.8573675,-0.0638037
2,-0.24417362,-0.35113674,"('unlikable', 'likable')",0.32191008,0.19006917,0.61973524,0.45393035,0.2324906,0.0976209,0.1348697
59,0.23956236,0.2524331,"('foolish', 'wise')",-0.27374938,-0.22554806,0.4039573,0.30067864,0.1232568,0.1091879,0.0140689
62,-0.21748589,-0.30954364,"('incompetent', 'brilliant')",1.3553029,1.2066607,-0.024253573,-0.11887254,0.3711878,0.2594149,0.1117729
80,0.21395974,0.12694263,"('dominated', 'dominating')",0.8388023,0.672729,-1.0158414,-0.98103553,0.0123069,-0.0604546,0.0727615
26,0.18634054,0.1226538,"('hardhearted', 'benevolent')",0.97758514,1.031406,2.0042746,2.0076334,1.0560668,1.0538978,0.002169
60,0.17139074,0.04224235,"('inefficient', 'efficient')",1.71677,1.7040184,-0.4704964,-0.29021645,0.4725548,0.4853481,-0.0127933
15,0.15241212,0.11090741,"('boring', 'funny')",-0.41976076,-0.31943268,0.3015365,0.22829944,0.011396,0.0065914,0.0048046
40,-0.14323306,-0.25271267,"('stingy', 'generous')",-0.09755231,-0.30983475,-1.2830526,-1.4489745,-0.507946,-0.6705073,0.1625613
75,0.14186421,0.18057805,"('meek', 'impulsive')",-0.120733395,-0.18584484,-0.10445895,-0.24104883,-0.027776,-0.0821052,0.0543292
11,-0.12073769,-0.24526206,"('unhelpful', 'helpful')",0.87780046,0.74795395,1.6335217,1.6274719,0.7968615,0.7100546,0.0868069
65,-0.11255956,-0.12508419,"('insecure', 'secure')",0.28993028,0.2741216,-0.60515404,-0.5992501,-0.1425944,-0.1500709,0.0074765
42,0.108853504,0.21407452,"('unreliable', 'reliable')",-0.8309018,-0.9207608,-2.4224265,-2.2760937,-1.0481582,-0.99426,-0.0538982
7,-0.10761024,-0.06735908,"('insensitive', 'sensitive')",0.66185105,0.6826988,0.7638099,0.78251797,0.4393502,0.4659526,-0.0266024
71,0.060872056,0.020708812,"('diffident', 'self-confident')",0.7002215,0.7621229,0.85910773,0.6812549,0.5400671,0.4880289,0.0520382
74,-0.058927108,-0.409683,"('undedicated', 'dedicated')",0.29373467,0.17316951,0.3243238,0.25699326,0.1863771,0.0068266,0.1795505
17,0.053206682,0.08068424,"('nasty', 'nice')",-0.81840485,-0.76947856,-0.7147438,-0.7021847,-0.493314,-0.4636597,-0.0296543
76,0.047418777,0.041445117,"('anxious', 'daring')",0.74734473,0.64143634,0.06995323,0.08547312,0.2882389,0.2561182,0.0321207
56,-0.047403738,-0.2973087,"('impractical', 'practical')",0.83180195,0.68221563,-0.39069408,-0.44208336,0.1312347,-0.0190588,0.1502935
33,-0.031892326,0.057139583,"('wrong', 'right')",0.1035466,0.24620815,-0.45870146,-0.54812443,-0.1290157,-0.0815922,-0.0474235
35,-0.0077180937,-0.0038441718,"('corrupt', 'incorrupt')",-1.2094417,-1.192961,-0.0857814,-0.32280803,-0.4343137,-0.5065377,0.072224
29,0.0038626269,-0.024530008,"('unfair', 'fair')",-1.1588526,-1.0770686,-0.6561301,-0.56991416,-0.6037067,-0.5571709,-0.0465358
52,0.0006967075,0.14719677,"('irrational', 'rational')",-1.0312952,-0.890901,0.03173165,-0.08114976,-0.3329556,-0.2749513,-0.0580043
