,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
48,0.7571228,0.6308144,"('unintelligent', 'intelligent')",1.0359493,1.1013365,0.6654242,0.6465656,0.8194989,0.7929055,0.0265934
39,0.74809,1.160313,"('exploitative', 'cooperative')",-0.43287337,-0.054331124,-0.005192578,0.053536322,0.1033414,0.386506,-0.2831646
88,0.69973266,0.6661085,"('low', 'eminent')",0.106609024,0.10751139,0.23349997,0.24389377,0.3466139,0.3391712,0.0074427
77,-0.65065444,-0.35410687,"('unmotivated', 'motivated')",0.61999583,0.5347811,-1.0595642,-0.95922023,-0.3634076,-0.2595153,-0.1038923
71,0.6277293,0.6800244,"('diffident', 'self-confident')",1.4078274,1.3594661,0.4308781,0.27805796,0.822145,0.7725162,0.0496288
60,0.60138303,1.0194845,"('inefficient', 'efficient')",0.65416515,0.99191415,-0.018288797,0.32725316,0.4124198,0.7795506,-0.3671308
49,-0.58657736,-0.39899185,"('unable', 'able')",-0.1597799,-0.082526855,0.1501329,0.048875377,-0.1987415,-0.1442145,-0.054527
85,-0.58229434,-0.6138369,"('insignificant', 'prestigious')",0.37977308,0.23048858,0.24317457,0.18069853,0.0135511,-0.0675499,0.081101
18,-0.5699471,-0.313492,"('disagreeable', 'welcoming')",-0.43993813,-0.5564978,-0.35827756,-0.5099325,-0.4560543,-0.4599741,0.0039198
37,0.54766196,0.34606996,"('fake', 'genuine')",0.33837652,0.17828056,0.5658716,0.36850753,0.48397,0.2976193,0.1863507
55,0.5435861,0.45317265,"('incompetent', 'clever')",-0.044209644,-0.038600486,0.22352895,-0.019918172,0.2409685,0.1315513,0.1094172
30,0.5304605,0.7963082,"('intolerant', 'tolerant')",1.1569424,1.4428519,0.9597838,1.1126086,0.8823956,1.1172562,-0.2348606
15,-0.5267659,-0.6842151,"('boring', 'funny')",-0.910447,-0.7996956,0.3761293,0.17087802,-0.3536946,-0.4376776,0.083983
42,-0.5031642,0.01601613,"('unreliable', 'reliable')",-0.5225334,-0.163358,-2.9145079,-2.663287,-1.3134019,-0.9368763,-0.3765256
63,-0.4948427,-0.22782353,"('unperceptive', 'insightful')",0.7833284,0.9087527,1.4846799,1.2910506,0.5910552,0.6573266,-0.0662714
20,0.48716795,0.22492898,"('rough', 'thoughtful')",0.3985744,0.039498307,0.9508173,0.70089126,0.6121866,0.3217729,0.2904137
7,0.4716217,0.61474025,"('insensitive', 'sensitive')",0.82399654,0.871373,1.1018206,0.8964982,0.7991463,0.7942038,0.0049425
25,0.47090384,0.2869959,"('egoistic', 'altruistic')",1.0950574,1.0161961,1.5159957,1.5614554,1.027319,0.9548825,0.0724365
31,-0.45721522,-0.5880452,"('evil', 'good')",-0.6527201,-0.9046093,-0.98869014,-1.3849798,-0.6995418,-0.9592115,0.2596697
59,0.4545594,0.6411635,"('foolish', 'wise')",0.78841496,0.72368944,0.21778575,0.03999321,0.48692,0.468282,0.018638
76,0.44035363,0.50700575,"('anxious', 'daring')",0.013000068,0.20212175,0.17797482,0.23876324,0.2104428,0.3159636,-0.1055208
23,0.43624768,0.57206,"('insincere', 'sincere')",0.69439083,0.7927761,5.8865433,5.522912,2.3390606,2.2959161,0.0431445
87,0.42516893,0.35850674,"('unsuccessful', 'successful')",0.90004605,0.7947305,1.0911479,0.5997119,0.8054543,0.5843164,0.2211379
45,-0.39595467,-0.5303731,"('incompetent', 'competent')",-0.45072603,-0.50318366,-0.27457386,-0.5597196,-0.3737515,-0.5310921,0.1573406
54,-0.38796428,-0.25615197,"('incapable', 'capable')",-0.48402286,-0.50578624,1.0533739,0.9615998,0.0604623,0.0665539,-0.0060916
40,0.38018838,0.03343889,"('stingy', 'generous')",0.64335245,0.3859865,-0.86770606,-1.2636455,0.0519449,-0.2814067,0.3333516
2,0.3761378,0.32964614,"('unlikable', 'likable')",0.77671814,0.7848589,0.7033049,0.69109994,0.6187203,0.6018683,0.016852
14,-0.36542398,-0.33397782,"('antisocial', 'social')",0.80482554,0.8019683,-0.5199091,-0.87301034,-0.0268358,-0.1350066,0.1081708
69,0.34080765,0.277993,"('lazy', 'industrious')",0.97402006,0.76366585,-0.60351646,-0.53918946,0.2371037,0.1674898,0.0696139
79,0.3354533,0.5020346,"('wavering', 'unwavering')",-1.0971873,-1.1574596,-0.06400248,-0.07771321,-0.2752455,-0.2443794,-0.0308661
52,-0.32097065,-0.48482302,"('irrational', 'rational')",-0.39497614,-0.54999554,-0.28199703,-0.55709684,-0.3326479,-0.5306385,0.1979906
27,-0.30587074,-0.6623551,"('hardhearted', 'softhearted')",-0.19937372,-0.21179128,1.5608649,1.1778461,0.3518735,0.1012332,0.2506403
81,0.29705894,0.6824013,"('submissive', 'aggressive')",1.062997,1.3367009,-0.4598652,-0.2825495,0.3000636,0.5788509,-0.2787873
84,0.2932122,0.45690694,"('inferior', 'superior')",0.98666805,0.99713784,0.94507694,0.9518122,0.7416524,0.8019524,-0.0603
51,-0.2830447,-0.2572323,"('uneducated', 'educated')",-0.3193045,-0.26494154,0.6352534,0.55725604,0.0109681,0.0116941,-0.000726
11,0.2759595,0.80300224,"('unhelpful', 'helpful')",0.6384462,0.99912727,2.0836265,2.3846436,0.999344,1.3955911,-0.3962471
64,-0.26069185,-0.016527817,"('shy', 'confident')",0.54376316,0.65322137,-5.9190855,-5.557671,-1.8786713,-1.6403259,-0.2383454
66,-0.25549954,-0.39255744,"('inactive', 'active')",-1.0425389,-1.0848057,0.8246027,0.5953974,-0.1578119,-0.2939886,0.1361767
10,-0.25148505,-0.033861786,"('unsympathetic', 'sympathetic')",-0.7848815,-0.4869836,-0.2716103,-0.19080864,-0.4359922,-0.237218,-0.1987742
21,0.23807195,0.49460047,"('immoral', 'moral')",0.8979713,1.0409609,-0.41780317,-0.48761445,0.2394133,0.3493156,-0.1099023
70,-0.2288524,-0.14910117,"('lethargic', 'energetic')",-0.1666851,0.027875043,0.537468,0.6493704,0.0473102,0.1760481,-0.1287379
75,-0.21653238,-0.27722615,"('meek', 'impulsive')",0.03074567,-0.17813513,-0.16366328,-0.1547353,-0.1164833,-0.2033655,0.0868822
35,-0.21603411,-0.45715624,"('corrupt', 'incorrupt')",-0.90428674,-1.0760692,-0.5004566,-0.58491546,-0.5402591,-0.706047,0.1657879
50,-0.20548737,-0.15297475,"('clumsy', 'skillful')",0.053373214,0.041045927,0.40701476,0.38739562,0.0849669,0.0918223,-0.0068554
47,-0.19592483,-0.17210439,"('stupid', 'smart')",0.008134417,0.044315472,4.9344587,4.627714,1.5822228,1.499975,0.0822478
46,-0.19376138,-0.11629985,"('uncompetitive', 'competitive')",0.583882,0.78195035,-0.20446655,-0.052746214,0.0618847,0.2043014,-0.1424167
22,-0.18424548,-0.16400376,"('untrustworthy', 'trustworthy')",-0.30545568,-0.2598845,-0.64960307,-0.88136,-0.3797681,-0.4350828,0.0553147
65,0.17480733,0.4335099,"('insecure', 'secure')",-0.18386711,0.058898434,-0.22721332,-0.2630711,-0.0787577,0.0764457,-0.1552034
78,-0.17361295,-0.3243883,"('nonresilient', 'resilient')",0.59981036,0.34577426,0.8197646,0.5731771,0.4153207,0.1981877,0.217133
26,0.16908436,0.35518616,"('hardhearted', 'benevolent')",0.59290355,0.76589286,0.96959317,1.2557539,0.5771937,0.7922777,-0.215084
1,0.16435884,0.1031272,"('unfriendly', 'friendly')",0.6676127,0.65465784,1.7066734,1.4999108,0.8462149,0.7525653,0.0936496
58,0.15570366,-0.26995686,"('undiscriminating', 'discriminating')",0.8757225,0.53910214,0.23830721,-0.009035813,0.4232445,0.0867032,0.3365413
82,-0.14913367,-0.12423669,"('poor', 'rich')",0.011369385,-0.013059278,5.9276648,5.6416683,1.9299668,1.8347909,0.0951759
57,0.14089835,0.36752918,"('unimaginative', 'imaginative')",-0.075124934,0.024524253,-2.360893,-2.0874739,-0.7650398,-0.5651402,-0.1998996
86,0.13866618,0.27927452,"('uninfluential', 'influential')",-0.5371972,-0.2349801,-0.1804451,-0.23068696,-0.192992,-0.0621308,-0.1308612
32,0.1342437,0.3926379,"('unkind', 'kind')",0.042204186,0.3488916,1.0242246,1.2268447,0.4002242,0.6561247,-0.2559005
28,0.12704003,0.17416674,"('disloyal', 'loyal')",-0.1341114,0.022857942,0.7585458,0.7413887,0.2504915,0.3128045,-0.062313
34,-0.11710015,-0.022930969,"('mean', 'honorable')",0.27411947,0.32181916,5.8463664,5.802176,2.0011285,2.0336881,-0.0325596
68,0.100924246,-0.062149037,"('dependent', 'independent')",-0.5989031,-0.6585215,-0.1751114,-0.40342745,-0.2243634,-0.3746993,0.1503359
38,0.0923395,0.27240214,"('untruthful', 'truthful')",0.2503963,0.48429412,0.17832667,0.33114246,0.1736875,0.3626129,-0.1889254
29,0.08965806,-0.074913986,"('unfair', 'fair')",0.24315262,0.09701824,-0.26034862,-0.60329276,0.024154,-0.1937295,0.2178835
43,0.06904499,0.17284805,"('irresponsible', 'responsible')",-0.91213995,-0.5759192,0.14547935,0.18634343,-0.2325385,-0.0722426,-0.1602959
3,0.061092094,0.0820722,"('repellent', 'pleasant')",1.2419559,1.0917684,0.39902884,0.3397003,0.567359,0.5045136,0.0628454
8,0.048578344,-0.17655133,"('unaffectionate', 'affectionate')",-0.3583964,-0.5327463,0.7030988,0.4561093,0.1310936,-0.0843961,0.2154897
83,-0.04613637,-0.15382954,"('powerless', 'powerful')",0.46385205,0.41149428,-0.6749753,-0.8810729,-0.0857532,-0.2078027,0.1220495
