,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0368145,-1.8814917,"('unfriendly', 'friendly')",1.3791211,1.4491795,-0.022823885,-0.16453525,1.5516593,1.5871588,0.2177855,0.2475778,-0.0297923
53,-1.6263725,-1.5487039,"('uncreative', 'creative')",-0.77322,-0.6882819,-0.03691764,0.15225115,1.3070419,1.2666708,-0.2823671,-0.2045159,-0.0778512
8,-1.4885522,-1.3394202,"('unaffectionate', 'affectionate')",0.44495758,0.40000275,-0.34214374,-0.62220675,0.25906944,0.33530888,-0.2816672,-0.3065788,0.0249116
25,-1.3999611,-1.1350893,"('egoistic', 'altruistic')",0.14809218,0.19730091,0.77199894,0.75199664,1.2518017,1.2865388,0.1929829,0.2751868,-0.0822039
57,-1.3226081,-1.408725,"('unimaginative', 'imaginative')",-0.5559913,-0.3852699,-0.23957738,-0.47909015,-1.8520942,-2.1702256,-0.9925677,-1.1108277,0.11826
31,-1.2327268,-0.9554593,"('evil', 'good')",-0.048519257,-0.003057437,-0.9399475,-1.2762084,-1.4459883,-1.3032527,-0.9167955,-0.8844944,-0.0323011
0,-1.230451,-1.1875685,"('unsociable', 'sociable')",-0.15781815,-0.023364244,-0.5923441,-0.439468,-0.25208706,-0.2939274,-0.5581751,-0.486082,-0.0720931
5,-1.1250014,-0.9656456,"('distant', 'outgoing')",0.7945188,0.8156116,-0.6338142,-0.8478291,-0.40265214,-0.3332019,-0.3417372,-0.3327662,-0.008971
36,-1.1163132,-0.9861975,"('hostile', 'amicable')",0.060326643,0.13963455,-0.87497723,-0.9860191,-0.08091469,-0.008879527,-0.5029696,-0.4603654,-0.0426042
73,1.0935966,1.0670304,"('helpless', 'self-reliant')",0.79233927,0.8492638,0.24246317,0.21249442,-3.247684,-3.2711728,-0.2798213,-0.285596,0.0057747
56,1.0386717,0.8444362,"('impractical', 'practical')",0.58303905,0.78002894,0.080267966,0.13225013,0.19069907,0.04790377,0.4731694,0.4511548,0.0220146
50,1.0092719,0.9657932,"('clumsy', 'skillful')",0.77570355,0.706688,0.11167627,0.23523092,0.2501926,0.2928209,0.536711,0.5501332,-0.0134222
6,-0.96785,-0.7846502,"('distant', 'open')",0.97436845,0.951465,-0.7967956,-1.0494754,0.28844535,0.29682648,-0.125458,-0.1464585,0.0210005
58,-0.93824065,-1.2327764,"('undiscriminating', 'discriminating')",-0.980754,-1.00937,0.60234714,0.54912484,0.19610205,-0.055117924,-0.2801364,-0.4370349,0.1568985
42,0.9295042,0.922878,"('unreliable', 'reliable')",1.2445731,1.3198855,1.6465752,1.622834,-1.686536,-1.9223331,0.5335292,0.4858161,0.0477131
18,-0.92904747,-0.58508193,"('disagreeable', 'welcoming')",-0.39562848,-0.23078087,0.093603685,0.25596958,-0.18593565,-0.028010326,-0.354252,-0.1469759,-0.2072761
39,0.9218104,0.9922497,"('exploitative', 'cooperative')",0.19239509,0.144667,-0.008179711,0.07276841,-0.20539062,-0.12577516,0.2251588,0.2709775,-0.0458187
86,-0.91652906,-0.82771456,"('uninfluential', 'influential')",-0.016839422,0.1098952,-0.14082137,-0.09002319,0.23743708,0.0034835897,-0.2091882,-0.2010897,-0.0080985
4,-0.916044,-0.7554563,"('disliked', 'liked')",0.85652584,1.0067877,0.77023786,0.4153228,-5.2513614,-5.3726997,-1.1351604,-1.1765114,0.041351
16,-0.90590227,-0.7637078,"('unpopular', 'popular')",0.17050275,0.11196683,-0.81085104,-0.6098808,0.28281385,0.43961096,-0.3158592,-0.2055027,-0.1103565
37,0.8885723,0.58763856,"('fake', 'genuine')",0.2637969,0.2174778,0.26889402,0.25330773,0.8020585,0.66399026,0.5558304,0.4306036,0.1252268
80,0.8877739,0.67029446,"('dominated', 'dominating')",-0.8611534,-0.9302512,0.8211111,0.85773915,-0.971087,-1.0831652,-0.0308389,-0.1213457,0.0905068
28,-0.8680458,-0.6831334,"('disloyal', 'loyal')",0.07888239,0.17656735,0.10241308,0.049382966,1.5906652,1.5047755,0.2259787,0.2618981,-0.0359194
34,0.8501925,0.72118324,"('mean', 'honorable')",0.7411025,0.69729614,-0.34411517,-0.14709657,5.980738,6.067485,1.8069795,1.8347169,-0.0277374
76,0.8461989,0.60608363,"('anxious', 'daring')",-1.0420225,-1.0857301,0.5503728,0.7698862,0.5304163,0.4658332,0.2212414,0.1890182,0.0322232
52,-0.8299861,-0.53542006,"('irrational', 'rational')",0.32006538,0.3970221,-1.0759221,-1.1844293,-0.587563,-0.43668252,-0.5433515,-0.4398775,-0.103474
2,0.8289583,1.0461155,"('unlikable', 'likable')",1.5004759,1.5032202,1.7812129,1.9301788,0.8624501,0.9729726,1.2432743,1.3631217,-0.1198474
29,-0.7862984,-0.88108915,"('unfair', 'fair')",0.002350457,0.01415737,-0.51700974,-0.6542808,-0.67313236,-0.7331922,-0.4935225,-0.5636012,0.0700787
9,-0.77559304,-0.67842436,"('unaffectionate', 'caring')",1.3978394,1.3723882,0.21313718,0.013511747,1.1173517,1.1212064,0.4881838,0.4571705,0.0310133
60,0.7653289,0.67435324,"('inefficient', 'efficient')",-0.45512015,-0.29546088,0.37044477,0.67860854,0.27016962,0.3168139,0.2377058,0.3435787,-0.1058729
43,0.7299036,0.58079904,"('irresponsible', 'responsible')",1.0588522,1.0913191,-0.6170734,-0.55674183,0.8035776,0.6966455,0.493815,0.4530055,0.0408095
17,-0.7235669,-0.6837762,"('nasty', 'nice')",-0.46810052,-0.3095841,-0.95019364,-0.85242796,-0.640095,-0.55596983,-0.695489,-0.6004395,-0.0950495
78,-0.7159985,-0.66232544,"('nonresilient', 'resilient')",0.81453544,0.9792298,0.1041325,0.38553098,0.12820014,0.2514173,0.0827174,0.2384632,-0.1557458
30,0.71088964,0.7207344,"('intolerant', 'tolerant')",0.06519201,0.26512468,1.0818998,1.3550565,1.2066222,1.2744967,0.766151,0.9038531,-0.1377021
10,-0.61459416,-0.6379013,"('unsympathetic', 'sympathetic')",-0.74347866,-0.53727925,-0.59552515,-0.3423168,0.4061262,0.2810225,-0.3868679,-0.3091187,-0.0777492
70,0.61315864,0.27128643,"('lethargic', 'energetic')",-0.22632311,-0.26221436,0.9603995,1.0531654,1.2759123,1.0450188,0.6557868,0.5268141,0.1289727
68,-0.57341784,-0.5683272,"('dependent', 'independent')",-1.161678,-1.1365111,-0.6874066,-0.50089437,-0.3968506,-0.38222548,-0.7048382,-0.6469895,-0.0578487
32,0.56296873,0.5478412,"('unkind', 'kind')",1.7272902,1.7351278,0.6911917,0.865701,1.4426696,1.5117719,1.10603,1.1651105,-0.0590805
12,0.54765683,0.61594385,"('unsupportive', 'supportive')",2.3494983,2.434592,0.2691427,0.32452744,-1.072204,-1.1359196,0.5235234,0.559786,-0.0362626
67,0.5455772,0.46251842,"('doubtful', 'determined')",-0.14190316,-0.17352183,0.7154788,0.7157742,-0.36091226,-0.45252663,0.1895601,0.138061,0.0514991
40,-0.5387293,-0.49820495,"('stingy', 'generous')",0.48269805,0.6071834,0.4581205,0.39886078,-1.0958805,-1.166866,-0.1734478,-0.1647567,-0.0086911
83,-0.52627456,-0.31877118,"('powerless', 'powerful')",0.23076454,0.35436374,0.20517902,0.4375455,-0.8684011,-0.7978637,-0.239683,-0.0811814,-0.1585016
69,0.4973233,0.39206207,"('lazy', 'industrious')",0.9067253,0.8162171,0.5575985,0.41400915,-0.68450767,-0.53322506,0.3192849,0.2722658,0.0470191
11,0.48599622,0.35345778,"('unhelpful', 'helpful')",-0.14487948,-0.20325382,-0.5928283,-0.62372214,2.19807,2.127739,0.4865896,0.4135552,0.0730344
85,-0.47859344,-0.2229301,"('insignificant', 'prestigious')",1.9460847,2.018298,0.26571372,0.3437091,0.1613385,0.2969667,0.4736359,0.6090109,-0.135375
22,-0.4760817,-0.29917058,"('untrustworthy', 'trustworthy')",-0.05587244,-0.021102937,0.09008385,0.08826798,-1.029877,-1.0078808,-0.3679368,-0.3099716,-0.0579652
13,0.3979048,0.41703445,"('impolite', 'polite')",0.22969079,0.23497882,-0.12090061,0.1885288,0.21335103,0.35444954,0.1800115,0.2987479,-0.1187364
35,-0.38949272,-0.33249047,"('corrupt', 'incorrupt')",-0.5708466,-0.57967204,-0.7681732,-1.1169846,-0.5014812,-0.5188145,-0.5574985,-0.6369904,0.0794919
27,-0.38508457,-0.50293976,"('hardhearted', 'softhearted')",0.84289527,0.6977099,0.3807878,0.29577377,1.5785375,1.5172983,0.604284,0.5019606,0.1023234
7,0.37479067,0.23629555,"('insensitive', 'sensitive')",-0.112033576,-0.18086267,0.38850778,0.58091307,0.9340886,0.84705263,0.3963384,0.3708497,0.0254887
72,-0.3618304,-0.2891534,"('unambitious', 'ambitious')",0.2738772,0.26558048,-0.33448517,-0.28972098,-1.2493904,-1.1930301,-0.4179572,-0.376581,-0.0413762
47,0.35876837,0.41400227,"('stupid', 'smart')",1.3413545,1.4456394,0.064327866,0.2388851,4.943286,5.2415257,1.6769341,1.8350132,-0.1580791
55,-0.34404784,-0.26883382,"('incompetent', 'clever')",-1.380825,-1.253247,-0.12895246,0.09278688,0.0898315,0.04243152,-0.4409985,-0.3467156,-0.0942829
26,-0.3419141,-0.15751266,"('hardhearted', 'benevolent')",1.8879625,1.8641373,1.7165118,1.6952003,1.573776,1.5876063,1.209084,1.2473578,-0.0382738
74,0.3230829,0.18885604,"('undedicated', 'dedicated')",0.8478876,0.8857486,0.006187968,-0.05736062,0.6505845,0.4470772,0.4569357,0.3660803,0.0908554
41,-0.3167568,-0.07057276,"('unforgiving', 'forgiving')",0.3512811,0.61525124,0.1329028,0.13268131,0.54242617,0.5769455,0.1774633,0.3135763,-0.136113
63,0.3145813,0.26074755,"('unperceptive', 'insightful')",0.40844333,0.48947453,1.2676594,1.3862418,1.4818143,1.4209536,0.8681246,0.8893543,-0.0212297
24,0.31188005,0.28394753,"('dishonest', 'honest')",0.6367015,0.6712203,-0.5099998,-0.53255993,1.0427871,0.87926453,0.3703422,0.3254681,0.0448741
54,-0.30610567,-0.29575202,"('incapable', 'capable')",0.5784841,0.4587487,0.48034963,0.32466716,0.86049235,0.87100804,0.4033051,0.339668,0.0636371
49,-0.29137,-0.09693508,"('unable', 'able')",-0.44219983,-0.26833484,-0.5891153,-0.39400372,-0.302169,-0.064551495,-0.4062136,-0.2059563,-0.2002573
59,0.27533206,0.45547143,"('foolish', 'wise')",2.1955843,2.0625064,-0.13177715,-0.27682534,0.13267946,0.30276945,0.6179547,0.6359805,-0.0180258
84,-0.2704681,-0.23723924,"('inferior', 'superior')",1.0128527,0.9929091,0.19185673,0.2191212,0.6638463,0.84236574,0.3995219,0.4542892,-0.0547673
82,-0.27034476,-0.34901077,"('poor', 'rich')",-0.1043358,-0.24335292,0.639484,0.8593661,5.975647,6.087512,1.5601126,1.5886286,-0.028516
51,0.23384532,-0.009294167,"('uneducated', 'educated')",0.13315375,0.040219102,0.56745523,0.7199424,0.5843302,0.47978222,0.3796961,0.3076624,0.0720337
62,0.23376,0.39423296,"('incompetent', 'brilliant')",-0.3810685,-0.28068587,0.32043338,0.40664327,-0.0155829,0.05879192,0.0393855,0.1447456,-0.1053601
48,-0.23135881,-0.37455675,"('unintelligent', 'intelligent')",0.13307625,0.16942486,-0.5435124,-0.43610275,0.47404793,0.49970898,-0.0419368,-0.0353814,-0.0065554
44,0.22941548,0.113461375,"('prejudiced', 'unprejudiced')",-0.5548899,-0.7050799,-0.21292306,-0.27070102,-1.446057,-1.4605786,-0.4961136,-0.5807245,0.0846109
87,0.22868972,0.051306307,"('unsuccessful', 'successful')",0.1467373,-0.05377066,0.53762406,0.6429037,0.58470434,0.6291558,0.3744389,0.3173988,0.0570401
75,-0.22405829,-0.28853557,"('meek', 'impulsive')",0.61116886,0.4348899,0.06412166,-0.15771113,-0.45449403,-0.44529393,-0.0008154,-0.1141627,0.1133473
81,0.22005236,0.09991054,"('submissive', 'aggressive')",-0.36001784,-0.34576967,0.5892044,0.6675884,-0.33210388,-0.45560944,0.0292838,-0.00847,0.0377538
15,-0.1815423,-0.29141897,"('boring', 'funny')",0.51026946,0.4265297,-0.68937445,-0.9394536,0.5088337,0.4025752,0.0370466,-0.1004419,0.1374885
45,-0.17943059,-0.24642333,"('incompetent', 'competent')",0.2320309,0.3354881,0.22285317,-0.015294805,0.042591408,-0.13130675,0.0795112,-0.0143842,0.0938954
19,-0.17709604,-0.19145733,"('inhospitable', 'hospitable')",0.55592996,0.43616962,-0.5374647,-0.6601859,0.19833994,0.08833176,0.0099273,-0.0817855,0.0917128
88,-0.17343114,-0.16408144,"('low', 'eminent')",-0.22540955,-0.18607466,0.12547962,0.21817316,0.49479565,0.5006133,0.0553586,0.0921576,-0.036799
61,-0.16745678,-0.20950004,"('illogical', 'logical')",-0.10679943,-0.13773529,-0.24564672,-0.12796527,0.25414786,0.2309449,-0.0664388,-0.0610639,-0.0053749
21,-0.15586586,-0.0062005296,"('immoral', 'moral')",0.52909636,0.71612096,-0.11760184,0.29468867,-0.61827725,-0.49851596,-0.0906621,0.1265233,-0.2171854
23,0.15384118,0.10119543,"('insincere', 'sincere')",-0.16871253,-0.041328784,-0.580704,-0.35206956,5.3826346,5.4449916,1.1967648,1.2881972,-0.0914324
64,-0.12546214,-0.02932442,"('shy', 'confident')",-0.27318287,-0.095625274,0.8479161,0.9654611,-5.895361,-5.8914375,-1.3615224,-1.2627316,-0.0987908
38,-0.12524882,-0.17655438,"('untruthful', 'truthful')",0.7730013,0.77114683,-0.48607057,-0.5861361,0.25969887,0.31258982,0.1053452,0.0802615,0.0250837
