,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
39,2.922565,2.7579353,"('exploitative', 'cooperative')",1.2406106,1.2585056,2.1778789,1.8393713,1.4254988,1.2902097,0.48944974,0.52643716,1.6512007,1.5344918,0.1167089
7,2.3553917,2.1902359,"('insensitive', 'sensitive')",1.3903668,1.442582,0.9864937,0.7893451,1.0766085,0.94013804,1.3638833,1.3758683,1.4345488,1.3476338,0.086915
65,2.0483952,1.9727502,"('insecure', 'secure')",0.55280447,0.53926134,1.4138911,1.218968,1.6840634,1.5596123,0.4795422,0.53029186,1.2357393,1.1641768,0.0715625
71,2.0404737,2.1605482,"('diffident', 'self-confident')",1.6997191,1.9020166,-0.91799164,-0.71540284,-0.82298243,-0.695452,0.17979541,0.27033958,0.4358028,0.5844099,-0.1486071
40,1.8726289,1.7795871,"('stingy', 'generous')",1.1738386,1.0814959,0.5146055,0.33987296,-0.08934031,-0.20202635,-1.2658964,-1.4168562,0.4411673,0.3164147,0.1247526
74,1.8657992,2.0130312,"('undedicated', 'dedicated')",0.8490796,0.8610018,1.2452099,1.1322124,0.76890516,0.8052086,0.49340647,0.52903587,1.04448,1.0680981,-0.0236181
26,1.8635297,1.9239641,"('hardhearted', 'benevolent')",0.7739722,0.6106643,-0.7370146,-0.7496526,-0.25896004,-0.3434946,1.401243,1.3683558,0.6085541,0.5619674,0.0465867
24,1.8165474,1.6245295,"('dishonest', 'honest')",0.6246269,0.630998,0.2537583,0.030058943,0.31591466,0.22629184,0.8205971,0.9322394,0.7662889,0.6888235,0.0774654
60,1.8154094,1.820148,"('inefficient', 'efficient')",1.2544326,1.3964453,1.7522366,1.4681572,1.9984558,1.9040143,0.23762576,0.43668893,1.4116321,1.4050908,0.0065413
31,-1.8088115,-1.6377802,"('evil', 'good')",-1.3313342,-1.4389857,-1.7337497,-1.5532492,-2.0186384,-1.8995596,-1.4314055,-1.4686824,-1.6647881,-1.5996514,-0.0651367
43,1.745834,1.6540946,"('irresponsible', 'responsible')",1.7400521,1.8938458,0.12334576,0.12967792,0.73571175,0.8788562,1.3441031,1.4586984,1.1378094,1.2030346,-0.0652252
70,1.7425667,1.8850521,"('lethargic', 'energetic')",0.92024785,1.0633414,1.8567601,1.7890062,1.9228489,1.9691494,1.7671906,1.825192,1.641923,1.706348,-0.064425
20,1.7062587,1.6559551,"('rough', 'thoughtful')",0.14985132,0.13437793,0.40355906,0.22008799,0.17095824,-0.038235,0.9316363,0.81855005,0.6724527,0.5581472,0.1143055
10,1.6988045,1.6643993,"('unsympathetic', 'sympathetic')",0.3036942,0.23835891,0.2705751,-0.067619525,0.47497088,0.14618915,0.5978369,0.51433486,0.6691763,0.4991325,0.1700438
6,-1.5992631,-1.334692,"('distant', 'open')",-1.042886,-1.0491693,-2.1845117,-1.9424953,-1.7447808,-1.6145157,-0.30850458,-0.14210108,-1.3759892,-1.2165948,-0.1593944
16,-1.5486505,-1.4376243,"('unpopular', 'popular')",-1.2200549,-1.1381929,-1.6549101,-1.353672,-1.2698735,-1.012111,0.14615619,0.14332159,-1.1094666,-0.9596557,-0.1498109
12,1.5477865,1.6635274,"('unsupportive', 'supportive')",2.0154047,2.1536677,-0.034342073,0.090963215,-0.4819374,-0.30674496,-1.5871277,-1.5129137,0.2919568,0.4176999,-0.1257431
42,1.5022852,1.5937358,"('unreliable', 'reliable')",1.1064384,1.1964839,0.93769705,1.1391977,1.4585793,1.7397327,-2.6546223,-2.3702633,0.4700756,0.6597774,-0.1897018
22,1.4437094,1.3967702,"('untrustworthy', 'trustworthy')",0.63394946,0.57772845,1.245973,1.1602012,1.5284401,1.4986001,0.003936067,0.020113356,0.9712016,0.9306827,0.0405189
