,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
31,-0.5943136,-0.59645236,"('evil', 'good')",0.8597833,0.61573815,-0.6422768,-0.48830777,-1.4348508,-1.101504,-0.4529145,-0.3926315,-0.060283
10,-0.5746576,-0.6995,"('unsympathetic', 'sympathetic')",-1.9334958,-1.8020477,-1.4640975,-1.516299,0.6644228,0.6147098,-0.826957,-0.8507843,0.0238273
40,0.5669505,0.7812812,"('stingy', 'generous')",-0.32948583,0.0928268,-0.45560813,0.08463113,-1.5775505,-1.8861582,-0.4489235,-0.2318548,-0.2170687
77,-0.5459547,-0.5829858,"('unmotivated', 'motivated')",-0.12467775,-0.12110944,-0.09603367,-0.21321833,-1.1512777,-1.2126322,-0.479486,-0.5324864,0.0530004
54,0.53864,0.45283252,"('incapable', 'capable')",1.1348345,1.0825094,0.025329478,0.021371039,0.93686783,1.4555696,0.658918,0.7530707,-0.0941527
15,0.5302585,0.41270658,"('boring', 'funny')",0.86135864,0.6178914,0.42976108,0.32842445,0.33703196,0.72209585,0.5396025,0.5202795,0.019323
67,0.49619636,0.70632493,"('doubtful', 'determined')",0.32737204,0.6033478,0.7413193,0.8522205,-0.31983045,-0.40782577,0.3112643,0.4385169,-0.1272526
46,0.4774685,0.60867816,"('uncompetitive', 'competitive')",-0.9830872,-0.70601577,-0.051102474,-0.29146153,-0.9814641,-1.0048102,-0.3845463,-0.3484023,-0.036144
14,-0.45515907,-0.32267487,"('antisocial', 'social')",-1.8911676,-1.4414258,0.48720226,0.67739666,0.11939891,-0.5796886,-0.4349314,-0.4165981,-0.0183333
4,-0.44966,-0.26892483,"('disliked', 'liked')",0.743904,1.1181397,-0.06631875,0.25513995,-7.0289383,-7.2424526,-1.7002532,-1.5345244,-0.1657288
41,0.43795687,0.5159417,"('unforgiving', 'forgiving')",-0.6607014,-0.43097955,-0.07911025,0.059709683,0.3883121,-0.030255318,0.0216143,0.0286041,-0.0069898
38,0.4378059,0.4457051,"('untruthful', 'truthful')",1.2250011,1.2797124,0.1918156,0.20832446,0.10515582,0.23970155,0.4899446,0.5433609,-0.0534163
6,0.4212132,0.21034619,"('distant', 'open')",1.7430909,1.2808408,-0.27664006,-0.26631886,0.27723676,0.6844422,0.5412252,0.4773276,0.0638976
75,0.41362828,0.6509272,"('meek', 'impulsive')",1.3073283,1.4181094,0.05599375,0.3759535,-0.7950982,-0.45973414,0.245463,0.4963139,-0.2508509
49,-0.4072161,-0.42790037,"('unable', 'able')",-0.18792716,-0.04273072,-0.9618254,-0.72883976,-0.25814348,-0.012857627,-0.453778,-0.3030821,-0.1506959
23,0.4016161,0.1540499,"('insincere', 'sincere')",-0.58098626,-0.66692495,-0.4694454,-0.942744,5.145918,5.735348,1.1242756,1.0699322,0.0543434
83,0.39276418,0.4967895,"('powerless', 'powerful')",0.99654675,1.2343713,-0.1588912,0.14475107,-0.67510766,-0.75249684,0.138828,0.2808537,-0.1420257
44,-0.38387227,-0.4619114,"('prejudiced', 'unprejudiced')",-0.7051866,-0.6688287,0.3111964,0.21520202,-1.3782985,-1.5962765,-0.5390403,-0.6279536,0.0889133
36,-0.36721665,-0.70537674,"('hostile', 'amicable')",1.191446,0.5625028,-0.03204982,-0.57315797,-0.41660038,-0.42856973,0.0938948,-0.2861504,0.3800452
63,0.33170903,0.33653903,"('unperceptive', 'insightful')",-0.62047905,-0.50267637,-0.039573528,-0.08517664,0.05271303,0.40818253,-0.0689076,0.0392171,-0.1081247
72,0.3213876,0.484164,"('unambitious', 'ambitious')",-0.23016809,0.15566206,-0.12318155,0.008905482,0.551252,0.635527,0.1298225,0.3210647,-0.1912422
7,0.2977328,-0.01400692,"('insensitive', 'sensitive')",-0.7340998,-0.7939368,-0.66891944,-1.1861806,0.79264534,0.77552813,-0.0781603,-0.3046491,0.2264888
65,-0.28466937,-0.39326656,"('insecure', 'secure')",-2.0302153,-1.8492936,-0.2324191,-0.38738388,0.06229505,-0.08954944,-0.6212522,-0.6798734,0.0586212
55,-0.28428727,-0.1964424,"('incompetent', 'clever')",-2.1515524,-1.9202502,-0.085851796,-0.22363178,0.5038227,0.021012187,-0.5044672,-0.579828,0.0753608
29,0.2709914,0.42870948,"('unfair', 'fair')",0.6026933,0.60350156,-1.0853591,-0.86907566,-0.5804674,-0.44213954,-0.1980354,-0.069751,-0.1282844
66,-0.25834626,-0.35009408,"('inactive', 'active')",0.609944,0.41050193,0.5758929,0.337825,0.9469312,0.80742604,0.4686055,0.3014147,0.1671908
70,-0.24976605,-0.26116583,"('lethargic', 'energetic')",-2.1745868,-1.8496625,-0.7788468,-0.6635322,0.5814169,0.7980318,-0.6554457,-0.4940822,-0.1613635
48,0.23879576,0.35335645,"('unintelligent', 'intelligent')",-0.054269478,0.05447048,-0.6660312,-0.61820817,0.62687516,0.57932156,0.0363426,0.0922351,-0.0558925
37,0.22111382,-0.013291914,"('fake', 'genuine')",-0.4967076,-0.6924135,-0.40532124,-0.86634684,-0.020774376,0.06844226,-0.1754223,-0.3759025,0.2004802
34,0.20565847,0.06824525,"('mean', 'honorable')",-0.4430037,-0.5495354,0.42402768,0.20564404,3.9817626,4.697078,1.0421113,1.105358,-0.0632467
11,0.20271179,0.060783893,"('unhelpful', 'helpful')",-0.3585188,-0.37848943,-0.040247716,-0.47113085,1.649928,1.7754982,0.3634683,0.2466654,0.1168029
88,-0.19605131,-0.46451932,"('low', 'eminent')",0.3080338,0.12357836,-0.14373012,-0.34767494,-0.050491028,0.12283744,-0.0205597,-0.1414446,0.1208849
47,-0.18802571,0.045534763,"('stupid', 'smart')",-1.018777,-0.8649467,0.47515896,0.29636508,4.7157974,5.323876,0.9960384,1.2002072,-0.2041688
13,-0.18798625,-0.18639567,"('impolite', 'polite')",-0.9614623,-0.769995,-0.1734952,-0.33267778,0.42303357,0.27174458,-0.2249776,-0.254331,0.0293534
50,0.14899147,-0.22258481,"('clumsy', 'skillful')",0.64354455,0.48772392,-0.09444575,-0.5517125,0.23732652,0.2637997,0.2338542,-0.0056934,0.2395476
27,0.14854304,-0.15483822,"('hardhearted', 'softhearted')",-0.42798913,-0.5335342,-0.9115376,-0.8720355,1.4313453,1.3766916,0.0600904,-0.0459291,0.1060195
35,0.14774765,-0.078994125,"('corrupt', 'incorrupt')",2.0127769,1.5595516,0.1874986,-0.061865237,-0.8231751,-0.7982775,0.381212,0.1551037,0.2261083
19,-0.14423338,-0.32900524,"('inhospitable', 'hospitable')",0.9406532,0.68633354,-0.47096318,-0.45034292,-0.9593186,-0.5341817,-0.1584655,-0.1567991,-0.0016664
87,-0.14033863,-0.105958275,"('unsuccessful', 'successful')",-0.019180909,0.13634172,1.0168451,0.99734324,0.39864826,0.45461965,0.3139935,0.3705866,-0.0565931
22,-0.13859701,-0.2758166,"('untrustworthy', 'trustworthy')",-1.0192477,-0.9913939,-0.15903366,-0.4031817,-0.97719467,-1.0819683,-0.5735183,-0.6880901,0.1145718
86,0.13329385,0.060824797,"('uninfluential', 'influential')",-0.23876189,-0.3422416,-0.588676,-0.6605889,0.2901536,0.15214097,-0.1009976,-0.1974662,0.0964686
58,-0.13088387,-0.01924929,"('undiscriminating', 'discriminating')",0.07140923,0.14836398,0.13261208,0.12900305,-0.4787339,-0.1997681,-0.1013991,0.0145874,-0.1159865
28,0.11930247,-0.22541529,"('disloyal', 'loyal')",0.1815951,0.0567486,-0.427309,-0.74879783,0.9619774,0.80568874,0.2088915,-0.0279439,0.2368354
79,0.10836353,-0.094734736,"('wavering', 'unwavering')",1.2965928,1.1416249,-0.86304563,-1.0275667,-0.5335699,-0.29178062,0.0020852,-0.0681143,0.0701995
60,-0.09973638,0.041275393,"('inefficient', 'efficient')",-1.9745533,-1.6463735,0.5095985,0.40229028,0.57951146,0.50701046,-0.246295,-0.1739494,-0.0723456
20,0.08599277,0.0046176724,"('rough', 'thoughtful')",-0.555677,-0.4091128,-0.3700591,-0.53301096,0.16389818,-0.00062371045,-0.1689613,-0.2345324,0.0655711
76,-0.06405946,-0.043659043,"('anxious', 'daring')",-1.2069706,-0.9354114,-0.03550351,-0.15792865,-0.12858747,0.14136046,-0.3587803,-0.2489097,-0.1098706
80,0.040819332,0.22718528,"('dominated', 'dominating')",-1.1045129,-0.86632174,-0.008604012,0.1479377,-0.6278755,-0.767876,-0.4250433,-0.3147687,-0.1102746
78,-0.04050968,0.11466209,"('nonresilient', 'resilient')",-0.3139025,-0.028318837,-0.65432656,-0.5707141,-0.5320432,-0.22803211,-0.3851955,-0.1781007,-0.2070948
21,-0.035947815,-0.16162473,"('immoral', 'moral')",-0.8512494,-0.771776,-0.31591055,-0.39567962,-0.6433189,-0.7622,-0.4616067,-0.5228201,0.0612134
42,0.032545738,-0.12738392,"('unreliable', 'reliable')",-2.1037004,-1.805992,-0.4629599,-0.3819042,-2.445612,-2.472445,-1.2449316,-1.1969314,-0.0480002
18,-0.026225865,-0.26000714,"('disagreeable', 'welcoming')",0.26721525,0.16929612,-0.5064782,-0.44697124,-0.021045297,-0.40397313,-0.0716335,-0.2354138,0.1637803
62,0.019762352,0.37650162,"('incompetent', 'brilliant')",-1.3112817,-0.81749535,-0.15321276,0.20591222,0.3830741,0.6145159,-0.2654145,0.0948586,-0.3602731
