,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
39,1.8493187,1.412087,"('exploitative', 'cooperative')",0.25611734,0.105083846,0.6801811,0.14268173,0.39262724,0.2766283,0.7945611,0.4841202,0.3104409
33,1.7777259,1.6554061,"('wrong', 'right')",2.029362,1.8281678,0.6256089,0.39170548,0.31507662,0.24430412,1.1869434,1.0298959,0.1570475
9,1.6952313,1.3365515,"('unaffectionate', 'caring')",1.4345168,1.0787001,-0.16919246,-0.35126722,2.2262092,2.4328027,1.2966912,1.1241968,0.1724944
8,1.4252785,1.1618217,"('unaffectionate', 'affectionate')",1.1958507,0.81368893,-0.41648862,-0.6048696,1.1568654,1.6725429,0.8403765,0.760796,0.0795805
73,1.3990059,1.3607522,"('helpless', 'self-reliant')",1.645828,1.6812582,1.0422548,1.3279755,-3.3899379,-3.4593382,0.1742877,0.2276618,-0.0533741
51,-1.3198594,-1.1436565,"('uneducated', 'educated')",-1.2467079,-0.85458565,-0.4403746,-0.25614607,0.24068332,0.16782592,-0.6915647,-0.5216406,-0.1699241
32,1.222331,0.8455673,"('unkind', 'kind')",-0.14405331,-0.15958181,0.4093844,0.0693244,1.3320059,1.6394578,0.704917,0.5986919,0.1062251
26,1.2207607,0.5827669,"('hardhearted', 'benevolent')",1.0962174,0.7289917,1.4453001,1.2048743,1.0637047,0.82514495,1.2064958,0.8354445,0.3710513
1,1.156089,0.6789758,"('unfriendly', 'friendly')",1.4497291,0.89930147,0.10563194,-0.25229734,1.5899199,1.7795758,1.0753424,0.7763889,0.2989535
69,1.0828276,1.0464599,"('lazy', 'industrious')",1.8743745,1.6970388,1.668478,1.6191744,-1.6156094,-1.6284448,0.7525176,0.6835572,0.0689604
81,-1.0670645,-0.7432054,"('submissive', 'aggressive')",-2.2533126,-1.5181044,-0.12881152,0.46207637,-0.19416499,-0.19558662,-0.9108384,-0.498705,-0.4121334
71,1.0665191,0.8290438,"('diffident', 'self-confident')",1.0933824,0.9153535,0.22388653,0.15464953,0.21819995,0.64717287,0.650497,0.6365549,0.0139421
24,1.0288391,0.84080654,"('dishonest', 'honest')",-0.054448202,-0.1387756,0.17596033,-0.16600142,1.1944985,1.5371429,0.5862125,0.5182931,0.0679194
68,-0.9384461,-0.77796894,"('dependent', 'independent')",-1.5902873,-1.4053714,-1.1504958,-1.0088711,-0.9765761,-0.9243363,-1.1639514,-1.0291369,-0.1348145
43,0.9128352,0.75242555,"('irresponsible', 'responsible')",-0.67937946,-0.6615829,-0.13508056,-0.40879402,0.6529387,0.80731565,0.1878285,0.1223411,0.0654874
59,0.9107953,0.75394833,"('foolish', 'wise')",2.2717836,2.0991323,0.1395788,-0.06504614,0.39050004,0.5888278,0.9281644,0.8442156,0.0839488
85,0.8942807,0.5432579,"('insignificant', 'prestigious')",2.7859163,2.429464,0.31613386,0.19475889,-0.14561285,0.008426078,0.9626794,0.7939768,0.1687026
52,0.88638496,0.5078547,"('irrational', 'rational')",1.7591339,1.1756735,-0.7272031,-0.90107375,0.3747228,0.2171488,0.5732596,0.2499008,0.3233588
57,-0.87480074,-0.96229386,"('unimaginative', 'imaginative')",-1.5936632,-1.4122869,-0.955681,-1.3474956,-2.2817492,-2.6397796,-1.4264736,-1.590464,0.1639904
0,-0.85751235,-0.8650253,"('unsociable', 'sociable')",-1.1841534,-1.0602204,0.08372428,0.080668345,0.09508038,-0.2926672,-0.4657153,-0.5343111,0.0685958
84,0.8528925,0.82863235,"('inferior', 'superior')",1.2469558,1.1819724,0.6634156,0.564781,-0.07688795,-0.06421076,0.671594,0.6277938,0.0438002
56,0.8339948,1.0415968,"('impractical', 'practical')",-1.0177994,-0.60674584,0.15855917,0.24640776,0.5764512,0.466344,0.1378014,0.2869007,-0.1490993
25,0.8284251,0.6149266,"('egoistic', 'altruistic')",1.0251808,0.825717,1.4758724,1.2655367,0.43180075,0.25688356,0.9403198,0.7407659,0.1995539
5,0.8275603,0.71236485,"('distant', 'outgoing')",1.7755066,1.424341,0.13257673,0.31643432,-0.23942314,0.27446035,0.6240551,0.6819001,-0.057845
12,0.822974,0.88630414,"('unsupportive', 'supportive')",-0.39820737,-0.13722894,-0.8124282,-0.62832695,-1.1884066,-1.2786652,-0.394017,-0.2894793,-0.1045377
45,-0.79744637,-0.60619503,"('incompetent', 'competent')",-2.2376137,-1.902651,-1.008498,-0.86057526,-0.3173564,-0.69511086,-1.0902287,-1.0161331,-0.0740956
2,0.7265564,0.6303589,"('unlikable', 'likable')",0.901174,0.8616357,1.6075122,1.5125898,0.59645826,0.7322886,0.9579252,0.9342182,0.023707
16,-0.6994169,-0.5275112,"('unpopular', 'popular')",0.5495558,0.65774924,-0.3629369,-0.25335824,0.39170602,0.4877346,-0.030273,0.0911536,-0.1214266
74,0.6766274,0.68400705,"('undedicated', 'dedicated')",0.10871454,0.15801898,0.10897949,0.17488827,0.117404856,0.02580899,0.2529316,0.2606808,-0.0077492
3,-0.6656836,-0.65727836,"('repellent', 'pleasant')",-1.0281518,-0.9346087,-0.34095556,-0.341865,0.64198714,0.41441897,-0.348201,-0.3798333,0.0316323
61,0.662869,0.44579965,"('illogical', 'logical')",0.24608128,-0.016986053,-0.042516783,-0.48346654,0.60374486,0.36094785,0.3675446,0.0765737,0.2909709
82,-0.6420455,-0.49757722,"('poor', 'rich')",-0.90360117,-0.6428304,0.39043957,0.5134844,6.0874047,6.742946,1.2330494,1.5290058,-0.2959564
64,-0.63027924,-0.69876635,"('shy', 'confident')",-1.0536224,-0.9395915,0.5443631,0.7003666,-5.8747225,-6.4622793,-1.7535653,-1.8500676,0.0965023
30,-0.60861593,-0.51704556,"('intolerant', 'tolerant')",-2.1446583,-1.8675555,-0.056836583,0.28616235,0.57819927,0.44389868,-0.5579779,-0.413635,-0.1443429
53,0.60289323,0.20506203,"('uncreative', 'creative')",0.4139083,0.027710505,-0.04620972,-0.7952187,0.73258114,0.6374054,0.4257933,0.0187398,0.4070535
17,-0.6010259,-0.64388245,"('nasty', 'nice')",-0.55863446,-0.45010313,-0.6065762,-0.5644677,-1.1966702,-1.0957048,-0.7407267,-0.6885395,-0.0521872
