,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
73,1.5535847,1.3151938,"('helpless', 'self-reliant')",0.506804,0.44260058,-3.2873752,-3.3305595,-0.4089955,-0.524255,0.1152595
49,-1.5178161,-1.1024214,"('unable', 'able')",-1.324402,-1.2444223,-0.46403962,-0.14337993,-1.1020858,-0.8300745,-0.2720113
53,-1.2155718,-1.0166675,"('uncreative', 'creative')",-1.1348906,-1.1489184,0.70728683,0.94030225,-0.5477252,-0.4084279,-0.1392973
67,1.190486,0.86065435,"('doubtful', 'determined')",0.5810567,0.672152,-0.73485994,-0.858328,0.3455609,0.2248261,0.1207348
36,-1.1682528,-0.69135195,"('hostile', 'amicable')",-1.2041804,-1.3563266,0.19714345,-0.058327198,-0.7250965,-0.7020019,-0.0230946
77,-1.1532453,-1.5687704,"('unmotivated', 'motivated')",0.28108856,-0.022482092,-1.407891,-1.5372874,-0.760016,-1.0428466,0.2828306
68,-1.0782201,-1.7646773,"('dependent', 'independent')",-0.89201486,-1.2901537,-0.80985296,-0.96835744,-0.926696,-1.3410629,0.4143669
39,1.0270755,0.5889179,"('exploitative', 'cooperative')",1.0848658,0.8100055,0.49398315,0.44175097,0.8686415,0.6135581,0.2550834
33,0.95138025,0.80862266,"('wrong', 'right')",0.46245557,0.22437431,-0.51011753,-0.8734207,0.3012394,0.0531921,0.2480473
59,0.95078766,0.83388543,"('foolish', 'wise')",-0.015025578,-0.13204214,0.20199214,0.015170704,0.3792514,0.2390047,0.1402467
26,0.94703317,1.0497507,"('hardhearted', 'benevolent')",1.1812878,1.1473944,1.8042173,1.4967655,1.3108461,1.2313035,0.0795426
5,-0.92513007,-0.23506841,"('distant', 'outgoing')",-0.759304,-0.47667542,-0.3881882,-0.3471761,-0.6908741,-0.3529733,-0.3379008
37,0.9094617,0.71127963,"('fake', 'genuine')",0.47259608,0.12950718,0.6430219,0.66002214,0.6750266,0.5002697,0.1747569
34,-0.9000685,-0.779277,"('mean', 'honorable')",0.17326836,0.13916326,5.781822,5.7293572,1.6850074,1.6964145,-0.0114071
3,-0.8392674,-0.960316,"('repellent', 'pleasant')",-0.31980702,-0.45507833,0.3327665,0.43966007,-0.275436,-0.3252447,0.0498087
74,0.76726,0.84694815,"('undedicated', 'dedicated')",0.4269204,0.31791607,0.2554566,0.10772388,0.4832124,0.424196,0.0590164
57,-0.76083106,0.11445356,"('unimaginative', 'imaginative')",-0.8480378,-0.45385927,-2.880388,-2.5840695,-1.496419,-0.9744918,-0.5219272
