,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
46,2.4057028,0.2053577,"('uncompetitive', 'competitive')",0.8858142,0.54969996,-0.7325472,-1.0178032,0.8529899,-0.0875818,0.9405717
21,2.2430203,0.35470533,"('immoral', 'moral')",0.70859885,0.44522265,-0.6911181,-1.003099,0.7535003,-0.0677237,0.821224
30,2.227747,0.9809098,"('intolerant', 'tolerant')",1.3332655,1.1169997,1.0504134,0.84325784,1.537142,0.9803891,0.5567529
5,-2.2249122,-0.9402302,"('distant', 'outgoing')",-1.0961722,-0.8433766,-0.11426458,0.2913042,-1.1451163,-0.4974342,-0.6476821
48,2.2120402,0.7026782,"('unintelligent', 'intelligent')",0.692871,0.5089467,0.47893605,0.30832767,1.127949,0.5066508,0.6212982
7,2.1784549,0.799333,"('insensitive', 'sensitive')",0.58703804,0.4601769,1.1778107,1.131597,1.3144345,0.7970356,0.5173989
10,2.1619687,-0.15508154,"('unsympathetic', 'sympathetic')",-0.7623976,-1.0379922,-0.5403205,-0.7616362,0.2864169,-0.65157,0.9379869
52,-2.114378,-0.75932753,"('irrational', 'rational')",-0.48924494,-0.2945266,0.04943555,0.33843493,-0.8513958,-0.2384731,-0.6129227
72,2.0766075,1.4725944,"('unambitious', 'ambitious')",-1.0930363,-0.9666799,-0.7500226,-0.74886036,0.0778495,-0.0809819,0.1588314
24,2.0539064,1.1796746,"('dishonest', 'honest')",-1.2577295,-1.1645043,0.6855982,0.73326355,0.493925,0.249478,0.244447
4,-2.0515304,-0.7606395,"('disliked', 'liked')",-1.2263435,-1.165976,-6.302369,-6.050445,-3.1934144,-2.6590201,-0.5343943
39,2.0202904,1.5444005,"('exploitative', 'cooperative')",1.2283118,1.0686241,0.40367097,0.26116002,1.2174244,0.9580615,0.2593629
69,-1.9908041,-0.80162466,"('lazy', 'industrious')",0.23460682,0.45134336,-0.73768586,-0.51261896,-0.8312944,-0.2876334,-0.543661
77,1.9673318,0.89771813,"('unmotivated', 'motivated')",0.56569636,0.33332932,-1.3231301,-1.4331827,0.4032993,-0.0673784,0.4706777
14,1.9514446,0.22406156,"('antisocial', 'social')",0.7362587,0.68587077,-0.62393254,-1.0221821,0.6879236,-0.0374166,0.7253402
44,-1.7675033,-1.4097716,"('prejudiced', 'unprejudiced')",-0.7006547,-0.55085075,-1.5459447,-1.6318679,-1.3380343,-1.1974967,-0.1405376
19,-1.7070553,-0.5031348,"('inhospitable', 'hospitable')",-1.5764407,-1.4433817,0.04820489,0.36068377,-1.0784303,-0.5286109,-0.5498194
65,1.7046854,0.042409994,"('insecure', 'secure')",0.9466565,0.49727115,-0.11847741,-0.5058302,0.8442882,0.0112836,0.8330046
59,-1.7020026,-0.13478345,"('foolish', 'wise')",-0.09824855,0.009735413,0.45498872,0.6977406,-0.4484208,0.1908975,-0.6393183
28,1.6298553,0.7870607,"('disloyal', 'loyal')",0.46404025,0.25304288,1.0035558,0.98340786,1.0324837,0.6745038,0.3579799
80,1.6273217,0.42429882,"('dominated', 'dominating')",0.23319322,0.19849738,-0.8715951,-1.0580224,0.3296399,-0.1450754,0.4747153
84,1.5971606,1.5380436,"('inferior', 'superior')",0.64681625,0.6055595,0.89920247,0.9473406,1.0477265,1.0303146,0.0174119
13,1.595617,0.06712045,"('impolite', 'polite')",-0.21932423,-0.40227598,-0.18460765,-0.5347123,0.3972284,-0.289956,0.6871844
43,1.5325986,0.145397,"('irresponsible', 'responsible')",-0.26250014,-0.3595754,0.36352602,0.13966198,0.5445415,-0.0248388,0.5693803
70,1.3715026,0.10701733,"('lethargic', 'energetic')",-0.197132,-0.22679475,0.6314337,0.4815819,0.6019348,0.1206015,0.4813333
45,1.3546414,0.15859535,"('incompetent', 'competent')",-0.10257682,-0.21140745,-0.2567819,-0.35781083,0.3317609,-0.1368743,0.4686352
20,1.3061248,1.0019481,"('rough', 'thoughtful')",0.58987916,0.6914253,0.78294575,0.92157584,0.8929833,0.8716497,0.0213336
1,-1.2150065,-0.8328982,"('unfriendly', 'friendly')",0.3672533,0.39161626,1.8747282,2.2964475,0.342325,0.6183885,-0.2760635
61,1.1810497,0.46699187,"('illogical', 'logical')",0.6887951,0.41247523,0.31234282,0.20167089,0.7273959,0.3603793,0.3670166
74,1.1555208,0.6983335,"('undedicated', 'dedicated')",0.5432338,0.59878,0.014567733,0.010827297,0.5711074,0.4359802,0.1351272
3,1.1400535,0.2835738,"('repellent', 'pleasant')",0.89499223,0.68698686,0.26767048,0.078181975,0.767572,0.3495809,0.4179911
8,-1.124825,-0.5432489,"('unaffectionate', 'affectionate')",-1.0153832,-0.8272855,0.8351307,1.2022611,-0.4350259,-0.0560911,-0.3789348
22,1.1077628,0.3594721,"('untrustworthy', 'trustworthy')",0.4692847,0.42480382,-0.49217322,-0.51348585,0.3616248,0.0902633,0.2713615
37,1.0888796,0.20490134,"('fake', 'genuine')",0.03562069,0.041333113,0.7616846,0.8661324,0.6287283,0.3707889,0.2579394
63,1.0527442,-0.19158135,"('unperceptive', 'insightful')",0.51419795,0.38091326,1.2266937,1.214913,0.9312119,0.4680816,0.4631303
79,-1.0379751,0.020378606,"('wavering', 'unwavering')",-2.0167692,-1.9097073,-0.18960012,0.34293813,-1.0814482,-0.5154635,-0.5659847
25,-1.0287045,-0.17951337,"('egoistic', 'altruistic')",1.068981,1.0845026,1.4400396,1.6220711,0.4934387,0.8423535,-0.3489148
82,1.0005301,0.25044405,"('poor', 'rich')",-0.21290834,-0.4717118,6.1658235,6.0567627,2.3178151,1.945165,0.3726501
0,0.97672075,-0.5337802,"('unsociable', 'sociable')",-0.036795065,-0.21535672,-0.5938452,-0.8113518,0.1153602,-0.5201629,0.6355231
51,0.9744302,-0.033224348,"('uneducated', 'educated')",-0.567857,-0.6351272,0.33763328,0.1987527,0.2480688,-0.1565329,0.4046017
66,-0.92618394,-0.5393149,"('inactive', 'active')",-1.8154583,-1.6664739,0.6242767,0.9784077,-0.7057885,-0.4091271,-0.2966614
12,0.89659226,0.17157276,"('unsupportive', 'supportive')",0.3661214,0.5094392,-1.5100147,-1.3274225,-0.0824337,-0.2154702,0.1330365
27,-0.7871319,-0.62040913,"('hardhearted', 'softhearted')",-0.11355634,-0.014338775,1.6673807,1.7295889,0.2555642,0.364947,-0.1093828
50,-0.7756363,-0.5259263,"('clumsy', 'skillful')",-0.102155656,-0.21807489,0.35719666,0.58520615,-0.1735318,-0.0529317,-0.1206001
29,-0.7662834,-0.252028,"('unfair', 'fair')",-0.25828767,-0.091833696,-0.45563906,-0.23020035,-0.4934034,-0.191354,-0.3020494
17,-0.7590782,-0.4149271,"('nasty', 'nice')",-0.71576655,-0.8274252,-0.65247333,-0.71391827,-0.709106,-0.6520902,-0.0570158
2,0.6620402,0.47333103,"('unlikable', 'likable')",0.50376326,0.49873987,0.4425476,0.50691676,0.536117,0.4929959,0.0431211
26,-0.65550274,-0.16828151,"('hardhearted', 'benevolent')",0.3858454,0.54604995,1.070687,1.2254562,0.2670099,0.5344083,-0.2673984
67,0.6325783,0.437282,"('doubtful', 'determined')",0.023696736,0.04568375,-0.7380798,-0.86271375,-0.0272683,-0.1265827,0.0993144
68,0.6060575,0.0763452,"('dependent', 'independent')",0.5223157,0.43584138,-0.10896975,-0.18795258,0.3398012,0.108078,0.2317232
33,-0.5637018,0.10996126,"('wrong', 'right')",-0.046662807,0.14995854,-0.29516566,-0.052174363,-0.3018434,0.0692485,-0.3710919
32,0.53221196,-0.451835,"('unkind', 'kind')",-0.4222071,-0.429319,0.74645257,0.7891121,0.2854858,-0.0306806,0.3161664
15,-0.5210336,-0.46651125,"('boring', 'funny')",-1.1665741,-1.0561858,0.49459568,0.5815348,-0.3976707,-0.3137208,-0.0839499
18,-0.4878468,-0.49814662,"('disagreeable', 'welcoming')",0.1903652,0.051872954,-0.24074122,-0.08433592,-0.1794076,-0.1768699,-0.0025377
87,0.44177803,0.034752496,"('unsuccessful', 'successful')",0.57159466,0.5399207,1.180278,1.1849885,0.7312169,0.5865539,0.144663
86,0.44174427,-0.94747484,"('uninfluential', 'influential')",-0.4267876,-0.56669223,-0.24698777,-0.43702608,-0.0773437,-0.6503977,0.573054
11,0.4413734,-0.7654931,"('unhelpful', 'helpful')",0.763839,0.5647709,2.0184996,1.7831179,1.0745707,0.5274652,0.5471055
42,0.44061232,-0.16658992,"('unreliable', 'reliable')",-1.1053036,-1.3269516,-2.8262203,-2.9798748,-1.1636372,-1.4911388,0.3275016
34,0.4207242,-0.11493094,"('mean', 'honorable')",0.39418736,0.28482825,5.9665713,5.8772626,2.2604942,2.0157199,0.2447743
41,0.4074154,-0.17403431,"('unforgiving', 'forgiving')",-0.6133624,-0.6578768,0.029436866,-0.09488326,-0.0588367,-0.3089315,0.2500948
58,0.3895579,0.15884253,"('undiscriminating', 'discriminating')",0.3644019,0.20865583,0.19776827,0.12211535,0.3172427,0.1632046,0.1540381
40,-0.34264216,-0.24584565,"('stingy', 'generous')",0.05462526,0.15392879,-1.2043982,-0.9258654,-0.4974717,-0.3392607,-0.158211
49,0.32192948,-0.30628264,"('unable', 'able')",0.71064246,0.44702354,0.4199862,0.35625437,0.484186,0.1656651,0.3185209
9,-0.26166844,-0.39948857,"('unaffectionate', 'caring')",-0.34523502,-0.19623703,1.3765066,1.5897571,0.2565344,0.3313438,-0.0748094
83,-0.21865357,-0.7389819,"('powerless', 'powerful')",-0.23980372,-0.21761832,-1.1904788,-1.2487122,-0.5496453,-0.7351041,0.1854588
64,0.15901405,-0.31373346,"('shy', 'confident')",0.37611216,0.33882234,-6.46128,-6.6934896,-1.9753846,-2.2228003,0.2474157
71,-0.14626002,0.23834331,"('diffident', 'self-confident')",0.98743504,1.0234056,0.5256758,0.63086087,0.455617,0.6308699,-0.1752529
73,-0.113960445,1.0123565,"('helpless', 'self-reliant')",0.22648191,0.45252708,-2.689017,-2.5113158,-0.8588319,-0.3488108,-0.5100211
88,0.10854914,-0.42707416,"('low', 'eminent')",-0.54492503,-0.59303993,-0.07007257,0.020251391,-0.1688161,-0.3332876,0.1644715
78,0.100957036,-0.737172,"('nonresilient', 'resilient')",1.4611342,1.3794919,0.41700774,0.69695354,0.6596997,0.4464245,0.2132752
57,-0.079639986,-1.0617744,"('unimaginative', 'imaginative')",-0.48401883,-0.66098666,-2.5871723,-2.6160133,-1.0502771,-1.4462581,0.395981
53,-0.06787951,-0.5420792,"('uncreative', 'creative')",-0.0203215,-0.32759055,0.9588664,1.0005121,0.2902218,0.0436141,0.2466077
47,0.032218006,-0.34726885,"('stupid', 'smart')",0.5655109,0.500088,5.478481,5.430623,2.0254032,1.8611474,0.1642558
54,0.027027149,0.28068593,"('incapable', 'capable')",-0.1994309,-0.2897306,1.481268,1.6057224,0.4362881,0.5322259,-0.0959378
38,0.024648698,-0.025084317,"('untruthful', 'truthful')",-0.78258544,-0.7890416,0.16447638,0.2219313,-0.1978201,-0.1973982,-0.0004219
