,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
82,-0.33070254,-0.3490571,"('poor', 'rich')",-0.39979523,-0.18227421,6.7669754,6.5822415,2.0121592,2.01697,-0.0048108
14,-0.29815835,0.15282746,"('antisocial', 'social')",0.121964276,0.63235104,-0.72183084,-0.5553591,-0.2993416,0.0766065,-0.3759481
66,-0.2932407,-0.72190475,"('inactive', 'active')",-0.96676326,-1.2837279,0.39309424,0.5641927,-0.2889699,-0.48048,0.1915101
29,-0.28234327,-0.46808517,"('unfair', 'fair')",-0.53410375,-0.5711584,-0.329679,-0.24316734,-0.382042,-0.4274703,0.0454283
31,-0.27879274,-0.91857475,"('evil', 'good')",-0.5993281,-0.95540804,-0.6710896,-0.6279555,-0.5164035,-0.8339794,0.3175759
22,0.27878487,0.6639707,"('untrustworthy', 'trustworthy')",0.40333816,0.86670375,-0.73186445,-0.63895893,-0.0165805,0.2972385,-0.313819
47,0.2700596,0.4777742,"('stupid', 'smart')",0.47872478,0.69757855,5.805903,5.7990675,2.1848958,2.3248068,-0.139911
1,-0.26331714,-0.2413505,"('unfriendly', 'friendly')",0.39048004,0.30056003,1.9128108,2.083416,0.6799912,0.7142085,-0.0342173
19,0.24211311,-0.21483025,"('inhospitable', 'hospitable')",-0.44286594,-0.7473121,-0.27882755,-0.17080683,-0.1598601,-0.3776497,0.2177896
80,-0.23167309,0.13318305,"('dominated', 'dominating')",0.19361947,0.38543838,-1.4864882,-1.557759,-0.5081806,-0.3463792,-0.1618014
7,0.22935238,0.9077648,"('insensitive', 'sensitive')",0.5575692,1.1418577,1.0038385,1.1246088,0.5969201,1.0580771,-0.461157
75,0.21145949,-0.5461316,"('meek', 'impulsive')",-0.32514426,-0.9446498,-0.4749113,-0.6516553,-0.1961987,-0.7141456,0.5179469
17,0.210765,-0.105637014,"('nasty', 'nice')",-0.0623331,-0.14996155,-0.48096448,-0.44500613,-0.1108442,-0.2335349,0.1226907
6,-0.20898014,-0.50700825,"('distant', 'open')",-0.6995682,-1.1815106,0.33102706,0.56925535,-0.1925071,-0.3730878,0.1805807
44,0.1901369,0.038044807,"('prejudiced', 'unprejudiced')",0.26090202,0.15588287,-1.2141674,-1.2970924,-0.2543762,-0.3677216,0.1133454
62,0.18705031,0.259454,"('incompetent', 'brilliant')",0.5598779,0.8274632,0.30647236,0.16727874,0.3511335,0.4180653,-0.0669318
63,-0.1794928,0.24346295,"('unperceptive', 'insightful')",0.52310705,0.89647937,0.7997418,0.8462,0.3811187,0.6620474,-0.2809287
27,0.16986792,0.33456048,"('hardhearted', 'softhearted')",0.29836887,0.23582445,1.7982543,1.6582967,0.755497,0.7428939,0.0126031
84,0.1511804,0.19188014,"('inferior', 'superior')",0.11322559,-0.15077218,0.21491918,0.37158,0.1597751,0.1375627,0.0222124
79,0.14920418,-0.41340584,"('wavering', 'unwavering')",-1.078778,-1.5832877,-0.39610335,-0.2658282,-0.4418924,-0.7541739,0.3122815
23,0.14883997,0.7073771,"('insincere', 'sincere')",0.56746846,1.0655482,6.1236796,6.1231456,2.2799961,2.6320237,-0.3520276
81,-0.14734903,0.033839732,"('submissive', 'aggressive')",-0.10336977,0.12712891,-0.9364654,-1.1094763,-0.3957281,-0.3161692,-0.0795589
4,0.12538445,-0.43945226,"('disliked', 'liked')",-0.49332938,-0.7748202,-7.006865,-6.864852,-2.4582699,-2.6930415,0.2347716
54,-0.11366065,-0.17976522,"('incapable', 'capable')",-0.13361712,-0.22654161,1.0713518,1.1196876,0.2746913,0.2377936,0.0368977
8,-0.0994751,-0.51376915,"('unaffectionate', 'affectionate')",-0.31562155,-0.65436107,1.0924358,1.0211589,0.2257797,-0.0489904,0.2747701
76,-0.052972212,0.3650707,"('anxious', 'daring')",-0.14299317,0.3027222,0.2315174,0.13658845,0.0118507,0.2681271,-0.2562764
69,0.05003711,-0.1561163,"('lazy', 'industrious')",0.55508685,0.4536159,-0.96511155,-0.42471132,-0.1199959,-0.0424039,-0.077592
85,0.046588507,0.09606776,"('insignificant', 'prestigious')",-0.22517706,-0.35788023,-0.10287124,0.38452187,-0.0938199,0.0409031,-0.134723
21,0.044890095,0.949532,"('immoral', 'moral')",0.2652403,1.0541961,-0.7684694,-0.6743884,-0.1527797,0.4431132,-0.5958929
64,-0.0367435,0.26998752,"('shy', 'confident')",-0.08819266,0.21117266,-6.8315697,-6.694967,-2.3188353,-2.0712689,-0.2475664
41,0.03673415,0.17579196,"('unforgiving', 'forgiving')",0.48311883,0.6995145,0.055737294,0.13499378,0.1918634,0.3367668,-0.1449034
30,0.0344967,0.25608057,"('intolerant', 'tolerant')",-0.0042263586,0.35245618,0.82122326,0.9826268,0.2838312,0.5303878,-0.2465566
46,-0.026515655,0.5557286,"('uncompetitive', 'competitive')",0.5103571,1.1216803,-0.9417431,-0.9031548,-0.1526339,0.2580847,-0.4107186
