,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
63,-1.3486898,-1.3774762,"('unperceptive', 'insightful')",1.0300646,0.90815276,-0.1593126,-0.2346617,0.0753491
30,-1.3410034,-1.1485741,"('intolerant', 'tolerant')",0.9710176,1.0241066,-0.1849929,-0.0622337,-0.1227592
75,1.3211893,1.3629185,"('meek', 'impulsive')",-1.4666251,-1.2018722,-0.0727179,0.0805231,-0.153241
51,-1.3064712,-1.6348339,"('uneducated', 'educated')",0.9294622,0.57572675,-0.1885045,-0.5295536,0.3410491
5,1.2796752,1.5915096,"('distant', 'outgoing')",-1.7707176,-1.4678442,-0.2455212,0.0618327,-0.3073539
13,-1.2539244,-1.4483349,"('impolite', 'polite')",0.63365316,0.37302306,-0.3101356,-0.5376559,0.2275203
7,-1.2415019,-1.1433523,"('insensitive', 'sensitive')",1.0701709,1.1409402,-0.0856655,-0.001206,-0.0844595
72,-1.2319785,-1.1865829,"('unambitious', 'ambitious')",-0.2534791,0.028253078,-0.7427288,-0.5791649,-0.1635639
83,-1.2314628,-1.114926,"('powerless', 'powerful')",-0.5979051,-0.54888934,-0.9146839,-0.8319076,-0.0827763
80,-1.2223577,-1.4333065,"('dominated', 'dominating')",0.053533047,-0.018566236,-0.5844123,-0.7259364,0.1415241
32,-1.2205878,-1.2520022,"('unkind', 'kind')",1.4225745,1.2270279,0.1009933,-0.0124872,0.1134805
56,-1.2009274,-1.0705625,"('impractical', 'practical')",0.9517906,1.1677188,-0.1245684,0.0485781,-0.1731465
79,1.113081,1.2431928,"('wavering', 'unwavering')",-1.4011126,-1.2335072,-0.1440158,0.0048428,-0.1488586
66,1.1032255,1.0318134,"('inactive', 'active')",-0.39344713,-0.40748155,0.3548892,0.3121659,0.0427233
6,1.0939833,1.3667078,"('distant', 'open')",-1.442332,-1.185959,-0.1741744,0.0903744,-0.2645488
3,-1.0929853,-1.1510184,"('repellent', 'pleasant')",0.24623814,0.17900549,-0.4233736,-0.4860064,0.0626328
53,-1.0892086,-0.9112834,"('uncreative', 'creative')",0.17388189,0.20767358,-0.4576634,-0.3518049,-0.1058585
14,-1.0539727,-0.77291864,"('antisocial', 'social')",0.739489,0.97376037,-0.1572419,0.1004209,-0.2576628
41,-1.0518761,-0.7784798,"('unforgiving', 'forgiving')",0.5898223,0.49414405,-0.2310269,-0.1421679,-0.088859
36,1.0406454,1.2210076,"('hostile', 'amicable')",-1.569628,-1.5174443,-0.2644913,-0.1482183,-0.116273
1,-1.0107017,-0.58543926,"('unfriendly', 'friendly')",1.250413,1.4441705,0.1198556,0.4293656,-0.30951
59,1.0040896,1.0363178,"('foolish', 'wise')",-0.90424645,-0.87412107,0.0499216,0.0810984,-0.0311768
58,-0.9662279,-0.653213,"('undiscriminating', 'discriminating')",0.10440979,0.32057405,-0.430909,-0.1663195,-0.2645895
22,-0.9660807,-0.6725276,"('untrustworthy', 'trustworthy')",-0.4666493,-0.2337322,-0.716365,-0.4531299,-0.2632351
50,0.949045,0.66355914,"('clumsy', 'skillful')",-0.6639854,-0.74966645,0.1425298,-0.0430537,0.1855835
4,0.8987894,1.1565493,"('disliked', 'liked')",-6.807541,-6.4448133,-2.9543757,-2.6441319,-0.3102438
88,-0.8921482,-1.037072,"('low', 'eminent')",0.14006646,-0.075671196,-0.3760409,-0.5563716,0.1803307
44,0.8445723,0.6535529,"('prejudiced', 'unprejudiced')",-1.4485426,-1.4504817,-0.3019851,-0.3984644,0.0964793
20,-0.8304848,-0.6350958,"('rough', 'thoughtful')",0.63900363,0.644048,-0.0957406,0.0044761,-0.1002167
31,0.7731523,1.2233787,"('evil', 'good')",-2.0016966,-1.7668798,-0.6142721,-0.2717506,-0.3425215
33,0.742836,0.66733485,"('wrong', 'right')",-0.46299547,-0.26985344,0.1399203,0.1987407,-0.0588204
47,-0.71263146,-0.6284757,"('stupid', 'smart')",4.8163824,4.6003795,2.0518756,1.9859519,0.0659237
49,-0.6840052,-0.8672298,"('unable', 'able')",-0.18745707,-0.47730678,-0.4357311,-0.6722683,0.2365372
71,0.65636754,0.949794,"('diffident', 'self-confident')",0.07023844,0.120244145,0.363303,0.535019,-0.171716
61,-0.64191383,-0.4740736,"('illogical', 'logical')",0.45376724,0.51397866,-0.0940733,0.0199525,-0.1140258
25,0.6343256,0.60469383,"('egoistic', 'altruistic')",0.87389183,0.8152288,0.7541087,0.7099613,0.0441474
2,0.60305655,0.3940882,"('unlikable', 'likable')",0.39988953,0.2806055,0.5014731,0.3373469,0.1641262
78,-0.59830064,-0.5832081,"('nonresilient', 'resilient')",0.37522987,0.17361906,-0.1115354,-0.2047945,0.0932591
74,-0.552348,-0.4965297,"('undedicated', 'dedicated')",0.2605493,0.45661637,-0.1458994,-0.0199567,-0.1259427
9,-0.5281406,-0.34347644,"('unaffectionate', 'caring')",1.2962292,1.2732955,0.3840443,0.4649096,-0.0808653
38,-0.51941466,-0.41530487,"('untruthful', 'truthful')",0.0665282,0.03279942,-0.2264432,-0.1912527,-0.0351905
34,-0.51713556,-0.7946173,"('mean', 'honorable')",4.8722725,4.412478,2.1775684,1.8089304,0.368638
19,0.4429938,0.3844459,"('inhospitable', 'hospitable')",-0.9220044,-1.022577,-0.2395053,-0.3190656,0.0795603
40,-0.37701988,-0.09634166,"('stingy', 'generous')",-1.8691424,-1.5942823,-1.1230812,-0.8453119,-0.2777693
82,-0.29548743,-0.2802176,"('poor', 'rich')",5.6163015,5.329962,2.6604071,2.5248721,0.135535
52,0.28976095,0.3531536,"('irrational', 'rational')",-0.16533507,-0.17676854,0.0622129,0.0881925,-0.0259796
16,0.26395702,0.37012944,"('unpopular', 'popular')",-0.040163502,-0.33086944,0.1118968,0.01963,0.0922668
84,-0.2582524,-0.16807972,"('inferior', 'superior')",0.4407377,0.50423515,0.0912426,0.1680777,-0.0768351
27,-0.21058011,-0.17547257,"('hardhearted', 'softhearted')",0.86274815,0.7391956,0.326084,0.2818615,0.0442225
17,0.19804811,0.27070636,"('nasty', 'nice')",-0.40264994,-0.46158952,-0.1023009,-0.0954416,-0.0068593
26,-0.1781517,0.20430338,"('hardhearted', 'benevolent')",1.7690938,1.980955,0.795471,1.0926292,-0.2971582
67,0.17676228,0.1324178,"('doubtful', 'determined')",-0.5512339,-0.5116112,-0.1872358,-0.1895967,0.0023609
8,0.1754432,0.1705574,"('unaffectionate', 'affectionate')",0.816818,0.7530521,0.4961306,0.4618047,0.0343259
42,-0.13713083,-0.0120664,"('unreliable', 'reliable')",-3.0703614,-2.9520767,-1.6037461,-1.4820715,-0.1216746
29,-0.11523829,0.12822461,"('unfair', 'fair')",-1.3654609,-1.0528653,-0.7403496,-0.4623203,-0.2780293
68,0.1059713,-0.29201117,"('dependent', 'independent')",-1.1342932,-1.2807674,-0.5141609,-0.7863893,0.2722284
37,-0.10088678,-0.33829057,"('fake', 'genuine')",0.5285486,0.573121,0.2138309,0.1174152,0.0964157
39,0.08829026,0.051101916,"('exploitative', 'cooperative')",0.8583682,0.8782444,0.4733292,0.4646732,0.008656
18,0.08145757,-0.14877011,"('disagreeable', 'welcoming')",-0.9215444,-1.0641179,-0.4200434,-0.606444,0.1864006
64,-0.068263486,-0.040594544,"('shy', 'confident')",-5.53804,-5.2142644,-2.8031518,-2.6274295,-0.1757223
54,-0.03440045,-0.14318472,"('incapable', 'capable')",0.6560198,0.48759687,0.3108097,0.1722061,0.1386036
15,0.016033426,0.33628213,"('boring', 'funny')",0.17041814,0.3574484,0.0932258,0.3468653,-0.2536395
87,0.0016598515,-0.14588891,"('unsuccessful', 'successful')",0.9689369,0.92618483,0.4852984,0.390148,0.0951504
