,xcel_male,xcel_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
63,-2.3739488,-1.5278636,"('unperceptive', 'insightful')",0.8332899,1.2034069,1.1932186,1.1846384,-0.1158135,0.2867272,-0.4025407
86,-2.1636531,-1.8085566,"('uninfluential', 'influential')",0.21551089,0.26555064,-0.5220179,-0.73258585,-0.8233867,-0.7585306,-0.0648561
0,-2.0587254,-1.8607104,"('unsociable', 'sociable')",0.2899391,0.346291,-0.5491189,-0.83464974,-0.772635,-0.783023,0.010388
43,-1.8801152,-0.8631131,"('irresponsible', 'responsible')",0.6422445,1.271556,-0.059679568,0.37059116,-0.4325167,0.259678,-0.6921947
10,-1.8014854,-1.425594,"('unsympathetic', 'sympathetic')",-0.2894644,-0.1234661,-0.48681048,-0.6072711,-0.8592534,-0.718777,-0.1404764
13,-1.7545135,-1.1720948,"('impolite', 'polite')",0.103380114,0.43079135,-0.55208355,-0.32625645,-0.7344057,-0.3558533,-0.3785524
51,-1.7298586,-1.1659799,"('uneducated', 'educated')",0.09430164,0.10634737,0.42961156,0.62161857,-0.4019818,-0.1460047,-0.2559771
38,-1.7174207,-1.2347146,"('untruthful', 'truthful')",-0.2625729,-0.13697271,0.07876787,0.21273538,-0.6337419,-0.3863173,-0.2474246
45,-1.6816952,-1.1634848,"('incompetent', 'competent')",0.12826386,0.18663329,-0.5145514,-0.6465709,-0.6893276,-0.5411408,-0.1481868
1,-1.6491026,-1.7743448,"('unfriendly', 'friendly')",-0.18571454,-0.1140258,1.8322495,1.7060113,-0.0008559,-0.0607864,0.0599305
53,-1.5664787,-1.5497693,"('uncreative', 'creative')",-0.046067774,0.109360285,0.72729915,0.78164655,-0.2950824,-0.2195875,-0.0754949
57,-1.4582864,-1.1565479,"('unimaginative', 'imaginative')",0.31446227,0.35658833,-2.9409976,-3.1060703,-1.3616072,-1.3020099,-0.0595973
66,-1.3883792,-1.1647128,"('inactive', 'active')",-1.6504188,-1.2870136,0.42166007,0.5542981,-0.8723793,-0.6324761,-0.2399032
19,-1.3845171,-1.2032753,"('inhospitable', 'hospitable')",-1.6301794,-1.3329058,0.118106015,0.1894907,-0.9655302,-0.7822301,-0.1833001
41,-1.3775679,-1.1077805,"('unforgiving', 'forgiving')",-0.21543807,-0.17654985,0.018339017,-0.34589767,-0.524889,-0.5434093,0.0185203
5,-1.3559252,-0.85235304,"('distant', 'outgoing')",-0.9952492,-0.6072064,-0.3722984,-0.12838349,-0.9078243,-0.5293143,-0.37851
46,-1.3294443,-0.8352154,"('uncompetitive', 'competitive')",0.6703541,0.9352325,-0.68609935,-0.60533845,-0.4483965,-0.1684404,-0.2799561
78,-1.2286385,-1.0508187,"('nonresilient', 'resilient')",0.6501703,0.74861026,0.68043673,0.66502583,0.0339895,0.1209391,-0.0869496
6,-1.1554099,-0.90168506,"('distant', 'open')",-1.5587971,-1.3084829,0.13281834,0.21757758,-0.860463,-0.6641968,-0.1962662
56,-1.1421723,-0.497271,"('impractical', 'practical')",1.2072906,1.4284356,-0.37825674,-0.47731647,-0.1043795,0.1512827,-0.2556622
11,-1.0955601,-0.6417097,"('unhelpful', 'helpful')",0.76414883,0.95214695,1.9922601,2.160541,0.5536163,0.8236594,-0.2700431
64,-1.0816321,-0.40982503,"('shy', 'confident')",0.92755014,1.1964768,-7.1963296,-6.8113885,-2.4501371,-2.0082456,-0.4418915
58,-1.058665,-0.8575723,"('undiscriminating', 'discriminating')",0.38595778,0.26271418,0.16172689,-0.031015817,-0.1703268,-0.2086247,0.0382979
61,-1.0182109,-0.793188,"('illogical', 'logical')",0.80373055,0.8973996,0.11981132,-0.058981046,-0.0315563,0.0150769,-0.0466332
9,-0.9467468,-0.9802104,"('unaffectionate', 'caring')",0.016013596,0.07143201,1.6148688,1.3171707,0.2280452,0.1361308,0.0919144
74,-0.9337795,-0.7776975,"('undedicated', 'dedicated')",0.06988306,0.0839787,-0.20580651,-0.14303608,-0.3565677,-0.2789183,-0.0776494
70,-0.91410404,-0.29491386,"('lethargic', 'energetic')",0.55591077,0.969254,0.51621085,0.7079299,0.0526725,0.4607567,-0.4080842
12,-0.9096829,-0.5998621,"('unsupportive', 'supportive')",0.6337373,0.75368357,-1.5560262,-1.7570411,-0.6106573,-0.5344065,-0.0762508
23,-0.90747905,-0.99911094,"('insincere', 'sincere')",0.65036803,0.6596377,6.6803327,6.3113494,2.1410739,1.9906254,0.1504485
82,-0.87288326,-0.50322455,"('poor', 'rich')",-0.14769165,0.18016943,6.461114,6.7596064,1.813513,2.145517,-0.332004
8,-0.87049985,-1.1415567,"('unaffectionate', 'affectionate')",-1.463842,-1.3781635,0.87288857,0.69552934,-0.4871511,-0.6080636,0.1209125
14,-0.8500012,-0.86254156,"('antisocial', 'social')",1.6121202,1.3713088,-0.43802744,-1.0152161,0.1080305,-0.1688163,0.2768468
54,-0.8290935,-0.53348345,"('incapable', 'capable')",-0.9734387,-0.5387245,1.2834368,1.4036564,-0.1730318,0.1104828,-0.2835146
29,-0.77457565,-0.485509,"('unfair', 'fair')",-0.45508638,-0.5100656,-0.6172366,-0.44442916,-0.6156329,-0.4800013,-0.1356316
49,0.7608373,0.55703044,"('unable', 'able')",0.6108211,0.5495597,0.81493735,0.5372778,0.7288653,0.547956,0.1809093
73,0.75899965,1.0753075,"('helpless', 'self-reliant')",0.63232744,0.7155231,-2.8977613,-2.9138305,-0.5021447,-0.3743333,-0.1278114
21,-0.7528523,-0.47699395,"('immoral', 'moral')",1.7975312,1.7361068,-0.59088606,-0.7460384,0.1512643,0.1710248,-0.0197605
79,-0.74448085,-0.627377,"('wavering', 'unwavering')",-2.0124729,-1.6464963,-0.10924636,0.11947947,-0.9554,-0.7181313,-0.2372687
77,-0.7400833,-0.45464733,"('unmotivated', 'motivated')",0.98979104,1.1343248,-1.2028964,-1.1028808,-0.3177295,-0.1410678,-0.1766617
37,-0.7384392,-0.85488284,"('fake', 'genuine')",0.31939605,0.14843553,0.5222474,0.36942485,0.0344014,-0.1123408,0.1467422
42,-0.7368027,0.37712792,"('unreliable', 'reliable')",-0.47398528,0.15036272,-3.495655,-3.1603982,-1.5688143,-0.8776359,-0.6911784
26,-0.73591155,-0.5881852,"('hardhearted', 'benevolent')",-0.17075148,0.020780515,0.86184555,0.8894455,-0.0149392,0.1073469,-0.1222861
87,-0.7250282,-0.27507675,"('unsuccessful', 'successful')",0.27786055,0.37967443,0.8384819,0.75668144,0.1304381,0.287093,-0.1566549
84,0.71593857,0.63765603,"('inferior', 'superior')",0.40595984,0.35961983,1.0275786,1.1414925,0.7164923,0.7129227,0.0035696
32,-0.71390593,-0.17324498,"('unkind', 'kind')",0.3505323,0.6494893,0.90984094,1.0379547,0.1821558,0.504733,-0.3225772
22,-0.6790061,-0.65796596,"('untrustworthy', 'trustworthy')",-0.3096527,-0.41869533,-0.5148798,-0.87762403,-0.5011795,-0.6514285,0.150249
59,0.67776835,0.7181634,"('foolish', 'wise')",0.40656307,0.3459731,0.7270032,0.65498656,0.6037782,0.573041,0.0307372
34,-0.6730646,-0.41841954,"('mean', 'honorable')",0.3509851,0.64678234,6.330913,6.4766936,2.0029445,2.2350187,-0.2320742
47,-0.6196552,-0.59191346,"('stupid', 'smart')",0.80676043,0.93044734,5.7281823,5.79376,1.9717625,2.0440979,-0.0723354
55,-0.59713167,-0.16509399,"('incompetent', 'clever')",0.64994544,0.48416862,0.11461077,-0.25739938,0.0558082,0.0205584,0.0352498
16,-0.59441817,-0.07238648,"('unpopular', 'popular')",-1.0026547,-0.7042457,0.1685957,0.4933466,-0.4761591,-0.0944285,-0.3817306
60,-0.5939052,-0.072277665,"('inefficient', 'efficient')",2.8774896,2.9792268,-0.09451664,0.057893388,0.7296892,0.9882808,-0.2585916
27,0.55471724,0.41268045,"('hardhearted', 'softhearted')",0.6383279,0.52714276,1.8811902,1.496789,1.0247451,0.812204,0.2125411
39,0.549351,0.33053675,"('exploitative', 'cooperative')",0.16927288,0.17442207,0.43172473,0.049650494,0.3834496,0.1848698,0.1985798
44,0.5316607,0.8553286,"('prejudiced', 'unprejudiced')",-0.18768284,0.11327303,-2.0810897,-1.4212186,-0.5790373,-0.1508723,-0.428165
28,-0.5117288,-0.7458446,"('disloyal', 'loyal')",0.051073648,-0.18723977,1.2730385,1.0141401,0.2707944,0.0270186,0.2437758
65,-0.4984494,-0.3450226,"('insecure', 'secure')",1.165256,1.2416601,-0.18446597,-0.24038947,0.1607802,0.2187494,-0.0579692
85,-0.4783905,-0.27582768,"('insignificant', 'prestigious')",-1.351822,-1.0270045,0.26123857,0.4997896,-0.5229913,-0.2676808,-0.2553105
4,-0.45305657,-0.14229575,"('disliked', 'liked')",-0.24344641,-0.24606994,-6.8370585,-6.723457,-2.5111872,-2.3706075,-0.1405797
71,-0.44615006,-0.1112829,"('diffident', 'self-confident')",1.0770385,1.2152686,0.4520114,0.45785916,0.3609666,0.5206149,-0.1596483
88,-0.43380982,-0.40692866,"('low', 'eminent')",-0.2276836,-0.32822752,0.2297466,0.10080257,-0.1439156,-0.2114512,0.0675356
81,-0.39784023,-0.21173358,"('submissive', 'aggressive')",2.31349,2.24808,-0.763559,-0.9747474,0.3840302,0.3538663,0.0301639
31,-0.39782745,-0.8272035,"('evil', 'good')",-2.03724,-2.1395063,-0.8227802,-1.3417373,-1.0859492,-1.436149,0.3501998
75,0.37340868,0.69559,"('meek', 'impulsive')",-0.7475207,-0.6366066,-0.4482037,-0.07015427,-0.2741052,-0.0037236,-0.2703816
2,-0.36356786,0.2931775,"('unlikable', 'likable')",0.85350895,1.2640598,0.25763804,0.68949807,0.249193,0.7489118,-0.4997188
67,-0.32323992,0.08367264,"('doubtful', 'determined')",-0.51684177,-0.29585373,-1.430754,-0.99928653,-0.7569452,-0.4038225,-0.3531227
62,-0.3214525,0.08473901,"('incompetent', 'brilliant')",1.252036,1.2727156,0.6085276,0.474131,0.513037,0.6105285,-0.0974915
17,0.26419106,-0.08651145,"('nasty', 'nice')",-0.8498058,-1.0320567,-0.25718307,-0.70862687,-0.2809326,-0.609065,0.3281324
36,-0.2487866,-0.6212236,"('hostile', 'amicable')",-2.0830739,-2.0806823,-0.07045618,-0.30462557,-0.8007723,-1.0021772,0.2014049
7,-0.24191788,-0.15830877,"('insensitive', 'sensitive')",1.3253112,1.1278913,1.4036878,0.90698695,0.829027,0.6255232,0.2035038
72,-0.2407458,-0.23421638,"('unambitious', 'ambitious')",0.59402084,0.38108468,-0.5771848,-0.84117264,-0.0746366,-0.2314348,0.1567982
50,0.23855016,0.60678464,"('clumsy', 'skillful')",-0.5377766,-0.2943157,0.5757106,0.7439462,0.0921614,0.3521384,-0.259977
25,-0.21302444,-0.61998725,"('egoistic', 'altruistic')",0.51859933,0.23384255,1.7315422,1.5141528,0.679039,0.3760027,0.3030363
48,0.20521961,-0.06428154,"('unintelligent', 'intelligent')",1.7912378,1.4508379,0.6816457,0.399682,0.8927011,0.5954127,0.2972884
18,-0.20337394,0.0011120737,"('disagreeable', 'welcoming')",-0.69308925,-0.62469065,-0.111264795,-0.26470318,-0.3359093,-0.2960939,-0.0398154
52,-0.2021232,-0.5352923,"('irrational', 'rational')",-1.2114842,-1.3271157,-0.095979445,-0.21392155,-0.5031956,-0.6921098,0.1889142
30,0.17949733,0.68287325,"('intolerant', 'tolerant')",1.3412646,1.4783883,0.9785282,0.97048235,0.8330967,1.0439146,-0.2108179
24,-0.16878128,-0.30597386,"('dishonest', 'honest')",0.8109629,0.7177283,0.9739527,0.77077156,0.5387115,0.3941753,0.1445362
83,-0.16452236,0.077407256,"('powerless', 'powerful')",0.60282874,0.521261,-0.81747276,-1.2231758,-0.1263888,-0.2081692,0.0817804
76,0.15566216,0.3228596,"('anxious', 'daring')",0.74874556,0.7532796,0.15623817,0.40596858,0.3535486,0.4940359,-0.1404873
68,-0.13332802,0.0950499,"('dependent', 'independent')",0.3404582,0.3583675,0.06864341,-0.15871023,0.0919245,0.0982357,-0.0063112
80,0.12244018,0.09316915,"('dominated', 'dominating')",1.1907593,0.8591252,-0.8257883,-0.9595481,0.1624704,-0.0024179,0.1648883
40,0.09515339,0.035790905,"('stingy', 'generous')",0.28737926,0.14810674,-1.3552804,-1.6949356,-0.3242492,-0.5036793,0.1794301
3,-0.08885309,-0.32950592,"('repellent', 'pleasant')",0.5330602,0.38211867,0.564251,0.08417256,0.3361527,0.0455951,0.2905576
15,-0.07220131,-0.1691252,"('boring', 'funny')",-0.40300706,-0.4682529,0.53364843,0.27919275,0.01948,-0.1193951,0.1388751
69,-0.059168883,0.02070764,"('lazy', 'industrious')",0.26602542,0.38381788,-0.7615162,-0.62197936,-0.1848866,-0.0724846,-0.112402
20,0.039406143,-0.1273697,"('rough', 'thoughtful')",0.51927984,0.30234444,0.8160654,0.6255734,0.4582504,0.2668494,0.191401
35,0.03567027,-0.23525748,"('corrupt', 'incorrupt')",-1.1154052,-1.34101,-0.2109518,-0.15006873,-0.4302289,-0.5754454,0.1452165
33,0.015774027,-0.047364984,"('wrong', 'right')",0.3755777,0.28828365,-0.6243537,-0.6824366,-0.0776673,-0.1471726,0.0695053
