,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
26,1.6008263,1.5435675,"('hardhearted', 'benevolent')",1.9335521,2.1106248,1.6286522,1.8621379,2.5336792,2.4463193,1.9870392,2.179092,1.9367498,2.0283482,-0.0915984
16,-1.409789,-1.3514297,"('unpopular', 'popular')",-0.120054096,0.018113475,-0.44509673,-0.32552826,-0.68150306,-0.22864,0.33329937,0.6029532,-0.4646287,-0.2569062,-0.2077225
36,-1.3140323,-1.1533469,"('hostile', 'amicable')",0.5807093,0.7728529,-0.13579117,0.061141104,-0.034812182,0.39321718,0.7393911,1.1209881,-0.0329071,0.2389705,-0.2718776
12,1.3053918,1.1452134,"('unsupportive', 'supportive')",-0.23367004,-0.23962337,0.17296182,0.28704527,-0.78206545,-0.7044612,-1.8791476,-1.764106,-0.2833059,-0.2551864,-0.0281195
77,-1.2886854,-1.4086335,"('unmotivated', 'motivated')",-1.4967587,-1.6132275,-0.69357336,-0.67608345,-1.207738,-1.3189086,-1.5172292,-1.5031459,-1.2407969,-1.3039999,0.063203
73,1.15536,1.3164874,"('helpless', 'self-reliant')",1.3399826,1.4904532,0.9042946,1.0656073,0.84300065,1.0296868,-3.537562,-3.2743125,0.1410151,0.3255844,-0.1845693
51,1.1452388,0.9992379,"('uneducated', 'educated')",-0.4389582,-0.32261255,-0.7557421,-0.57189614,0.10751527,0.13403177,0.5649976,0.48197708,0.1246103,0.1441476,-0.0195373
66,1.1431719,1.0941504,"('inactive', 'active')",0.14742944,0.13416561,-0.09415847,-0.01759921,0.3656643,0.4270914,1.0635108,1.2113634,0.5251236,0.5698343,-0.0447107
29,-1.0872829,-1.1531581,"('unfair', 'fair')",-0.48482746,-0.5512669,-0.23594671,-0.27218908,-1.1416379,-1.0968062,-0.26598686,-0.29086357,-0.6431364,-0.6728567,0.0297203
40,1.0864426,1.108331,"('stingy', 'generous')",0.26038635,0.46370038,-0.1374717,0.10078053,-0.1243231,0.25575727,-1.8493601,-1.3870184,-0.1528652,0.1083101,-0.2611753
49,-0.9848625,-1.1800901,"('unable', 'able')",-0.7426612,-0.84134185,-0.46874097,-0.42891273,-1.305569,-1.4097804,-0.6063737,-0.78472555,-0.8216415,-0.9289701,0.1073286
48,0.928736,0.7379149,"('unintelligent', 'intelligent')",-0.4285511,-0.52447265,-0.4385105,-0.38242993,-1.1779245,-1.3207943,0.26149654,0.13878961,-0.1709507,-0.2701985,0.0992478
0,-0.9117632,-1.2144008,"('unsociable', 'sociable')",-2.3541992,-2.239346,-1.5544811,-1.5394427,-0.45123023,-0.8158333,-0.9053455,-1.0143877,-1.2354038,-1.364682,0.1292782
74,0.8985582,0.83250403,"('undedicated', 'dedicated')",-0.856829,-0.77208084,-0.36117983,-0.15263918,-0.414485,-0.2877391,0.06766282,0.19342034,-0.1332546,-0.0373069,-0.0959477
31,-0.85986024,-0.8000376,"('evil', 'good')",0.52535075,0.5065657,0.13034473,0.1321708,0.018346628,0.2178835,-0.78823453,-0.47130993,-0.1948105,-0.0829455,-0.111865
39,0.818641,1.0166891,"('exploitative', 'cooperative')",-0.7448801,-0.6759068,-0.47243592,-0.4103149,0.57184064,0.62745106,0.25630048,0.31781757,0.0858932,0.1751472,-0.089254
47,-0.8050582,-1.0121996,"('stupid', 'smart')",-0.87985003,-0.94127727,-0.10780211,-0.106127635,0.47062168,0.1693709,5.660442,5.3675556,0.8676706,0.6954644,0.1722062
72,0.7846468,0.9353428,"('unambitious', 'ambitious')",0.5664718,0.5364175,0.90864027,0.91048175,-0.6131917,-0.5017071,-0.5729861,-0.72687817,0.2147162,0.2307313,-0.0160151
80,0.78063387,0.74519455,"('dominated', 'dominating')",-0.13485265,-0.19853604,0.27395314,0.33843845,0.6388934,0.6523614,-1.3513297,-1.4486567,0.0414596,0.0177603,0.0236993
24,0.7792046,0.678003,"('dishonest', 'honest')",-1.3391249,-1.4535948,-1.0605572,-0.9366728,-1.0242019,-1.1550258,0.9913009,0.8841269,-0.3306757,-0.3966327,0.065957
