,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
1,-2.0025973,-2.1550598,"('unfriendly', 'friendly')",-0.20864083,-0.29661047,1.900166,1.6341879,-0.1036907,-0.2724941,0.1688034
6,-1.8349825,-1.8185183,"('distant', 'open')",-1.052369,-0.9928001,0.31016278,0.3188605,-0.8590629,-0.8308193,-0.0282436
86,-1.7493379,-1.608422,"('uninfluential', 'influential')",-0.44613257,-0.43508467,-0.15737641,-0.22936155,-0.7842824,-0.7576227,-0.0266597
9,-1.6807998,-1.7661722,"('unaffectionate', 'caring')",-0.048257217,-0.062753856,0.8954737,0.68417466,-0.2778611,-0.3815838,0.1037227
53,-1.6716062,-1.7167038,"('uncreative', 'creative')",0.29972333,0.36163545,1.0773939,0.9882843,-0.098163,-0.1222613,0.0240983
5,-1.5768341,-1.5978498,"('distant', 'outgoing')",-0.48945746,-0.45310917,0.3517033,0.3883794,-0.5715294,-0.5541933,-0.0173361
19,-1.5208095,-1.5017872,"('inhospitable', 'hospitable')",-1.1791915,-1.137847,-0.5315403,-0.60462993,-1.0771804,-1.0814214,0.004241
31,-1.3292176,-1.3047535,"('evil', 'good')",-0.23456652,-0.24916096,0.111235246,0.13987374,-0.484183,-0.4713469,-0.0128361
25,-1.2726198,-1.2706393,"('egoistic', 'altruistic')",0.3080557,0.33954135,1.2733973,1.2729162,0.1029444,0.1139394,-0.010995
8,-1.2482976,-1.3719637,"('unaffectionate', 'affectionate')",-0.007908301,-0.01720462,0.8048663,0.583792,-0.1504465,-0.2684588,0.1180123
82,-1.1381133,-1.0804379,"('poor', 'rich')",-0.17749783,-0.22042796,3.9608953,3.602419,0.8817614,0.7671843,0.1145771
85,-1.1341151,-1.2390678,"('insignificant', 'prestigious')",0.20365542,0.18279886,0.49652493,0.46874934,-0.1446449,-0.1958399,0.051195
39,1.1148281,1.1309708,"('exploitative', 'cooperative')",0.472591,0.54813033,0.2671434,0.47028172,0.6181875,0.716461,-0.0982735
76,1.1134554,1.1388274,"('anxious', 'daring')",-0.04773597,0.15125929,-0.65532607,-0.6882097,0.1367978,0.2006257,-0.0638279
36,-1.1107992,-1.2578189,"('hostile', 'amicable')",-0.8853158,-0.91363174,1.4320037,1.2380905,-0.1880371,-0.31112,0.1230829
54,-1.0902071,-1.098978,"('incapable', 'capable')",-0.06490803,-0.095237955,0.3023541,0.24326427,-0.2842537,-0.3169839,0.0327302
60,1.0511267,1.126798,"('inefficient', 'efficient')",0.8642226,0.86525023,-0.46405554,-0.5077868,0.4837646,0.4947538,-0.0109892
23,-1.0370927,-1.1134152,"('insincere', 'sincere')",-0.4421547,-0.51083964,3.0987728,2.61327,0.5398418,0.3296717,0.2101701
66,-1.0118968,-0.96460825,"('inactive', 'active')",-0.7643273,-0.6563665,1.1235608,1.1573231,-0.2175545,-0.1545506,-0.0630039
28,-1.0117939,-0.95875424,"('disloyal', 'loyal')",0.033172075,0.10830722,0.6206135,0.50947255,-0.1193361,-0.1136582,-0.0056779
38,-0.99333227,-0.94447225,"('untruthful', 'truthful')",-0.6532495,-0.6203118,0.013868557,-0.01354781,-0.5442377,-0.5261106,-0.0181271
79,-0.97270566,-1.0914606,"('wavering', 'unwavering')",-1.2011963,-1.283632,-0.06782318,-0.1908122,-0.7472417,-0.8553015,0.1080598
27,-0.95533687,-1.0080516,"('hardhearted', 'softhearted')",-0.1084048,-0.13314654,0.16649523,0.116154514,-0.2990822,-0.3416812,0.042599
18,-0.94214207,-0.8760143,"('disagreeable', 'welcoming')",-0.06211093,0.052028522,-1.2271439,-1.1837426,-0.743799,-0.6692428,-0.0745562
51,-0.8894344,-0.899567,"('uneducated', 'educated')",-0.38105297,-0.47538328,-0.37832907,-0.56368226,-0.5496054,-0.6462108,0.0966054
88,-0.85732216,-0.98865986,"('low', 'eminent')",0.40508845,0.25245723,0.07981262,0.0113825025,-0.1241404,-0.2416067,0.1174663
16,-0.85263556,-0.83543277,"('unpopular', 'popular')",-0.4508876,-0.4468531,-0.15264964,-0.19280419,-0.4853909,-0.4916967,0.0063058
68,-0.8381304,-0.7188734,"('dependent', 'independent')",-0.6327353,-0.620469,-1.3988911,-1.3676809,-0.9565856,-0.902341,-0.0542446
57,-0.83662367,-0.7788632,"('unimaginative', 'imaginative')",0.5938539,0.66400003,-0.6530177,-0.6415452,-0.2985958,-0.2521361,-0.0464597
65,0.8282721,0.7928191,"('insecure', 'secure')",-0.25131744,-0.33571392,-0.15354583,-0.2664647,0.1411363,0.0635468,0.0775895
52,-0.82144874,-1.0290581,"('irrational', 'rational')",-0.40989396,-0.5792638,-0.11505136,-0.23464179,-0.448798,-0.6143212,0.1655232
40,-0.8151002,-0.6948515,"('stingy', 'generous')",-0.0018188935,0.24446583,-1.4168215,-1.4388447,-0.7445802,-0.6297435,-0.1148367
56,0.7784425,0.82870257,"('impractical', 'practical')",0.3188083,0.2841176,0.39738095,0.30135602,0.4982106,0.4713921,0.0268185
24,-0.77479446,-0.7437792,"('dishonest', 'honest')",-1.4843749,-1.3849952,-0.0018095551,-0.115794875,-0.7536596,-0.7481898,-0.0054698
14,0.7664573,0.8333636,"('antisocial', 'social')",0.9972508,1.0515327,0.52541906,0.58466023,0.7630424,0.8231855,-0.0601431
10,-0.74941283,-0.6070795,"('unsympathetic', 'sympathetic')",-1.0286974,-0.9411721,-1.0840403,-1.2309016,-0.9540502,-0.9263844,-0.0276658
80,0.74668354,0.73093545,"('dominated', 'dominating')",0.27344596,0.3432899,0.24681294,0.3040559,0.4223141,0.4594271,-0.037113
44,0.74165094,0.6465083,"('prejudiced', 'unprejudiced')",-0.09642042,-0.08903575,-1.236786,-1.1259053,-0.1971852,-0.1894776,-0.0077076
3,-0.628105,-0.51724577,"('repellent', 'pleasant')",-0.28159237,-0.17298931,-0.72968495,-0.769377,-0.5464608,-0.4865374,-0.0599234
59,-0.6159327,-0.5761821,"('foolish', 'wise')",0.18976538,0.15851629,-0.07627137,-0.0657928,-0.1674796,-0.1611529,-0.0063267
62,0.58918,0.5747352,"('incompetent', 'brilliant')",0.99059176,0.90398306,-0.024157897,-0.1376419,0.518538,0.4470255,0.0715125
4,-0.5866262,-0.62019646,"('disliked', 'liked')",-0.33081043,-0.26872492,-3.3217869,-3.1025035,-1.4130745,-1.330475,-0.0825995
67,0.57045525,0.59959894,"('doubtful', 'determined')",0.29803878,0.35005343,-0.71168727,-0.69306195,0.0522689,0.0855301,-0.0332612
0,-0.5632664,-0.59693205,"('unsociable', 'sociable')",-0.6018971,-0.74962384,-0.7421088,-0.9278144,-0.6357574,-0.7581235,0.1223661
15,0.5379665,0.35701233,"('boring', 'funny')",0.07622161,-0.041974656,0.088960044,0.14134222,0.2343827,0.1521266,0.0822561
78,-0.5338807,-0.4213032,"('nonresilient', 'resilient')",0.7116674,0.8240636,0.4719203,0.43393055,0.216569,0.278897,-0.062328
12,-0.5275533,-0.3786304,"('unsupportive', 'supportive')",0.78328663,0.8421536,-1.1163489,-1.1080034,-0.2868719,-0.2148267,-0.0720452
84,0.52098453,0.62682647,"('inferior', 'superior')",0.22884828,0.3208666,0.6368742,0.6662426,0.4622357,0.5379786,-0.0757429
32,-0.5136926,-0.45959842,"('unkind', 'kind')",-0.26417744,-0.2382027,0.06585207,0.04776958,-0.2373393,-0.2166772,-0.0206621
37,0.5122375,0.50458634,"('fake', 'genuine')",-0.26662058,-0.20881417,0.32268974,0.24161601,0.1894356,0.1791294,0.0103062
