,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
38,-0.86619854,-0.82172316,"('untruthful', 'truthful')",0.048764147,0.044156004,-0.4087172,-0.3887836,-0.0199336
5,-0.80383176,-0.9602202,"('distant', 'outgoing')",-0.23718132,-0.2837929,-0.5205066,-0.6220065,0.1014999
24,-0.7868117,-0.47278586,"('dishonest', 'honest')",0.31881788,0.39313656,-0.2339969,-0.0398246,-0.1941723
27,-0.78223383,-0.6697149,"('hardhearted', 'softhearted')",0.9433723,0.8733176,0.0805692,0.1018013,-0.0212321
51,-0.77729523,-0.6238044,"('uneducated', 'educated')",0.40000084,0.27213994,-0.1886472,-0.1758322,-0.012815
26,-0.7336344,-0.7046196,"('hardhearted', 'benevolent')",0.89313626,1.0215157,0.0797509,0.1584481,-0.0786972
22,-0.72812194,-0.40558013,"('untrustworthy', 'trustworthy')",-1.2310647,-1.2550763,-0.9795933,-0.8303282,-0.1492651
63,-0.7216124,-0.621209,"('unperceptive', 'insightful')",0.63945335,0.47541845,-0.0410795,-0.0728953,0.0318158
65,-0.70129764,-0.44349074,"('insecure', 'secure')",-0.4430495,-0.57948244,-0.5721736,-0.5114866,-0.060687
12,-0.698579,-0.520852,"('unsupportive', 'supportive')",-2.0851839,-2.0686786,-1.3918815,-1.2947654,-0.0971161
74,-0.6784366,-0.5713051,"('undedicated', 'dedicated')",-0.9465362,-0.92040735,-0.8124864,-0.7458562,-0.0666302
82,-0.65377945,-0.41797397,"('poor', 'rich')",6.08618,5.7911353,2.7162004,2.6865807,0.0296197
11,-0.6266261,-0.549739,"('unhelpful', 'helpful')",1.7995251,1.5577612,0.5864495,0.5040111,0.0824384
4,-0.62555784,-0.66228354,"('disliked', 'liked')",-6.8668127,-6.531427,-3.7461853,-3.5968552,-0.1493301
7,-0.6251333,-0.36706042,"('insensitive', 'sensitive')",0.12855436,0.12667842,-0.2482895,-0.120191,-0.1280985
84,0.6224244,0.6521399,"('inferior', 'superior')",1.2019632,1.1538886,0.9121938,0.9030142,0.0091796
36,-0.6053169,-1.1217866,"('hostile', 'amicable')",-0.23064294,-0.51553625,-0.4179799,-0.8186615,0.4006816
76,0.59685975,0.64869684,"('anxious', 'daring')",0.00453086,-0.11061784,0.3006953,0.2690395,0.0316558
70,-0.58042735,-0.29865298,"('lethargic', 'energetic')",-0.29680473,-0.26603383,-0.438616,-0.2823434,-0.1562726
81,0.5600469,0.7034252,"('submissive', 'aggressive')",-0.38405576,-0.4796416,0.0879956,0.1118918,-0.0238962
21,-0.5426187,-0.42893726,"('immoral', 'moral')",-0.40727133,-0.5689506,-0.474945,-0.4989439,0.0239989
88,-0.50614065,-0.42419204,"('low', 'eminent')",-0.49213222,-0.57833296,-0.4991364,-0.5012625,0.0021261
41,-0.4992064,-0.39972535,"('unforgiving', 'forgiving')",-0.34233773,-0.35352504,-0.4207721,-0.3766252,-0.0441469
61,-0.49253756,-0.51789856,"('illogical', 'logical')",0.2788771,0.20692602,-0.1068302,-0.1554863,0.0486561
54,-0.48831695,-0.57695854,"('incapable', 'capable')",1.0408272,0.7909111,0.2762551,0.1069763,0.1692788
64,-0.48237625,-0.32724032,"('shy', 'confident')",-6.263832,-6.04231,-3.3731041,-3.1847754,-0.1883287
3,-0.47856283,-0.36336464,"('repellent', 'pleasant')",0.2223345,0.23982601,-0.1281142,-0.0617693,-0.0663449
30,0.46426153,0.8005393,"('intolerant', 'tolerant')",0.92052436,0.973552,0.6923929,0.8870456,-0.1946527
47,-0.44260287,-0.1966407,"('stupid', 'smart')",5.433498,5.1627054,2.4954476,2.4830325,0.0124151
73,0.4387022,0.5602998,"('helpless', 'self-reliant')",-3.190425,-3.0759182,-1.3758614,-1.2578092,-0.1180522
15,0.41165876,0.3642702,"('boring', 'funny')",0.14972037,0.075761326,0.2806896,0.2200158,0.0606738
46,-0.3918212,-0.28317854,"('uncompetitive', 'competitive')",-0.9891994,-1.0490198,-0.6905103,-0.6660992,-0.0244111
39,0.38944688,0.6979464,"('exploitative', 'cooperative')",-0.2155738,-0.054486696,0.0869365,0.3217299,-0.2347934
40,0.37155792,0.3323334,"('stingy', 'generous')",-2.1736271,-2.1191828,-0.9010346,-0.8934247,-0.0076099
77,-0.34080836,-0.46559277,"('unmotivated', 'motivated')",-0.8659912,-0.87786126,-0.6033998,-0.671727,0.0683272
52,-0.3352079,-0.72496474,"('irrational', 'rational')",0.2253628,0.028125027,-0.0549226,-0.3484198,0.2934972
49,0.3257838,0.3888731,"('unable', 'able')",0.23371318,0.1173386,0.2797485,0.2531058,0.0266427
14,0.32369056,0.5541798,"('antisocial', 'social')",-0.36785462,-0.3655138,-0.022082,0.094333,-0.116415
48,0.30103755,0.33098632,"('unintelligent', 'intelligent')",1.1123995,0.9798239,0.7067185,0.6554051,0.0513134
50,-0.29701856,-0.3930343,"('clumsy', 'skillful')",0.1768401,0.0024713352,-0.0600892,-0.1952815,0.1351923
34,-0.27599424,-0.28991023,"('mean', 'honorable')",5.7694554,5.521642,2.7467306,2.6158659,0.1308647
23,-0.2658136,-0.25272,"('insincere', 'sincere')",5.7418656,5.299818,2.7380261,2.5235491,0.214477
62,0.24550614,0.57277155,"('incompetent', 'brilliant')",0.5822971,0.6367838,0.4139016,0.6047777,-0.1908761
37,-0.22353919,-0.3288773,"('fake', 'genuine')",0.104621395,-0.17023203,-0.0594589,-0.2495547,0.1900958
60,0.22182433,0.42586762,"('inefficient', 'efficient')",0.08753082,0.076955535,0.1546776,0.2514116,-0.096734
78,-0.21987577,-0.7128809,"('nonresilient', 'resilient')",0.629227,0.33673546,0.2046756,-0.1880727,0.3927483
44,0.1949909,0.2740653,"('prejudiced', 'unprejudiced')",-1.4722848,-1.3410875,-0.638647,-0.5335111,-0.1051359
59,-0.18486972,-0.1297623,"('foolish', 'wise')",0.2782183,0.20246072,0.0466743,0.0363492,0.0103251
75,-0.17494266,0.038356934,"('meek', 'impulsive')",-0.59760934,-0.48055434,-0.386276,-0.2210987,-0.1651773
20,0.17478624,0.287742,"('rough', 'thoughtful')",0.76504254,0.75170076,0.4699144,0.5197214,-0.049807
55,-0.17331041,0.1193913,"('incompetent', 'clever')",0.050547395,0.019048214,-0.0613815,0.0692198,-0.1306013
56,-0.1584167,0.090142176,"('impractical', 'practical')",-0.45713872,-0.5293259,-0.3077777,-0.2195919,-0.0881858
66,-0.15531111,-0.36889327,"('inactive', 'active')",0.62551636,0.4743236,0.2351026,0.0527152,0.1823874
18,-0.13965732,0.01351729,"('disagreeable', 'welcoming')",-0.520964,-0.5936694,-0.3303107,-0.2900761,-0.0402346
16,-0.13278916,-0.31452125,"('unpopular', 'popular')",0.3661449,0.40930325,0.1166779,0.047391,0.0692869
85,-0.12433578,-0.53928417,"('insignificant', 'prestigious')",-0.31307212,-0.42035058,-0.218704,-0.4798174,0.2611134
25,0.1199364,-0.124996625,"('egoistic', 'altruistic')",0.70000833,0.75666475,0.4099724,0.3158341,0.0941383
58,0.11170103,-0.17632756,"('undiscriminating', 'discriminating')",0.11897288,-0.058563266,0.115337,-0.1174454,0.2327824
2,0.0975264,0.26542237,"('unlikable', 'likable')",0.523864,0.48043597,0.3106952,0.3729292,-0.062234
83,-0.08975427,-0.03739941,"('powerless', 'powerful')",-0.9733982,-1.1158261,-0.5315762,-0.5766128,0.0450366
29,-0.07429257,-0.1945703,"('unfair', 'fair')",-0.18839645,-0.41781336,-0.1313445,-0.3061918,0.1748473
35,-0.057564706,-0.28434473,"('corrupt', 'incorrupt')",-0.27871752,-0.31090263,-0.1681411,-0.2976237,0.1294826
71,-0.050334997,-0.18830498,"('diffident', 'self-confident')",0.32270786,0.24940619,0.1361864,0.0305506,0.1056358
87,0.026782513,-0.18257499,"('unsuccessful', 'successful')",0.9878911,0.87255985,0.5073368,0.3449924,0.1623444
42,0.020226251,0.17937192,"('unreliable', 'reliable')",-3.4338903,-3.4055483,-1.7068321,-1.6130883,-0.0937438
80,0.0054098815,0.03699186,"('dominated', 'dominating')",-0.74036443,-0.69988185,-0.3674773,-0.331445,-0.0360323
68,-0.00041255355,0.09850037,"('dependent', 'independent')",-0.33704826,-0.4067589,-0.1687304,-0.1541293,-0.0146011
