,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
38,-1.4603263,-1.6227727,"('untruthful', 'truthful')",-0.9245413,-1.1406866,-0.1457408,-0.27918303,-0.8435361,-1.014214,0.1706779
46,1.4014666,1.3505929,"('uncompetitive', 'competitive')",2.4371033,2.8788128,0.33250862,0.69581664,1.3903596,1.6417406,-0.251381
65,1.3728955,1.4500728,"('insecure', 'secure')",0.83753276,1.1279999,0.066297926,0.18337262,0.7589087,0.9204817,-0.161573
79,-1.3203702,-1.2846892,"('wavering', 'unwavering')",-1.7850091,-2.0261614,-0.15141998,-0.4912048,-1.0855997,-1.2673518,0.1817521
26,-1.2921044,-1.0324082,"('hardhearted', 'benevolent')",0.73617,0.9281215,0.8358038,1.1400833,0.0932898,0.3452655,-0.2519757
9,-1.276693,-1.2985119,"('unaffectionate', 'caring')",-0.041206546,-0.23093246,0.8633262,0.73935616,-0.1515245,-0.2633627,0.1118382
28,-1.2214341,-1.3174343,"('disloyal', 'loyal')",-0.4408126,-0.3714081,0.6692847,0.7323651,-0.3309873,-0.3188258,-0.0121615
39,1.1876354,1.1918212,"('exploitative', 'cooperative')",-0.53462267,-0.29130745,-0.48698065,-0.39247555,0.055344,0.1693461,-0.1140021
7,1.137948,0.9969762,"('insensitive', 'sensitive')",1.0101278,1.0674223,0.82149774,0.66703874,0.9898578,0.9104791,0.0793787
4,-1.1082644,-1.0447739,"('disliked', 'liked')",-0.2067883,-0.43596196,-6.1398497,-6.254922,-2.4849675,-2.5785526,0.0935851
88,-0.97801566,-0.85198057,"('low', 'eminent')",-0.23185335,-0.22154716,0.084041625,-0.039432753,-0.3752758,-0.3709868,-0.004289
81,0.97584033,0.92563426,"('submissive', 'aggressive')",1.4214201,1.5012727,-0.24230318,-0.32481226,0.7183191,0.7006983,0.0176208
0,-0.93901235,-0.8014109,"('unsociable', 'sociable')",0.3633451,0.54984504,-0.1259143,0.15508816,-0.2338605,-0.0321592,-0.2017013
2,-0.93115413,-0.8711031,"('unlikable', 'likable')",1.177307,1.1841905,0.5159057,0.57736886,0.2540195,0.2968188,-0.0427993
42,0.88327754,0.7798322,"('unreliable', 'reliable')",1.7221493,1.6478333,-2.4533439,-2.5008872,0.0506943,-0.0244072,0.0751015
18,-0.88016725,-0.75290513,"('disagreeable', 'welcoming')",-0.41034186,-0.3415938,-0.5614867,-0.58507717,-0.6173319,-0.5598587,-0.0574732
50,0.86021703,0.7050874,"('clumsy', 'skillful')",0.37874523,0.2787702,0.4943009,0.49413237,0.5777544,0.4926633,0.0850911
17,-0.840182,-0.75772834,"('nasty', 'nice')",-1.3961526,-1.3137696,-0.5846938,-0.51485085,-0.9403427,-0.8621163,-0.0782264
87,0.79286116,0.69056183,"('unsuccessful', 'successful')",1.1557062,1.0513071,1.0079471,0.8505123,0.9855048,0.8641271,0.1213777
35,-0.7691109,-0.8404782,"('corrupt', 'incorrupt')",-2.2042086,-2.2508602,-0.5510409,-0.63000005,-1.1747868,-1.2404462,0.0656594
24,-0.76350075,-0.7461021,"('dishonest', 'honest')",-1.5824432,-1.5020585,0.108140945,0.06442158,-0.7459343,-0.727913,-0.0180213
54,-0.7478287,-0.8673799,"('incapable', 'capable')",-0.10892427,-0.3573979,0.78998476,0.49191806,-0.0222561,-0.2442866,0.2220305
25,-0.7083166,-0.8051338,"('egoistic', 'altruistic')",0.6416743,0.3809717,1.2732819,1.2674186,0.4022132,0.2810855,0.1211277
16,-0.700841,-0.7978468,"('unpopular', 'popular')",-0.7494063,-0.839266,0.5416194,0.4744203,-0.302876,-0.3875642,0.0846882
37,0.67180806,0.5385133,"('fake', 'genuine')",0.082529604,0.32316262,0.5011428,0.5060125,0.4184935,0.4558961,-0.0374026
23,0.6712756,0.5325553,"('insincere', 'sincere')",-0.06115263,-0.18182185,5.577908,5.4257107,2.0626771,1.9254813,0.1371958
21,0.6532656,0.82798374,"('immoral', 'moral')",0.71940416,1.0618356,-0.37821737,-0.20999838,0.3314841,0.5599403,-0.2284562
66,-0.6383191,-0.55381787,"('inactive', 'active')",1.0792742,1.1455535,1.2522236,1.2816867,0.5643929,0.6244741,-0.0600812
68,0.6316473,0.61543906,"('dependent', 'independent')",-0.029010465,0.355374,0.034108847,0.054926842,0.2122486,0.3419133,-0.1296647
47,0.6298342,0.5833633,"('stupid', 'smart')",0.60156727,0.6671949,5.7115536,5.60805,2.3143183,2.2862027,0.0281156
71,0.59198743,0.6888369,"('diffident', 'self-confident')",0.8820588,0.79178244,0.6043487,0.40411752,0.6927983,0.6282456,0.0645527
84,0.58335316,0.40779808,"('inferior', 'superior')",0.27285647,0.10632534,1.0543393,0.9985157,0.6368496,0.5042131,0.1326365
70,0.56194687,0.44428796,"('lethargic', 'energetic')",1.4554647,1.6069756,1.2080941,1.1572828,1.0751686,1.0695155,0.0056531
43,-0.56024206,-0.41805494,"('irresponsible', 'responsible')",-0.26389936,-0.10021192,0.22307707,0.4508285,-0.2003548,-0.0224795,-0.1778753
61,0.5412715,0.5757256,"('illogical', 'logical')",0.4268344,0.5189251,0.38134205,0.4532186,0.449816,0.5159564,-0.0661404
59,-0.5315003,-0.65431017,"('foolish', 'wise')",-0.83412373,-0.8533607,-0.014902895,-0.16572613,-0.4601756,-0.557799,0.0976234
55,0.5274681,0.4040884,"('incompetent', 'clever')",0.6485694,0.8803295,0.1546921,0.6183175,0.4435765,0.6342451,-0.1906686
32,-0.52441794,-0.48822972,"('unkind', 'kind')",0.50274944,0.58834636,0.8180797,0.7501111,0.2654704,0.2834092,-0.0179388
33,0.50805193,0.45169806,"('wrong', 'right')",0.16241923,0.2640639,-0.7441332,-0.81399477,-0.024554,-0.0327443,0.0081903
77,0.50551474,0.5061823,"('unmotivated', 'motivated')",1.5285217,1.6654481,-0.50571615,-0.47440735,0.5094401,0.565741,-0.0563009
75,-0.5034241,-0.45704472,"('meek', 'impulsive')",-0.48003024,-0.6522797,-0.28520337,-0.46265265,-0.4228859,-0.5239924,0.1011065
62,0.49338856,0.15731606,"('incompetent', 'brilliant')",0.97578233,0.7922605,0.18032847,0.01945285,0.5498331,0.3230098,0.2268233
51,-0.49108452,-0.47537246,"('uneducated', 'educated')",1.1833498,1.3990605,0.6075454,0.7776894,0.4332702,0.5671258,-0.1338556
67,0.47687048,0.55066574,"('doubtful', 'determined')",0.42559254,0.4947008,-0.5203534,-0.5734202,0.1273699,0.1573154,-0.0299455
72,-0.44366875,-0.45606032,"('unambitious', 'ambitious')",-0.14716227,-0.20835105,-1.4543266,-1.5146885,-0.6817192,-0.7263666,0.0446474
44,-0.4403829,-0.55660486,"('prejudiced', 'unprejudiced')",-1.0581689,-1.0137656,-1.6547965,-1.6891133,-1.0511161,-1.0864946,0.0353785
73,0.4231766,0.52475363,"('helpless', 'self-reliant')",-0.205672,-0.33396786,-3.5012074,-3.661651,-1.0945676,-1.1569551,0.0623875
78,0.40417838,0.09495127,"('nonresilient', 'resilient')",1.7980032,1.6552596,1.1775742,1.1452601,1.1265852,0.965157,0.1614282
86,-0.3736595,-0.29280007,"('uninfluential', 'influential')",0.4629828,0.60784143,-0.10159601,0.135081,-0.0040909,0.1500408,-0.1541317
63,0.36345252,0.26942998,"('unperceptive', 'insightful')",2.5092266,2.362404,1.8683212,1.7583969,1.5803334,1.4634104,0.116923
49,0.34142166,0.22121206,"('unable', 'able')",-0.41478553,-0.3316647,0.07481133,-0.18155332,0.0004825,-0.0973353,0.0978178
53,-0.30344084,-0.21941367,"('uncreative', 'creative')",0.99228835,0.8596075,0.9428058,0.964194,0.5438844,0.5347959,0.0090885
11,0.30271068,0.12017084,"('unhelpful', 'helpful')",-0.37505168,-0.66148704,1.9291264,1.9062381,0.6189285,0.4549739,0.1639546
64,0.289314,0.561391,"('shy', 'confident')",1.1215417,1.413342,-6.018946,-5.9408164,-1.5360301,-1.3220278,-0.2140023
74,0.28645894,0.20103079,"('undedicated', 'dedicated')",-0.031946704,-0.03628455,-0.14324549,0.11136873,0.0370889,0.0920383,-0.0549494
27,-0.28572512,-0.26848155,"('hardhearted', 'softhearted')",0.286489,0.41582942,1.4376867,1.4888706,0.4794835,0.5454062,-0.0659227
3,0.27245274,0.40434948,"('repellent', 'pleasant')",1.1523774,1.4062594,0.39975157,0.5184757,0.6081939,0.7763615,-0.1681676
14,0.2567752,0.4293398,"('antisocial', 'social')",2.1487892,2.409168,-0.42287657,-0.36126006,0.6608959,0.8257492,-0.1648533
22,-0.230839,-0.23818791,"('untrustworthy', 'trustworthy')",0.21688554,0.4857106,-0.8507634,-0.600301,-0.2882389,-0.1175928,-0.1706461
15,-0.1717749,-0.076608434,"('boring', 'funny')",-1.8439331,-1.9693455,0.18594582,0.036570236,-0.6099207,-0.6697946,0.0598739
12,-0.15678205,-0.23883997,"('unsupportive', 'supportive')",0.7048248,0.5091524,-1.5913329,-1.5605829,-0.3477634,-0.4300901,0.0823267
83,0.14288118,0.16859841,"('powerless', 'powerful')",1.0293691,1.1074166,-0.5639826,-0.44503,0.2027559,0.276995,-0.0742391
82,-0.14005458,-0.33446106,"('poor', 'rich')",0.9114457,0.726724,6.2218857,5.9957547,2.3310922,2.1293392,0.201753
20,0.13468993,0.021276921,"('rough', 'thoughtful')",0.8182352,0.7654947,1.1381116,1.4146678,0.6970123,0.7338131,-0.0368008
34,0.11083942,0.09378971,"('mean', 'honorable')",0.20439139,-0.039987095,6.3117537,5.9878416,2.2089949,2.0138814,0.1951135
69,-0.097573236,-0.0968451,"('lazy', 'industrious')",0.2680433,0.21981807,-0.30252448,-0.52656066,-0.0440181,-0.1345292,0.0905111
45,-0.07828748,-0.35752693,"('incompetent', 'competent')",0.3550406,0.18721876,-0.17434603,-0.053673852,0.0341357,-0.0746607,0.1087964
10,0.07413344,0.13852441,"('unsympathetic', 'sympathetic')",0.23861994,0.648428,0.066159055,0.37367976,0.1263041,0.3868774,-0.2605733
13,0.07151803,0.2948717,"('impolite', 'polite')",0.4713857,0.83533126,0.40459976,0.48045594,0.3158345,0.5368863,-0.2210518
29,0.063439906,-0.06887691,"('unfair', 'fair')",-0.26250434,-0.53960854,-0.5731597,-0.62217903,-0.257408,-0.4102215,0.1528135
58,-0.060845897,-0.08048578,"('undiscriminating', 'discriminating')",1.0244957,0.965745,0.12296481,0.17601112,0.3622049,0.3537568,0.0084481
40,0.05798858,0.15330027,"('stingy', 'generous')",0.63106436,0.676241,-1.2488601,-1.297667,-0.1866024,-0.1560419,-0.0305605
48,-0.023606911,-0.115958296,"('unintelligent', 'intelligent')",-0.026797373,0.08623276,0.52002805,0.76738507,0.1565413,0.2458865,-0.0893452
57,-0.002753025,0.11298377,"('unimaginative', 'imaginative')",0.17835326,0.3422746,-2.497306,-2.287407,-0.7739019,-0.6107162,-0.1631857
