,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
39,2.888252,2.809825,"('exploitative', 'cooperative')",1.1937913,1.0894877,1.8531381,1.8281244,1.410819,1.3963631,0.4236841,0.35916048,1.5539369,1.4965921,0.0573448
71,2.3371148,2.4042594,"('diffident', 'self-confident')",2.025607,2.0512161,-0.5480209,-0.50190413,-0.5297696,-0.6215947,0.52930427,0.4246239,0.7628471,0.7513202,0.0115269
7,2.1079147,2.033149,"('insensitive', 'sensitive')",1.1911236,1.0941212,0.63755333,0.58962095,0.93213683,1.0065904,1.0697106,0.9222182,1.1876879,1.12914,0.0585479
26,1.8906448,2.1668134,"('hardhearted', 'benevolent')",0.49823758,0.51544327,-0.79907775,-0.5953806,-0.62478954,-0.34668842,1.2515258,1.326032,0.4433082,0.613244,-0.1699358
74,1.889433,1.9285674,"('undedicated', 'dedicated')",0.7778499,0.8654587,0.9042403,0.9432952,0.69852275,0.87405765,0.5948207,0.84994584,0.9729733,1.092265,-0.1192917
65,1.8358237,1.6551703,"('insecure', 'secure')",0.50319815,0.38308463,1.028814,0.8781618,1.6342578,1.5570536,0.46670714,0.2462171,1.0937601,0.9439375,0.1498226
24,1.7737185,1.8257786,"('dishonest', 'honest')",0.84852666,0.860551,0.23952386,0.27320307,0.50316244,0.6150222,1.1582432,1.1684046,0.9046349,0.9485919,-0.043957
20,1.7603334,1.5006784,"('rough', 'thoughtful')",-0.030578181,-0.0075616427,0.26636106,0.24022523,0.12534241,0.19132154,0.8631359,0.9513912,0.5969189,0.575211,0.0217079
60,1.7484591,1.5669954,"('inefficient', 'efficient')",1.5526671,1.3953398,1.5078336,1.3038521,2.314231,2.225792,0.7466039,0.6157216,1.573959,1.4215402,0.1524188
70,1.7372962,1.4673246,"('lethargic', 'energetic')",1.0153731,0.9038248,1.6483518,1.527735,1.933743,1.9271104,1.6829057,1.6148591,1.6035339,1.4881708,0.1153631
40,1.6606658,1.7383538,"('stingy', 'generous')",1.0396252,1.0645694,0.07577519,0.14096898,-0.320476,-0.22182068,-1.3089066,-1.2982814,0.2293367,0.284758,-0.0554213
10,1.6213179,1.6417786,"('unsympathetic', 'sympathetic')",0.31806326,0.38356438,-0.11136891,-0.12501301,0.3978717,0.59462196,0.6074472,0.71358,0.5666662,0.6417064,-0.0750402
42,1.588412,1.5694172,"('unreliable', 'reliable')",1.2613105,1.2433851,1.1682864,1.1474704,1.7782623,1.7698728,-2.066342,-1.9150858,0.7459857,0.7630119,-0.0170262
31,-1.5776871,-1.4440655,"('evil', 'good')",-1.450217,-1.3915579,-1.5732316,-1.4833144,-2.0127716,-1.9891983,-1.5433615,-1.5628883,-1.6314537,-1.5742048,-0.0572489
12,1.5752425,1.5869175,"('unsupportive', 'supportive')",2.066184,2.074815,-0.026944004,-0.02571837,-0.34381652,-0.26925042,-1.2440028,-1.2250637,0.4053327,0.4283401,-0.0230074
43,1.5433146,1.5552459,"('irresponsible', 'responsible')",1.9168168,1.8872049,0.19739304,0.16055092,0.9461177,0.95061564,1.5682434,1.5354888,1.2343771,1.2178213,0.0165558
23,1.4772303,1.3628403,"('insincere', 'sincere')",2.0423746,1.9224566,0.8696213,0.79133546,0.9669789,0.91753304,5.8955374,5.550375,2.2503485,2.1089081,0.1414404
16,-1.3621007,-1.2256317,"('unpopular', 'popular')",-0.99387246,-0.9981159,-1.1712453,-1.0990739,-0.9373589,-0.8691266,0.2359573,0.27610058,-0.8457241,-0.7831696,-0.0625545
22,1.247276,1.2152138,"('untrustworthy', 'trustworthy')",0.33557343,0.3325897,1.0078565,0.89356804,1.4611003,1.5345484,-0.15210548,-0.18632331,0.7799402,0.7579193,0.0220209
32,1.2204409,1.4889255,"('unkind', 'kind')",1.1559863,1.1243372,0.6572282,0.72735244,1.5395093,1.6542331,1.7598429,1.7597598,1.2666016,1.3509216,-0.08432
30,1.2025577,1.3112366,"('intolerant', 'tolerant')",1.2168316,1.2998575,1.143409,1.1483669,1.127742,1.2824165,1.1149824,1.136799,1.1611046,1.2357352,-0.0746306
72,1.1883724,1.2341075,"('unambitious', 'ambitious')",0.83866036,0.7084584,-0.63783544,-0.6850621,-0.5413497,-0.46395323,-0.71146196,-0.7142048,0.0272771,0.0158691,0.011408
13,1.181214,1.2317641,"('impolite', 'polite')",1.7818164,1.6762122,1.17137,1.0943786,1.4132638,1.2797123,0.59905607,0.4384226,1.2293441,1.1440979,0.0852462
21,1.1359239,1.1265334,"('immoral', 'moral')",1.7134312,1.8394192,1.4849656,1.5257308,2.0081897,2.1636903,-0.31461555,-0.30383685,1.205579,1.2703074,-0.0647284
75,-1.1125032,-1.0872381,"('meek', 'impulsive')",-0.20709822,-0.10841496,0.43546692,0.54256684,-0.025519103,0.090400144,-0.7162758,-0.6805352,-0.3251859,-0.2486443,-0.0765416
83,1.0956147,1.1189346,"('powerless', 'powerful')",1.552661,1.654416,-0.049398527,0.047390632,-0.14161615,-0.056003924,-0.660444,-0.5593103,0.3593634,0.4410854,-0.081722
63,1.0683994,0.97719586,"('unperceptive', 'insightful')",1.9307183,1.8868645,0.76202875,0.70337063,1.0698241,1.0482646,1.8709052,1.704821,1.3403751,1.2641033,0.0762718
80,1.0585438,0.87355804,"('dominated', 'dominating')",-0.023810714,-0.015166669,1.3794167,1.2856889,1.2255142,1.0752491,-1.2093363,-1.1673255,0.4860655,0.4104008,0.0756647
86,1.04984,0.9896348,"('uninfluential', 'influential')",0.11290649,0.13736555,-0.95542264,-1.0596961,-0.7782281,-0.7288689,0.20624329,0.24223217,-0.0729322,-0.0838665,0.0109343
6,-1.0484294,-0.98116493,"('distant', 'open')",-0.92902523,-0.86799884,-1.7012941,-1.5760928,-1.671417,-1.6734495,0.042691506,0.14040205,-1.0614947,-0.9916609,-0.0698338
4,-0.9903477,-0.70284253,"('disliked', 'liked')",-0.7643507,-0.5267747,-0.96729594,-0.7514626,-0.6985363,-0.534522,-5.8362327,-5.3695726,-1.8513527,-1.577035,-0.2743177
56,0.97465384,0.8674699,"('impractical', 'practical')",1.7760607,1.7482206,1.2760812,1.1264465,2.2820618,2.129366,0.4089467,0.38741708,1.3435609,1.2517839,0.091777
51,0.97444504,1.0335345,"('uneducated', 'educated')",0.67543674,0.70440227,0.4217262,0.45264027,0.6747463,0.6135546,0.92257655,0.9272444,0.7337862,0.7462752,-0.012489
55,0.9721953,0.81011623,"('incompetent', 'clever')",0.08904132,0.0333593,0.63720787,0.47143298,0.37894136,0.38419494,0.6563811,0.6696605,0.5467534,0.4737528,0.0730006
45,0.9503497,0.76225144,"('incompetent', 'competent')",0.31725863,0.28787363,0.37331676,0.25563547,0.7542978,0.74445987,0.18851632,0.16432308,0.5167479,0.4429087,0.0738392
47,0.94230825,0.9099176,"('stupid', 'smart')",1.6697017,1.6017907,0.67788965,0.5683925,1.253854,1.1831963,4.9129357,4.624062,1.891338,1.7774719,0.1138661
27,0.9140617,0.93608826,"('hardhearted', 'softhearted')",-0.8695609,-0.9699593,-0.5688246,-0.6072464,-0.20180233,-0.2112374,0.95648205,0.90831953,0.0460712,0.0111929,0.0348783
41,0.8993566,1.2746366,"('unforgiving', 'forgiving')",1.2377033,1.3873571,0.12860613,0.20370382,0.27720162,0.44956028,-0.012884865,-0.032541852,0.5059966,0.6565433,-0.1505467
9,0.8838231,1.0677385,"('unaffectionate', 'caring')",1.4938598,1.4916595,-1.5032452,-1.3938793,-1.0526406,-0.98242295,1.2334825,1.1336693,0.2110559,0.263353,-0.0522971
11,0.8782707,0.7577752,"('unhelpful', 'helpful')",1.97036,1.810181,0.9452661,0.8980936,0.71773124,0.7377327,2.7574348,2.7287443,1.4538126,1.3865053,0.0673073
