,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
9,1.4047339,1.5584753,"('unaffectionate', 'caring')",0.058047757,0.23261184,0.7641612,0.80022705,0.7423143,0.8637714,-0.1214571
54,1.2117189,1.4277707,"('incapable', 'capable')",0.23979199,0.5159943,0.96979386,1.1887513,0.8071016,1.0441721,-0.2370705
35,1.1900676,0.94338745,"('corrupt', 'incorrupt')",0.30426666,0.33714592,-0.5025219,-0.44088766,0.3306042,0.2798819,0.0507223
38,-1.1517448,-1.0366006,"('untruthful', 'truthful')",-0.41769436,-0.30876732,-0.025186807,0.12144682,-0.531542,-0.4079737,-0.1235683
8,1.1325382,1.1517648,"('unaffectionate', 'affectionate')",-0.44367373,-0.38922724,0.03156185,-0.01761388,0.2401421,0.2483079,-0.0081658
51,-1.0885775,-1.1378121,"('uneducated', 'educated')",1.1227126,1.0684143,1.001262,0.89412236,0.3451324,0.2749082,0.0702242
23,-1.052883,-0.9598058,"('insincere', 'sincere')",-0.7991145,-0.71109545,5.029245,5.287331,1.0590824,1.2054766,-0.1463942
66,1.0469633,1.023757,"('inactive', 'active')",1.9405354,1.7200503,1.2909595,1.2800758,1.4261527,1.3412943,0.0848584
24,-1.0020365,-1.0332929,"('dishonest', 'honest')",-0.47166574,-0.5974617,0.7166265,0.7698057,-0.2523586,-0.286983,0.0346244
76,-1.0013567,-0.86792344,"('anxious', 'daring')",0.24672374,0.35443407,0.4240654,0.5896302,-0.1101892,0.0253803,-0.1355695
28,-0.94926775,-0.9657197,"('disloyal', 'loyal')",-0.6376494,-0.5308839,0.97063655,1.0557152,-0.2054269,-0.1469628,-0.0584641
2,0.9484246,1.2680997,"('unlikable', 'likable')",1.7151531,1.8972495,0.8589431,0.9743067,1.1741735,1.3798852,-0.2057117
16,0.92203057,1.186574,"('unpopular', 'popular')",1.0465673,1.2146878,0.9810687,1.1522647,0.9832222,1.1845088,-0.2012866
63,-0.91217,-0.6861004,"('unperceptive', 'insightful')",0.8461888,0.94660366,1.6045666,1.5237055,0.5128618,0.5947363,-0.0818745
39,0.8906199,1.0167389,"('exploitative', 'cooperative')",0.64900476,0.6054196,-0.36338204,-0.21396212,0.3920809,0.4693988,-0.0773179
13,-0.86706775,-0.70675737,"('impolite', 'polite')",0.45163724,0.22414097,-0.16519874,-0.1535076,-0.1935431,-0.2120413,0.0184982
19,0.83606267,0.81935906,"('inhospitable', 'hospitable')",-0.56450295,-0.55239666,0.0024674516,-0.101255104,0.0913424,0.0552358,0.0361066
65,-0.8121582,-0.6430862,"('insecure', 'secure')",0.057925466,-0.035820585,-0.11701815,-0.13496552,-0.290417,-0.2712908,-0.0191262
14,-0.8066224,-0.69847405,"('antisocial', 'social')",0.8117211,0.5748803,-0.68737316,-0.7552578,-0.2274248,-0.2929505,0.0655257
31,0.79588115,0.5829584,"('evil', 'good')",-0.27841285,-0.22877215,-1.3901054,-1.4870107,-0.290879,-0.3776081,0.0867291
12,0.7815134,0.9057179,"('unsupportive', 'supportive')",0.7032579,0.89587164,-1.0600464,-1.1316563,0.1415749,0.2233111,-0.0817362
27,0.6728934,0.6176802,"('hardhearted', 'softhearted')",-0.26925793,-0.30676728,0.98691326,0.871607,0.4635162,0.3941733,0.0693429
58,0.6504657,0.63780147,"('undiscriminating', 'discriminating')",0.5677182,0.49020392,0.12372114,0.051173355,0.4473017,0.3930596,0.0542421
73,0.6462446,0.6236766,"('helpless', 'self-reliant')",0.15353969,0.28618407,-3.3883348,-3.571011,-0.8628502,-0.8870502,0.0242
40,0.62678456,0.6949131,"('stingy', 'generous')",0.43868715,0.4970719,-1.0253835,-1.2610701,0.0133627,-0.0230284,0.0363911
48,-0.6251364,-0.55643815,"('unintelligent', 'intelligent')",-0.31318235,-0.41487855,0.22222799,0.20225818,-0.2386969,-0.2563528,0.0176559
37,-0.61294466,-0.83189446,"('fake', 'genuine')",-0.7223368,-0.82890844,0.3788595,0.32126778,-0.3188073,-0.4465117,0.1277044
25,0.5842315,0.7153305,"('egoistic', 'altruistic')",-0.026336044,0.2304597,1.0145539,1.1428912,0.5241498,0.6962271,-0.1720773
47,0.5837725,0.7611694,"('stupid', 'smart')",-0.23604515,-0.25709704,4.8160315,4.9101357,1.7212529,1.804736,-0.0834831
82,-0.5487966,-0.2149196,"('poor', 'rich')",-0.9578405,-0.5112852,5.7187777,6.113441,1.4040469,1.7957454,-0.3916985
34,0.5364498,0.64797324,"('mean', 'honorable')",0.20080128,0.20273872,5.7515397,5.9715376,2.1629302,2.2740831,-0.1111529
56,-0.5211087,-0.32461277,"('impractical', 'practical')",0.6394083,0.71630764,0.13645975,0.17627367,0.0849198,0.1893228,-0.104403
79,0.4809699,0.42255133,"('wavering', 'unwavering')",-0.3024061,-0.18857233,0.044659793,-0.0024200715,0.0744079,0.0771863,-0.0027784
17,0.4749278,0.5223037,"('nasty', 'nice')",-0.9839331,-1.0743338,-0.97429776,-1.0074515,-0.4944344,-0.5198272,0.0253928
61,0.46550897,0.51644844,"('illogical', 'logical')",-0.13335216,-0.16848747,0.1875179,0.34514293,0.1732249,0.2310346,-0.0578097
30,0.43634203,0.5361653,"('intolerant', 'tolerant')",-0.14610918,0.0076171793,0.63689846,0.66808057,0.3090438,0.4039543,-0.0949105
49,-0.4280467,-0.1866159,"('unable', 'able')",-0.8146483,-0.45738328,-0.73672277,-0.47159484,-0.6598059,-0.3718647,-0.2879412
20,0.40396017,0.2848576,"('rough', 'thoughtful')",0.64635366,0.4371765,1.1311951,0.86611307,0.7271697,0.5293824,0.1977873
7,-0.32714912,-0.12708169,"('insensitive', 'sensitive')",-0.48759288,-0.43410653,0.69267064,0.61943686,-0.0406904,0.0194162,-0.0601066
50,0.32527554,0.49688363,"('clumsy', 'skillful')",0.031607985,0.20049724,0.3001693,0.16276231,0.2190176,0.2867144,-0.0676968
67,0.30518118,0.25474632,"('doubtful', 'determined')",0.35155705,0.2067949,-0.32560527,-0.35017428,0.1103776,0.0371223,0.0732553
83,0.30300453,0.26277947,"('powerless', 'powerful')",0.29344764,0.23203534,-0.46414885,-0.60140836,0.0441011,-0.0355312,0.0796323
74,0.29768223,0.28359297,"('undedicated', 'dedicated')",0.5764708,0.68528616,0.53610563,0.5905408,0.4700862,0.5198066,-0.0497204
86,-0.28253907,-0.53054065,"('uninfluential', 'influential')",-0.14800179,-0.17716482,0.23440087,0.18611246,-0.06538,-0.1738643,0.1084843
72,0.25081617,0.309287,"('unambitious', 'ambitious')",-0.48747215,-0.49727607,-1.0626806,-1.0557172,-0.4331122,-0.4145687,-0.0185435
4,0.23840624,0.19179405,"('disliked', 'liked')",0.36718243,0.5618974,-5.4061756,-5.6366024,-1.6001956,-1.6276369,0.0274413
15,0.21799804,0.17309634,"('boring', 'funny')",0.0030933395,-0.046991263,0.2754802,0.26142874,0.1655239,0.1291779,0.036346
87,-0.20342629,-0.022358753,"('unsuccessful', 'successful')",1.7278014,1.7323834,1.2560573,1.2969568,0.9268108,1.0023271,-0.0755163
0,-0.18922031,-0.20199892,"('unsociable', 'sociable')",0.2556494,0.0659936,-0.22007796,-0.24945888,-0.0512163,-0.1284881,0.0772718
41,0.18892306,0.20204599,"('unforgiving', 'forgiving')",0.2637125,0.34656203,0.20939513,0.09417052,0.2206769,0.2142595,0.0064174
68,-0.18231586,-0.21307485,"('dependent', 'independent')",0.033260144,0.12093523,-0.45180544,-0.32536,-0.2002871,-0.1391665,-0.0611206
42,-0.16135967,-0.03733234,"('unreliable', 'reliable')",0.8659877,0.98573875,-2.0343068,-2.2319777,-0.4432263,-0.4278571,-0.0153692
88,0.14267462,0.10938411,"('low', 'eminent')",-0.26377055,-0.011082403,0.18956013,0.2868897,0.0228214,0.1283971,-0.1055757
29,-0.09244994,-0.16574943,"('unfair', 'fair')",-0.18870732,-0.40585136,-0.71312934,-0.71328515,-0.3314289,-0.4282953,0.0968664
32,0.082110986,0.2185736,"('unkind', 'kind')",-0.58784425,-0.37884146,0.99058616,1.0597899,0.1616176,0.2998407,-0.1382231
78,0.0773731,0.079710715,"('nonresilient', 'resilient')",0.8461383,0.9939166,0.99108744,0.9801823,0.6381996,0.6846032,-0.0464036
43,0.05059317,0.15891638,"('irresponsible', 'responsible')",0.0052755363,0.045337453,0.7975016,0.8836596,0.2844568,0.3626378,-0.078181
