,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
71,2.1645217,1.9703379,"('diffident', 'self-confident')",2.1630406,2.1127057,0.34695885,0.33254007,1.5581737,1.4718612,0.0863125
33,1.9491737,1.283971,"('wrong', 'right')",2.014992,1.7428632,-0.42478848,-0.56161857,1.1797924,0.8217385,0.3580539
25,1.8580638,1.2414129,"('egoistic', 'altruistic')",2.1968539,1.9714386,1.2846915,1.1557009,1.7798697,1.4561841,0.3236856
17,-1.7926667,-1.6452838,"('nasty', 'nice')",-0.39208552,-0.19861406,-0.7629841,-0.73492175,-0.9825788,-0.8596065,-0.1229723
3,-1.6364678,-1.5663298,"('repellent', 'pleasant')",-2.1947935,-2.2022521,0.45724666,0.20827764,-1.1246715,-1.1867681,0.0620966
45,-1.6131697,-1.1571312,"('incompetent', 'competent')",-1.1984183,-1.1535013,-0.4652337,-0.46912652,-1.0922739,-0.9265863,-0.1656876
69,1.52032,1.0289245,"('lazy', 'industrious')",1.9200058,1.7583144,-0.61435574,-0.7726443,0.94199,0.6715315,0.2704585
53,1.4859076,1.1392472,"('uncreative', 'creative')",0.9759212,0.81144154,0.26035842,0.23813534,0.9073957,0.7296081,0.1777876
81,-1.4042732,-0.8744871,"('submissive', 'aggressive')",-1.4419032,-1.314393,-0.40174797,-0.19712788,-1.0826414,-0.795336,-0.2873054
39,1.4010383,1.1106042,"('exploitative', 'cooperative')",1.1846699,1.1511194,0.32193065,0.2660966,0.9692129,0.8426067,0.1266062
57,-1.3940785,-1.3805538,"('unimaginative', 'imaginative')",-1.1906416,-1.2755644,-3.7459114,-3.6367683,-2.1102104,-2.0976289,-0.0125815
10,-1.3797749,-1.2967845,"('unsympathetic', 'sympathetic')",-1.2594951,-1.3066568,0.05817375,-0.033457346,-0.8603655,-0.8789662,0.0186007
9,1.3598737,0.9923159,"('unaffectionate', 'caring')",2.0645175,1.9451461,0.76315534,0.71194243,1.3958489,1.2164681,0.1793808
76,-1.3576069,-0.92751855,"('anxious', 'daring')",-0.84109193,-0.5694985,0.027979616,0.22960934,-0.723573,-0.4224692,-0.3011038
68,-1.3512967,-1.3300931,"('dependent', 'independent')",-1.9517152,-1.8921659,-1.3980837,-1.5561947,-1.5670319,-1.5928179,0.025786
1,1.3199741,0.93597347,"('unfriendly', 'friendly')",1.9739432,1.8266783,1.2343024,1.1584617,1.5094066,1.3070378,0.2023688
55,-1.3089628,-1.0510764,"('incompetent', 'clever')",-1.3948132,-1.4326273,0.37770924,0.31211194,-0.7753556,-0.7238639,-0.0514917
84,1.2653329,0.9721245,"('inferior', 'superior')",1.3468208,1.2162286,0.59471244,0.5113649,1.0689554,0.899906,0.1690494
