,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
30,-1.239688,-0.9932618,"('intolerant', 'tolerant')",-0.7493226,-0.6470458,0.22246365,0.3400669,-0.588849,-0.4334136,-0.1554354
75,-1.2316375,-0.9044993,"('meek', 'impulsive')",0.5336221,0.703379,-0.5774193,-0.36858085,-0.4251449,-0.1899004,-0.2352445
65,-1.1745267,-0.8644021,"('insecure', 'secure')",-1.6292657,-1.6675992,0.20143656,0.25226688,-0.867452,-0.7599115,-0.1075405
85,1.1697842,0.6498633,"('insignificant', 'prestigious')",2.6237822,2.4936798,-0.72406375,-0.86389714,1.0231675,0.759882,0.2632855
67,1.1361291,1.3359704,"('doubtful', 'determined')",0.62755436,0.8496673,0.18845674,0.32819414,0.6507134,0.837944,-0.1872306
34,-1.1198145,-1.2200063,"('mean', 'honorable')",-0.34672463,-0.36277786,5.240819,5.1116266,1.2580933,1.1762808,0.0818125
62,-1.0478115,-0.65718544,"('incompetent', 'brilliant')",-0.42429328,-0.31200737,0.07611041,0.29660964,-0.4653315,-0.2241944,-0.2411371
59,1.0008337,0.83247024,"('foolish', 'wise')",1.396549,1.2930163,-0.3219458,-0.31908557,0.6918124,0.6021337,0.0896787
28,-0.98860514,-1.0126263,"('disloyal', 'loyal')",0.4107817,0.31227407,0.63826007,0.72643,0.0201456,0.0086926,0.011453
11,-0.9734307,-0.7788563,"('unhelpful', 'helpful')",-0.5931722,-0.5425586,2.2496207,2.3959305,0.2276726,0.3581719,-0.1304993
8,0.916595,0.47077876,"('unaffectionate', 'affectionate')",2.0900593,1.970666,0.28241426,0.2813806,1.0963562,0.9076085,0.1887477
82,-0.9067175,-0.74668276,"('poor', 'rich')",-1.6378932,-1.5587821,5.625045,5.6313686,1.0268114,1.1086346,-0.0818232
14,-0.9021683,-0.40600124,"('antisocial', 'social')",-1.3041745,-1.1411114,-0.19019775,-0.22768809,-0.7988468,-0.5916002,-0.2072466
49,-0.8835598,-0.66809636,"('unable', 'able')",-0.30400348,-0.15490186,-0.900167,-0.8605302,-0.6959101,-0.5611761,-0.134734
58,-0.87226975,-0.9193994,"('undiscriminating', 'discriminating')",-0.9734984,-0.94565135,-0.21921259,-0.30439535,-0.6883269,-0.7231487,0.0348218
5,0.82032305,0.50781924,"('distant', 'outgoing')",2.058301,2.0897105,-1.0367852,-1.0098608,0.6139462,0.529223,0.0847232
0,-0.74709386,-0.57014465,"('unsociable', 'sociable')",-0.6029328,-0.60280746,0.11845487,0.07503665,-0.4105239,-0.3659718,-0.0445521
26,0.69892424,0.50997984,"('hardhearted', 'benevolent')",1.5597233,1.4262221,1.306266,1.2174261,1.1883044,1.0512093,0.1370951
44,-0.69315475,-0.3466879,"('prejudiced', 'unprejudiced')",-1.2204925,-1.1200019,-1.4357562,-1.4011899,-1.1164678,-0.95596,-0.1605078
43,-0.6667304,-0.67518973,"('irresponsible', 'responsible')",-0.6503355,-0.7814581,0.65417093,0.66830444,-0.220965,-0.2627811,0.0418161
73,0.66130054,0.6657327,"('helpless', 'self-reliant')",0.9659086,0.9861383,-3.8699093,-3.7576277,-0.7475667,-0.7019189,-0.0456478
70,-0.6593451,-0.53401536,"('lethargic', 'energetic')",-0.9924485,-1.0557077,0.4103555,0.32213128,-0.4138127,-0.4225306,0.0087179
72,0.6553694,0.5684505,"('unambitious', 'ambitious')",-0.49424922,-0.57928133,-0.67584753,-0.5577873,-0.1715758,-0.1895394,0.0179636
36,0.64715,0.32804427,"('hostile', 'amicable')",1.1363153,1.0888431,-0.7505274,-0.8239786,0.3443127,0.1976363,0.1466764
52,0.64172274,0.191541,"('irrational', 'rational')",1.1395192,0.95142406,-0.83593756,-0.94243973,0.3151014,0.0668418,0.2482596
48,-0.6255961,-0.772468,"('unintelligent', 'intelligent')",0.27824685,0.14167918,0.029085254,-0.016400663,-0.106088,-0.2157298,0.1096418
21,-0.5517436,-0.24958144,"('immoral', 'moral')",-0.5842172,-0.5996593,-0.45665127,-0.6355456,-0.5308707,-0.4949288,-0.0359419
74,0.5421262,0.49426153,"('undedicated', 'dedicated')",0.7654356,0.7646758,-0.08104948,-0.12973894,0.4088374,0.3763995,0.0324379
6,0.5396077,0.15423927,"('distant', 'open')",1.7895857,1.7956161,-0.7172182,-0.74621314,0.5373251,0.4012141,0.136111
7,-0.53713745,-0.49782956,"('insensitive', 'sensitive')",-0.6279432,-0.6726872,0.2112843,0.04823112,-0.3179321,-0.3740952,0.0561631
20,-0.50776964,-0.42379683,"('rough', 'thoughtful')",-0.6969492,-0.6522225,0.49896082,0.42630404,-0.2352527,-0.2165717,-0.018681
22,-0.49765092,-0.34900162,"('untrustworthy', 'trustworthy')",-1.0596268,-1.1149703,-1.0188234,-1.1280894,-0.8587004,-0.8640205,0.0053201
13,-0.49653122,-0.09335852,"('impolite', 'polite')",-0.39858004,-0.23332271,0.10853067,0.17508963,-0.2621935,-0.0505305,-0.211663
29,-0.4908934,-0.46610475,"('unfair', 'fair')",-0.9220189,-0.8369549,-1.0601678,-1.1179504,-0.8243601,-0.8070033,-0.0173568
46,-0.45579642,-0.41579127,"('uncompetitive', 'competitive')",-1.2983239,-1.3880218,-0.5138338,-0.5457301,-0.7559847,-0.783181,0.0271963
54,0.44385692,0.14944854,"('incapable', 'capable')",1.0291194,0.94282544,0.8164468,0.796901,0.763141,0.629725,0.133416
15,0.42945096,0.53137594,"('boring', 'funny')",1.658257,1.6903181,0.09396443,0.29547542,0.7272241,0.8390565,-0.1118324
64,-0.4186582,-0.3910387,"('shy', 'confident')",-0.7181729,-0.7946991,-6.025447,-6.1298847,-2.3874261,-2.4385408,0.0511147
41,-0.40601966,-0.29063937,"('unforgiving', 'forgiving')",-0.28865346,-0.20961612,0.088036075,0.01402658,-0.2022124,-0.1620763,-0.0401361
23,-0.38926455,-0.3560296,"('insincere', 'sincere')",-0.55915827,-0.5669343,6.0563545,6.042587,1.7026439,1.7065411,-0.0038972
51,-0.37831545,-0.44223744,"('uneducated', 'educated')",-1.0797637,-1.0095912,0.56723434,0.4675226,-0.2969483,-0.328102,0.0311537
87,0.3489765,0.48580927,"('unsuccessful', 'successful')",-0.13571467,-0.1678142,0.37791264,0.3128804,0.1970582,0.2102918,-0.0132336
12,0.33019185,0.16161886,"('unsupportive', 'supportive')",1.0952555,1.0168291,-1.7457815,-1.824082,-0.1067781,-0.2152114,0.1084333
66,-0.2748457,-0.44515526,"('inactive', 'active')",0.4961497,0.5254487,0.67350215,0.499722,0.2982687,0.1933385,0.1049302
32,0.27205476,0.281942,"('unkind', 'kind')",0.22022241,0.2627023,1.159797,1.2369065,0.5506914,0.5938503,-0.0431589
24,0.2588533,0.21382517,"('dishonest', 'honest')",0.5645416,0.52824414,0.64394075,0.7078675,0.4891119,0.4833123,0.0057996
86,0.2581698,-0.029356316,"('uninfluential', 'influential')",0.13870265,-0.09624971,-0.249464,-0.49770862,0.0491362,-0.2077715,0.2569077
18,-0.23661534,-0.43013558,"('disagreeable', 'welcoming')",0.30410892,0.27051,-0.96231633,-1.1986586,-0.2982743,-0.4527614,0.1544871
78,0.22556092,-0.10701158,"('nonresilient', 'resilient')",0.4657598,0.26262426,0.2919046,0.19447404,0.3277418,0.1166956,0.2110462
35,0.20787609,0.05445256,"('corrupt', 'incorrupt')",1.0053314,1.125372,-1.0352215,-1.005244,0.0593287,0.0581935,0.0011352
61,0.20089741,0.09085128,"('illogical', 'logical')",0.2247442,0.21106209,-0.0034490563,-0.16862309,0.1407308,0.0444301,0.0963007
83,-0.18596652,-0.14368077,"('powerless', 'powerful')",-0.5308112,-0.51617324,-1.0671191,-1.0033027,-0.5946323,-0.5543856,-0.0402467
2,-0.1344206,-0.04429102,"('unlikable', 'likable')",0.20229733,0.17153698,0.6393848,0.5685996,0.2357539,0.2319485,0.0038054
60,-0.13340276,0.20510747,"('inefficient', 'efficient')",-0.9749007,-0.9083413,0.50375646,0.60713446,-0.2015157,-0.0320331,-0.1694826
47,-0.12647375,-0.016605705,"('stupid', 'smart')",-0.104556516,-0.029796705,5.2041984,5.2361503,1.6577226,1.7299159,-0.0721933
77,0.11704782,-0.114510655,"('unmotivated', 'motivated')",0.05551657,-0.07105301,-0.7222026,-0.870879,-0.1832127,-0.3521475,0.1689348
56,0.11606984,0.5704289,"('impractical', 'practical')",0.22007757,0.46909294,-0.44648644,-0.101547405,-0.0367797,0.3126581,-0.3494378
16,-0.10761341,-0.17999075,"('unpopular', 'popular')",-0.2241984,-0.18663153,0.15626484,0.039612994,-0.0585157,-0.1090031,0.0504874
40,0.10015159,-0.22162907,"('stingy', 'generous')",0.34230176,0.2644009,-2.5788965,-2.7520936,-0.7121477,-0.9031072,0.1909595
63,-0.09381981,-0.13785765,"('unperceptive', 'insightful')",-0.4125843,-0.42166412,0.5876449,0.5793063,0.0270803,0.0065948,0.0204855
31,-0.09105163,-0.41523212,"('evil', 'good')",0.8181241,0.74971825,-1.3929683,-1.556081,-0.2219653,-0.4071983,0.185233
4,-0.08852244,0.032004476,"('disliked', 'liked')",0.6775679,0.7674624,-7.502987,-7.366918,-2.3046471,-2.1891505,-0.1154966
80,0.074450076,0.24407396,"('dominated', 'dominating')",-0.51980793,-0.54814535,-0.061857857,-0.09077685,-0.1690719,-0.1316161,-0.0374558
88,-0.05402741,-0.12209843,"('low', 'eminent')",-0.11266895,-0.15422523,-0.48095626,-0.37157372,-0.2158842,-0.2159658,8.16e-05
42,-0.04961642,-0.031695932,"('unreliable', 'reliable')",-0.2538003,-0.2741701,-2.9992454,-2.9904404,-1.1008874,-1.0987688,-0.0021186
50,0.048013743,-0.18237624,"('clumsy', 'skillful')",0.01671432,-0.24720648,0.25359032,0.14902212,0.1061061,-0.0935202,0.1996263
38,-0.040022098,-0.03347896,"('untruthful', 'truthful')",0.59564584,0.6795776,0.27780625,0.36566395,0.27781,0.3372542,-0.0594442
19,-0.033666924,-0.09520086,"('inhospitable', 'hospitable')",0.46527296,0.47811997,-0.4236382,-0.3439372,0.002656,0.012994,-0.010338
37,0.012216575,-0.10771569,"('fake', 'genuine')",-0.15311325,-0.20094436,0.2933345,0.15836349,0.0508126,-0.0500989,0.1009115
27,0.0024308236,-0.51578224,"('hardhearted', 'softhearted')",0.25279894,-0.03311053,0.770506,0.47263846,0.341912,-0.0254181,0.3673301
79,-0.002052186,-0.1046307,"('wavering', 'unwavering')",1.1491023,1.2158664,-0.46202102,-0.32678685,0.228343,0.261483,-0.03314
