,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.72331333,-0.8826941,"('unhelpful', 'helpful')",0.9674987,0.6800128,1.6042922,1.6425403,3.088203,2.9050016,1.2341702,1.0862151,0.1479551
79,0.6937114,0.78007877,"('wavering', 'unwavering')",-0.56194955,-0.42369622,-1.4468842,-1.4522799,-0.22809634,-0.15803468,-0.3858047,-0.313483,-0.0723217
62,-0.6758703,-0.9425181,"('incompetent', 'brilliant')",0.58390534,0.16772845,1.0000236,0.69440305,0.5046336,0.40765655,0.3531731,0.0818175,0.2713556
60,-0.6719074,-0.80927163,"('inefficient', 'efficient')",1.4619628,1.0708482,3.0462656,2.8744893,0.62030655,0.5166504,1.1141568,0.9131791,0.2009777
61,-0.6564324,-0.5518976,"('illogical', 'logical')",0.37293145,0.3584301,0.5164675,0.37968937,0.35732695,0.39098144,0.1475734,0.1443008,0.0032726
5,0.65417814,0.87258774,"('distant', 'outgoing')",0.3220682,0.7565787,-1.5053993,-1.4473153,-0.23731337,-0.115517706,-0.1916166,0.0165833,-0.2081999
9,-0.6347868,-0.62827075,"('unaffectionate', 'caring')",1.1791512,1.1163312,0.051838137,0.047123846,1.5356834,1.4467169,0.5329715,0.4954753,0.0374962
42,0.6157104,0.6870976,"('unreliable', 'reliable')",-0.06312111,0.10546734,1.1392016,1.0195847,-2.639581,-2.7377849,-0.2369475,-0.2314088,-0.0055387
40,-0.60901386,-0.5184344,"('stingy', 'generous')",-0.61246175,-0.2808578,-0.13278176,-0.104860336,-1.3699069,-1.3997269,-0.6810411,-0.5759698,-0.1050713
76,-0.5825809,-0.57505107,"('anxious', 'daring')",0.4503419,0.39651793,1.0146298,0.9583991,0.5154857,0.46685648,0.3494691,0.3116806,0.0377885
34,0.5751865,0.44939557,"('mean', 'honorable')",0.5229689,0.38063842,1.5484209,1.4774709,6.0558333,5.979313,2.1756024,2.0717044,0.103898
19,0.5659168,0.569641,"('inhospitable', 'hospitable')",-0.87278354,-0.7746038,-1.3433876,-1.3357562,0.06902436,0.1411723,-0.3953075,-0.3498867,-0.0454208
47,0.5336812,0.56247276,"('stupid', 'smart')",1.7718207,1.727203,1.0398384,1.1631663,4.9953237,5.1176257,2.085166,2.142617,-0.057451
83,0.5054548,0.40395045,"('powerless', 'powerful')",0.6801709,0.6583628,-0.19440724,-0.24708556,-0.92106503,-0.9230977,0.0175384,-0.0269675,0.0445059
6,0.5018702,0.7100144,"('distant', 'open')",-0.25516933,0.24889845,-1.1342788,-1.125859,0.23787116,0.3309544,-0.1624267,0.0410021,-0.2034288
67,0.47992334,0.75703835,"('doubtful', 'determined')",0.42851338,0.62381214,1.1185746,1.2740936,-0.6651412,-0.57158214,0.3404675,0.5208405,-0.180373
8,-0.47496688,-0.475475,"('unaffectionate', 'affectionate')",0.55424917,0.5927778,-0.8171993,-0.7248407,0.7878503,0.83766085,0.0124833,0.0575307,-0.0450474
38,-0.46312743,-0.41927326,"('untruthful', 'truthful')",0.22279513,0.26190972,-0.22638832,-0.09874099,0.75005746,0.82545716,0.0708342,0.1423382,-0.071504
56,-0.41799337,-0.47892255,"('impractical', 'practical')",1.9840275,1.7781554,1.6103901,1.4533174,0.2621779,0.018824765,0.8596505,0.6928438,0.1668067
33,0.40436488,0.7879946,"('wrong', 'right')",0.23730877,0.6013608,-0.68870825,-0.5183735,-0.8391473,-0.7283168,-0.2215455,0.0356663,-0.2572118
39,0.34198135,0.30192924,"('exploitative', 'cooperative')",1.3290039,1.3020291,2.414915,2.4039726,0.329667,0.259363,1.1038918,1.0668235,0.0370683
32,-0.31264958,-0.2999499,"('unkind', 'kind')",1.4683487,1.4491788,1.2443993,1.4532816,1.720561,1.7805867,1.0301648,1.0957743,-0.0656095
44,0.28519234,0.28495124,"('prejudiced', 'unprejudiced')",-0.86267996,-0.8020368,-0.5503214,-0.528514,-1.7558199,-1.7813404,-0.7209072,-0.706735,-0.0141722
26,-0.2740262,-0.3357557,"('hardhearted', 'benevolent')",1.2984262,1.3122094,1.0363642,1.0948907,1.7311921,1.8154151,0.9479891,0.9716899,-0.0237008
54,0.2670272,0.27606028,"('incapable', 'capable')",0.33163282,0.43523836,0.27816805,0.15503025,0.7886502,0.8120373,0.4163696,0.4195915,-0.0032219
46,-0.2644066,-0.6886723,"('uncompetitive', 'competitive')",0.1970973,-0.089784145,2.010371,1.8987163,0.07153846,-0.09345282,0.5036501,0.2567018,0.2469483
20,-0.2570498,-0.36377275,"('rough', 'thoughtful')",-0.42046937,-0.6153853,0.74637866,0.7090656,0.95851284,1.054209,0.2568431,0.1960291,0.060814
66,0.25053173,0.30097508,"('inactive', 'active')",-0.6952076,-0.6533899,-0.042681053,-0.026423145,0.39889747,0.3703683,-0.0221149,-0.0021174,-0.0199975
51,-0.24618983,-0.34238523,"('uneducated', 'educated')",0.29834747,0.13340275,1.2053759,1.2554777,0.92414165,0.8816379,0.5454188,0.4820333,0.0633855
75,0.22323623,0.2829403,"('meek', 'impulsive')",-1.3817768,-1.2494309,-1.4403892,-1.3364391,-1.0505518,-0.8599906,-0.9123704,-0.7907301,-0.1216403
80,0.1982165,-0.15187684,"('dominated', 'dominating')",0.7254526,0.2850532,1.7039714,1.3433387,-0.90880275,-1.0818261,0.4297094,0.0986722,0.3310372
2,0.18410535,0.32939065,"('unlikable', 'likable')",-0.44056928,-0.32085642,1.4255917,1.4581329,0.5471204,0.6817319,0.429062,0.5370997,-0.1080377
52,0.164173,0.36001807,"('irrational', 'rational')",-1.0588925,-0.74069715,-1.9415153,-1.849751,-0.41594014,-0.36407295,-0.8130437,-0.6486258,-0.1644179
15,-0.16397963,0.013496449,"('boring', 'funny')",0.41219082,0.4926723,0.2691308,0.20776585,-0.032494172,-0.047128405,0.1212119,0.1667015,-0.0454896
17,0.16330153,0.019792642,"('nasty', 'nice')",-0.98221225,-0.8874978,-0.73293394,-0.72688204,-1.0797035,-1.0106775,-0.657887,-0.6513162,-0.0065708
12,-0.1545943,-0.13124672,"('unsupportive', 'supportive')",1.2827008,1.3419664,0.7545244,0.6963383,-1.0126688,-1.0627909,0.2174905,0.2110668,0.0064237
29,0.13723695,0.29316106,"('unfair', 'fair')",-0.10441689,0.049346067,-0.8633916,-0.81560355,-0.29136604,-0.07932699,-0.2804844,-0.1381059,-0.1423785
78,0.09834058,-0.23688008,"('nonresilient', 'resilient')",0.24819227,-0.06431231,1.3234279,1.0563371,0.41649473,0.23596597,0.5216138,0.2477777,0.2738361
74,0.09526507,-0.048473354,"('undedicated', 'dedicated')",1.2037473,1.0763134,1.6027869,1.5068494,0.7657933,0.7223411,0.9168981,0.8142576,0.1026405
82,-0.09259675,-0.29007074,"('poor', 'rich')",0.31685716,0.013005144,0.2853435,0.4247057,6.3681264,6.232517,1.7194326,1.5950392,0.1243934
31,0.0799615,0.26171947,"('evil', 'good')",-1.0007643,-0.7484634,-2.257832,-2.2618544,-1.5746285,-1.3880641,-1.1883159,-1.0341656,-0.1541503
84,-0.0795532,0.07859752,"('inferior', 'superior')",-0.57828856,-0.4860198,0.45306215,0.46113136,0.8592601,0.94727606,0.1636201,0.2502463,-0.0866262
49,-0.0713526,-0.20047896,"('unable', 'able')",0.058483142,-0.08197519,0.25645086,-0.07437172,-0.2536617,-0.3572199,-0.0025201,-0.1785114,0.1759913
37,0.029441023,-0.076236054,"('fake', 'genuine')",0.35418174,0.18318161,1.1363087,1.1210914,0.93635416,0.7511392,0.6140714,0.494794,0.1192774
25,0.0060827453,-0.11188126,"('egoistic', 'altruistic')",0.4556134,0.41847762,-0.16521518,-0.26446518,1.3209904,1.2155089,0.4043679,0.31441,0.0899579
