,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
74,1.3069237,1.2786107,"('undedicated', 'dedicated')",-0.5649987,-0.5364326,0.7861657,0.8371839,0.30124494,0.407094,0.4573339,0.496614,-0.0392801
23,1.2612388,1.1505897,"('insincere', 'sincere')",-0.14930014,-0.1311577,0.4538249,0.4014788,6.0522876,6.0257573,1.9045128,1.861667,0.0428458
55,1.2597417,1.5327313,"('incompetent', 'clever')",-0.9992807,-1.0732802,0.4485098,0.24413653,-0.34408638,-0.40977588,0.0912211,0.0734529,0.0177682
5,-1.2357931,-1.3755528,"('distant', 'outgoing')",0.32154495,0.45818633,-1.1062895,-0.8787859,-0.13689922,-0.11583541,-0.5393592,-0.4779969,-0.0613623
75,-1.1981454,-1.3872966,"('meek', 'impulsive')",-0.27336738,-0.13081786,-0.87518615,-0.81655484,-0.32254317,-0.4238561,-0.6673105,-0.6896313,0.0223208
9,1.1880118,0.9585991,"('unaffectionate', 'caring')",0.7573613,0.79171956,0.014976839,0.049933605,1.2994621,1.3985841,0.814953,0.7997091,0.0152439
70,1.1839955,1.4622852,"('lethargic', 'energetic')",-0.056157596,0.18318903,0.6050933,0.69122934,0.4741351,0.80317944,0.5517666,0.7849708,-0.2332042
78,-1.1715372,-0.85558283,"('nonresilient', 'resilient')",0.63488835,0.87251073,1.1458261,1.3329375,0.24933223,0.5474215,0.2146274,0.4743217,-0.2596943
7,1.1273229,1.365358,"('insensitive', 'sensitive')",0.51636463,0.64580256,0.22679731,0.35596913,0.7865002,1.0902135,0.6642463,0.8643358,-0.2000895
42,1.1054661,1.3136563,"('unreliable', 'reliable')",1.0805632,1.1411005,1.5561366,1.6153861,-3.0661643,-2.8351057,0.1690004,0.3087593,-0.1397589
72,1.0980295,0.9527364,"('unambitious', 'ambitious')",0.9736602,0.7197919,0.9229595,0.8058657,-0.8340259,-0.8722581,0.5401558,0.401534,0.1386218
6,-1.0505726,-1.2881343,"('distant', 'open')",0.23821178,0.432934,-1.5512302,-1.3044075,0.4591295,0.49664268,-0.4761154,-0.4157413,-0.0603741
21,1.0050237,1.3797313,"('immoral', 'moral')",0.18429643,0.14436169,0.6014805,0.47610143,-0.87038124,-0.91941196,0.2301048,0.2701957,-0.0400909
46,0.96984714,1.0344763,"('uncompetitive', 'competitive')",-0.26434904,-0.29856852,1.4547949,1.3298076,-0.6593738,-0.6281724,0.3752298,0.3593857,0.0158441
10,0.930495,1.0220808,"('unsympathetic', 'sympathetic')",-0.69092864,-0.7619467,0.045715854,-0.024384595,-0.4533767,-0.26639882,-0.0420236,-0.0076623,-0.0343613
67,0.9052345,0.9330964,"('doubtful', 'determined')",0.6429653,0.5931574,0.8774107,0.8562945,-0.5701397,-0.63946235,0.4638677,0.4357715,0.0280962
33,-0.89681387,-0.85387635,"('wrong', 'right')",0.2713161,0.4304664,-0.1395507,0.081762955,-0.62362945,-0.62769544,-0.3471695,-0.2423356,-0.1048339
83,0.89559066,0.7434627,"('powerless', 'powerful')",1.2070993,0.9117965,-0.026698533,-0.28837505,-1.2589006,-1.3364778,0.2042727,0.0076016,0.1966711
81,0.794098,0.914856,"('submissive', 'aggressive')",-0.4019939,-0.46732965,1.4352499,1.2062951,-0.8343272,-0.83231497,0.2482567,0.2053766,0.0428801
8,0.7686129,0.6242728,"('unaffectionate', 'affectionate')",0.69438076,0.8414485,-0.023313612,0.02135308,1.0279998,1.0619557,0.6169199,0.6372576,-0.0203377
88,-0.7634899,-0.844498,"('low', 'eminent')",-1.0997324,-1.3674915,-1.137533,-1.2826407,0.28825945,0.21874508,-0.678124,-0.8189713,0.1408473
65,0.74389344,0.657572,"('insecure', 'secure')",-0.35189432,-0.6101581,1.0693218,0.79424584,-0.25628605,-0.36193338,0.3012587,0.1199316,0.1813271
73,0.7319306,0.7603635,"('helpless', 'self-reliant')",1.1465707,0.98866147,0.23638523,0.20206472,-3.3867607,-3.3842049,-0.3179685,-0.3582788,0.0403103
1,-0.71780163,-0.86685425,"('unfriendly', 'friendly')",-0.28316522,-0.1610265,-0.5947076,-0.4629824,2.09775,2.0425577,0.1255189,0.1379236,-0.0124047
87,0.68607235,0.63440216,"('unsuccessful', 'successful')",0.9411634,0.5867121,1.8316548,1.5944098,0.86517084,0.73931664,1.0810153,0.8887102,0.1923051
50,-0.6228962,-0.43173972,"('clumsy', 'skillful')",0.34697714,0.5770372,0.24161983,0.47742492,0.18863271,0.34629673,0.0385834,0.2422548,-0.2036714
0,0.5926927,0.52221537,"('unsociable', 'sociable')",-0.36934868,-0.7696964,0.4491083,0.081769414,-0.5887936,-0.74983686,0.0209147,-0.2288871,0.2498018
4,-0.56553495,-0.87295246,"('disliked', 'liked')",0.11321484,0.07320953,-0.4501979,-0.58603966,-6.6097336,-6.688053,-1.878063,-2.0184588,0.1403958
57,0.5635471,0.44328758,"('unimaginative', 'imaginative')",0.06262982,0.04823628,-0.30573773,-0.3603109,-2.8099732,-2.7329965,-0.6223835,-0.6504459,0.0280624
84,0.56014705,0.580872,"('inferior', 'superior')",0.030536197,-0.06528396,0.18496704,0.24880037,0.65868735,0.78561264,0.3585844,0.3875003,-0.0289159
54,0.55751574,0.6520538,"('incapable', 'capable')",0.19672321,0.41034684,-0.08782153,0.13415036,1.1691706,1.2247496,0.458897,0.6053251,-0.1464281
24,0.5518897,0.6289661,"('dishonest', 'honest')",-0.6686037,-0.75085604,-0.58561707,-0.5945825,0.5938962,0.53513235,-0.0271087,-0.045335,0.0182263
44,-0.5123629,-0.5443957,"('prejudiced', 'unprejudiced')",-0.28696907,-0.21592659,-0.06052825,-0.1500298,-1.260674,-1.4139079,-0.5301335,-0.581065,0.0509315
37,0.46888894,0.5003473,"('fake', 'genuine')",-0.44255155,-0.32873124,-0.032243706,0.1522448,0.3486293,0.502555,0.0856807,0.206604,-0.1209233
51,0.46740347,0.6493919,"('uneducated', 'educated')",-1.016875,-1.0444036,0.22657485,0.15786436,0.48845956,0.53416234,0.0413907,0.0742538,-0.0328631
80,0.46341372,0.5748772,"('dominated', 'dominating')",-0.7606986,-0.869939,1.3163742,1.0757812,-1.4283756,-1.3771515,-0.1023216,-0.149108,0.0467864
41,0.45738778,0.31222984,"('unforgiving', 'forgiving')",-0.56399614,-0.52699566,0.5389932,0.5545593,0.070705935,0.055071287,0.1257727,0.0987162,0.0270565
11,0.44139686,0.41853586,"('unhelpful', 'helpful')",-0.64413667,-0.663861,-0.09312046,-0.1738132,1.9326372,2.1030688,0.4091942,0.4209826,-0.0117884
82,-0.41086787,-0.14504704,"('poor', 'rich')",-0.07043943,0.12522694,0.045953125,-0.021753281,6.3198705,6.298926,1.4711291,1.5643381,-0.093209
63,0.39313826,0.55030787,"('unperceptive', 'insightful')",0.22653571,0.4574696,1.4868988,1.6647892,0.83247304,1.1707176,0.7347614,0.960821,-0.2260596
25,-0.3608686,-0.2072557,"('egoistic', 'altruistic')",-0.1456832,0.094978526,-0.10942912,-0.04002288,1.6163378,1.5163901,0.2500892,0.3410225,-0.0909333
77,-0.3588499,-0.061913952,"('unmotivated', 'motivated')",0.07036028,-0.031058293,0.39770883,0.34198684,-1.4373307,-1.3918933,-0.3320279,-0.2857197,-0.0463082
22,0.34735107,0.50425243,"('untrustworthy', 'trustworthy')",-1.324342,-1.2099985,0.6904326,0.61526626,-1.0592443,-1.1493053,-0.3364506,-0.3099463,-0.0265043
28,-0.32631126,-0.33878204,"('disloyal', 'loyal')",0.38774386,0.18100047,0.053787284,-0.11209396,1.1142933,1.0101967,0.3073783,0.1850803,0.122298
20,0.31501693,0.29033607,"('rough', 'thoughtful')",-0.17354304,-0.21728055,0.3477109,0.31213656,0.97004515,0.9651788,0.3648075,0.3375927,0.0272148
85,-0.31295213,-0.33844656,"('insignificant', 'prestigious')",1.6435227,1.5666775,-0.21127127,-0.11788389,0.76809883,0.82650316,0.4718495,0.4842125,-0.012363
32,0.29194266,0.09359419,"('unkind', 'kind')",-0.4501839,-0.43506557,0.19249064,0.14511564,1.0696592,1.0999868,0.2759772,0.2259078,0.0500694
15,-0.29142502,-0.5101886,"('boring', 'funny')",0.18909124,0.14444695,-0.9392636,-1.0101362,0.3957775,0.24839567,-0.161455,-0.2818705,0.1204155
71,0.2896024,0.30002367,"('diffident', 'self-confident')",1.1980702,1.3488334,-0.11409436,0.01342839,0.5719655,0.7148068,0.4863859,0.5942731,-0.1078872
26,0.28815636,-0.030074826,"('hardhearted', 'benevolent')",1.4106649,1.3390824,0.5559763,0.5215382,1.7380964,1.6912426,0.9982234,0.880447,0.1177764
34,-0.27557573,-0.13569827,"('mean', 'honorable')",0.082161784,0.1957663,-0.016475938,0.16569526,6.278464,6.4309688,1.5171435,1.664183,-0.1470395
48,0.25162703,0.24637753,"('unintelligent', 'intelligent')",-0.7122542,-0.8826401,-0.7961235,-0.8391412,0.119333416,0.15239114,-0.2843543,-0.3307531,0.0463988
45,0.25018513,0.32302082,"('incompetent', 'competent')",-1.0846262,-0.9726764,-0.10112425,-0.116351865,-0.7455108,-0.7494189,-0.420269,-0.3788566,-0.0414124
64,-0.2418669,-0.19331187,"('shy', 'confident')",0.57388765,0.3882837,1.3288081,1.1924977,-6.9896035,-6.9123034,-1.3321936,-1.3812084,0.0490148
13,0.23682547,0.6168883,"('impolite', 'polite')",-0.36707908,-0.23492567,0.049081653,0.12173953,-0.3898887,-0.32941866,-0.1177652,0.0435709,-0.1613361
27,0.23030372,0.26131985,"('hardhearted', 'softhearted')",-0.76788443,-0.3502634,-0.39579928,-0.02330802,1.4322008,1.5980672,0.1247052,0.3714539,-0.2467487
38,0.22090669,0.17492881,"('untruthful', 'truthful')",-0.25782216,-0.21693225,-0.51267046,-0.551631,-0.010383785,0.011128485,-0.1399924,-0.1456265,0.0056341
53,-0.20742719,-0.23718089,"('uncreative', 'creative')",0.83945155,0.92755413,0.1404226,0.22958353,1.2222674,1.1998303,0.4986786,0.5299468,-0.0312682
40,0.20483121,0.14362752,"('stingy', 'generous')",0.7448691,0.7844213,0.44544166,0.58842915,-1.7235776,-1.6433017,-0.0821089,-0.0317059,-0.050403
17,0.16735904,0.01615319,"('nasty', 'nice')",0.09460436,0.09907515,-0.812686,-0.8600735,-0.4997028,-0.5891776,-0.2626064,-0.3335057,0.0708993
58,-0.16529411,-0.6543687,"('undiscriminating', 'discriminating')",0.74958754,0.546595,1.2198659,1.2063023,0.3355924,0.32603392,0.534938,0.3561406,0.1787974
52,-0.15584305,-0.32948935,"('irrational', 'rational')",0.10404953,0.034445815,-1.0854326,-0.9938452,0.10273002,-0.15469395,-0.258624,-0.3608957,0.1022717
18,0.12472464,0.13723919,"('disagreeable', 'welcoming')",-0.49544594,-0.33608913,-0.5533008,-0.39938727,-0.36354405,-0.36115927,-0.3218915,-0.2398491,-0.0820424
3,0.123395465,0.34322876,"('repellent', 'pleasant')",-0.7856528,-0.75166583,0.88338363,0.7641541,0.19751519,0.09431663,0.1046604,0.1125084,-0.007848
47,0.1225481,0.026613148,"('stupid', 'smart')",0.37789804,0.37307483,0.7149229,0.7216809,5.805694,5.7270904,1.7552657,1.7121148,0.0431509
49,0.12239511,0.08894764,"('unable', 'able')",-1.3235216,-1.2342813,-1.1905134,-1.212307,-0.48065346,-0.4031698,-0.7180733,-0.6902027,-0.0278706
86,0.1185738,0.21567316,"('uninfluential', 'influential')",-1.553183,-1.6057947,-0.27447194,-0.37757528,-0.5019579,-0.43601456,-0.5527598,-0.5509278,-0.001832
61,-0.10492873,0.043414924,"('illogical', 'logical')",-0.77007604,-0.7309296,0.022127543,0.009379804,0.08137672,0.11784093,-0.1928751,-0.1400735,-0.0528016
66,0.08513178,-0.04130774,"('inactive', 'active')",0.9106205,0.94668365,1.3489336,1.4535905,1.3805496,1.3953543,0.9313089,0.9385802,-0.0072713
29,0.058880202,-0.026129127,"('unfair', 'fair')",-0.76217127,-0.8247123,-0.78314394,-0.70709527,-0.47068956,-0.593382,-0.4892811,-0.5378296,0.0485485
79,-0.058825083,-0.0308609,"('wavering', 'unwavering')",0.19732353,0.22484036,-0.867898,-0.7068305,0.14146522,0.19650505,-0.1469836,-0.0790865,-0.0678971
19,0.041865483,-0.02584777,"('inhospitable', 'hospitable')",-0.81156033,-0.48799753,-1.7341647,-1.4647284,0.00042011868,0.13047917,-0.6258599,-0.4620236,-0.1638363
68,0.028108958,-0.0004538335,"('dependent', 'independent')",-2.491181,-2.6095037,-0.7675919,-0.75740904,-0.8199358,-0.84824324,-1.0126499,-1.0539025,0.0412526
59,-0.0101701105,-0.19756955,"('foolish', 'wise')",0.64674664,0.56618375,-0.90780896,-0.8587272,0.453227,0.39468926,0.0454986,-0.0238559,0.0693545
