,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,male-female
71,1.8668994,2.160788,"('diffident', 'self-confident')",1.2790058,1.3614718,-0.32601836,-0.25559953,0.8887323,1.0029712,0.6809579,0.80689496,0.8779154,1.0153052,-0.1373898
63,1.6756918,1.1421742,"('unperceptive', 'insightful')",0.30968028,0.23431434,-1.2086494,-1.0126104,0.18418884,0.1062104,0.49588147,0.60708785,0.2913586,0.2154353,0.0759233
80,1.5557103,0.20336291,"('dominated', 'dominating')",0.367719,0.055212058,-0.5772342,-0.72081536,-0.8218986,-1.0354298,-0.6617462,-0.90585244,-0.02749,-0.4807045,0.4532145
18,-1.5409608,-1.110786,"('disagreeable', 'welcoming')",-0.28739953,-0.21375322,0.64492494,0.64746255,0.014934152,0.10678051,-0.5990826,-0.5655968,-0.3535168,-0.2271786,-0.1263382
51,1.3225758,0.68876106,"('uneducated', 'educated')",0.093737476,-0.046922162,-0.9305554,-0.7776785,-0.25710177,-0.30031776,0.4203884,0.12613776,0.1298089,-0.0620039,0.1918128
54,-1.2897543,-0.7207646,"('incapable', 'capable')",-1.4470893,-1.1714581,-0.2322584,-0.034804378,-0.9783249,-0.72561306,0.7358103,1.0050044,-0.6423233,-0.3295271,-0.3127962
49,-1.2472429,-1.3954582,"('unable', 'able')",-1.5257772,-1.418484,-1.2065911,-1.0853425,-1.3727746,-1.2161232,-0.31614825,-0.23136,-1.1337069,-1.0693536,-0.0643533
12,1.2204401,0.9631976,"('unsupportive', 'supportive')",0.38906175,0.1992491,-1.0121582,-0.8863763,-0.62823015,-0.6749672,-1.3757346,-1.2865115,-0.2813242,-0.3370817,0.0557575
31,-1.215612,-0.25417235,"('evil', 'good')",-0.37059426,-0.49263078,0.3928929,0.32316893,0.54686576,0.5804793,-1.2291273,-1.1741842,-0.375115,-0.2034678,-0.1716472
77,-1.1728083,-1.7052996,"('unmotivated', 'motivated')",-0.26451647,-0.45995706,-1.3389912,-1.4074067,-0.21427584,-0.43930757,-1.1600333,-1.4138654,-0.830125,-1.0851673,0.2550423
35,-1.1165981,0.07086074,"('corrupt', 'incorrupt')",-0.35633826,-0.13488865,1.9478863,2.0133955,0.5503812,0.84246504,-0.989581,-0.7879446,0.00715,0.4007776,-0.3936276
36,-1.0525565,0.0023655146,"('hostile', 'amicable')",-0.057387117,-0.10145129,-0.008812398,0.17903025,0.63842326,0.69868267,-0.55849576,-0.39397243,-0.2077657,0.0769309,-0.2846966
68,-1.014064,-1.081056,"('dependent', 'independent')",-0.84792435,-0.9100122,-0.3510645,-0.39585415,-1.2305298,-1.1743394,-1.2551904,-1.491027,-0.9397546,-1.0104577,0.0707031
2,-1.0042213,-0.5541731,"('unlikable', 'likable')",-0.13384828,0.048832133,0.14794564,0.3473138,0.68315625,0.83357847,0.5242263,0.66956526,0.0434517,0.2690233,-0.2255716
41,-0.99317825,-0.9605998,"('unforgiving', 'forgiving')",-0.36897376,-0.5465579,-0.56621754,-0.6118599,-0.17127465,-0.38438833,0.058243893,-0.029037584,-0.40828,-0.5064887,0.0982087
75,-0.96751857,-0.42212686,"('meek', 'impulsive')",0.2628436,0.39166808,1.4340285,1.4746209,0.32821175,0.41899472,-0.5954604,-0.4387769,0.092421,0.284876,-0.192455
8,-0.96205217,-0.19301125,"('unaffectionate', 'affectionate')",-0.2515751,-0.055694856,-0.7796137,-0.50819755,0.51096296,0.6410013,0.97959155,1.4915953,-0.1005373,0.2751386,-0.3756759
22,-0.8961873,-1.2067225,"('untrustworthy', 'trustworthy')",-1.1335099,-1.1608535,-0.5010802,-0.5512205,-1.0499041,-1.128505,-0.7069535,-0.87942237,-0.857527,-0.9853447,0.1278177
70,0.85268646,0.16668108,"('lethargic', 'energetic')",-0.11226473,-0.18131146,-1.2663406,-1.3029135,-0.78531635,-0.8360706,0.3234014,0.11960982,-0.1975668,-0.4068009,0.2092341
