,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
16,-1.4544313,-1.6504179,"('unpopular', 'popular')",-1.1445504,-1.3020267,-0.17978539,-0.34242958,-0.9262558,-1.0982914,0.1720356
26,1.4345857,1.4420033,"('hardhearted', 'benevolent')",2.7278755,2.8288753,1.9314743,1.9652382,2.0313118,2.0787056,-0.0473938
77,-1.418745,-1.6170198,"('unmotivated', 'motivated')",-1.6434067,-1.8013417,-1.5969232,-1.595417,-1.5530251,-1.6712596,0.1182345
39,1.4166114,1.4546999,"('exploitative', 'cooperative')",0.1288218,0.21420144,0.54099804,0.58721155,0.6954771,0.7520376,-0.0565605
35,-1.39953,-1.3085216,"('corrupt', 'incorrupt')",-0.59752315,-0.58972204,-0.3502087,-0.42383066,-0.7824206,-0.7740248,-0.0083958
36,-1.1541374,-1.0538908,"('hostile', 'amicable')",0.34080875,0.39200044,-0.065447845,-0.100159355,-0.2929255,-0.2540166,-0.0389089
42,1.0820198,1.083,"('unreliable', 'reliable')",-0.0069206087,-0.15129006,-2.966535,-3.005944,-0.6304786,-0.6914113,0.0609327
49,-0.99270564,-1.0155001,"('unable', 'able')",-1.0018651,-0.9476264,-0.71279097,-0.6859356,-0.9024539,-0.8830207,-0.0194332
2,0.909039,0.86065584,"('unlikable', 'likable')",0.20802492,0.21532926,0.7521871,0.5792819,0.6230837,0.5517557,0.071328
5,-0.8902199,-0.6937677,"('distant', 'outgoing')",0.31649917,0.3944822,-0.58022505,-0.61567754,-0.3846486,-0.3049877,-0.0796609
33,0.830826,0.64562994,"('wrong', 'right')",0.39938694,0.31172594,-0.53639483,-0.6945611,0.2312727,0.0875982,0.1436745
40,0.822418,0.8526174,"('stingy', 'generous')",0.21105464,0.2814012,-2.0724156,-2.2239146,-0.3463143,-0.3632987,0.0169844
14,0.81517696,1.0043594,"('antisocial', 'social')",0.8557165,1.092153,-0.23597567,-0.09860824,0.4783059,0.665968,-0.1876621
6,-0.81334025,-0.6541308,"('distant', 'open')",0.49013782,0.55808,-0.048276026,-0.1598961,-0.1238262,-0.0853156,-0.0385106
37,0.81292164,0.8419946,"('fake', 'genuine')",-0.39009067,-0.38107768,0.37909427,0.28612286,0.2673084,0.2490133,0.0182951
57,-0.7674653,-0.6125989,"('unimaginative', 'imaginative')",-1.2074765,-1.1339623,-3.3289275,-3.2472548,-1.7679564,-1.6646053,-0.1033511
56,0.7572185,0.9190867,"('impractical', 'practical')",1.1691456,1.2883315,-0.41207597,-0.25654224,0.5047627,0.650292,-0.1455293
31,-0.7469766,-0.6860564,"('evil', 'good')",0.36404425,0.46196455,-0.7619013,-0.9113746,-0.3816112,-0.3784888,-0.0031224
73,0.73089045,0.7884999,"('helpless', 'self-reliant')",1.2393512,1.2015676,-3.3123631,-3.4012392,-0.4473739,-0.4703906,0.0230167
13,-0.71565336,-0.7869498,"('impolite', 'polite')",-0.9395599,-1.0059211,-0.7933388,-0.64740515,-0.816184,-0.8134254,-0.0027586
15,0.6874167,0.81489176,"('boring', 'funny')",0.65855664,0.8063105,0.5153032,0.567675,0.6204255,0.7296257,-0.1092002
78,-0.6678668,-0.98534465,"('nonresilient', 'resilient')",-0.71801484,-0.8619589,-0.48042294,-0.62064886,-0.6221015,-0.8226508,0.2005493
0,-0.6673506,-0.561484,"('unsociable', 'sociable')",-0.039689343,0.08537987,-0.37772655,-0.37852553,-0.3615888,-0.2848765,-0.0767123
46,-0.6603949,-0.70196396,"('uncompetitive', 'competitive')",-0.90426624,-1.0109518,-1.5495702,-1.4550276,-1.0380771,-1.0559811,0.017904
82,-0.6313957,-0.68438345,"('poor', 'rich')",-1.9118712,-2.0717678,5.785054,5.6981606,1.0805958,0.9806698,0.099926
86,-0.6260478,-0.7703646,"('uninfluential', 'influential')",-0.46152675,-0.48532212,-0.29289928,-0.347611,-0.4601579,-0.5344326,0.0742747
80,0.62108,0.6031485,"('dominated', 'dominating')",0.018373795,-0.007597938,-0.64336896,-0.63023543,-0.0013051,-0.0115616,0.0102565
75,-0.61433065,-0.5117971,"('meek', 'impulsive')",-0.65541595,-0.70111424,-0.64012474,-0.5566197,-0.6366238,-0.5898437,-0.0467801
55,-0.5842031,-0.5877036,"('incompetent', 'clever')",-2.2956028,-2.216807,-0.13252112,-0.08877916,-1.0041091,-0.9644299,-0.0396792
71,0.573935,0.51115394,"('diffident', 'self-confident')",1.0650318,1.0808984,0.37110054,0.34338403,0.6700225,0.6451455,0.024877
67,0.5631405,0.4612052,"('doubtful', 'determined')",1.1709116,1.0421329,-0.29683113,-0.3131234,0.4790736,0.3967382,0.0823354
44,0.5461773,0.62992156,"('prejudiced', 'unprejudiced')",-0.22014022,-0.23528737,-1.1325734,-1.1175939,-0.2688454,-0.2409866,-0.0278588
8,-0.49784753,-0.57952046,"('unaffectionate', 'affectionate')",-0.34477508,-0.2544513,0.65949404,0.7268067,-0.0610429,-0.0357217,-0.0253212
4,-0.49668875,-0.2969493,"('disliked', 'liked')",0.2754398,0.47179508,-6.9885297,-7.044696,-2.4032596,-2.2899501,-0.1133095
23,0.4943273,0.47917414,"('insincere', 'sincere')",-0.3853177,-0.34317952,5.836517,5.9654765,1.9818422,2.0338236,-0.0519814
30,0.4929191,0.44665298,"('intolerant', 'tolerant')",-0.05292772,-0.00526073,0.5468304,0.60686576,0.3289406,0.3494194,-0.0204788
18,-0.48588273,-0.6342697,"('disagreeable', 'welcoming')",-0.8000779,-0.75469446,-0.8252076,-0.93771094,-0.7037228,-0.7755584,0.0718356
50,-0.47925282,-0.7264784,"('clumsy', 'skillful')",-0.95433724,-1.1631339,-0.14198661,-0.32149893,-0.5251922,-0.737037,0.2118448
66,0.42969048,0.3637951,"('inactive', 'active')",-0.4216696,-0.4608086,0.37801915,0.22677939,0.12868,0.0432553,0.0854247
59,0.4258048,0.3554209,"('foolish', 'wise')",0.9656737,0.8929658,0.18457839,0.09470056,0.5253523,0.4476957,0.0776566
58,0.42289206,0.66420627,"('undiscriminating', 'discriminating')",-0.06456424,0.0721863,0.064556986,0.003152078,0.1409616,0.2465149,-0.1055533
69,0.4068818,0.32250246,"('lazy', 'industrious')",1.4239709,1.3138183,-0.84712225,-1.1525518,0.3279102,0.1612564,0.1666538
88,-0.4057036,-0.4767052,"('low', 'eminent')",-0.82958835,-0.9622897,-0.18165165,-0.18351685,-0.4723145,-0.5408372,0.0685227
83,0.40520707,0.412424,"('powerless', 'powerful')",-0.31411472,-0.30562502,-1.3161719,-1.1677271,-0.4083598,-0.3536427,-0.0547171
27,-0.4020186,-0.34955636,"('hardhearted', 'softhearted')",-0.29425147,-0.36692533,1.13833,0.9279846,0.1473533,0.070501,0.0768523
21,0.3985877,0.2971501,"('immoral', 'moral')",-0.5175311,-0.60758406,-0.915554,-0.925103,-0.3448325,-0.4118456,0.0670131
11,-0.39306808,-0.44713438,"('unhelpful', 'helpful')",-0.7591461,-0.85316,1.6722443,1.8148433,0.1733434,0.1715163,0.0018271
29,0.38438663,0.48836276,"('unfair', 'fair')",-1.1825378,-1.2166831,-0.5901544,-0.61509615,-0.4627685,-0.4478055,-0.014963
76,0.3551249,0.39913642,"('anxious', 'daring')",-1.4276494,-1.3171464,-0.25233364,-0.10601826,-0.4416194,-0.3413428,-0.1002766
7,0.34816432,0.382204,"('insensitive', 'sensitive')",-0.62271994,-0.5345588,0.31594643,0.3248816,0.0137969,0.0575089,-0.043712
9,0.34384787,0.3087511,"('unaffectionate', 'caring')",0.24077727,0.3480989,1.0971844,1.1405514,0.5606032,0.5991338,-0.0385306
53,-0.33602586,-0.42888516,"('uncreative', 'creative')",-2.0369062,-2.123255,0.400955,0.39812133,-0.6573257,-0.7180063,0.0606806
84,0.33012128,0.20056625,"('inferior', 'superior')",0.060113505,-0.12320076,0.31126693,0.12728173,0.2338339,0.0682157,0.1656182
24,0.32981524,0.37839893,"('dishonest', 'honest')",-0.46034813,-0.3014274,0.6925563,0.8263067,0.1873411,0.3010927,-0.1137516
61,-0.31003758,-0.30599082,"('illogical', 'logical')",-1.0677825,-1.0943652,-0.26858684,-0.29418206,-0.5488023,-0.564846,0.0160437
62,0.2934162,0.23073456,"('incompetent', 'brilliant')",-0.9022541,-0.89314586,-0.3991003,-0.31801403,-0.3359794,-0.3268085,-0.0091709
17,-0.2889254,-0.21283937,"('nasty', 'nice')",0.11517096,0.107209876,-0.2338235,-0.13784277,-0.1358593,-0.0811574,-0.0547019
41,0.27517244,0.41499606,"('unforgiving', 'forgiving')",-0.37944847,-0.2852582,0.27432436,0.23012792,0.0566828,0.1199553,-0.0632725
81,-0.27406377,-0.30818895,"('submissive', 'aggressive')",-0.7666215,-0.90446705,-0.7491851,-0.6701989,-0.5966234,-0.6276183,0.0309949
12,0.26953167,0.17773588,"('unsupportive', 'supportive')",-0.33988652,-0.374082,-2.0552056,-2.099389,-0.7085202,-0.765245,0.0567248
19,-0.26705068,-0.34915662,"('inhospitable', 'hospitable')",-0.20561372,-0.3087672,-0.31977868,-0.5718896,-0.2641477,-0.4099378,0.1457901
87,-0.2572901,-0.40338594,"('unsuccessful', 'successful')",-0.5202215,-0.5887114,0.030600786,-0.15750097,-0.2489703,-0.3831994,0.1342291
68,-0.25165665,-0.39049935,"('dependent', 'independent')",-0.7487319,-0.8734604,-1.5500945,-1.7980236,-0.8501611,-1.0206611,0.1705
20,0.2468246,0.15688942,"('rough', 'thoughtful')",-0.6650324,-0.77104354,0.5649615,0.3955106,0.0489179,-0.0728812,0.1217991
28,0.23906298,0.24290314,"('disloyal', 'loyal')",-0.42801535,-0.29172868,0.724436,0.9150101,0.1784945,0.2887282,-0.1102337
64,-0.23410194,-0.34766036,"('shy', 'confident')",-0.13288252,-0.264336,-6.3129616,-6.282613,-2.2266486,-2.298203,0.0715544
60,-0.23064779,-0.17050545,"('inefficient', 'efficient')",-1.030658,-0.9677152,-0.47182935,-0.41900468,-0.5777117,-0.5190751,-0.0586366
32,0.22612277,0.18345237,"('unkind', 'kind')",-0.5695577,-0.6074711,0.9832821,1.0250629,0.2132824,0.2003481,0.0129343
65,0.17456871,0.28115168,"('insecure', 'secure')",-0.62494785,-0.46858218,-0.07053092,0.09260217,-0.1736367,-0.0316094,-0.1420273
63,0.16962692,0.07349276,"('unperceptive', 'insightful')",-0.31799215,-0.41357473,-0.05797699,-0.14459169,-0.0687807,-0.1615579,0.0927772
34,-0.16957092,-0.09305467,"('mean', 'honorable')",-0.08319488,-0.025899628,5.219811,5.2279916,1.6556818,1.7030125,-0.0473307
45,-0.16923049,-0.045884337,"('incompetent', 'competent')",-0.45150128,-0.3466074,-0.58526236,-0.61611897,-0.401998,-0.3362036,-0.0657944
74,0.14766327,0.18581735,"('undedicated', 'dedicated')",0.7357678,0.7553383,0.21840248,0.13885796,0.3672779,0.3600045,0.0072734
72,0.12817849,0.2165212,"('unambitious', 'ambitious')",-0.032202564,0.1592667,-0.41377783,-0.22371858,-0.105934,0.0506898,-0.1566238
51,-0.109714486,-0.36199903,"('uneducated', 'educated')",-0.8079967,-1.1763071,0.5374789,0.37037426,-0.1267441,-0.3893106,0.2625665
43,0.0984872,0.12817076,"('irresponsible', 'responsible')",-0.18630715,-0.1407782,0.23807998,0.33652765,0.0500867,0.1079734,-0.0578867
48,-0.088057,-0.18132153,"('unintelligent', 'intelligent')",-1.8028947,-1.8644847,-0.21551414,-0.23345605,-0.7021553,-0.7597541,0.0575988
25,0.08701776,-0.18352935,"('egoistic', 'altruistic')",0.40684798,0.40440866,1.3908933,1.3449094,0.628253,0.5219296,0.1063234
54,-0.070028715,-0.379282,"('incapable', 'capable')",-0.37520134,-0.6378778,0.6714854,0.5433802,0.0754185,-0.1579265,0.233345
47,0.0690179,0.2062536,"('stupid', 'smart')",0.12528755,0.0809437,5.285842,5.310036,1.8267158,1.8657444,-0.0390286
10,0.067853585,0.024000267,"('unsympathetic', 'sympathetic')",-1.2255094,-1.2628422,-0.11192291,-0.11443601,-0.4231929,-0.4510926,0.0278997
79,-0.066514574,-0.113613494,"('wavering', 'unwavering')",0.36195052,0.4846107,-0.46641758,-0.47878772,-0.0569939,-0.0359302,-0.0210637
22,-0.052198134,0.020655345,"('untrustworthy', 'trustworthy')",-0.82933515,-0.6941387,-0.8749019,-0.68093574,-0.5854784,-0.451473,-0.1340054
85,-0.04150296,-0.14851159,"('insignificant', 'prestigious')",-0.32324275,-0.36247993,-0.40933323,-0.55407584,-0.2580263,-0.3550224,0.0969961
52,0.04054174,-0.10166577,"('irrational', 'rational')",0.37589577,0.20299718,0.12487002,0.023519615,0.1804358,0.041617,0.1388188
1,0.035467044,0.106858276,"('unfriendly', 'friendly')",-0.105519444,-0.043578815,1.7638974,1.7235878,0.564615,0.5956224,-0.0310074
38,-0.026733909,-0.04153234,"('untruthful', 'truthful')",-0.20048393,-0.18576278,-0.13609031,-0.10278897,-0.1211027,-0.110028,-0.0110747
70,-0.007501941,0.17397037,"('lethargic', 'energetic')",-0.88985765,-0.88905174,0.34223244,0.33664644,-0.1850424,-0.126145,-0.0588974
3,-0.0036364486,0.07103751,"('repellent', 'pleasant')",-0.3437666,-0.2596002,0.6360672,0.58046126,0.0962214,0.1306329,-0.0344115
