,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
39,2.3354943,2.5616634,"('exploitative', 'cooperative')",1.5732808,1.9158819,1.4179305,1.5729271,1.700232,1.797526,-0.04638991,0.1694722,1.3961095,1.6034941,-0.2073846
23,1.890178,2.2068808,"('insincere', 'sincere')",0.9142762,1.1926154,1.5904992,1.7616769,0.17169785,0.2650662,4.4520593,4.8131967,1.8037422,2.047887,-0.2441448
12,1.7975608,1.7024747,"('unsupportive', 'supportive')",0.74013376,0.7285539,0.9596509,0.90262175,-0.2912312,-0.30723825,-1.5070809,-1.5303494,0.3398067,0.2992125,0.0405942
35,-1.7309716,-1.6816872,"('corrupt', 'incorrupt')",-1.5825171,-1.5632236,-2.0300825,-1.9456367,-1.0959886,-1.030267,-0.35515243,-0.35091725,-1.3589425,-1.3143464,-0.0445961
34,1.6695553,1.6677959,"('mean', 'honorable')",0.25502214,0.32404834,0.8284786,0.86852473,-0.06167825,-0.044853844,5.0574803,5.045163,1.5497717,1.5721356,-0.0223639
83,1.6567369,1.4864372,"('powerless', 'powerful')",0.7212059,0.64641994,0.6127441,0.67977107,-0.36833856,-0.34154502,-0.7823095,-0.97358215,0.3680078,0.2995002,0.0685076
30,1.6495012,1.8504024,"('intolerant', 'tolerant')",0.26495564,0.49082658,1.5992218,1.8101661,1.405278,1.503744,0.8556909,1.2666303,1.1549295,1.3843538,-0.2294243
60,1.6182076,1.9128721,"('inefficient', 'efficient')",0.8932288,1.072747,3.152854,3.31284,1.7159702,1.7566384,0.15436976,0.44182566,1.5069261,1.6993847,-0.1924586
62,1.6083447,1.7450842,"('incompetent', 'brilliant')",0.25371924,0.46520367,1.4137781,1.5637383,0.94414604,1.0504389,-0.36569765,-0.10813218,0.770858,0.9432665,-0.1724085
44,-1.554626,-1.4685047,"('prejudiced', 'unprejudiced')",0.4779873,0.5953838,-0.12709007,0.017735891,1.3980119,1.499232,-1.524605,-1.3266264,-0.2660644,-0.1365559,-0.1295085
10,1.5438849,1.594633,"('unsympathetic', 'sympathetic')",0.67262083,0.6980526,0.124891505,0.13736035,-0.21343906,-0.33080596,-0.095306896,0.0527285,0.4065303,0.4303936,-0.0238633
65,1.5141927,1.6695324,"('insecure', 'secure')",1.2592702,1.3509629,1.7902111,1.8641877,1.1751317,1.1827036,-0.13687423,0.0072870366,1.1203863,1.2149347,-0.0945484
31,-1.4841828,-1.7191159,"('evil', 'good')",-1.0211747,-1.3426363,-1.8432937,-2.094327,-1.4044876,-1.5246007,-1.424187,-1.7184418,-1.435465,-1.6798244,0.2443594
11,1.4474696,1.7448167,"('unhelpful', 'helpful')",0.8372228,1.22895,2.5861065,2.828025,0.45706248,0.71380776,1.9861445,2.39643,1.4628013,1.7824059,-0.3196046
61,1.4073753,1.3721118,"('illogical', 'logical')",0.059106078,0.0022631362,1.6340121,1.6103421,0.40919176,0.3315085,-0.021109559,-0.043884676,0.6977151,0.6544682,0.0432469
7,1.3920747,1.6488051,"('insensitive', 'sensitive')",0.36502954,0.53303003,0.5034741,0.5266453,0.5765283,0.56816334,0.33902994,0.39540002,0.6352273,0.7344088,-0.0991815
4,-1.3358951,-1.4182193,"('disliked', 'liked')",-1.2710742,-1.4040147,-1.7397022,-1.7330477,-0.6804033,-0.6398628,-4.66754,-4.7027826,-1.9389229,-1.9795855,0.0406626
24,1.3010643,1.4017969,"('dishonest', 'honest')",0.37622592,0.5185837,0.26401034,0.41812152,0.20911956,0.093866214,0.57836586,0.8467038,0.5457572,0.6558144,-0.1100572
78,1.2554837,1.0164034,"('nonresilient', 'resilient')",-0.28149453,-0.5260425,0.014950201,-0.111856624,-0.8302881,-0.95792323,0.3370211,0.012212649,0.0991345,-0.1134413,0.2125758
56,1.1744524,1.3812864,"('impractical', 'practical')",0.82785255,1.1535553,1.771732,2.00448,0.729867,0.7830373,-0.17860708,0.26393187,0.8650594,1.1172581,-0.2521987
75,-1.1731102,-1.2007413,"('meek', 'impulsive')",-1.2514993,-1.2245916,-0.8494194,-0.8697113,-0.21045424,-0.073970154,-0.42020097,-0.5099025,-0.7809369,-0.7757834,-0.0051535
9,1.1563355,1.0441473,"('unaffectionate', 'caring')",-0.7267767,-0.78671896,-0.03835464,-0.06421351,-1.8152272,-1.943324,0.88314855,0.867811,-0.1081749,-0.1764596,0.0682847
74,1.1214318,1.0947933,"('undedicated', 'dedicated')",0.72027266,0.6934859,0.32202858,0.32436404,0.4691935,0.4788586,0.6975534,0.82552224,0.666096,0.6834048,-0.0173088
29,-1.1188242,-1.2862451,"('unfair', 'fair')",-0.65831494,-0.793666,-0.6029378,-0.7083225,-0.59346175,-0.62680423,-0.8171481,-0.9256968,-0.7581373,-0.868147,0.1100097
6,-1.1146649,-1.4492908,"('distant', 'open')",-1.9394233,-2.2382538,-1.5514636,-1.691272,-1.4644616,-1.6065376,0.08138873,-0.12840542,-1.1977248,-1.422752,0.2250272
28,1.0806227,1.2177573,"('disloyal', 'loyal')",0.6010991,0.61151075,0.1385468,0.22753748,-0.5242435,-0.50419044,1.0588512,1.3151073,0.4709753,0.5735445,-0.1025692
16,-1.0691078,-0.9425179,"('unpopular', 'popular')",-0.590133,-0.49199554,-0.75939435,-0.7441677,-1.2680693,-1.1031753,0.2565076,0.3210731,-0.6860394,-0.5921567,-0.0938827
5,-1.0661873,-1.3031095,"('distant', 'outgoing')",-2.009515,-2.1792307,-1.2539479,-1.2812101,-1.2793326,-1.3455081,-0.6153626,-0.734061,-1.244869,-1.3686239,0.1237549
38,1.0596129,1.1578577,"('untruthful', 'truthful')",0.13948828,0.33809635,0.59297734,0.7288498,-0.83766043,-0.70845896,-0.21072514,0.0654822,0.1487386,0.3163654,-0.1676268
21,1.0041705,1.0813189,"('immoral', 'moral')",1.436295,1.5082319,1.0011228,1.1578896,1.3841519,1.3350271,-0.82725453,-0.5618686,0.7996972,0.9041198,-0.1044226
13,0.99850595,1.2755886,"('impolite', 'polite')",0.945999,1.1765709,1.6361789,1.7849431,1.2005689,1.2295958,-0.13718453,0.021366186,0.9288136,1.0976129,-0.1687993
2,0.95430386,1.2068926,"('unlikable', 'likable')",0.84414494,0.9480338,1.2758026,1.4074812,0.7018843,0.8548995,0.6262855,0.838567,0.8804842,1.0511747,-0.1706905
46,0.9414043,0.8536387,"('uncompetitive', 'competitive')",1.5752852,1.5202131,1.5038047,1.4976947,1.0342929,0.9628523,0.18502024,0.20885912,1.0479616,1.0086515,0.0393101
43,0.9299312,0.96621305,"('irresponsible', 'responsible')",0.14650075,0.3167948,1.0063341,1.1109805,-0.011849664,-0.009067614,0.33508614,0.6246657,0.4812005,0.6019173,-0.1207168
17,0.91519755,1.0122359,"('nasty', 'nice')",-1.0081266,-0.8819533,-0.21803772,0.004141178,-0.8297274,-0.67174083,-1.0075669,-0.7582493,-0.4296522,-0.2591133,-0.1705389
68,-0.9010563,-0.96593505,"('dependent', 'independent')",-0.07910904,-0.081630856,-0.33134162,-0.35151637,-0.44104266,-0.4435859,-0.6632741,-0.74532735,-0.4831647,-0.5175991,0.0344344
72,0.8501907,0.7848864,"('unambitious', 'ambitious')",-0.27234492,-0.19065876,0.10933941,0.14374432,-1.1295426,-1.1724963,-1.3202153,-1.3017473,-0.3525146,-0.3472543,-0.0052603
55,0.8162447,0.8287815,"('incompetent', 'clever')",0.21365172,0.20765254,1.4822752,1.5506302,0.6599014,0.6276024,0.027059153,0.08184081,0.6398264,0.6593015,-0.0194751
71,0.7425144,0.7936626,"('diffident', 'self-confident')",0.4803446,0.4881134,0.8981802,0.9453032,-0.680301,-0.7302544,0.09927635,0.006600976,0.3080029,0.3006851,0.0073178
33,0.74094534,0.5202547,"('wrong', 'right')",0.15252174,0.048536558,-0.11937758,-0.14200248,0.44319725,0.41016456,-0.88288385,-0.9530327,0.0668806,-0.0232159,0.0900965
84,0.7404364,0.5263694,"('inferior', 'superior')",0.6496342,0.6522836,0.4905363,0.39062577,-0.048696175,-0.054590296,0.6384432,0.69030064,0.4940708,0.4409978,0.053073
86,0.73194045,0.48363298,"('uninfluential', 'influential')",-0.13840133,-0.25352985,0.26332617,0.2945933,-0.82409173,-0.9272929,-0.10968955,-0.2834467,-0.0153832,-0.1372086,0.1218254
32,0.70610976,1.0872846,"('unkind', 'kind')",0.9188708,1.2170558,0.46521023,0.6054992,0.4348453,0.4857778,1.1856098,1.4924293,0.7421292,0.9776093,-0.2354801
76,0.6960154,0.84504586,"('anxious', 'daring')",0.8526083,1.0785029,-0.08018533,0.09022094,0.8762227,0.9784836,0.4061927,0.6876965,0.5501708,0.73599,-0.1858192
18,-0.6892761,-0.47575128,"('disagreeable', 'welcoming')",0.769163,0.958794,-0.069481865,0.088048354,-0.4032808,-0.37573913,-0.38484174,-0.2974492,-0.1555435,-0.0204195,-0.135124
