,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
19,-1.0296054,-0.83155763,"('inhospitable', 'hospitable')",-0.78929824,-0.81106377,-1.1974088,-0.8934715,-1.4850699,-1.4723685,-1.1253456,-1.0021152,-0.1232304
70,0.99284256,0.99259394,"('lethargic', 'energetic')",1.0311313,1.1337198,0.4449044,0.32731697,0.095850185,0.20973375,0.6411821,0.6658411,-0.024659
17,-0.9916443,-1.1210532,"('nasty', 'nice')",-0.37562022,-0.3572901,-0.48961604,-0.48376215,-0.49215853,-0.5004837,-0.5872598,-0.6156473,0.0283875
12,0.9652263,1.0792946,"('unsupportive', 'supportive')",0.88633823,0.9359205,-0.099827126,-0.21663296,-1.988382,-1.9652854,-0.0591612,-0.0416759,-0.0174853
65,0.93694496,0.71165663,"('insecure', 'secure')",1.812424,1.5802541,1.8694829,1.7374319,1.4198276,1.7406762,1.5096698,1.4425046,0.0671652
46,0.8961441,1.0908835,"('uncompetitive', 'competitive')",3.1540809,3.1410708,1.0233743,0.984212,-0.3389163,0.08287457,1.1836706,1.3247603,-0.1410897
45,0.8743383,1.1754299,"('incompetent', 'competent')",1.0710315,1.2181803,0.97441334,0.9028507,0.1776223,0.21810186,0.7743514,0.8786407,-0.1042893
43,0.8649426,1.1138728,"('irresponsible', 'responsible')",1.8447381,1.982433,0.7230285,0.8769764,0.037030164,0.20638604,0.8674349,1.0449171,-0.1774822
18,0.85694677,0.7495914,"('disagreeable', 'welcoming')",-0.1486794,-0.23805821,-0.74806947,-0.6654345,-1.1651397,-1.2538631,-0.3012354,-0.3519411,0.0507057
30,0.8499217,1.098158,"('intolerant', 'tolerant')",1.6268673,1.651015,1.5931656,1.7611233,0.6999467,1.015583,1.1924754,1.3814698,-0.1889944
37,-0.8347485,-1.0270272,"('fake', 'genuine')",-0.11316922,-0.21210869,0.43521208,0.34442875,-0.080258146,0.002148904,-0.1482409,-0.2231396,0.0748987
55,0.8222298,0.91243184,"('incompetent', 'clever')",2.355049,2.2479284,1.922369,1.880439,0.9610029,1.388059,1.5151626,1.6072146,-0.092052
49,-0.806035,-0.45642412,"('unable', 'able')",-0.33825028,-0.28057504,-0.18588644,0.07160611,-0.7173913,-0.40315711,-0.5118907,-0.2671375,-0.2447532
21,0.76891273,1.2707074,"('immoral', 'moral')",2.4742408,2.5357249,0.9585538,1.3243252,-0.009418547,0.5595297,1.0480722,1.4225718,-0.3744996
42,0.7458381,0.87899,"('unreliable', 'reliable')",0.63830596,0.69757855,-0.040962502,0.1207877,-1.3448164,-1.006938,-0.0004087,0.1726046,-0.1730133
35,-0.7441085,-0.94470847,"('corrupt', 'incorrupt')",-3.0395913,-3.1211143,-1.126642,-0.96218705,0.1689617,-0.095382616,-1.1853451,-1.280848,0.0955029
68,-0.68721443,-0.68200016,"('dependent', 'independent')",-1.6586645,-1.759392,-0.3347041,-0.32468587,-1.0092361,-0.85623956,-0.9224548,-0.9055794,-0.0168754
85,-0.6842258,-0.4979168,"('insignificant', 'prestigious')",-1.8293861,-1.6848334,-1.8897243,-1.6803238,-1.7777026,-2.0843294,-1.5452597,-1.4868509,-0.0584088
8,-0.6574233,-0.6781533,"('unaffectionate', 'affectionate')",-0.88048744,-0.87477374,-1.3888322,-1.5086167,-1.3247292,-1.6540028,-1.0628681,-1.1788867,0.1160186
82,-0.6553959,-0.066492595,"('poor', 'rich')",0.4608969,0.7754908,-0.50054383,-0.18837944,2.9003906,3.1037667,0.5513369,0.9060963,-0.3547594
60,0.62293917,0.92995715,"('inefficient', 'efficient')",2.691629,2.659208,2.1127498,1.9852233,0.5567605,1.1037092,1.4960195,1.6695244,-0.1735049
15,0.6138777,0.6461212,"('boring', 'funny')",0.6953108,0.63403136,0.25783044,0.3681556,0.46695355,0.392732,0.5084931,0.51026,-0.0017669
11,0.5949219,0.84428674,"('unhelpful', 'helpful')",1.7484859,2.0416718,0.5444774,0.78900886,1.0933005,1.6077179,0.9952965,1.3206713,-0.3253748
78,-0.5654912,-0.45277682,"('nonresilient', 'resilient')",-0.0136793405,0.07162487,-0.61633706,-0.540825,0.07352466,0.3044902,-0.2804957,-0.1543717,-0.126124
64,0.55613804,0.1449278,"('shy', 'confident')",1.0128639,0.7739653,0.6826075,0.12732427,-2.695249,-2.7217941,-0.1109099,-0.4188942,0.3079843
72,0.54539984,0.6918751,"('unambitious', 'ambitious')",0.7176636,0.7290054,0.33722845,0.13885184,-0.3942847,-0.30722824,0.3015018,0.3131261,-0.0116243
57,0.5453983,0.37063152,"('unimaginative', 'imaginative')",0.46735662,0.2918393,0.18622175,0.11571783,-1.4150379,-1.2215643,-0.0540153,-0.1108439,0.0568286
3,-0.54534197,-0.46326298,"('repellent', 'pleasant')",0.35895184,0.50901574,0.122227184,0.21090648,0.32383898,0.47040415,0.064919,0.1817659,-0.1168469
23,0.51749885,0.7957767,"('insincere', 'sincere')",1.2638328,1.4100132,0.76124835,0.92031103,2.5349152,2.7995045,1.2693739,1.4814014,-0.2120275
52,-0.51585686,-0.5335138,"('irrational', 'rational')",-0.7331545,-0.8351637,-1.4253188,-1.6670142,-1.2422383,-1.8634839,-0.9791421,-1.2247939,0.2456518
7,0.51078755,0.47351533,"('insensitive', 'sensitive')",0.9214815,0.8434795,0.30997533,0.08762075,0.14845496,0.11463849,0.4726748,0.3798135,0.0928613
16,-0.49757412,-0.17229065,"('unpopular', 'popular')",-1.1567619,-0.85387695,-1.5140768,-1.2947984,-0.57947683,-0.6224712,-0.9369724,-0.7358593,-0.2011131
10,-0.47881925,-0.52309626,"('unsympathetic', 'sympathetic')",0.47515157,0.3524779,0.6734736,0.7338683,0.0518843,0.29896533,0.1804225,0.2155538,-0.0351313
40,0.4755379,0.40344238,"('stingy', 'generous')",0.016298242,-0.18733372,-0.5306046,-0.507423,-1.2773352,-1.4402282,-0.3290259,-0.4328856,0.1038597
83,0.46100283,0.7927137,"('powerless', 'powerful')",0.9225823,1.1972045,-0.09677938,0.17873454,-0.97185826,-0.5761343,0.0787369,0.3981296,-0.3193927
84,0.45973927,0.44774294,"('inferior', 'superior')",-0.29393855,-0.24745888,0.5441275,0.65110546,1.0088528,0.93655545,0.4296953,0.4469863,-0.017291
22,0.4286895,0.50781333,"('untrustworthy', 'trustworthy')",1.0509645,1.008003,0.6575993,0.75912803,-0.1005611,0.24516042,0.509173,0.6300262,-0.1208532
53,-0.4199306,-0.16075116,"('uncreative', 'creative')",0.19048029,0.044211563,-0.46603137,-0.15165435,-0.21173653,-0.18566486,-0.2268046,-0.1134647,-0.1133399
41,0.4031259,0.35525978,"('unforgiving', 'forgiving')",0.2574658,0.18872908,0.19418737,0.49049327,0.34773338,0.15665555,0.3006281,0.2977844,0.0028437
1,-0.4012801,-0.32621247,"('unfriendly', 'friendly')",-0.7543812,-0.824287,-1.5903517,-1.4559268,-0.85713696,-1.1804248,-0.9007875,-0.9467127,0.0459252
67,0.37872815,0.81112576,"('doubtful', 'determined')",0.15952255,0.43130937,1.0720235,1.2958467,0.27826846,0.48869038,0.4721357,0.7567431,-0.2846074
79,-0.37787747,-0.107183285,"('wavering', 'unwavering')",-1.5233467,-1.2845235,-1.8318629,-1.7179943,-1.4137205,-1.6110967,-1.2867019,-1.1801995,-0.1065024
77,-0.307471,-0.023964632,"('unmotivated', 'motivated')",1.3702228,1.3396198,0.50900257,0.39462972,-0.6154987,-0.27985188,0.2390639,0.3576082,-0.1185443
86,0.29871932,0.44387737,"('uninfluential', 'influential')",0.808058,0.63422704,-0.25939617,-0.26552543,-0.93365264,-1.0284088,-0.0215679,-0.0539575,0.0323896
47,-0.2867459,-0.07158324,"('stupid', 'smart')",0.619197,0.8253918,0.7279259,0.7050986,2.407467,2.1999805,0.866961,0.914722,-0.047761
88,0.27067792,0.28577685,"('low', 'eminent')",0.17083251,0.14154285,-0.580268,-0.7014177,-0.8021415,-0.941722,-0.2352248,-0.303955,0.0687302
75,0.25266585,0.6783846,"('meek', 'impulsive')",-0.6011342,-0.21872021,-1.5458753,-1.4383732,-1.0447669,-1.021715,-0.7347776,-0.500106,-0.2346716
25,0.24708335,0.27899358,"('egoistic', 'altruistic')",-0.5920638,-0.48728314,-0.16793509,-0.18175776,0.93671626,0.89573693,0.1059502,0.1264224,-0.0204722
73,0.24380349,0.23038426,"('helpless', 'self-reliant')",0.91830486,0.9247582,0.20251977,0.16083312,-1.523885,-1.5200286,-0.0398142,-0.0510133,0.0111991
34,-0.22280332,0.11265759,"('mean', 'honorable')",0.06683817,0.29630002,-0.50731564,-0.23902102,2.3782842,2.5224602,0.4287509,0.6730992,-0.2443483
71,0.20468365,0.09508615,"('diffident', 'self-confident')",0.23773353,0.25727344,-0.4637517,-0.52103096,-0.6928832,-0.80612713,-0.1785544,-0.2436996,0.0651452
36,0.150006,-0.09048158,"('hostile', 'amicable')",-1.8899235,-1.980999,-1.8032691,-1.8883991,-0.51569486,-1.0140815,-1.0147204,-1.2434902,0.2287698
54,0.14971718,0.37906665,"('incapable', 'capable')",0.15474774,0.12278414,-0.43746758,-0.41171828,-0.5185462,-0.49071917,-0.1628872,-0.1001467,-0.0627405
38,-0.14671557,0.17453046,"('untruthful', 'truthful')",-0.10659477,0.08900223,-0.74250466,-0.643851,-1.0833795,-1.0031898,-0.5197986,-0.345877,-0.1739216
24,-0.13752651,-0.22136839,"('dishonest', 'honest')",0.11256371,0.05052775,-0.37851363,-0.35980356,-0.036113784,-0.06566474,-0.1098976,-0.1490772,0.0391796
0,0.130068,0.27598485,"('unsociable', 'sociable')",1.1688526,1.1594462,0.83134955,0.83930224,0.257699,0.33640248,0.5969923,0.6527839,-0.0557916
32,0.118947074,0.2923951,"('unkind', 'kind')",1.0672524,1.1479177,0.7155137,0.8808128,1.0486964,1.160021,0.7376024,0.8702867,-0.1326843
50,0.089359686,0.09747471,"('clumsy', 'skillful')",-0.029022872,-0.110677145,0.29467398,-0.023553552,0.30314374,0.11139471,0.1645386,0.0186597,0.1458789
48,0.077912584,0.36064842,"('unintelligent', 'intelligent')",-0.039926838,-0.09682331,0.21531545,0.3961193,-0.11405216,0.16149336,0.0348123,0.2053594,-0.1705471
4,0.06588948,0.029440805,"('disliked', 'liked')",-0.9993472,-0.95056105,-0.94828975,-0.92228246,-3.9111998,-3.9891899,-1.4482368,-1.4581481,0.0099113
44,0.065605916,-0.09297311,"('prejudiced', 'unprejudiced')",0.7469167,0.77910984,-0.33902526,-0.54352385,-0.7276571,-0.5656173,-0.0635399,-0.1057511,0.0422112
9,0.041984633,0.03468041,"('unaffectionate', 'caring')",0.17452788,0.15155128,-1.0364769,-1.0348742,-0.83428097,-1.0989294,-0.4135613,-0.486893,0.0733317
20,-0.021278508,-0.07648403,"('rough', 'thoughtful')",0.2604332,0.39131105,0.2865169,0.43106905,0.22942701,0.41273603,0.1887746,0.289658,-0.1008834
61,-0.011157831,-0.033778183,"('illogical', 'logical')",0.84769696,0.78452927,0.8886798,0.79099745,-0.19353832,-0.2952287,0.3829202,0.31163,0.0712902
28,0.010751411,-0.089636594,"('disloyal', 'loyal')",0.2495748,0.14784274,-0.53552085,-0.43721536,0.89162546,0.75291216,0.1541077,0.0934757,0.060632
59,0.0003514588,0.13334441,"('foolish', 'wise')",-1.2751393,-1.1566895,-0.88558394,-0.91139966,-0.46904826,-0.84589565,-0.657355,-0.6951602,0.0378052
