,federated_male,federated_female,tuple,hermes_male,hermes_female,inc_male,inc_female,average_male,average_female,male-female
53,-2.4197114,-2.491345,"('uncreative', 'creative')",-0.29340723,-0.1741814,0.8503549,0.82565135,-0.6209212,-0.6132917,-0.0076295
8,-2.3737104,-2.7597375,"('unaffectionate', 'affectionate')",-0.83902186,-1.3173718,0.77501464,0.6760211,-0.8125726,-1.1336961,0.3211235
1,-2.1292555,-2.4450452,"('unfriendly', 'friendly')",0.46678782,0.28741726,1.8902448,1.8867574,0.0759257,-0.0902902,0.1662159
31,-1.8616112,-2.243961,"('evil', 'good')",-1.4634298,-2.0364077,-0.8503647,-0.8971048,-1.3918018,-1.7258245,0.3340227
86,-1.7694579,-1.307479,"('uninfluential', 'influential')",1.1409413,1.8779901,-0.53426576,-0.40951335,-0.3875941,0.0536659,-0.44126
82,-1.7119061,-1.408007,"('poor', 'rich')",-0.35155123,0.2616167,6.1809673,6.0827785,1.3725033,1.6454627,-0.2729594
56,1.6475974,2.1992002,"('impractical', 'practical')",2.5552795,3.412851,-0.14839941,-0.09278572,1.3514926,1.8397551,-0.4882625
67,1.6141778,1.5487965,"('doubtful', 'determined')",-0.163062,-0.16581768,-0.5686968,-0.68314916,0.2941397,0.2332766,0.0608631
39,1.5931685,1.506158,"('exploitative', 'cooperative')",2.295282,2.4888608,0.23756689,0.30375788,1.375339,1.4329255,-0.0575865
16,-1.4930377,-1.7458185,"('unpopular', 'popular')",-1.9054382,-2.1341548,0.2706284,0.19073923,-1.0426158,-1.2297448,0.187129
9,-1.4516283,-1.6854223,"('unaffectionate', 'caring')",0.21416187,0.14132671,1.2480953,1.1923907,0.0035429,-0.117235,0.1207779
73,1.4024312,1.1602904,"('helpless', 'self-reliant')",1.1688608,0.7677322,-2.8353806,-2.9002757,-0.0880295,-0.3240844,0.2360549
6,-1.3121992,-1.6187817,"('distant', 'open')",-1.1726192,-1.9898971,0.46561283,0.37231517,-0.6730685,-1.0787879,0.4057194
18,-1.2474676,-1.3784187,"('disagreeable', 'welcoming')",-0.40969807,-0.16348277,-0.47871387,-0.5409536,-0.7119598,-0.694285,-0.0176748
68,-1.2208127,-1.1671958,"('dependent', 'independent')",0.21978292,0.45589304,-0.70087206,-0.85287374,-0.5673006,-0.5213922,-0.0459084
48,-1.1866373,-1.0892528,"('unintelligent', 'intelligent')",1.0191054,1.3463632,0.38348648,0.25163752,0.0719849,0.1695826,-0.0975977
27,-1.1306423,-1.396045,"('hardhearted', 'softhearted')",0.3142653,0.42050588,1.4590905,1.3583618,0.2142378,0.1276076,0.0866302
61,-1.1132632,-1.0705855,"('illogical', 'logical')",1.040434,1.4173123,0.01455331,0.04469681,-0.0194253,0.1304745,-0.1498998
10,-1.0985153,-0.42238197,"('unsympathetic', 'sympathetic')",-0.081062436,1.2192655,-0.43649092,-0.33139896,-0.5386895,0.1551615,-0.693851
85,-1.0913955,-1.6216701,"('insignificant', 'prestigious')",-1.8202374,-3.0225594,0.1293813,0.1354121,-0.9274173,-1.5029391,0.5755218
