,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
81,5.969881,5.915073,"('submissive', 'aggressive')",1.9482665,1.7085677,-0.65913844,-0.41600013,2.4196698,2.4025469,0.0171229
31,-5.9027734,-5.988189,"('evil', 'good')",-1.143737,-1.1020069,-0.3833236,-0.6645341,-2.4766113,-2.5849101,0.1082988
60,5.6202807,5.992138,"('inefficient', 'efficient')",2.3413992,2.3535829,-0.023020208,0.36340657,2.6462199,2.9030422,-0.2568223
55,5.525854,5.7970023,"('incompetent', 'clever')",2.2029452,2.1888878,0.2252298,0.47660753,2.651343,2.8208326,-0.1694896
36,-5.5092573,-5.6393676,"('hostile', 'amicable')",-1.8055285,-1.9121011,1.1577774,0.9291905,-2.0523362,-2.2074261,0.1550899
46,5.4099874,5.5862617,"('uncompetitive', 'competitive')",2.9521306,2.8318963,0.17377512,0.39624476,2.8452975,2.9381342,-0.0928367
70,5.2396398,5.1462927,"('lethargic', 'energetic')",1.3193035,1.0435238,0.29474744,0.0976046,2.2845635,2.0958071,0.1887564
10,5.1570377,5.0518827,"('unsympathetic', 'sympathetic')",1.6568449,1.3651204,0.13153563,-0.042055752,2.3151395,2.1249825,0.190157
35,-5.0385404,-5.214934,"('corrupt', 'incorrupt')",-2.4323766,-2.4475238,-0.59544295,-0.83518416,-2.6887865,-2.8325472,0.1437607
14,4.867995,4.9571166,"('antisocial', 'social')",2.4122972,2.3866236,0.47455484,0.95209765,2.584949,2.7652795,-0.1803305
62,4.735242,4.9186697,"('incompetent', 'brilliant')",2.3016872,2.3379247,0.4668035,0.6869518,2.5012442,2.6478488,-0.1466046
85,-4.6749167,-4.895867,"('insignificant', 'prestigious')",-0.65727806,-0.46729928,0.624364,0.3722328,-1.569277,-1.6636445,0.0943675
80,4.6064477,4.472653,"('dominated', 'dominating')",1.0367615,0.8386956,0.76580536,0.89750504,2.1363382,2.0696179,0.0667203
7,4.595485,4.6120644,"('insensitive', 'sensitive')",1.0710671,0.9835166,0.8683216,0.70138925,2.1782913,2.0989901,0.0793012
45,4.578563,4.610212,"('incompetent', 'competent')",1.8870659,1.7109556,1.4518819,1.4124857,2.6391703,2.5778844,0.0612859
52,-4.510376,-4.5948873,"('irrational', 'rational')",-2.0663455,-2.1333137,-0.34515473,-0.75524986,-2.307292,-2.4944836,0.1871916
56,4.106256,4.2504935,"('impractical', 'practical')",1.7645533,1.7162611,0.8788325,1.025842,2.2498806,2.3308655,-0.0809849
6,-4.038742,-4.227714,"('distant', 'open')",-1.6942805,-1.7851934,0.7192156,0.4092875,-1.6712691,-1.8678734,0.1966043
