,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.2548923,-2.2167785,"('distant', 'open')",-2.5672512,-2.1969543,-2.4548502,-2.2925382,0.18302616,0.3513723,-1.7734919,-1.5887246,-0.1847673
1,-2.1926327,-2.2448192,"('unfriendly', 'friendly')",-0.41251308,-0.38264325,-0.8989437,-0.7945133,1.5410649,1.7857594,-0.4907561,-0.409054,-0.0817021
31,-1.8858557,-1.5686805,"('evil', 'good')",-1.8609104,-1.6324663,-1.9508078,-1.7705078,-1.2653912,-0.96167904,-1.7407413,-1.4833335,-0.2574078
53,-1.8253706,-1.9051147,"('uncreative', 'creative')",-1.2039893,-1.253432,-0.20948482,-0.21626845,1.0162649,1.299961,-0.5556449,-0.5187136,-0.0369313
86,-1.7206966,-1.7618887,"('uninfluential', 'influential')",-0.5792225,-0.6489466,-0.07475169,-0.07924676,-0.65270996,-0.54243433,-0.7568452,-0.7581291,0.0012839
9,-1.7187037,-1.7668227,"('unaffectionate', 'caring')",-1.0497751,-0.89168835,-0.38292867,-0.3900606,0.95237124,1.0305088,-0.549759,-0.5045158,-0.0452432
5,-1.6237116,-1.6756603,"('distant', 'outgoing')",-2.0930536,-1.8297124,-2.0072052,-1.8624688,-0.38150468,-0.18762578,-1.5263687,-1.3888668,-0.1375019
19,-1.5484164,-1.3753657,"('inhospitable', 'hospitable')",-2.0838025,-1.8030286,-2.2819064,-2.0661335,-0.5492697,-0.36301816,-1.6158488,-1.4018865,-0.2139623
85,-1.4968147,-1.5200385,"('insignificant', 'prestigious')",-2.819629,-2.441399,-1.1342132,-1.2169468,0.20218736,0.5754154,-1.3121173,-1.1507423,-0.161375
36,-1.4075593,-1.3161063,"('hostile', 'amicable')",-1.8677989,-1.589441,-1.5884976,-1.6321585,0.3651335,0.39245877,-1.1246806,-1.0363116,-0.088369
67,1.3981743,1.2962255,"('doubtful', 'determined')",0.93179727,0.8573223,0.8487007,0.7829948,-0.3349658,-0.32176617,0.7109267,0.6536941,0.0572326
8,-1.3301668,-1.3544531,"('unaffectionate', 'affectionate')",-1.5300264,-1.3160089,-0.41686124,-0.44651857,0.56572175,0.67742044,-0.6778332,-0.6098901,-0.0679431
39,1.2973849,1.4920478,"('exploitative', 'cooperative')",2.729985,2.7045505,1.4215782,1.6795219,0.16478582,0.173776,1.4034334,1.5124741,-0.1090407
79,-1.0435698,-1.0840627,"('wavering', 'unwavering')",-2.632505,-2.4481835,-2.4996538,-2.5944536,-0.28615746,-0.19085631,-1.6154716,-1.579389,-0.0360826
27,-1.039678,-1.0096977,"('hardhearted', 'softhearted')",-1.2215903,-1.2309687,-0.4248988,-0.29511887,1.0857688,1.2761159,-0.4000995,-0.3149173,-0.0851822
57,-0.9889722,-1.1421463,"('unimaginative', 'imaginative')",-0.9023744,-1.1324579,-0.29412585,-0.48564997,-2.840075,-2.443142,-1.2563869,-1.3008491,0.0444622
38,-0.9725316,-1.0890731,"('untruthful', 'truthful')",-1.0575686,-1.165469,-1.3224666,-1.3215295,-0.16323082,-0.146931,-0.8789494,-0.9307507,0.0518013
80,0.9692899,0.85776323,"('dominated', 'dominating')",1.1491058,0.91005075,1.1299728,0.99538505,-1.3896383,-1.4752557,0.4646826,0.3219858,0.1426968
26,-0.9673118,-0.70894384,"('hardhearted', 'benevolent')",1.2801155,1.5287411,0.6432667,0.81896836,1.4864825,1.7608345,0.6106382,0.8499,-0.2392618
72,-0.9587964,-0.9749402,"('unambitious', 'ambitious')",0.6247894,0.48207662,0.20180346,0.15882105,-0.82289207,-0.9002829,-0.2387739,-0.3085814,0.0698075
78,-0.95736444,-1.2898988,"('nonresilient', 'resilient')",-0.41687003,-0.5185493,1.1219486,0.84711164,0.30207327,0.415804,0.0124469,-0.1363831,0.14883
88,-0.95513356,-1.0202408,"('low', 'eminent')",-1.1492333,-1.1440444,-0.7787394,-0.85189295,0.02462643,0.03528823,-0.7146199,-0.7452224,0.0306025
44,0.9128414,0.7786538,"('prejudiced', 'unprejudiced')",0.11604534,0.0792487,-0.022204097,0.048418216,-1.0620463,-1.1777889,-0.0138409,-0.067867,0.0540261
14,0.8797323,0.8256399,"('antisocial', 'social')",2.9147413,2.6772027,2.0127409,2.042453,-0.43399867,-0.43355244,1.343304,1.2779359,0.0653681
21,0.8471062,0.75368327,"('immoral', 'moral')",1.1644942,0.9032094,0.8859357,0.79343784,-0.69649035,-0.7835272,0.5502615,0.4167008,0.1335607
24,-0.8457147,-0.570173,"('dishonest', 'honest')",-0.04815434,0.04717617,-0.4845385,-0.28076538,0.3600985,0.39517653,-0.2545772,-0.1021464,-0.1524308
