,keycorp_male,keycorp_female,tuple,average_male,average_female,male-female
4,-4.2632,-4.7450213,"('disliked', 'liked')",-4.2631998,-4.7450213,0.4818215
23,3.5473263,3.5373566,"('insincere', 'sincere')",3.5473263,3.5373566,0.0099697
64,-3.523015,-3.5367017,"('shy', 'confident')",-3.523015,-3.5367017,0.0136867
82,3.0864885,3.3850079,"('poor', 'rich')",3.0864885,3.3850079,-0.2985194
47,3.0561545,3.3263488,"('stupid', 'smart')",3.0561545,3.3263488,-0.2701943
34,2.7813065,2.8313928,"('mean', 'honorable')",2.7813065,2.8313928,-0.0500863
11,1.9213842,1.8796165,"('unhelpful', 'helpful')",1.9213842,1.8796165,0.0417677
31,-1.7653602,-2.1254766,"('evil', 'good')",-1.7653602,-2.1254766,0.3601164
57,-1.4882731,-1.5235702,"('unimaginative', 'imaginative')",-1.4882731,-1.5235702,0.0352971
73,-1.4244264,-1.4942944,"('helpless', 'self-reliant')",-1.4244264,-1.4942944,0.069868
35,-1.3857727,-1.6159688,"('corrupt', 'incorrupt')",-1.3857727,-1.6159688,0.2301961
62,1.361457,1.4174461,"('incompetent', 'brilliant')",1.361457,1.4174461,-0.0559891
40,-1.2661784,-1.4622548,"('stingy', 'generous')",-1.2661784,-1.4622548,0.1960764
42,-1.1731136,-0.96907884,"('unreliable', 'reliable')",-1.1731136,-0.9690788,-0.2040348
60,1.1214269,1.4154706,"('inefficient', 'efficient')",1.1214269,1.4154706,-0.2940437
36,-1.0589278,-1.2165701,"('hostile', 'amicable')",-1.0589278,-1.2165701,0.1576423
9,1.0405178,0.82585734,"('unaffectionate', 'caring')",1.0405178,0.8258573,0.2146605
17,-0.9779811,-1.2103349,"('nasty', 'nice')",-0.9779811,-1.2103349,0.2323538
85,-0.9763485,-1.0716401,"('insignificant', 'prestigious')",-0.9763485,-1.0716401,0.0952916
19,-0.97581637,-1.0217727,"('inhospitable', 'hospitable')",-0.9758164,-1.0217727,0.0459563
2,0.93456787,1.139978,"('unlikable', 'likable')",0.9345679,1.1399781,-0.2054102
24,0.89382946,0.6688824,"('dishonest', 'honest')",0.8938295,0.6688824,0.2249471
1,0.8126696,0.3601646,"('unfriendly', 'friendly')",0.8126696,0.3601646,0.452505
55,0.80058914,1.0750991,"('incompetent', 'clever')",0.8005891,1.0750991,-0.27451
7,0.7896388,0.6205321,"('insensitive', 'sensitive')",0.7896388,0.6205321,0.1691067
