,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
31,-5.418977,-5.503322,"('evil', 'good')",-2.9059918,-2.6320028,-1.8527187,-2.083865,-1.3863057,-1.4214566,-2.8909981,-2.9101615,0.0191634
85,-5.158015,-5.2401805,"('insignificant', 'prestigious')",-3.9751072,-3.6605444,-2.0229084,-2.2597833,-0.66035813,-0.843976,-2.954097,-3.0011208,0.0470238
36,-4.6424537,-4.7894936,"('hostile', 'amicable')",-3.4636834,-3.2117574,-2.5106394,-2.8254616,-0.74754584,-0.868839,-2.8410807,-2.923888,0.0828073
55,4.416146,4.5595856,"('incompetent', 'clever')",2.978535,2.7844324,1.3074536,1.7096581,0.3112177,0.718451,2.2533381,2.4430318,-0.1896937
81,4.3330736,4.3959184,"('submissive', 'aggressive')",2.694858,2.3150578,1.0401571,1.0277704,-0.17643525,-0.031540975,1.9729133,1.9268014,0.0461119
46,4.2963815,4.279988,"('uncompetitive', 'competitive')",3.1420152,2.9335284,2.651639,3.0570111,-0.27782822,-0.10559359,2.4530518,2.5412333,-0.0881815
60,4.2698402,4.4931536,"('inefficient', 'efficient')",3.0366337,2.7176602,2.8360343,3.2627542,0.7303065,0.9237379,2.7182035,2.8493264,-0.1311229
56,4.2176147,4.3160095,"('impractical', 'practical')",3.4330332,3.164413,1.7380424,1.9201144,0.19394082,0.28263587,2.395658,2.4207931,-0.0251351
10,4.128107,4.3221397,"('unsympathetic', 'sympathetic')",2.4659562,2.281886,1.1131663,1.456106,0.54765046,0.73567384,2.06372,2.1989515,-0.1352315
35,-4.096252,-4.1943913,"('corrupt', 'incorrupt')",-2.661419,-2.3081486,-2.0178041,-2.1994271,-0.9935278,-1.1819913,-2.4422505,-2.4709897,0.0287392
21,4.0688505,4.153237,"('immoral', 'moral')",1.4118075,1.1693829,1.0343062,1.2653899,-0.590582,-0.23140721,1.4810956,1.5891507,-0.1080551
6,-3.8222113,-3.7377484,"('distant', 'open')",-2.0526602,-1.5498471,-1.0142945,-1.0762374,0.14758775,0.08928423,-1.6853945,-1.5686373,-0.1167572
62,3.719366,3.7275019,"('incompetent', 'brilliant')",2.909111,2.6299462,1.8595781,2.0926204,0.54918367,0.8561345,2.2593098,2.3265507,-0.0672409
5,-3.6071908,-3.563347,"('distant', 'outgoing')",-1.679072,-1.3541492,-0.93392444,-1.1367317,-0.52066934,-0.6374258,-1.6852142,-1.6729134,-0.0123008
69,-3.5879986,-3.5042632,"('lazy', 'industrious')",-2.239236,-1.967842,-0.6941249,-0.78481644,-1.0224799,-1.0082563,-1.8859599,-1.8162944,-0.0696655
43,3.5392547,3.6736083,"('irresponsible', 'responsible')",2.3515694,2.3813243,2.112953,2.3546095,0.93651897,1.089678,2.235074,2.374805,-0.139731
70,3.5368097,3.538326,"('lethargic', 'energetic')",2.717938,2.478786,1.1785045,1.2615008,1.3634875,1.4610252,2.1991849,2.1849093,0.0142756
14,3.5354831,3.9542513,"('antisocial', 'social')",1.9462119,1.9782735,0.7377236,1.2587985,-0.4459103,-0.081340045,1.443377,1.7774959,-0.3341189
80,3.3650258,3.5424595,"('dominated', 'dominating')",2.4266431,2.2769735,1.1559387,1.4299041,-0.78926873,-0.5581809,1.5395846,1.6727891,-0.1332045
0,3.1215749,3.217546,"('unsociable', 'sociable')",2.0338795,1.7786871,1.2972835,1.5441636,-0.17024422,0.07924248,1.5706235,1.6549098,-0.0842863
23,3.0116189,3.0490782,"('insincere', 'sincere')",2.2367902,2.0111566,1.1365556,1.1957829,6.4981804,6.4408674,3.2207863,3.1742213,0.046565
74,3.0033946,2.9419231,"('undedicated', 'dedicated')",1.3541706,1.2739382,1.0198295,1.1265314,0.22577223,0.20459495,1.4007918,1.386747,0.0140448
52,-2.928333,-2.8660975,"('irrational', 'rational')",-2.4193418,-2.1134927,-2.1707215,-2.3408022,-1.0306379,-1.0029936,-2.1372585,-2.0808465,-0.056412
65,2.9187758,3.223256,"('insecure', 'secure')",1.0368804,0.9168703,0.79080194,1.2723254,0.12304363,0.4784719,1.2173754,1.4727309,-0.2553555
51,2.8572915,2.8021593,"('uneducated', 'educated')",1.8311348,1.6316231,0.24336922,0.4164614,0.2541797,0.3406874,1.2964936,1.2977328,-0.0012392
76,2.7856467,2.904614,"('anxious', 'daring')",1.956329,1.9272035,1.4326673,1.7772117,0.62852657,0.8192809,1.7007924,1.8570776,-0.1562852
12,2.7472034,2.6735022,"('unsupportive', 'supportive')",1.4218985,1.2603649,0.80246234,0.9137155,-1.7429451,-1.6138045,0.8071548,0.8084445,-0.0012897
13,2.4915607,2.6051555,"('impolite', 'polite')",2.47351,2.2578194,1.5084565,1.7799747,0.10778749,0.23750558,1.6453286,1.7201139,-0.0747853
7,2.4763865,2.6068394,"('insensitive', 'sensitive')",2.0187445,1.9424788,1.1755676,1.470638,1.0649459,1.1715269,1.6839111,1.7978709,-0.1139598
45,2.453845,2.3243575,"('incompetent', 'competent')",1.8392419,1.7204828,1.7456369,1.9110258,0.09721728,0.34265426,1.5339853,1.57463,-0.0406447
32,2.4193275,2.4806626,"('unkind', 'kind')",1.2169487,1.0339365,1.2220769,1.239756,1.4942142,1.467594,1.5881418,1.5554873,0.0326545
79,-2.3854175,-2.4218755,"('wavering', 'unwavering')",-1.6828088,-1.525811,-1.1803117,-1.4712657,-0.3365657,-0.5148722,-1.3962759,-1.483456,0.0871801
30,2.1672955,2.1293726,"('intolerant', 'tolerant')",1.1980363,1.0038714,1.0224266,1.1726668,0.92184144,1.0285233,1.3274,1.3336086,-0.0062086
87,2.1560993,2.2314868,"('unsuccessful', 'successful')",1.6405374,1.7455975,1.4893175,1.6714097,0.5822413,0.78268296,1.4670489,1.6077942,-0.1407453
11,2.119729,1.9748255,"('unhelpful', 'helpful')",1.9777197,1.7319053,0.82151705,0.79256,2.1191435,2.1381898,1.7595273,1.6593702,0.1001571
59,-2.086568,-2.1188688,"('foolish', 'wise')",-1.243759,-1.0461775,-0.7535461,-0.77980375,-0.26708537,-0.23135434,-1.0877397,-1.0440511,-0.0436886
4,-2.079674,-2.230706,"('disliked', 'liked')",-1.1882516,-1.1111666,-0.38243887,-0.46534282,-6.926932,-7.0372324,-2.6443241,-2.711112,0.0667879
63,2.0694423,1.9514749,"('unperceptive', 'insightful')",1.5824903,1.3839346,1.6306716,1.7824309,1.3400279,1.4776585,1.655658,1.6488748,0.0067832
16,-2.0686924,-2.0761514,"('unpopular', 'popular')",-1.4201096,-1.2471354,-0.76400244,-0.68646634,0.40604705,0.37216222,-0.9616893,-0.9093977,-0.0522916
39,2.0412877,2.134017,"('exploitative', 'cooperative')",2.164587,2.2474725,1.5514005,1.7429214,0.43842962,0.5684911,1.5489262,1.6732255,-0.1242993
86,2.016592,2.142886,"('uninfluential', 'influential')",0.7081545,0.49424922,0.10842266,0.31230772,0.13461809,0.29863617,0.7419468,0.8120198,-0.070073
57,1.9421986,2.0874493,"('unimaginative', 'imaginative')",0.6052532,0.63402987,-0.34497783,0.014762143,-2.7590165,-2.5104892,-0.1391356,0.056438,-0.1955736
78,1.927629,1.8779469,"('nonresilient', 'resilient')",0.63743937,0.59845036,1.0287449,1.1588453,0.27490336,0.2545219,0.9671791,0.9724411,-0.005262
22,1.867854,2.0135064,"('untrustworthy', 'trustworthy')",0.9904188,1.0640053,0.5001646,0.909107,-0.67801964,-0.17177749,0.6701045,0.9537103,-0.2836058
75,-1.8537642,-1.9243332,"('meek', 'impulsive')",-1.5309806,-1.4333874,-1.6095698,-1.9618025,-0.652278,-0.6726684,-1.411648,-1.4980478,0.0863998
25,-1.8158907,-1.8529451,"('egoistic', 'altruistic')",-0.9345399,-0.9229713,-0.14534025,-0.3275471,0.9475825,0.8889752,-0.4870471,-0.5536221,0.066575
29,-1.8041393,-1.6986883,"('unfair', 'fair')",-1.2508599,-1.0684994,-0.81172353,-0.5683055,-1.2119391,-1.0653713,-1.2696655,-1.1002162,-0.1694493
3,1.7695538,1.8913021,"('repellent', 'pleasant')",0.58079493,0.48987913,0.50200695,0.6925143,0.62204635,0.743532,0.8686005,0.9543069,-0.0857064
42,1.4802357,1.468889,"('unreliable', 'reliable')",1.5295541,1.5218939,1.1580567,1.3431909,-2.5354667,-2.2241156,0.408095,0.5274646,-0.1193696
1,-1.4566817,-1.5584165,"('unfriendly', 'friendly')",-0.5053632,-0.40036637,-0.37920585,-0.4020278,1.3539996,1.2819844,-0.2468128,-0.2697066,0.0228938
83,1.4271817,1.5500404,"('powerless', 'powerful')",0.9269854,0.9470501,-0.3013666,-0.09614773,-1.1045165,-0.9223158,0.237071,0.3696567,-0.1325857
28,1.4165232,1.4572912,"('disloyal', 'loyal')",0.8272138,0.88551605,0.2582026,0.20916253,1.0107964,0.82941735,0.878184,0.8453468,0.0328372
37,1.3687623,1.2754351,"('fake', 'genuine')",0.7643212,0.71766615,0.1410167,0.12518656,0.4692315,0.5424735,0.6858329,0.6651903,0.0206426
44,-1.3601619,-1.5089121,"('prejudiced', 'unprejudiced')",-1.5137305,-1.4842343,-0.7954006,-0.7963492,-1.632589,-1.514667,-1.3254704,-1.3260407,0.0005703
48,1.2768457,1.277397,"('unintelligent', 'intelligent')",0.09172848,-0.1891537,-0.033995584,0.16457203,0.073159546,0.24086316,0.3519345,0.3734196,-0.0214851
24,1.2742659,1.4864713,"('dishonest', 'honest')",1.4694004,1.4732068,-0.04138204,0.05002958,1.0232335,1.1771934,0.9313794,1.0467253,-0.1153459
82,1.2445405,1.0862111,"('poor', 'rich')",0.092928395,-0.095895715,0.7015134,0.60816395,6.9147468,6.6926646,2.2384324,2.0727859,0.1656465
19,-1.2055414,-1.358913,"('inhospitable', 'hospitable')",-0.41095853,-0.30983794,-0.7804978,-1.0764816,-0.3049243,-0.48251897,-0.6754805,-0.8069379,0.1314574
64,1.0935061,1.3557193,"('shy', 'confident')",0.7033728,0.8649931,-0.3330046,0.17722335,-6.9158187,-6.366163,-1.3629861,-0.9920567,-0.3709294
72,1.0644387,1.244182,"('unambitious', 'ambitious')",1.0761802,1.0160128,-0.46733853,-0.4026428,-0.47866422,-0.26784948,0.298654,0.3974257,-0.0987717
77,1.0324986,1.2516667,"('unmotivated', 'motivated')",1.1764693,1.188783,0.0075413045,0.25266227,-1.1880983,-0.9060202,0.2571028,0.4467729,-0.1896701
33,-0.9665676,-0.96183604,"('wrong', 'right')",-0.017557194,0.12610237,-0.76981974,-0.76656413,-1.0295316,-1.0060534,-0.695869,-0.6520878,-0.0437812
88,-0.9593913,-1.0105668,"('low', 'eminent')",-0.522589,-0.62337774,-0.46487558,-0.5003786,-0.096907526,-0.1397644,-0.5109408,-0.5685219,0.0575811
17,-0.935714,-0.9735882,"('nasty', 'nice')",-0.43804786,-0.4084322,-0.71334326,-0.8052783,-0.6845154,-0.68339044,-0.6929052,-0.7176723,0.0247671
