,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
36,-3.1119661,-2.6480331,"('hostile', 'amicable')",1.047956,1.4839747,-1.0755498,-0.8635984,0.31989434,0.45537508,-0.7049164,-0.3930704,-0.311846
46,2.5477166,1.7999126,"('uncompetitive', 'competitive')",-1.7147472,-1.9653926,0.9044679,0.95553863,-0.82090086,-0.90236044,0.2291341,-0.0280755,0.2572096
31,-2.5325098,-1.9074823,"('evil', 'good')",0.89134693,1.2806395,-1.515374,-1.4312576,-0.88487756,-0.7514565,-1.0103536,-0.7023892,-0.3079644
81,2.4401767,1.9742678,"('submissive', 'aggressive')",-1.6680133,-1.8498081,0.28787106,0.32827216,-0.7100235,-0.76084566,0.0875027,-0.0770284,0.1645311
85,-2.414098,-1.6849035,"('insignificant', 'prestigious')",1.3590965,1.5935781,-1.2398841,-1.0988965,0.31405193,0.5828007,-0.4952084,-0.1518553,-0.3433531
8,-2.4128296,-2.0200865,"('unaffectionate', 'affectionate')",1.0574381,1.3519424,-0.9227639,-0.72456115,0.8018069,0.88908416,-0.3690871,-0.1259053,-0.2431818
56,2.3777122,2.4245772,"('impractical', 'practical')",0.8344357,0.83954734,0.9283459,1.1646553,-0.35542178,-0.29657218,0.946268,1.033052,-0.086784
75,-2.3013911,-1.8702843,"('meek', 'impulsive')",-0.5210938,-0.38229525,-0.6167798,-0.7250163,-0.5740706,-0.48144367,-1.0033338,-0.8647599,-0.1385739
80,2.203,1.5409973,"('dominated', 'dominating')",-0.6464816,-1.1499193,1.8375276,1.4628401,-1.0320642,-1.2523309,0.5904955,0.1503968,0.4400987
10,2.0817618,1.5492212,"('unsympathetic', 'sympathetic')",-1.3334938,-1.5542454,0.024904912,0.10140006,0.056454286,-0.09770679,0.2074068,-0.0003327,0.2077395
42,2.0618603,2.065199,"('unreliable', 'reliable')",0.84096634,0.81537426,1.1601514,1.1375853,-3.0216954,-3.0273812,0.2603207,0.2476943,0.0126264
35,-2.0297616,-1.5944461,"('corrupt', 'incorrupt')",1.0764282,1.5131959,-0.5591557,-0.5664018,0.06274399,0.22804832,-0.3624363,-0.1049009,-0.2575354
65,2.0132382,1.6592187,"('insecure', 'secure')",-1.5366298,-1.782442,-0.3840753,-0.2849572,-0.116913,-0.089940146,-0.006095,-0.1245302,0.1184352
60,1.9393135,1.4284416,"('inefficient', 'efficient')",-0.8026427,-1.0468124,1.299923,1.3881925,0.106221214,0.104240954,0.6357037,0.4685157,0.167188
70,1.9215212,1.5793277,"('lethargic', 'energetic')",-0.65101844,-0.8567037,0.31028336,0.34567946,0.7267325,0.6489254,0.5768797,0.4293072,0.1475725
23,1.8909845,1.3970795,"('insincere', 'sincere')",-0.02033658,-0.1338791,0.4023584,0.46198583,6.2801437,6.130191,2.1382875,1.9638443,0.1744432
21,1.8723779,1.5945852,"('immoral', 'moral')",-0.8011958,-1.027782,1.3864053,1.3757887,-0.560517,-0.59832036,0.4742675,0.3360679,0.1381996
12,1.8431355,1.7976683,"('unsupportive', 'supportive')",0.6708627,0.6938128,0.06807708,0.255638,-1.8674783,-1.8698926,0.1786492,0.2193066,-0.0406574
0,1.6967963,1.3654227,"('unsociable', 'sociable')",-0.47998306,-0.61370176,0.7045259,0.7981572,-0.15858623,-0.15473972,0.4406882,0.3487846,0.0919036
11,1.6139618,1.1277926,"('unhelpful', 'helpful')",-1.0863225,-1.1456615,0.6285903,0.7017858,1.7082915,1.6459379,0.7161303,0.5824637,0.1336666
77,1.5640554,0.9444237,"('unmotivated', 'motivated')",-0.31303322,-0.43098244,0.90145355,0.78413945,-1.0732919,-1.1750207,0.269796,0.03064,0.239156
